id_municipio;nombre_municipio;poblacion_total;total_hombres;total_mujeres
03008;Alcoleja;173;93;80
03009;Alcoy/Alcoi;58994;28866;30128
03010;Alfafara;410;202;208
03011;Alfàs del Pi, l';20482;10187;10295
03012;Algorfa;2935;1461;1474
03013;Algueña;1336;668;668
03014;Alicante/Alacant;334887;162191;172696
03015;Almoradí;20803;10510;10293
03016;Almudaina;113;57;56
03017;Alqueria d'Asnar, l';493;238;255
03018;Altea;22290;10911;11379
03019;Aspe;20714;10435;10279
03001;Atzúbia, l';632;325;307
03020;Balones;131;73;58
03021;Banyeres de Mariola;7068;3538;3530
03022;Benasau;151;74;77
03023;Beneixama;1685;852;833
03024;Benejúzar;5402;2699;2703
03025;Benferri;1942;1001;941
03026;Beniarbeig;2092;1061;1031
03027;Beniardá;232;106;126
03028;Beniarrés;1118;571;547
03030;Benidoleig;1095;545;550
03031;Benidorm;68721;34250;34471
03032;Benifallim;105;60;45
03033;Benifato;140;73;67
03029;Benigembla;490;253;237
03034;Benijófar;3322;1615;1707
03035;Benilloba;724;377;347
03036;Benillup;97;47;50
03037;Benimantell;483;242;241
03038;Benimarfull;409;207;202
03039;Benimassot;106;59;47
03040;Benimeli;418;187;231
03041;Benissa;11005;5415;5590
03042;Benitachell/Poble Nou de Benitatxell, el;4276;2106;2170
03043;Biar;3671;1799;1872
03044;Bigastro;6733;3382;3351
03045;Bolulla;420;220;200
03046;Busot;2978;1516;1462
03049;Callosa de Segura;19038;9714;9324
03048;Callosa d'en Sarrià;7373;3762;3611
03047;Calp;22725;11480;11245
03050;Campello, el;28349;13796;14553
03051;Campo de Mirra/Camp de Mirra, el;415;211;204
03052;Cañada;1220;606;614
03053;Castalla;10124;5149;4975
03054;Castell de Castells;449;236;213
03075;Castell de Guadalest, el;217;111;106
03055;Catral;8639;4307;4332
03056;Cocentaina;11511;5868;5643
03057;Confrides;187;106;81
03058;Cox;7297;3722;3575
03059;Crevillent;28952;14627;14325
03061;Daya Nueva;1737;852;885
03062;Daya Vieja;690;354;336
03063;Dénia;42166;20419;21747
03064;Dolores;7470;3740;3730
03065;Elche/Elx;232517;115151;117366
03066;Elda;52618;25639;26979
03067;Facheca;106;52;54
03068;Famorca;47;24;23
03069;Finestrat;6715;3440;3275
03077;Fondó de les Neus, el/Hondón de las Nieves;2544;1306;1238
03070;Formentera del Segura;4191;2105;2086
03072;Gaianes;452;227;225
03071;Gata de Gorgos;6049;3082;2967
03073;Gorga;249;140;109
03074;Granja de Rocamora;2580;1362;1218
03076;Guardamar del Segura;15348;7492;7856
03078;Hondón de los Frailes;1198;616;582
03079;Ibi;23489;11747;11742
03080;Jacarilla;2022;1030;992
03082;Jávea/Xàbia;27604;13681;13923
03083;Jijona/Xixona;6865;3342;3523
03085;Llíber;935;474;461
03084;Lorcha/Orxa, l';578;284;294
03086;Millena;237;127;110
03088;Monforte del Cid;8165;4292;3873
03089;Monóvar/Monòver;12167;6069;6098
03903;Montesinos, Los;4968;2520;2448
03091;Murla;470;220;250
03092;Muro de Alcoy;9324;4637;4687
03090;Mutxamel;25352;12662;12690
03093;Novelda;25651;12770;12881
03094;Nucia, la;18603;9425;9178
03095;Ondara;6894;3460;3434
03096;Onil;7507;3757;3750
03097;Orba;2174;1074;1100
03099;Orihuela;77414;38360;39054
03098;Orxeta;736;379;357
03100;Parcent;929;446;483
03101;Pedreguer;7699;3809;3890
03102;Pego;10128;5057;5071
03103;Penàguila;292;152;140
03104;Petrer;34276;17039;17237
03902;Pilar de la Horadada;21905;11236;10669
03105;Pinós, el/Pinoso;7966;4026;3940
03106;Planes;693;375;318
03901;Poblets, els;2705;1276;1429
03107;Polop;4965;2541;2424
03060;Quatretondeta;122;66;56
03109;Rafal;4498;2240;2258
03110;Ràfol d'Almúnia, el;653;334;319
03111;Redován;7869;4069;3800
03112;Relleu;1160;599;561
03113;Rojales;16963;8617;8346
03114;Romana, la;2434;1263;1171
03115;Sagra;408;198;210
03116;Salinas;1601;826;775
03118;San Fulgencio;7855;3964;3891
03904;San Isidro;1986;1024;962
03120;San Miguel de Salinas;6034;3044;2990
03122;San Vicente del Raspeig/Sant Vicent del Raspeig;58385;28864;29521
03117;Sanet y Negrals;667;341;326
03119;Sant Joan d'Alacant;23915;11538;12377
03121;Santa Pola;32306;16225;16081
03123;Sax;9845;4968;4877
03124;Sella;580;306;274
03125;Senija;584;302;282
03127;Tàrbena;646;335;311
03128;Teulada;11112;5541;5571
03129;Tibi;1614;851;763
03130;Tollos;57;30;27
03131;Tormos;340;163;177
03132;Torremanzanas/Torre de les Maçanes, la;661;352;309
03133;Torrevieja;83337;41269;42068
03134;Vall d'Alcalà, la;167;92;75
03136;Vall de Gallinera;571;304;267
03137;Vall de Laguar, la;846;427;419
03135;Vall d'Ebo, la;216;111;105
03138;Verger, el;4640;2302;2338
03139;Villajoyosa/Vila Joiosa, la;34673;17296;17377
03140;Villena;33964;17056;16908
03081;Xaló;2739;1378;1361
04001;Abla;1249;635;614
04002;Abrucena;1202;637;565
04003;Adra;25148;12833;12315
04004;Albanchez;741;379;362
04005;Alboloduy;616;302;314
04006;Albox;11805;6031;5774
04007;Alcolea;825;428;397
04008;Alcóntar;505;278;227
04009;Alcudia de Monteagud;152;73;79
04010;Alhabia;671;351;320
04011;Alhama de Almería;3641;1829;1812
04012;Alicún;206;110;96
04013;Almería;198533;96995;101538
04014;Almócita;169;88;81
04015;Alsodux;125;75;50
04016;Antas;3182;1614;1568
04017;Arboleas;4596;2312;2284
04018;Armuña de Almanzora;302;144;158
04019;Bacares;246;130;116
04904;Balanegra;3009;1583;1426
04020;Bayárcal;317;171;146
04021;Bayarque;215;102;113
04022;Bédar;971;491;480
04023;Beires;110;56;54
04024;Benahadux;4382;2160;2222
04026;Benitagla;58;32;26
04027;Benizalón;254;135;119
04028;Bentarique;238;133;105
04029;Berja;12415;6293;6122
04030;Canjáyar;1214;641;573
04031;Cantoria;3204;1625;1579
04032;Carboneras;8004;4120;3884
04033;Castro de Filabres;123;61;62
04036;Chercos;278;142;136
04037;Chirivel;1472;748;724
04034;Cóbdar;171;99;72
04035;Cuevas del Almanzora;14081;7343;6738
04038;Dalías;4006;1988;2018
04902;Ejido, El;83594;43596;39998
04041;Enix;466;259;207
04043;Felix;628;357;271
04044;Fines;2079;1093;986
04045;Fiñana;1994;1002;992
04046;Fondón;989;514;475
04047;Gádor;3012;1569;1443
04048;Gallardos, Los;2794;1408;1386
04049;Garrucha;9212;4763;4449
04050;Gérgal;1030;543;487
04051;Huécija;480;233;247
04052;Huércal de Almería;17651;8959;8692
04053;Huércal-Overa;19127;9514;9613
04054;Íllar;394;211;183
04055;Instinción;448;233;215
04056;Laroya;192;111;81
04057;Láujar de Andarax;1536;766;770
04058;Líjar;390;207;183
04059;Lubrín;1477;736;741
04060;Lucainena de las Torres;538;287;251
04061;Lúcar;763;373;390
04062;Macael;5482;2803;2679
04063;María;1238;637;601
04064;Mojácar;6403;3132;3271
04903;Mojonera, La;9021;5075;3946
04065;Nacimiento;495;255;240
04066;Níjar;30663;17075;13588
04067;Ohanes;580;292;288
04068;Olula de Castro;196;109;87
04069;Olula del Río;6210;3182;3028
04070;Oria;2249;1170;1079
04071;Padules;410;208;202
04072;Partaloa;1110;564;546
04073;Paterna del Río;371;215;156
04074;Pechina;4037;2043;1994
04075;Pulpí;10055;5283;4772
04076;Purchena;1618;851;767
04077;Rágol;316;166;150
04078;Rioja;1417;720;697
04079;Roquetas de Mar;96800;50110;46690
04080;Santa Cruz de Marchena;208;103;105
04081;Santa Fe de Mondújar;452;234;218
04082;Senés;295;156;139
04083;Serón;2041;1044;997
04084;Sierro;381;204;177
04085;Somontín;446;228;218
04086;Sorbas;2388;1254;1134
04087;Suflí;204;109;95
04088;Tabernas;3688;1898;1790
04089;Taberno;925;450;475
04090;Tahal;362;177;185
04091;Terque;377;198;179
04092;Tíjola;3541;1763;1778
04901;Tres Villas, Las;568;307;261
04093;Turre;3549;1819;1730
04094;Turrillas;240;138;102
04095;Uleila del Campo;833;418;415
04096;Urrácal;350;182;168
04097;Velefique;242;133;109
04098;Vélez-Blanco;1904;981;923
04099;Vélez-Rubio;6555;3207;3348
04100;Vera;16452;8396;8056
04101;Viator;5885;3004;2881
04102;Vícar;26028;14017;12011
04103;Zurgena;3005;1490;1515
01051;Agurain/Salvatierra;5062;2526;2536
01001;Alegría-Dulantzi;2876;1501;1375
01002;Amurrio;10350;5100;5250
01049;Añana;156;95;61
01003;Aramaio;1467;764;703
01006;Armiñón;227;119;108
01037;Arraia-Maeztu;726;403;323
01008;Arratzua-Ubarrundia;980;529;451
01004;Artziniega;1821;906;915
01009;Asparrena;1614;826;788
01010;Ayala/Aiara;2974;1500;1474
01011;Baños de Ebro/Mañueta;291;163;128
01013;Barrundia;883;491;392
01014;Berantevilla;453;243;210
01016;Bernedo;494;299;195
01017;Campezo/Kanpezu;1040;546;494
01021;Elburgo/Burgelu;599;320;279
01022;Elciego;1005;502;503
01023;Elvillar/Bilar;333;162;171
01047;Erriberabeitia;1350;724;626
01046;Erriberagoitia/Ribera Alta;785;453;332
01056;Harana/Valle de Arana;221;124;97
01901;Iruña Oka/Iruña de Oca;3411;1769;1642
01027;Iruraiz-Gauna;517;281;236
01019;Kripan;180;94;86
01020;Kuartango;376;220;156
01028;Labastida/Bastida;1452;751;701
01030;Lagrán;157;87;70
01031;Laguardia;1494;767;727
01032;Lanciego/Lantziego;691;367;324
01902;Lantarón;875;494;381
01033;Lapuebla de Labarca;865;439;426
01036;Laudio/Llodio;18102;8868;9234
01058;Legutio;1885;995;890
01034;Leza;203;100;103
01039;Moreda de Álava/Moreda Araba;221;108;113
01041;Navaridas;200;112;88
01042;Okondo;1188;611;577
01043;Oyón-Oion;3386;1708;1678
01044;Peñacerrada-Urizaharra;261;152;109
01052;Samaniego;316;158;158
01053;San Millán/Donemiliaga;715;393;322
01054;Urkabustaiz;1371;716;655
01055;Valdegovía/Gaubea;996;553;443
01057;Villabuena de Álava/Eskuernaga;296;149;147
01059;Vitoria-Gasteiz;251774;122711;129063
01060;Yécora/Iekora;268;140;128
01061;Zalduondo;183;103;80
01062;Zambrana;410;223;187
01018;Zigoitia;1747;944;803
01063;Zuia;2302;1190;1112
33001;Allande;1648;833;815
33002;Aller;10613;5248;5365
33003;Amieva;661;378;283
33004;Avilés;78182;36993;41189
33005;Belmonte de Miranda;1489;787;702
33006;Bimenes;1681;803;878
33007;Boal;1505;755;750
33008;Cabrales;1960;1001;959
33009;Cabranes;1034;519;515
33010;Candamo;1947;950;997
33012;Cangas de Onís;6163;2997;3166
33011;Cangas del Narcea;12347;6070;6277
33013;Caravia;477;246;231
33014;Carreño;10337;4977;5360
33015;Caso;1507;873;634
33016;Castrillón;22376;10849;11527
33017;Castropol;3402;1661;1741
33018;Coaña;3315;1607;1708
33019;Colunga;3257;1599;1658
33020;Corvera de Asturias;15549;7622;7927
33021;Cudillero;4987;2448;2539
33022;Degaña;921;478;443
33023;Franco, El;3796;1865;1931
33024;Gijón;271780;128128;143652
33025;Gozón;10333;5047;5286
33026;Grado;9784;4746;5038
33027;Grandas de Salime;835;426;409
33028;Ibias;1251;718;533
33029;Illano;346;173;173
33030;Illas;1014;512;502
33031;Langreo;39420;18787;20633
33032;Laviana;12977;6214;6763
33033;Lena;10890;5223;5667
33035;Llanera;13702;6792;6910
33036;Llanes;13568;6584;6984
33037;Mieres;37959;18015;19944
33038;Morcín;2594;1303;1291
33039;Muros de Nalón;1871;898;973
33040;Nava;5321;2616;2705
33041;Navia;8380;4033;4347
33042;Noreña;5179;2478;2701
33043;Onís;743;402;341
33044;Oviedo;219686;101732;117954
33045;Parres;5336;2588;2748
33046;Peñamellera Alta;514;271;243
33047;Peñamellera Baja;1226;606;620
33048;Pesoz;147;82;65
33049;Piloña;6973;3436;3537
33050;Ponga;586;343;243
33051;Pravia;8113;3918;4195
33052;Proaza;744;431;313
33053;Quirós;1158;671;487
33054;Regueras, Las;1826;941;885
33055;Ribadedeva;1756;848;908
33056;Ribadesella;5746;2731;3015
33057;Ribera de Arriba;1854;926;928
33058;Riosa;1858;931;927
33059;Salas;4959;2449;2510
33061;San Martín de Oscos;377;193;184
33060;San Martín del Rey Aurelio;16074;7688;8386
33063;San Tirso de Abres;410;203;207
33062;Santa Eulalia de Oscos;450;234;216
33064;Santo Adriano;288;144;144
33065;Sariego;1252;604;648
33066;Siero;51667;25255;26412
33067;Sobrescobio;811;433;378
33068;Somiedo;1153;676;477
33069;Soto del Barco;3866;1916;1950
33070;Tapia de Casariego;3786;1841;1945
33071;Taramundi;623;297;326
33072;Teverga;1572;856;716
33073;Tineo;9389;4748;4641
33034;Valdés;11504;5619;5885
33074;Vegadeo;3926;1884;2042
33075;Villanueva de Oscos;292;146;146
33076;Villaviciosa;14439;7146;7293
33077;Villayón;1206;623;583
33078;Yernes y Tameza;132;73;59
05001;Adanero;196;111;85
05002;Adrada, La;2480;1286;1194
05005;Albornos;183;98;85
05007;Aldeanueva de Santa Cruz;118;62;56
05008;Aldeaseca;238;116;122
05010;Aldehuela, La;162;83;79
05012;Amavida;132;70;62
05013;Arenal, El;973;497;476
05014;Arenas de San Pedro;6377;3105;3272
05015;Arevalillo;73;35;38
05016;Arévalo;7986;3877;4109
05017;Aveinte;86;50;36
05018;Avellaneda;24;14;10
05019;Ávila;57744;27474;30270
05021;Barco de Ávila, El;2312;1123;1189
05022;Barraco, El;1861;955;906
05023;Barromán;185;100;85
05024;Becedas;196;105;91
05025;Becedillas;84;46;38
05026;Bercial de Zapardiel;200;106;94
05027;Berlanas, Las;319;168;151
05029;Bernuy-Zapardiel;102;60;42
05030;Berrocalejo de Aragona;46;24;22
05033;Blascomillán;193;103;90
05034;Blasconuño de Matacabras;16;8;8
05035;Blascosancho;105;53;52
05036;Bohodón, El;120;60;60
05037;Bohoyo;237;135;102
05038;Bonilla de la Sierra;120;71;49
05039;Brabos;46;29;17
05040;Bularros;66;43;23
05041;Burgohondo;1195;622;573
05042;Cabezas de Alambre;157;78;79
05043;Cabezas del Pozo;75;41;34
05044;Cabezas del Villar;260;142;118
05045;Cabizuela;84;43;41
05046;Canales;45;25;20
05047;Candeleda;5018;2536;2482
05048;Cantiveros;103;59;44
05049;Cardeñosa;447;240;207
05051;Carrera, La;175;96;79
05052;Casas del Puerto;89;47;42
05053;Casasola;75;45;30
05054;Casavieja;1424;736;688
05055;Casillas;638;334;304
05056;Castellanos de Zapardiel;97;54;43
05057;Cebreros;3120;1614;1506
05058;Cepeda la Mora;74;42;32
05067;Chamartín;76;45;31
05059;Cillán;93;56;37
05060;Cisla;102;50;52
05061;Colilla, La;336;175;161
05062;Collado de Contreras;168;85;83
05063;Collado del Mirón;32;21;11
05064;Constanzana;108;63;45
05065;Crespos;495;265;230
05066;Cuevas del Valle;484;267;217
05903;Diego del Carpio;139;79;60
05069;Donjimeno;78;44;34
05070;Donvidas;34;18;16
05072;Espinosa de los Caballeros;114;62;52
05073;Flores de Ávila;306;168;138
05074;Fontiveros;748;387;361
05075;Fresnedilla;116;58;58
05076;Fresno, El;589;310;279
05077;Fuente el Saúz;170;91;79
05078;Fuentes de Año;100;58;42
05079;Gallegos de Altamiros;70;39;31
05080;Gallegos de Sobrinos;42;21;21
05081;Garganta del Villar;39;27;12
05082;Gavilanes;586;312;274
05083;Gemuño;156;81;75
05085;Gil García;35;17;18
05084;Gilbuena;64;37;27
05086;Gimialcón;75;47;28
05087;Gotarrendura;162;56;106
05088;Grandes y San Martín;27;13;14
05089;Guisando;497;249;248
05090;Gutierre-Muñoz;78;39;39
05092;Hernansancho;159;93;66
05093;Herradón de Pinares;413;228;185
05094;Herreros de Suso;126;69;57
05095;Higuera de las Dueñas;262;148;114
05096;Hija de Dios, La;80;49;31
05097;Horcajada, La;508;265;243
05099;Horcajo de las Torres;505;281;224
05100;Hornillo, El;290;153;137
05102;Hoyo de Pinares, El;2131;1101;1030
05101;Hoyocasero;293;173;120
05103;Hoyorredondo;63;33;30
05106;Hoyos de Miguel Muñoz;28;15;13
05104;Hoyos del Collado;33;19;14
05105;Hoyos del Espino;383;211;172
05107;Hurtumpascual;51;32;19
05108;Junciana;38;20;18
05109;Langa;478;253;225
05110;Lanzahíta;828;423;405
05113;Llanos de Tormes, Los;60;27;33
05112;Losar del Barco, El;105;53;52
05114;Madrigal de las Altas Torres;1415;717;698
05115;Maello;594;308;286
05116;Malpartida de Corneja;99;50;49
05117;Mamblas;204;117;87
05118;Mancera de Arriba;74;38;36
05119;Manjabálago y Ortigosa de Rioalmar;24;15;9
05120;Marlín;30;19;11
05121;Martiherrero;312;158;154
05122;Martínez;116;60;56
05123;Mediana de Voltoya;112;55;57
05124;Medinilla;95;43;52
05125;Mengamuñoz;59;29;30
05126;Mesegar de Corneja;62;36;26
05127;Mijares;701;383;318
05128;Mingorría;387;204;183
05129;Mirón, El;122;72;50
05130;Mironcillo;102;53;49
05131;Mirueña de los Infanzones;95;54;41
05132;Mombeltrán;991;507;484
05133;Monsalupe;71;36;35
05134;Moraleja de Matacabras;52;30;22
05135;Muñana;375;201;174
05136;Muñico;89;47;42
05138;Muñogalindo;326;167;159
05139;Muñogrande;66;38;28
05140;Muñomer del Peco;118;64;54
05141;Muñopepe;100;56;44
05142;Muñosancho;92;44;48
05143;Muñotello;62;31;31
05144;Narrillos del Álamo;72;37;35
05145;Narrillos del Rebollar;48;27;21
05149;Narros de Saldueña;103;61;42
05147;Narros del Castillo;155;85;70
05148;Narros del Puerto;24;12;12
05152;Nava de Arévalo;735;386;349
05153;Nava del Barco;84;45;39
05151;Navacepedilla de Corneja;92;46;46
05154;Navadijos;37;25;12
05155;Navaescurial;51;31;20
05156;Navahondilla;304;178;126
05157;Navalacruz;247;137;110
05158;Navalmoral;326;175;151
05159;Navalonguilla;226;114;112
05160;Navalosa;308;173;135
05161;Navalperal de Pinares;770;401;369
05162;Navalperal de Tormes;82;42;40
05163;Navaluenga;1954;970;984
05164;Navaquesera;16;8;8
05165;Navarredonda de Gredos;434;217;217
05166;Navarredondilla;172;87;85
05167;Navarrevisca;261;146;115
05168;Navas del Marqués, Las;5119;2608;2511
05169;Navatalgordo;233;133;100
05170;Navatejares;55;25;30
05171;Neila de San Miguel;65;34;31
05172;Niharra;180;104;76
05173;Ojos-Albos;82;50;32
05174;Orbita;75;39;36
05175;Oso, El;160;92;68
05176;Padiernos;271;149;122
05177;Pajares de Adaja;149;81;68
05178;Palacios de Goda;400;207;193
05179;Papatrigo;226;113;113
05180;Parral, El;67;36;31
05181;Pascualcobo;45;29;16
05182;Pedro Bernardo;817;432;385
05183;Pedro-Rodríguez;134;71;63
05184;Peguerinos;272;155;117
05185;Peñalba de Ávila;102;55;47
05186;Piedrahíta;1822;882;940
05187;Piedralaves;2061;1024;1037
05188;Poveda;42;27;15
05189;Poyales del Hoyo;453;242;211
05190;Pozanco;49;30;19
05191;Pradosegar;124;62;62
05192;Puerto Castilla;106;64;42
05193;Rasueros;182;101;81
05194;Riocabado;140;79;61
05195;Riofrío;215;126;89
05196;Rivilla de Barajas;62;28;34
05197;Salobral;113;62;51
05198;Salvadiós;73;34;39
05199;San Bartolomé de Béjar;37;19;18
05200;San Bartolomé de Corneja;46;23;23
05201;San Bartolomé de Pinares;541;294;247
05206;San Esteban de los Patos;31;20;11
05208;San Esteban de Zapardiel;37;23;14
05207;San Esteban del Valle;720;372;348
05209;San García de Ingelmos;75;47;28
05901;San Juan de Gredos;256;139;117
05210;San Juan de la Encinilla;82;40;42
05211;San Juan de la Nava;468;251;217
05212;San Juan del Molinillo;197;114;83
05213;San Juan del Olmo;97;61;36
05214;San Lorenzo de Tormes;31;17;14
05215;San Martín de la Vega del Alberche;168;97;71
05216;San Martín del Pimpollar;189;112;77
05217;San Miguel de Corneja;57;32;25
05218;San Miguel de Serrezuela;115;62;53
05219;San Pascual;44;26;18
05220;San Pedro del Arroyo;431;231;200
05231;San Vicente de Arévalo;169;99;70
05204;Sanchidrián;716;365;351
05205;Sanchorreja;84;42;42
05222;Santa Cruz de Pinares;159;83;76
05221;Santa Cruz del Valle;341;177;164
05226;Santa María de los Caballeros;66;39;27
05224;Santa María del Arroyo;105;55;50
05225;Santa María del Berrocal;392;208;184
05902;Santa María del Cubillo;317;183;134
05227;Santa María del Tiétar;445;232;213
05228;Santiago del Collado;173;110;63
05904;Santiago del Tormes;118;68;50
05229;Santo Domingo de las Posadas;86;44;42
05230;Santo Tomé de Zabarcos;65;35;30
05232;Serrada, La;117;60;57
05233;Serranillos;247;139;108
05234;Sigeres;46;23;23
05235;Sinlabajos;142;73;69
05236;Solana de Ávila;110;64;46
05237;Solana de Rioalmar;159;93;66
05238;Solosancho;827;437;390
05239;Sotalbo;256;141;115
05240;Sotillo de la Adrada;4590;2269;2321
05241;Tiemblo, El;4109;2086;2023
05242;Tiñosillos;787;405;382
05243;Tolbaños;82;45;37
05244;Tormellas;40;26;14
05245;Tornadizos de Ávila;417;212;205
05247;Torre, La;239;132;107
05246;Tórtoles;51;30;21
05249;Umbrías;99;53;46
05251;Vadillo de la Sierra;60;39;21
05252;Valdecasa;61;36;25
05253;Vega de Santa María;83;41;42
05254;Velayos;211;109;102
05256;Villaflor;113;60;53
05257;Villafranca de la Sierra;134;77;57
05905;Villanueva de Ávila;226;118;108
05258;Villanueva de Gómez;115;65;50
05259;Villanueva del Aceral;118;59;59
05260;Villanueva del Campillo;101;56;45
05261;Villar de Corneja;33;19;14
05262;Villarejo del Valle;347;183;164
05263;Villatoro;162;94;68
05264;Viñegra de Moraña;57;32;25
05265;Vita;84;49;35
05266;Zapardiel de la Cañada;94;50;44
05267;Zapardiel de la Ribera;116;60;56
06001;Acedera;807;416;391
06002;Aceuchal;5449;2711;2738
06003;Ahillones;871;430;441
06004;Alange;1848;935;913
06005;Albuera, La;2028;1064;964
06006;Alburquerque;5343;2659;2684
06007;Alconchel;1680;846;834
06008;Alconera;744;366;378
06009;Aljucén;264;146;118
06010;Almendral;1232;606;626
06011;Almendralejo;33474;16595;16879
06012;Arroyo de San Serván;4107;2085;2022
06013;Atalaya;301;154;147
06014;Azuaga;7853;3893;3960
06015;Badajoz;150702;73078;77624
06016;Barcarrota;3510;1777;1733
06017;Baterno;283;151;132
06018;Benquerencia de la Serena;829;413;416
06019;Berlanga;2343;1165;1178
06020;Bienvenida;2087;1071;1016
06021;Bodonal de la Sierra;1049;542;507
06022;Burguillos del Cerro;3057;1508;1549
06023;Cabeza del Buey;4864;2407;2457
06024;Cabeza la Vaca;1309;669;640
06025;Calamonte;6162;3058;3104
06026;Calera de León;960;486;474
06027;Calzadilla de los Barros;755;375;380
06028;Campanario;4896;2403;2493
06029;Campillo de Llerena;1360;689;671
06030;Capilla;182;96;86
06031;Carmonita;540;274;266
06032;Carrascalejo, El;83;42;41
06033;Casas de Don Pedro;1439;745;694
06034;Casas de Reina;196;95;101
06035;Castilblanco;951;484;467
06036;Castuera;5880;2898;2982
06042;Cheles;1176;570;606
06037;Codosera, La;2075;1097;978
06038;Cordobilla de Lácara;909;472;437
06039;Coronada, La;2162;1057;1105
06040;Corte de Peleas;1222;602;620
06041;Cristina;552;283;269
06043;Don Álvaro;788;405;383
06044;Don Benito;37151;18362;18789
06045;Entrín Bajo;551;280;271
06046;Esparragalejo;1462;722;740
06047;Esparragosa de la Serena;1019;517;502
06048;Esparragosa de Lares;925;451;474
06049;Feria;1144;559;585
06050;Fregenal de la Sierra;4847;2377;2470
06051;Fuenlabrada de los Montes;1845;908;937
06052;Fuente de Cantos;4721;2335;2386
06053;Fuente del Arco;688;353;335
06054;Fuente del Maestre;6743;3349;3394
06055;Fuentes de León;2302;1136;1166
06056;Garbayuela;508;267;241
06057;Garlitos;587;305;282
06058;Garrovilla, La;2346;1166;1180
06059;Granja de Torrehermosa;2014;1001;1013
06903;Guadiana del Caudillo;2485;1224;1261
06060;Guareña;6964;3495;3469
06061;Haba, La;1243;626;617
06062;Helechosa de los Montes;647;363;284
06063;Herrera del Duque;3482;1748;1734
06064;Higuera de la Serena;948;494;454
06065;Higuera de Llerena;347;178;169
06066;Higuera de Vargas;1955;982;973
06067;Higuera la Real;2253;1132;1121
06068;Hinojosa del Valle;483;231;252
06069;Hornachos;3595;1807;1788
06070;Jerez de los Caballeros;9303;4580;4723
06071;Lapa, La;281;143;138
06073;Llera;836;426;410
06074;Llerena;5804;2878;2926
06072;Lobón;2746;1408;1338
06075;Magacela;530;272;258
06076;Maguilla;974;480;494
06077;Malcocinado;365;198;167
