id_municipio;nombre_municipio;poblacion_total;total_hombres;total_mujeres
12071;Jérica;1548;798;750
12074;Llosa, la;951;467;484
12072;Llucena/Lucena del Cid;1302;653;649
12073;Ludiente;141;78;63
12075;Mata de Morella, la;166;90;76
12076;Matet;84;43;41
12077;Moncofa;6525;3374;3151
12078;Montán;370;186;184
12079;Montanejos;572;305;267
12080;Morella;2430;1192;1238
12081;Navajas;716;378;338
12082;Nules;13103;6549;6554
12083;Olocau del Rey;119;65;54
12084;Onda;24859;12484;12375
12085;Oropesa del Mar/Orpesa;9076;4660;4416
12087;Palanques;30;18;12
12088;Pavías;61;39;22
12089;Peníscola/Peñíscola;7612;3849;3763
12090;Pina de Montalgrao;111;59;52
12093;Pobla de Benifassà, la;202;114;88
12094;Pobla Tornesa, la;1211;618;593
12091;Portell de Morella;197;101;96
12092;Puebla de Arenoso;158;84;74
12095;Ribesalbes;1174;610;564
12096;Rossell;937;494;443
12097;Sacañet;67;45;22
12098;Salzadella, la;704;360;344
12101;San Rafael del Río;469;233;236
12902;Sant Joan de Moró;3159;1646;1513
12099;Sant Jordi/San Jorge;972;520;452
12100;Sant Mateu;1963;971;992
12102;Santa Magdalena de Pulpis;768;405;363
12104;Segorbe;8978;4427;4551
12103;Serratella, la;101;52;49
12105;Sierra Engarcerán;976;513;463
12106;Soneja;1447;712;735
12107;Sot de Ferrer;415;212;203
12108;Sueras/Suera;525;279;246
12109;Tales;825;416;409
12110;Teresa;242;128;114
12111;Tírig;419;213;206
12112;Todolella;155;92;63
12113;Toga;100;52;48
12114;Torás;223;121;102
12115;Toro, El;256;146;110
12116;Torralba del Pinar;69;32;37
12119;Torre d'En Besora, la;158;88;70
12120;Torre d'en Doménec, la;180;92;88
12117;Torreblanca;5528;2797;2731
12118;Torrechiva;81;46;35
12121;Traiguera;1378;695;683
12122;Useras/Useres, les;962;500;462
12124;Vall d'Alba;2807;1468;1339
12125;Vall de Almonacid;269;133;136
12126;Vall d'Uixó, la;31660;15631;16029
12123;Vallat;49;21;28
12127;Vallibona;69;39;30
12128;Vilafamés;1842;997;845
12129;Vilafranca/Villafranca del Cid;2200;1087;1113
12132;Vilanova d'Alcolea;584;300;284
12134;Vilar de Canes;169;88;81
12135;Vila-real;50893;25282;25611
12136;Vilavella, la;3157;1569;1588
12130;Villahermosa del Río;489;268;221
12131;Villamalur;62;37;25
12133;Villanueva de Viver;61;34;27
12137;Villores;39;19;20
12138;Vinaròs;28682;14169;14513
12139;Vistabella del Maestrat;339;186;153
12140;Viver;1536;800;736
12052;Xert;701;338;363
12141;Zorita del Maestrazgo;114;59;55
12142;Zucaina;171;97;74
51001;Ceuta;84777;42912;41865
13001;Abenójar;1375;711;664
13002;Agudo;1659;830;829
13003;Alamillo;486;249;237
13004;Albaladejo;1158;601;557
13005;Alcázar de San Juan;30576;14908;15668
13006;Alcoba;583;297;286
13007;Alcolea de Calatrava;1409;714;695
13008;Alcubillas;477;239;238
13009;Aldea del Rey;1657;843;814
13010;Alhambra;1002;506;496
13011;Almadén;5312;2536;2776
13012;Almadenejos;415;217;198
13013;Almagro;8896;4377;4519
13014;Almedina;516;274;242
13015;Almodóvar del Campo;6027;3027;3000
13016;Almuradiel;772;383;389
13017;Anchuras;327;164;163
13903;Arenales de San Gregorio;589;300;289
13018;Arenas de San Juan;1011;515;496
13019;Argamasilla de Alba;6838;3418;3420
13020;Argamasilla de Calatrava;5943;2994;2949
13021;Arroba de los Montes;446;241;205
13022;Ballesteros de Calatrava;373;186;187
13023;Bolaños de Calatrava;11934;6090;5844
13024;Brazatortas;1005;523;482
13025;Cabezarados;322;173;149
13026;Cabezarrubias del Puerto;481;252;229
13027;Calzada de Calatrava;3719;1849;1870
13028;Campo de Criptana;13414;6684;6730
13029;Cañada de Calatrava;102;60;42
13030;Caracuel de Calatrava;134;77;57
13031;Carrión de Calatrava;3082;1542;1540
13032;Carrizosa;1212;619;593
13033;Castellar de Santiago;1897;962;935
13038;Chillón;1816;877;939
13034;Ciudad Real;74746;35401;39345
13035;Corral de Calatrava;1123;545;578
13036;Cortijos, Los;884;468;416
13037;Cózar;969;482;487
13039;Daimiel;17929;8970;8959
13040;Fernán Caballero;1001;506;495
13041;Fontanarejo;275;152;123
13042;Fuencaliente;1036;538;498
13043;Fuenllana;217;111;106
13044;Fuente el Fresno;3220;1658;1562
13045;Granátula de Calatrava;714;346;368
13046;Guadalmez;725;350;375
13047;Herencia;8390;4277;4113
13048;Hinojosas de Calatrava;536;274;262
13049;Horcajo de los Montes;883;444;439
13050;Labores, Las;569;282;287
13904;Llanos del Caudillo;719;354;365
13051;Luciana;366;196;170
13052;Malagón;7998;3939;4059
13053;Manzanares;17997;8919;9078
13054;Membrilla;6005;3009;2996
13055;Mestanza;667;337;330
13056;Miguelturra;15368;7742;7626
13057;Montiel;1315;689;626
13058;Moral de Calatrava;5271;2672;2599
13059;Navalpino;228;118;110
13060;Navas de Estena;298;161;137
13061;Pedro Muñoz;7293;3650;3643
13062;Picón;658;338;320
13063;Piedrabuena;4395;2239;2156
13064;Poblete;2626;1347;1279
13065;Porzuna;3532;1810;1722
13066;Pozuelo de Calatrava;3553;1816;1737
13067;Pozuelos de Calatrava, Los;372;193;179
13068;Puebla de Don Rodrigo;1178;650;528
13069;Puebla del Príncipe;694;359;335
13070;Puerto Lápice;924;460;464
13071;Puertollano;47035;22753;24282
13072;Retuerta del Bullaque;941;520;421
13901;Robledo, El;1081;568;513
13902;Ruidera;553;272;281
13073;Saceruela;559;297;262
13074;San Carlos del Valle;1120;574;546
13075;San Lorenzo de Calatrava;213;117;96
13076;Santa Cruz de los Cáñamos;522;250;272
13077;Santa Cruz de Mudela;4107;2034;2073
13078;Socuéllamos;12139;6103;6036
13080;Solana del Pino;324;171;153
13079;Solana, La;15479;7832;7647
13081;Terrinches;678;346;332
13082;Tomelloso;35873;17745;18128
13083;Torralba de Calatrava;2977;1495;1482
13084;Torre de Juan Abad;995;483;512
13085;Torrenueva;2702;1357;1345
13086;Valdemanco del Esteras;170;90;80
13087;Valdepeñas;30077;14644;15433
13088;Valenzuela de Calatrava;688;321;367
13089;Villahermosa;1826;891;935
13090;Villamanrique;1148;560;588
13091;Villamayor de Calatrava;634;313;321
13092;Villanueva de la Fuente;2078;1062;1016
13093;Villanueva de los Infantes;4935;2446;2489
13094;Villanueva de San Carlos;290;155;135
13095;Villar del Pozo;75;41;34
13096;Villarrubia de los Ojos;9814;4878;4936
13097;Villarta de San Juan;2791;1410;1381
13098;Viso del Marqués;2298;1109;1189
14001;Adamuz;4192;2157;2035
14002;Aguilar de la Frontera;13328;6678;6650
14003;Alcaracejos;1486;723;763
14004;Almedinilla;2391;1191;1200
14005;Almodóvar del Río;7937;3963;3974
14006;Añora;1527;752;775
14007;Baena;19284;9829;9455
14008;Belalcázar;3255;1572;1683
14009;Belmez;2923;1418;1505
14010;Benamejí;4966;2478;2488
14011;Blázquez, Los;661;338;323
14012;Bujalance;7417;3691;3726
14013;Cabra;20341;9905;10436
14014;Cañete de las Torres;2933;1512;1421
14015;Carcabuey;2412;1226;1186
14016;Cardeña;1490;740;750
14017;Carlota, La;14061;7033;7028
14018;Carpio, El;4383;2166;2217
14019;Castro del Río;7809;3869;3940
14020;Conquista;379;186;193
14021;Córdoba;325701;156355;169346
14022;Doña Mencía;4638;2249;2389
14023;Dos Torres;2411;1202;1209
14024;Encinas Reales;2254;1115;1139
14025;Espejo;3329;1671;1658
14026;Espiel;2397;1207;1190
14027;Fernán-Núñez;9663;4840;4823
14901;Fuente Carreteros;1131;578;553
14028;Fuente la Lancha;351;182;169
14029;Fuente Obejuna;4604;2374;2230
14030;Fuente Palmera;9783;4886;4897
14031;Fuente-Tójar;672;325;347
14032;Granjuela, La;461;236;225
14033;Guadalcázar;1583;794;789
14902;Guijarrosa, La;1399;714;685
14034;Guijo, El;355;185;170
14035;Hinojosa del Duque;6788;3328;3460
14036;Hornachuelos;4497;2239;2258
14037;Iznájar;4261;2133;2128
14038;Lucena;42605;21251;21354
14039;Luque;2994;1503;1491
14040;Montalbán de Córdoba;4489;2219;2270
14041;Montemayor;3855;1938;1917
14042;Montilla;22859;11353;11506
14043;Montoro;9364;4616;4748
14044;Monturque;1958;967;991
14045;Moriles;3717;1866;1851
14046;Nueva Carteya;5379;2732;2647
14047;Obejo;2011;1048;963
14048;Palenciana;1478;748;730
14049;Palma del Río;21064;10456;10608
14050;Pedro Abad;2837;1435;1402
14051;Pedroche;1516;738;778
14052;Peñarroya-Pueblonuevo;10695;5180;5515
14053;Posadas;7325;3635;3690
14054;Pozoblanco;17210;8371;8839
14055;Priego de Córdoba;22408;10929;11479
14056;Puente Genil;30048;14938;15110
14057;Rambla, La;7493;3713;3780
14058;Rute;9845;4892;4953
14059;San Sebastián de los Ballesteros;808;406;402
14061;Santa Eufemia;755;383;372
14060;Santaella;4629;2327;2302
14062;Torrecampo;1059;519;540
14063;Valenzuela;1131;562;569
14064;Valsequillo;356;168;188
14065;Victoria, La;2271;1131;1140
14066;Villa del Río;7104;3527;3577
14067;Villafranca de Córdoba;4871;2486;2385
14068;Villaharta;619;301;318
14069;Villanueva de Córdoba;8729;4331;4398
14070;Villanueva del Duque;1461;743;718
14071;Villanueva del Rey;1046;513;533
14072;Villaralto;1131;569;562
14073;Villaviciosa de Córdoba;3229;1663;1566
14074;Viso, El;2536;1265;1271
14075;Zuheros;641;328;313
15001;Abegondo;5406;2655;2751
15002;Ames;31793;15236;16557
15003;Aranga;1849;964;885
15004;Ares;5732;2825;2907
15005;Arteixo;32262;15976;16286
15006;Arzúa;6041;3012;3029
15007;Baña, A;3450;1628;1822
15008;Bergondo;6633;3232;3401
15009;Betanzos;12959;6155;6804
15010;Boimorto;1985;1003;982
15011;Boiro;18838;9177;9661
15012;Boqueixón;4220;2091;2129
15013;Brión;7837;3773;4064
15014;Cabana de Bergantiños;4248;2054;2194
15015;Cabanas;3281;1606;1675
15016;Camariñas;5272;2577;2695
15017;Cambre;24648;12024;12624
15018;Capela, A;1232;612;620
15019;Carballo;31349;15342;16007
15901;Cariño;3838;1901;1937
15020;Carnota;3957;1871;2086
15021;Carral;6408;3151;3257
15022;Cedeira;6640;3292;3348
15023;Cee;7546;3605;3941
15024;Cerceda;5001;2457;2544
15025;Cerdido;1113;547;566
15027;Coirós;1824;906;918
15028;Corcubión;1589;769;820
15029;Coristanco;6074;2895;3179
15030;Coruña, A;245711;113900;131811
15031;Culleredo;30402;14685;15717
15032;Curtis;3983;1981;2002
15033;Dodro;2768;1344;1424
15034;Dumbría;2983;1434;1549
15035;Fene;12944;6170;6774
15036;Ferrol;66065;31027;35038
15037;Fisterra;4708;2380;2328
15038;Frades;2339;1162;1177
15039;Irixoa;1334;663;671
15041;Laracha, A;11347;5591;5756
15040;Laxe;3016;1515;1501
15042;Lousame;3338;1647;1691
15043;Malpica de Bergantiños;5391;2631;2760
15044;Mañón;1356;665;691
15045;Mazaricos;3885;1855;2030
15046;Melide;7406;3654;3752
15047;Mesía;2530;1260;1270
15048;Miño;6200;3082;3118
15049;Moeche;1226;586;640
15050;Monfero;1932;994;938
15051;Mugardos;5245;2541;2704
15053;Muros;8556;4123;4433
15052;Muxía;4657;2260;2397
15054;Narón;39080;18904;20176
15055;Neda;5079;2464;2615
15056;Negreira;6827;3302;3525
15057;Noia;14263;6839;7424
15058;Oleiros;36075;17381;18694
15059;Ordes;12674;6190;6484
15060;Oroso;7500;3708;3792
15061;Ortigueira;5671;2708;2963
15062;Outes;6282;3018;3264
15902;Oza-Cesuras;5101;2562;2539
15064;Paderne;2394;1173;1221
15065;Padrón;8384;4030;4354
15066;Pino, O;4641;2333;2308
15067;Pobra do Caramiñal, A;9338;4563;4775
15068;Ponteceso;5502;2756;2746
15069;Pontedeume;7777;3711;4066
15070;Pontes de García Rodríguez, As;10138;4934;5204
15071;Porto do Son;9171;4562;4609
15072;Rianxo;11033;5395;5638
15073;Ribeira;26886;13263;13623
15074;Rois;4512;2144;2368
15075;Sada;15841;7741;8100
15076;San Sadurniño;2822;1396;1426
15077;Santa Comba;9426;4553;4873
15078;Santiago de Compostela;97260;45179;52081
15079;Santiso;1584;816;768
15080;Sobrado;1758;909;849
15081;Somozas, As;1098;550;548
15082;Teo;18579;9127;9452
15083;Toques;1124;584;540
15084;Tordoia;3299;1558;1741
15085;Touro;3574;1780;1794
15086;Trazo;3113;1538;1575
15088;Val do Dubra;3876;1854;2022
15087;Valdoviño;6563;3181;3382
15089;Vedra;5036;2475;2561
15091;Vilarmaior;1226;627;599
15090;Vilasantar;1213;642;571
15092;Vimianzo;7057;3380;3677
15093;Zas;4472;2154;2318
16001;Abia de la Obispalía;65;40;25
16002;Acebrón, El;234;115;119
16003;Alarcón;148;67;81
16004;Albaladejo del Cuende;245;127;118
16005;Albalate de las Nogueras;253;132;121
16006;Albendea;121;57;64
16007;Alberca de Záncara, La;1590;807;783
16008;Alcalá de la Vega;93;55;38
16009;Alcantud;51;28;23
16010;Alcázar del Rey;152;78;74
16011;Alcohujate;28;15;13
16012;Alconchel de la Estrella;88;51;37
16013;Algarra;26;13;13
16014;Aliaguilla;642;331;311
16015;Almarcha, La;365;201;164
16016;Almendros;247;139;108
16017;Almodóvar del Pinar;390;216;174
16018;Almonacid del Marquesado;425;218;207
16019;Altarejos;190;101;89
16020;Arandilla del Arroyo;7;3;4
16905;Arcas;1716;866;850
16022;Arcos de la Sierra;83;47;36
16024;Arguisuelas;136;74;62
16025;Arrancacepas;25;13;12
16026;Atalaya del Cañavate;112;58;54
16027;Barajas de Melo;932;491;441
16029;Barchín del Hoyo;89;57;32
16030;Bascuñana de San Pedro;18;15;3
16031;Beamud;37;18;19
16032;Belinchón;334;173;161
16033;Belmonte;1903;954;949
16034;Belmontejo;160;92;68
16035;Beteta;262;125;137
16036;Boniches;146;71;75
16038;Buciegas;36;25;11
16039;Buenache de Alarcón;459;239;220
16040;Buenache de la Sierra;97;56;41
16041;Buendía;400;213;187
16042;Campillo de Altobuey;1322;655;667
16043;Campillos-Paravientos;105;60;45
16044;Campillos-Sierra;38;17;21
16901;Campos del Paraíso;737;374;363
16045;Canalejas del Arroyo;186;102;84
16046;Cañada del Hoyo;243;125;118
16047;Cañada Juncosa;240;130;110
16048;Cañamares;466;254;212
16049;Cañavate, El;146;73;73
16050;Cañaveras;258;127;131
16051;Cañaveruelas;132;67;65
16052;Cañete;739;377;362
16053;Cañizares;439;240;199
16055;Carboneras de Guadazaón;811;417;394
16056;Cardenete;496;267;229
16057;Carrascosa;70;42;28
16058;Carrascosa de Haro;106;56;50
16060;Casas de Benítez;852;424;428
16061;Casas de Fernando Alonso;1169;608;561
16062;Casas de Garcimolina;29;19;10
16063;Casas de Guijarro;117;63;54
16064;Casas de Haro;823;437;386
16065;Casas de los Pinos;440;218;222
16066;Casasimarro;3084;1590;1494
16067;Castejón;144;79;65
16068;Castillejo de Iniesta;159;85;74
16070;Castillejo-Sierra;28;15;13
16072;Castillo de Garcimuñoz;134;78;56
16071;Castillo-Albaráñez;22;10;12
16073;Cervera del Llano;221;116;105
16023;Chillarón de Cuenca;617;322;295
16081;Chumillas;57;32;25
16074;Cierva, La;28;16;12
16078;Cuenca;54690;26049;28641
16079;Cueva del Hierro;29;21;8
16082;Enguídanos;317;167;150
16083;Fresneda de Altarejos;40;20;20
16084;Fresneda de la Sierra;48;28;20
16085;Frontera, La;155;82;73
16086;Fuente de Pedro Naharro;1205;624;581
16087;Fuentelespino de Haro;274;142;132
16088;Fuentelespino de Moya;109;60;49
16904;Fuentenava de Jábaga;513;268;245
16089;Fuentes;455;241;214
16091;Fuertescusa;63;35;28
16092;Gabaldón;183;111;72
16093;Garaballa;59;33;26
16094;Gascueña;153;86;67
16095;Graja de Campalbo;91;50;41
16096;Graja de Iniesta;361;185;176
16097;Henarejos;139;73;66
16098;Herrumblar, El;664;338;326
16099;Hinojosa, La;188;96;92
16100;Hinojosos, Los;771;380;391
16101;Hito, El;141;77;64
16102;Honrubia;1566;786;780
16103;Hontanaya;253;143;110
16104;Hontecillas;61;33;28
16106;Horcajo de Santiago;3493;1770;1723
16107;Huélamo;99;55;44
16108;Huelves;57;30;27
16109;Huérguina;44;24;20
16110;Huerta de la Obispalía;114;67;47
16111;Huerta del Marquesado;194;108;86
16112;Huete;1765;913;852
16113;Iniesta;4305;2129;2176
16115;Laguna del Marquesado;50;28;22
16116;Lagunaseca;77;45;32
16117;Landete;1234;633;601
16118;Ledaña;1563;772;791
16119;Leganiel;190;98;92
16121;Majadas, Las;241;126;115
16122;Mariana;304;157;147
16123;Masegosa;64;37;27
16124;Mesas, Las;2336;1188;1148
16125;Minglanilla;2221;1137;1084
16126;Mira;905;462;443
16128;Monreal del Llano;56;31;25
16129;Montalbanejo;103;54;49
16130;Montalbo;643;337;306
16131;Monteagudo de las Salinas;129;75;54
16132;Mota de Altarejos;34;22;12
16133;Mota del Cuervo;5990;2993;2997
16134;Motilla del Palancar;5869;2908;2961
16135;Moya;139;84;55
16137;Narboneta;37;19;18
16139;Olivares de Júcar;325;169;156
16140;Olmeda de la Cuesta;20;11;9
16141;Olmeda del Rey;132;67;65
16142;Olmedilla de Alarcón;149;85;64
16143;Olmedilla de Eliz;15;10;5
16145;Osa de la Vega;479;249;230
16146;Pajarón;82;39;43
16147;Pajaroncillo;65;40;25
16148;Palomares del Campo;602;308;294
16149;Palomera;171;85;86
16150;Paracuellos;94;50;44
16151;Paredes;66;37;29
16152;Parra de las Vegas, La;33;23;10
16153;Pedernoso, El;1124;561;563
16154;Pedroñeras, Las;6638;3406;3232
16155;Peral, El;632;353;279
16156;Peraleja, La;97;60;37
16157;Pesquera, La;215;119;96
16158;Picazo, El;666;336;330
16159;Pinarejo;212;109;103
16160;Pineda de Gigüela;60;37;23
16161;Piqueras del Castillo;48;27;21
16162;Portalrubio de Guadamejud;22;10;12
16163;Portilla;59;32;27
16165;Poyatos;56;29;27
16166;Pozoamargo;292;154;138
16908;Pozorrubielos de la Mancha;180;92;88
16167;Pozorrubio de Santiago;323;155;168
16169;Pozuelo, El;49;31;18
16170;Priego;896;455;441
16171;Provencio, El;2437;1200;1237
16172;Puebla de Almenara;384;199;185
16174;Puebla del Salvador;181;100;81
16175;Quintanar del Rey;7586;3901;3685
16176;Rada de Haro;44;23;21
16177;Reíllo;118;62;56
16181;Rozalén del Monte;67;31;36
16185;Saceda-Trasierra;41;30;11
16186;Saelices;483;252;231
16187;Salinas del Manzano;68;40;28
16188;Salmeroncillos;102;58;44
16189;Salvacañete;303;158;145
16190;San Clemente;6988;3511;3477
16191;San Lorenzo de la Parrilla;1042;524;518
16192;San Martín de Boniches;44;23;21
16193;San Pedro Palmiches;57;32;25
16194;Santa Cruz de Moya;218;117;101
16196;Santa María de los Llanos;676;352;324
16195;Santa María del Campo Rus;571;293;278
16197;Santa María del Val;67;39;28
16198;Sisante;1642;826;816
16199;Solera de Gabaldón;28;15;13
16909;Sotorribas;732;378;354
16202;Talayuelas;878;467;411
16203;Tarancón;15271;7550;7721
16204;Tébar;286;146;140
16205;Tejadillos;118;57;61
16206;Tinajas;201;110;91
16209;Torralba;112;67;45
16211;Torrejoncillo del Rey;341;180;161
16212;Torrubia del Campo;257;129;128
16213;Torrubia del Castillo;38;24;14
16215;Tragacete;249;139;110
16216;Tresjuncos;293;155;138
16217;Tribaldos;107;57;50
16218;Uclés;222;117;105
16219;Uña;82;43;39
16906;Valdecolmenas, Los;72;47;25
16224;Valdemeca;84;47;37
16225;Valdemorillo de la Sierra;59;35;24
16227;Valdemoro-Sierra;110;65;45
16228;Valdeolivas;202;125;77
16902;Valdetórtola;133;75;58
16903;Valeras, Las;1496;789;707
16231;Valhermoso de la Fuente;57;30;27
16173;Valle de Altomira, El;211;117;94
16234;Valsalobre;23;12;11
16236;Valverde de Júcar;1082;534;548
16237;Valverdejo;93;51;42
16238;Vara de Rey;496;254;242
16239;Vega del Codorno;129;80;49
16240;Vellisca;102;59;43
16242;Villaconejos de Trabaque;344;172;172
16243;Villaescusa de Haro;470;239;231
16244;Villagarcía del Llano;759;383;376
16245;Villalba de la Sierra;456;225;231
16246;Villalba del Rey;516;282;234
16247;Villalgordo del Marquesado;80;42;38
16248;Villalpardo;1018;504;514
16249;Villamayor de Santiago;2481;1258;1223
16250;Villanueva de Guadamejud;65;39;26
16251;Villanueva de la Jara;2249;1133;1116
16253;Villar de Cañas;374;204;170
16254;Villar de Domingo García;220;109;111
16255;Villar de la Encina;154;84;70
16263;Villar de Olalla;1270;682;588
16258;Villar del Humo;184;102;82
16259;Villar del Infantado;43;23;20
16910;Villar y Velasco;77;44;33
16264;Villarejo de Fuentes;429;215;214
16265;Villarejo de la Peñuela;20;9;11
16266;Villarejo-Periesteban;380;190;190
16269;Villares del Saz;443;226;217
16270;Villarrubio;194;109;85
16271;Villarta;793;393;400
16272;Villas de la Ventosa;211;123;88
16273;Villaverde y Pasaconsol;332;176;156
16274;Víllora;114;60;54
16275;Vindel;11;7;4
16276;Yémeda;21;13;8
16277;Zafra de Záncara;122;68;54
16278;Zafrilla;58;29;29
16279;Zarza de Tajo;239;138;101
16280;Zarzuela;170;91;79
20001;Abaltzisketa;333;181;152
20002;Aduna;469;253;216
20016;Aia;2054;1092;962
20003;Aizarnazabal;772;391;381
20004;Albiztur;304;159;145
20005;Alegia;1722;890;832
20006;Alkiza;367;178;189
20906;Altzaga;183;90;93
20007;Altzo;435;226;209
20008;Amezketa;921;497;424
20009;Andoain;14637;7248;7389
20010;Anoeta;2090;1088;1002
20011;Antzuola;2126;1059;1067
20012;Arama;200;99;101
20013;Aretxabaleta;7128;3577;3551
20055;Arrasate/Mondragón;22001;10814;11187
20014;Asteasu;1551;808;743
20903;Astigarraga;6532;3312;3220
20015;Ataun;1693;879;814
20017;Azkoitia;11633;5783;5850
20018;Azpeitia;14936;7468;7468
20904;Baliarrain;138;74;64
20019;Beasain;13880;6976;6904
20020;Beizama;143;86;57
20021;Belauntza;241;125;116
20022;Berastegi;1076;555;521
20074;Bergara;14637;7260;7377
20023;Berrobi;603;315;288
20024;Bidania-Goiatz;520;284;236
20029;Deba;5459;2711;2748
20069;Donostia/San Sebastián;187415;88306;99109
20030;Eibar;27522;13391;14131
20031;Elduain;250;125;125
20033;Elgeta;1136;581;555
20032;Elgoibar;11613;5739;5874
20067;Errenteria;39471;19110;20361
20066;Errezil;585;307;278
20034;Eskoriatza;4065;2033;2032
20035;Ezkio-Itsaso;611;321;290
20038;Gabiria;488;258;230
20037;Gaintza;128;75;53
20907;Gaztelu;152;82;70
20039;Getaria;2821;1430;1391
20040;Hernani;20354;9964;10390
20041;Hernialde;303;159;144
20036;Hondarribia;16828;8370;8458
20042;Ibarra;4199;2094;2105
20043;Idiazabal;2312;1174;1138
20044;Ikaztegieta;498;251;247
20045;Irun;62401;30494;31907
20046;Irura;1852;962;890
20047;Itsasondo;658;343;315
20048;Larraul;251;138;113
20902;Lasarte-Oria;18380;8899;9481
20049;Lazkao;5742;2887;2855
20050;Leaburu;372;199;173
20051;Legazpi;8371;4227;4144
20052;Legorreta;1417;716;701
20068;Leintz-Gatzaga;234;126;108
20053;Lezo;6122;3051;3071
20054;Lizartza;603;312;291
20901;Mendaro;1999;1002;997
20057;Mutiloa;249;136;113
20056;Mutriku;5333;2688;2645
20063;Oiartzun;10293;5081;5212
20058;Olaberria;953;480;473
20059;Oñati;11380;5617;5763
20076;Ordizia;10394;5151;5243
20905;Orendain;218;112;106
20060;Orexa;121;67;54
20061;Orio;6022;3020;3002
20062;Ormaiztegi;1276;641;635
20064;Pasaia;16156;7794;8362
20070;Segura;1467;742;725
20065;Soraluze-Placencia de las Armas;3883;1945;1938
20071;Tolosa;19667;9502;10165
20072;Urnieta;6168;3088;3080
20077;Urretxu;6756;3327;3429
20073;Usurbil;6174;3090;3084
20075;Villabona;5867;2939;2928
20078;Zaldibia;1613;824;789
20079;Zarautz;23323;11357;11966
20025;Zegama;1528;773;755
20026;Zerain;259;124;135
20027;Zestoa;3711;1939;1772
20028;Zizurkil;3002;1512;1490
20081;Zumaia;10098;5019;5079
20080;Zumarraga;9728;4791;4937
17001;Agullana;831;411;420
17002;Aiguaviva;756;383;373
17003;Albanyà;157;80;77
17004;Albons;776;401;375
17006;Alp;1580;828;752
17007;Amer;2298;1122;1176
17008;Anglès;5599;2780;2819
17009;Arbúcies;6556;3390;3166
17010;Argelaguer;397;205;192
17011;Armentera, L';930;461;469
17012;Avinyonet de Puigventós;1610;796;814
17015;Banyoles;19826;9873;9953
17016;Bàscara;1004;520;484
17013;Begur;3925;1964;1961
17018;Bellcaire d'Empordà;693;336;357
17019;Besalú;2492;1170;1322
17020;Bescanó;4960;2505;2455
17021;Beuda;190;100;90
17022;Bisbal d'Empordà, La;10974;5446;5528
17234;Biure;232;118;114
17023;Blanes;39028;19356;19672
17029;Boadella i les Escaules;252;130;122
17024;Bolvir;369;191;178
17025;Bordils;1779;887;892
17026;Borrassà;714;374;340
17027;Breda;3740;1836;1904
17028;Brunyola i Sant Martí Sapresa;383;195;188
17031;Cabanelles;279;154;125
17030;Cabanes;948;500;448
17032;Cadaqués;2712;1322;1390
17033;Caldes de Malavella;7641;3828;3813
17034;Calonge i Sant Antoni;11092;5571;5521
17035;Camós;693;341;352
17036;Campdevànol;3223;1566;1657
17037;Campelles;139;71;68
17038;Campllong;547;272;275
17039;Camprodon;2281;1117;1164
17040;Canet d'Adri;723;371;352
17041;Cantallops;313;153;160
17042;Capmany;613;307;306
17044;Cassà de la Selva;10380;5301;5079
17046;Castellfollit de la Roca;961;493;468
17047;Castelló d'Empúries;10906;5508;5398
17048;Castell-Platja d'Aro;10860;5357;5503
17189;Cellera de Ter, La;1946;965;981
17049;Celrà;5452;2722;2730
17050;Cervià de Ter;968;492;476
17051;Cistella;282;138;144
17054;Colera;448;223;225
17055;Colomers;176;87;89
17057;Corçà;1267;646;621
17056;Cornellà del Terri;2364;1197;1167
17058;Crespià;246;127;119
17901;Cruïlles, Monells i Sant Sadurní de l'Heura;1279;640;639
17060;Darnius;546;273;273
17061;Das;253;131;122
17062;Escala, L';10339;5267;5072
17063;Espinelves;215;110;105
17064;Espolla;416;203;213
17065;Esponellà;438;224;214
17005;Far d'Empordà, El;599;305;294
17066;Figueres;46654;23092;23562
17067;Flaçà;1093;528;565
17068;Foixà;297;150;147
17069;Fontanals de Cerdanya;444;220;224
17070;Fontanilles;139;80;59
17071;Fontcoberta;1468;738;730
17902;Forallac;1687;828;859
17073;Fornells de la Selva;2650;1322;1328
17074;Fortià;763;389;374
17075;Garrigàs;437;231;206
17076;Garrigoles;162;84;78
17077;Garriguella;855;421;434
17078;Ger;448;222;226
17079;Girona;101852;48931;52921
17080;Gombrèn;188;96;92
17081;Gualta;397;229;168
17082;Guils de Cerdanya;537;288;249
17083;Hostalric;4221;2130;2091
17084;Isòvol;281;161;120
17085;Jafre;380;206;174
17086;Jonquera, La;3290;1637;1653
17087;Juià;323;174;149
17088;Lladó;818;398;420
17089;Llagostera;8453;4303;4150
17090;Llambilles;696;359;337
17091;Llanars;505;259;246
17092;Llançà;4836;2394;2442
17093;Llers;1239;617;622
17094;Llívia;1417;748;669
17095;Lloret de Mar;38373;19528;18845
17096;Llosses, Les;218;121;97
17102;Maçanet de Cabrenys;688;340;348
17103;Maçanet de la Selva;7006;3598;3408
17097;Madremanya;283;138;145
17098;Maià de Montcal;449;251;198
17100;Masarac;288;150;138
17101;Massanes;761;405;356
17099;Meranges;104;58;46
17105;Mieres;318;160;158
17106;Mollet de Peralada;189;96;93
17107;Molló;337;162;175
17109;Montagut i Oix;916;475;441
17110;Mont-ras;1679;846;833
17111;Navata;1381;671;710
17112;Ogassa;234;130;104
