id_municipio;nombre_municipio;poblacion_total;total_hombres;total_mujeres
11005;Algodonales;5498;2780;2718
11006;Arcos de la Frontera;30953;15432;15521
11007;Barbate;22811;11374;11437
11008;Barrios, Los;24219;12137;12082
11901;Benalup-Casas Viejas;7164;3636;3528
11009;Benaocaz;714;386;328
11010;Bornos;7559;3771;3788
11011;Bosque, El;2224;1117;1107
11012;Cádiz;111811;52724;59087
11013;Castellar de la Frontera;3020;1490;1530
11015;Chiclana de la Frontera;88709;44267;44442
11016;Chipiona;19649;9813;9836
11014;Conil de la Frontera;23661;11852;11809
11017;Espera;3802;1897;1905
11018;Gastor, El;1697;864;833
11019;Grazalema;2002;992;1010
11020;Jerez de la Frontera;213231;104044;109187
11021;Jimena de la Frontera;6675;3396;3279
11022;Línea de la Concepción, La;63773;31283;32490
11023;Medina Sidonia;11738;5905;5833
11024;Olvera;7887;3881;4006
11025;Paterna de Rivera;5441;2816;2625
11026;Prado del Rey;5634;2763;2871
11027;Puerto de Santa María, El;89813;43850;45963
11028;Puerto Real;42069;21131;20938
11029;Puerto Serrano;6929;3516;3413
11030;Rota;29675;14714;14961
11031;San Fernando;93927;45720;48207
11902;San José del Valle;4486;2277;2209
11903;San Martín del Tesorillo;2742;1414;1328
11033;San Roque;33646;16742;16904
11032;Sanlúcar de Barrameda;69805;34770;35035
11034;Setenil de las Bodegas;2638;1365;1273
11035;Tarifa;18621;9323;9298
11036;Torre Alháquime;799;404;395
11037;Trebujena;7000;3476;3524
11038;Ubrique;16363;8056;8307
11039;Vejer de la Frontera;12864;6408;6456
11040;Villaluenga del Rosario;480;241;239
11041;Villamartín;12165;6126;6039
11042;Zahara;1362;688;674
39001;Alfoz de Lloredo;2471;1276;1195
39002;Ampuero;4455;2230;2225
39003;Anievas;268;146;122
39004;Arenas de Iguña;1742;880;862
39005;Argoños;1860;945;915
39006;Arnuero;2255;1135;1120
39007;Arredondo;478;270;208
39008;Astillero, El;18220;8878;9342
39009;Bárcena de Cicero;4653;2382;2271
39010;Bárcena de Pie de Concha;674;343;331
39011;Bareyo;2144;1067;1077
39012;Cabezón de la Sal;8181;3909;4272
39013;Cabezón de Liébana;565;320;245
39014;Cabuérniga;995;518;477
39015;Camaleño;963;536;427
39016;Camargo;30349;14817;15532
39027;Campoo de Enmedio;3763;1923;1840
39017;Campoo de Yuso;680;359;321
39018;Cartes;5800;2890;2910
39019;Castañeda;3160;1605;1555
39020;Castro-Urdiales;33225;16407;16818
39021;Cieza;552;281;271
39022;Cillorigo de Liébana;1344;708;636
39023;Colindres;8549;4185;4364
39024;Comillas;2135;1012;1123
39025;Corrales de Buelna, Los;10785;5267;5518
39026;Corvera de Toranzo;2096;1052;1044
39028;Entrambasaguas;5568;2778;2790
39029;Escalante;749;382;367
39030;Guriezo;2438;1271;1167
39031;Hazas de Cesto;1782;879;903
39032;Hermandad de Campoo de Suso;1588;874;714
39033;Herrerías;600;339;261
39034;Lamasón;257;161;96
39035;Laredo;10849;5158;5691
39036;Liendo;1242;639;603
39037;Liérganes;2397;1192;1205
39038;Limpias;1975;985;990
39039;Luena;622;337;285
39040;Marina de Cudeyo;5148;2562;2586
39041;Mazcuerras;2083;1065;1018
39042;Medio Cudeyo;7696;3699;3997
39043;Meruelo;2230;1100;1130
39044;Miengo;5199;2678;2521
39045;Miera;393;206;187
39046;Molledo;1476;724;752
39047;Noja;2741;1359;1382
39048;Penagos;2244;1133;1111
39049;Peñarrubia;316;164;152
39050;Pesaguero;282;158;124
39051;Pesquera;70;44;26
39052;Piélagos;26605;13175;13430
39053;Polaciones;210;134;76
39054;Polanco;6175;3059;3116
39055;Potes;1336;619;717
39056;Puente Viesgo;2884;1470;1414
39057;Ramales de la Victoria;3027;1516;1511
39058;Rasines;975;502;473
39059;Reinosa;8570;4021;4549
39060;Reocín;8422;4148;4274
39061;Ribamontán al Mar;4636;2369;2267
39062;Ribamontán al Monte;2498;1261;1237
39063;Rionansa;1034;575;459
39064;Riotuerto;1666;806;860
39065;Rozas de Valdearroyo, Las;262;145;117
39066;Ruente;1052;573;479
39067;Ruesga;809;446;363
39068;Ruiloba;778;401;377
39069;San Felices de Buelna;2390;1199;1191
39070;San Miguel de Aguayo;178;91;87
39071;San Pedro del Romeral;445;243;202
39072;San Roque de Riomiera;351;208;143
39080;San Vicente de la Barquera;4038;1963;2075
39073;Santa Cruz de Bezana;13689;6704;6985
39074;Santa María de Cayón;9316;4631;4685
39075;Santander;172726;79525;93201
39076;Santillana del Mar;4245;2064;2181
39077;Santiurde de Reinosa;247;142;105
39078;Santiurde de Toranzo;1732;910;822
39079;Santoña;10892;5291;5601
39081;Saro;518;271;247
39082;Selaya;1845;939;906
39083;Soba;1108;623;485
39084;Solórzano;1080;575;505
39085;Suances;9091;4454;4637
39086;Tojos, Los;380;227;153
39087;Torrelavega;51361;24196;27165
39088;Tresviso;58;38;20
39089;Tudanca;155;105;50
39090;Udías;945;473;472
39095;Val de San Vicente;2783;1416;1367
39091;Valdáliga;2167;1117;1050
39092;Valdeolea;882;480;402
39093;Valdeprado del Río;331;189;142
39094;Valderredible;954;545;409
39101;Valle de Villaverde;254;144;110
39096;Vega de Liébana;702;373;329
39097;Vega de Pas;741;398;343
39098;Villacarriedo;1674;866;808
39099;Villaescusa;3949;1960;1989
39100;Villafufre;999;518;481
39102;Voto;2947;1554;1393
12002;Aín;130;71;59
12003;Albocàsser;1302;655;647
12004;Alcalà de Xivert;7160;3620;3540
12005;Alcora, l';10526;5268;5258
12006;Alcudia de Veo;203;109;94
12007;Alfondeguilla;873;434;439
12008;Algimia de Almonacid;249;137;112
12009;Almassora;27989;14011;13978
12010;Almedíjar;280;155;125
12011;Almenara;6591;3302;3289
12901;Alqueries, les/Alquerías del Niño Perdido;4539;2281;2258
12012;Altura;3695;1912;1783
12013;Arañuel;165;91;74
12014;Ares del Maestrat;174;104;70
12015;Argelita;156;84;72
12016;Artana;1980;1010;970
12001;Atzeneta del Maestrat;1319;671;648
12017;Ayódar;178;96;82
12018;Azuébar;336;183;153
12020;Barracas;198;103;95
12022;Bejís;409;241;168
12024;Benafer;164;82;82
12025;Benafigos;135;78;57
12026;Benassal;1026;527;499
12027;Benicarló;28681;14432;14249
12028;Benicàssim/Benicasim;19951;9808;10143
12029;Benlloc;1108;562;546
12021;Betxí;5580;2760;2820
12032;Borriana/Burriana;35750;17769;17981
12031;Borriol;5865;3004;2861
12033;Cabanes;3222;1651;1571
12034;Càlig;2013;1013;1000
12036;Canet lo Roig;685;352;333
12037;Castell de Cabres;19;11;8
12038;Castellfort;188;98;90
12039;Castellnovo;888;456;432
12040;Castelló de la Plana;176238;85021;91217
12041;Castillo de Villamalefa;109;72;37
12042;Catí;724;361;363
12043;Caudiel;716;358;358
12044;Cervera del Maestre;656;317;339
12053;Chilches/Xilxes;2981;1531;1450
12056;Chóvar;310;161;149
12045;Cinctorres;427;207;220
12046;Cirat;223;127;96
12048;Cortes de Arenoso;304;156;148
12049;Costur;535;282;253
12050;Coves de Vinromà, les;1831;934;897
12051;Culla;480;247;233
12057;Eslida;758;383;375
12058;Espadilla;90;50;40
12059;Fanzara;294;154;140
12060;Figueroles;518;258;260
12061;Forcall;473;227;246
12063;Fuente la Reina;59;31;28
12064;Fuentes de Ayódar;98;55;43
12065;Gaibiel;197;109;88
12067;Geldo;650;325;325
12068;Herbers;62;39;23
12069;Higueras;50;24;26
12070;Jana, la;678;348;330
12071;Jérica;1794;895;899
12074;Llosa, la;1003;489;514
12072;Llucena/Lucena del Cid;1369;683;686
12073;Ludiente;155;88;67
12075;Mata de Morella, la;179;96;83
12076;Matet;84;52;32
12077;Moncofa;7747;3946;3801
12078;Montán;399;199;200
12079;Montanejos;603;313;290
12080;Morella;2492;1223;1269
12081;Navajas;840;431;409
12082;Nules;13827;6938;6889
12083;Olocau del Rey;126;66;60
12084;Onda;25547;12795;12752
12085;Orpesa/Oropesa del Mar;10958;5596;5362
12087;Palanques;36;21;15
12088;Pavías;74;45;29
12089;Peníscola/Peñíscola;8449;4303;4146
12090;Pina de Montalgrao;119;65;54
12093;Pobla de Benifassà, la;235;135;100
12094;Pobla Tornesa, la;1309;670;639
12091;Portell de Morella;166;85;81
12092;Puebla de Arenoso;169;95;74
12095;Ribesalbes;1135;584;551
12096;Rossell;891;467;424
12097;Sacañet;86;53;33
12098;Salzadella, la;660;346;314
12101;San Rafael del Río;494;246;248
12902;Sant Joan de Moró;3516;1803;1713
12099;Sant Jordi/San Jorge;1249;654;595
12100;Sant Mateu;1987;979;1008
12102;Santa Magdalena de Pulpis;784;411;373
12104;Segorbe;9425;4648;4777
12103;Serratella, la;110;51;59
12105;Sierra Engarcerán;1045;549;496
12106;Soneja;1508;744;764
12107;Sot de Ferrer;474;256;218
12108;Suera/Sueras;572;296;276
12109;Tales;852;435;417
12110;Teresa;250;137;113
12111;Tírig;430;217;213
12112;Todolella;144;86;58
12113;Toga;112;60;52
12114;Torás;256;137;119
12115;Toro, El;248;128;120
12116;Torralba del Pinar;69;34;35
12119;Torre d'en Besora, la;164;88;76
12120;Torre d'en Doménec, la;175;94;81
12117;Torreblanca;5630;2862;2768
12118;Torrechiva;114;58;56
12121;Traiguera;1336;681;655
12122;Useres, les/Useras;985;511;474
12124;Vall d'Alba;3054;1596;1458
12125;Vall de Almonacid;286;149;137
12126;Vall d'Uixó, la;31611;15488;16123
12123;Vallat;66;31;35
12127;Vallibona;62;38;24
12128;Vilafamés;1915;1026;889
12129;Vilafranca/Villafranca del Cid;2148;1089;1059
12132;Vilanova d'Alcolea;575;304;271
12134;Vilar de Canes;159;79;80
12135;Vila-real;51852;25739;26113
12136;Vilavella, la;3074;1526;1548
12130;Villahermosa del Río;488;265;223
12131;Villamalur;95;58;37
12133;Villanueva de Viver;110;61;49
12137;Villores;54;26;28
12138;Vinaròs;29686;14598;15088
12139;Vistabella del Maestrat;369;197;172
12140;Viver;1683;873;810
12052;Xert;686;342;344
12055;Xodos/Chodos;117;72;45
12141;Zorita del Maestrazgo;117;58;59
12142;Zucaina;176;98;78
51001;Ceuta;83039;41894;41145
13001;Abenójar;1328;686;642
13002;Agudo;1611;813;798
13003;Alamillo;469;241;228
13004;Albaladejo;1046;551;495
13005;Alcázar de San Juan;30928;15036;15892
13006;Alcoba;551;279;272
13007;Alcolea de Calatrava;1382;697;685
13008;Alcubillas;445;220;225
13009;Aldea del Rey;1573;787;786
13010;Alhambra;967;491;476
13011;Almadén;4968;2405;2563
13012;Almadenejos;397;203;194
13013;Almagro;8958;4433;4525
13014;Almedina;485;262;223
13015;Almodóvar del Campo;5788;2907;2881
13016;Almuradiel;746;374;372
13017;Anchuras;268;142;126
13903;Arenales de San Gregorio;597;313;284
13018;Arenas de San Juan;1022;521;501
13019;Argamasilla de Alba;6888;3468;3420
13020;Argamasilla de Calatrava;5801;2904;2897
13021;Arroba de los Montes;415;224;191
13022;Ballesteros de Calatrava;371;189;182
13023;Bolaños de Calatrava;11991;6187;5804
13024;Brazatortas;1007;535;472
13025;Cabezarados;303;164;139
13026;Cabezarrubias del Puerto;494;257;237
13027;Calzada de Calatrava;3779;1892;1887
13028;Campo de Criptana;12960;6499;6461
13029;Cañada de Calatrava;101;59;42
13030;Caracuel de Calatrava;137;82;55
13031;Carrión de Calatrava;3184;1617;1567
13032;Carrizosa;1137;569;568
13033;Castellar de Santiago;1803;917;886
13038;Chillón;1772;851;921
13034;Ciudad Real;75303;35660;39643
13035;Corral de Calatrava;1113;541;572
13036;Cortijos, Los;857;457;400
13037;Cózar;933;482;451
13039;Daimiel;17629;8871;8758
13040;Fernán Caballero;984;495;489
13041;Fontanarejo;237;134;103
13042;Fuencaliente;1008;529;479
13043;Fuenllana;204;111;93
13044;Fuente el Fresno;3072;1584;1488
13045;Granátula de Calatrava;696;340;356
13046;Guadalmez;715;349;366
13047;Herencia;8385;4270;4115
13048;Hinojosas de Calatrava;497;259;238
13049;Horcajo de los Montes;789;405;384
13050;Labores, Las;546;291;255
13904;Llanos del Caudillo;681;332;349
13051;Luciana;371;197;174
13052;Malagón;7745;3859;3886
13053;Manzanares;17732;8806;8926
13054;Membrilla;5825;2906;2919
13055;Mestanza;663;347;316
13056;Miguelturra;15769;7934;7835
13057;Montiel;1225;642;583
13058;Moral de Calatrava;5109;2581;2528
13059;Navalpino;207;106;101
13060;Navas de Estena;286;151;135
13061;Pedro Muñoz;7480;3796;3684
13062;Picón;679;355;324
13063;Piedrabuena;4352;2213;2139
13064;Poblete;2863;1458;1405
13065;Porzuna;3509;1817;1692
13066;Pozuelo de Calatrava;3709;1902;1807
13067;Pozuelos de Calatrava, Los;368;188;180
13068;Puebla de Don Rodrigo;1108;615;493
13069;Puebla del Príncipe;658;345;313
13070;Puerto Lápice;883;438;445
13071;Puertollano;45127;21706;23421
13072;Retuerta del Bullaque;880;482;398
13901;Robledo, El;1061;559;502
13902;Ruidera;540;265;275
13073;Saceruela;530;277;253
13074;San Carlos del Valle;1082;556;526
13075;San Lorenzo de Calatrava;199;110;89
13076;Santa Cruz de los Cáñamos;491;234;257
13077;Santa Cruz de Mudela;3872;1931;1941
13078;Socuéllamos;12123;6118;6005
13080;Solana del Pino;329;171;158
13079;Solana, La;15242;7787;7455
13081;Terrinches;600;313;287
13082;Tomelloso;36304;18142;18162
13083;Torralba de Calatrava;3057;1517;1540
13084;Torre de Juan Abad;970;477;493
13085;Torrenueva;2651;1335;1316
13086;Valdemanco del Esteras;161;87;74
13087;Valdepeñas;30411;14806;15605
13088;Valenzuela de Calatrava;654;309;345
13089;Villahermosa;1718;845;873
13090;Villamanrique;1084;530;554
13091;Villamayor de Calatrava;638;321;317
13092;Villanueva de la Fuente;1923;990;933
13093;Villanueva de los Infantes;4775;2385;2390
13094;Villanueva de San Carlos;277;143;134
13095;Villar del Pozo;54;31;23
13096;Villarrubia de los Ojos;9667;4847;4820
13097;Villarta de San Juan;2710;1364;1346
13098;Viso del Marqués;2135;1039;1096
14001;Adamuz;4092;2082;2010
14002;Aguilar de la Frontera;13282;6602;6680
14003;Alcaracejos;1493;728;765
14004;Almedinilla;2340;1163;1177
14005;Almodóvar del Río;7995;4015;3980
14006;Añora;1507;745;762
14007;Baena;18533;9278;9255
14008;Belalcázar;3138;1545;1593
14009;Belmez;2802;1351;1451
14010;Benamejí;4979;2454;2525
14011;Blázquez, Los;643;326;317
14012;Bujalance;7186;3591;3595
14013;Cabra;20070;9758;10312
14014;Cañete de las Torres;2829;1449;1380
14015;Carcabuey;2318;1182;1136
14016;Cardeña;1437;725;712
14017;Carlota, La;14258;7087;7171
14018;Carpio, El;4327;2135;2192
14019;Castro del Río;7665;3774;3891
14020;Conquista;371;187;184
14021;Córdoba;323763;155314;168449
14022;Doña Mencía;4511;2181;2330
14023;Dos Torres;2383;1199;1184
14024;Encinas Reales;2252;1104;1148
14025;Espejo;3209;1602;1607
14026;Espiel;2386;1205;1181
14027;Fernán-Núñez;9611;4756;4855
14901;Fuente Carreteros;1089;559;530
14028;Fuente la Lancha;354;179;175
14029;Fuente Obejuna;4415;2290;2125
14030;Fuente Palmera;9850;4920;4930
14031;Fuente-Tójar;692;335;357
14032;Granjuela, La;410;198;212
14033;Guadalcázar;1533;783;750
14902;Guijarrosa, La;1336;684;652
14034;Guijo, El;341;177;164
14035;Hinojosa del Duque;6579;3243;3336
14036;Hornachuelos;4415;2203;2212
14037;Iznájar;3804;1934;1870
14038;Lucena;42813;21264;21549
14039;Luque;2860;1436;1424
14040;Montalbán de Córdoba;4465;2199;2266
14041;Montemayor;3872;1960;1912
14042;Montilla;22298;11049;11249
14043;Montoro;9125;4506;4619
14044;Monturque;1929;970;959
14045;Moriles;3658;1841;1817
14046;Nueva Carteya;5317;2708;2609
14047;Obejo;2076;1094;982
14048;Palenciana;1441;736;705
14049;Palma del Río;20688;10243;10445
14050;Pedro Abad;2775;1400;1375
14051;Pedroche;1485;734;751
14052;Peñarroya-Pueblonuevo;10317;4986;5331
14053;Posadas;7256;3598;3658
14054;Pozoblanco;16946;8235;8711
14055;Priego de Córdoba;22003;10708;11295
14056;Puente Genil;29781;14691;15090
14057;Rambla, La;7473;3732;3741
14058;Rute;9779;4896;4883
14059;San Sebastián de los Ballesteros;833;423;410
14061;Santa Eufemia;710;351;359
14060;Santaella;4640;2341;2299
14062;Torrecampo;1003;494;509
14063;Valenzuela;1045;525;520
14064;Valsequillo;356;173;183
14065;Victoria, La;2312;1148;1164
14066;Villa del Río;6882;3428;3454
14067;Villafranca de Córdoba;4866;2475;2391
14068;Villaharta;628;303;325
14069;Villanueva de Córdoba;8460;4194;4266
14070;Villanueva del Duque;1406;710;696
14071;Villanueva del Rey;1000;487;513
14072;Villaralto;1088;550;538
14073;Villaviciosa de Córdoba;3085;1573;1512
14074;Viso, El;2507;1269;1238
14075;Zuheros;621;318;303
15001;Abegondo;5584;2763;2821
15002;Ames;32482;15617;16865
15003;Aranga;1815;924;891
15004;Ares;6132;3019;3113
15005;Arteixo;33516;16539;16977
15006;Arzúa;5901;2919;2982
15007;Baña, A;3332;1577;1755
15008;Bergondo;6951;3402;3549
15009;Betanzos;13082;6234;6848
15010;Boimorto;1849;930;919
15011;Boiro;18984;9200;9784
15012;Boqueixón;4146;2025;2121
15013;Brión;8145;3913;4232
15014;Cabana de Bergantiños;4123;2001;2122
15015;Cabanas;3300;1601;1699
15016;Camariñas;5151;2526;2625
15017;Cambre;24739;12060;12679
15018;Capela, A;1185;582;603
15019;Carballo;31416;15329;16087
15901;Cariño;3769;1856;1913
15020;Carnota;3815;1821;1994
15021;Carral;6700;3285;3415
15022;Cedeira;6529;3245;3284
15023;Cee;7660;3658;4002
15024;Cerceda;5058;2518;2540
15025;Cerdido;1033;507;526
15027;Coirós;1923;949;974
15028;Corcubión;1647;829;818
15029;Coristanco;5779;2773;3006
15030;Coruña, A;247376;114547;132829
15031;Culleredo;30864;14825;16039
15032;Curtis;4135;2096;2039
15033;Dodro;2659;1264;1395
15034;Dumbría;2856;1361;1495
15035;Fene;12561;5966;6595
15036;Ferrol;63890;30082;33808
15037;Fisterra;4697;2380;2317
15038;Frades;2246;1116;1130
15039;Irixoa;1316;664;652
15041;Laracha, A;11543;5688;5855
15040;Laxe;2939;1472;1467
15042;Lousame;3145;1562;1583
15043;Malpica de Bergantiños;5241;2562;2679
15044;Mañón;1244;617;627
15045;Mazaricos;3737;1782;1955
15046;Melide;7553;3696;3857
15047;Mesía;2418;1217;1201
15048;Miño;6753;3359;3394
15049;Moeche;1206;586;620
15050;Monfero;1838;935;903
15051;Mugardos;5228;2540;2688
15053;Muros;8251;3983;4268
15052;Muxía;4450;2129;2321
15054;Narón;39051;18891;20160
15055;Neda;4910;2382;2528
15056;Negreira;6901;3326;3575
15057;Noia;14115;6764;7351
15058;Oleiros;37809;18166;19643
15059;Ordes;12669;6186;6483
15060;Oroso;7622;3747;3875
15061;Ortigueira;5477;2607;2870
15062;Outes;6082;2915;3167
15902;Oza-Cesuras;5203;2627;2576
15064;Paderne;2436;1199;1237
15065;Padrón;8355;4049;4306
15066;Pino, O;4553;2280;2273
15067;Pobra do Caramiñal, A;9227;4529;4698
15068;Ponteceso;5399;2709;2690
15069;Pontedeume;7520;3615;3905
15070;Pontes de García Rodríguez, As;9867;4790;5077
15071;Porto do Son;9125;4527;4598
15072;Rianxo;10854;5344;5510
15073;Ribeira;27030;13341;13689
15074;Rois;4397;2096;2301
15075;Sada;16874;8228;8646
15076;San Sadurniño;2751;1359;1392
15077;Santa Comba;9342;4545;4797
15078;Santiago de Compostela;98687;45839;52848
15079;Santiso;1473;764;709
15080;Sobrado;1777;923;854
15081;Somozas, As;1068;542;526
15082;Teo;19034;9318;9716
15083;Toques;1074;549;525
15084;Tordoia;3168;1512;1656
15085;Touro;3382;1686;1696
15086;Trazo;3019;1476;1543
15088;Val do Dubra;3761;1834;1927
15087;Valdoviño;6889;3362;3527
15089;Vedra;5019;2458;2561
15091;Vilarmaior;1234;629;605
15090;Vilasantar;1232;652;580
15092;Vimianzo;6840;3298;3542
15093;Zas;4308;2082;2226
16001;Abia de la Obispalía;61;38;23
16002;Acebrón, El;226;111;115
16003;Alarcón;172;79;93
16004;Albaladejo del Cuende;225;120;105
16005;Albalate de las Nogueras;267;137;130
16006;Albendea;118;58;60
16007;Alberca de Záncara, La;1553;785;768
16008;Alcalá de la Vega;79;46;33
16009;Alcantud;53;30;23
16010;Alcázar del Rey;159;87;72
16011;Alcohujate;19;10;9
16012;Alconchel de la Estrella;77;47;30
16013;Algarra;29;17;12
16014;Aliaguilla;620;320;300
16015;Almarcha, La;434;234;200
16016;Almendros;244;127;117
16017;Almodóvar del Pinar;398;207;191
16018;Almonacid del Marquesado;434;224;210
16019;Altarejos;210;116;94
16020;Arandilla del Arroyo;11;6;5
16905;Arcas;2094;1059;1035
16022;Arcos de la Sierra;77;45;32
16024;Arguisuelas;133;67;66
16025;Arrancacepas;16;9;7
16026;Atalaya del Cañavate;105;58;47
16027;Barajas de Melo;1012;544;468
16029;Barchín del Hoyo;92;60;32
16030;Bascuñana de San Pedro;24;20;4
16031;Beamud;52;29;23
16032;Belinchón;398;206;192
16033;Belmonte;1782;886;896
16034;Belmontejo;135;77;58
16035;Beteta;235;123;112
16036;Boniches;145;73;72
16038;Buciegas;38;24;14
16039;Buenache de Alarcón;453;238;215
16040;Buenache de la Sierra;114;64;50
16041;Buendía;418;222;196
16042;Campillo de Altobuey;1287;654;633
16043;Campillos-Paravientos;105;60;45
16044;Campillos-Sierra;29;14;15
16901;Campos del Paraíso;672;346;326
16045;Canalejas del Arroyo;169;91;78
16046;Cañada del Hoyo;244;136;108
16047;Cañada Juncosa;217;119;98
16048;Cañamares;449;242;207
16049;Cañavate, El;138;69;69
16050;Cañaveras;229;114;115
16051;Cañaveruelas;116;58;58
16052;Cañete;804;415;389
16053;Cañizares;442;241;201
16055;Carboneras de Guadazaón;774;403;371
16056;Cardenete;474;250;224
16057;Carrascosa;67;42;25
16058;Carrascosa de Haro;96;47;49
16060;Casas de Benítez;809;408;401
16061;Casas de Fernando Alonso;1132;592;540
16062;Casas de Garcimolina;34;21;13
16063;Casas de Guijarro;110;61;49
16064;Casas de Haro;848;452;396
16065;Casas de los Pinos;419;212;207
16066;Casasimarro;3157;1640;1517
16067;Castejón;117;68;49
16068;Castillejo de Iniesta;107;58;49
16070;Castillejo-Sierra;35;17;18
16072;Castillo de Garcimuñoz;131;79;52
16071;Castillo-Albaráñez;23;10;13
16073;Cervera del Llano;210;103;107
16023;Chillarón de Cuenca;771;399;372
16081;Chumillas;61;36;25
16074;Cierva, La;38;21;17
16078;Cuenca;53512;25296;28216
16079;Cueva del Hierro;29;17;12
16082;Enguídanos;315;173;142
16083;Fresneda de Altarejos;37;19;18
16084;Fresneda de la Sierra;40;24;16
16085;Frontera, La;146;80;66
16086;Fuente de Pedro Naharro;1234;648;586
16087;Fuentelespino de Haro;239;119;120
16088;Fuentelespino de Moya;107;57;50
16904;Fuentenava de Jábaga;579;301;278
16089;Fuentes;463;250;213
16091;Fuertescusa;70;40;30
16092;Gabaldón;156;92;64
16093;Garaballa;62;31;31
16094;Gascueña;140;83;57
16095;Graja de Campalbo;89;48;41
16096;Graja de Iniesta;357;187;170
16097;Henarejos;134;67;67
16098;Herrumblar, El;756;385;371
16099;Hinojosa, La;191;98;93
16100;Hinojosos, Los;731;375;356
16101;Hito, El;145;80;65
16102;Honrubia;1554;782;772
16103;Hontanaya;256;145;111
16104;Hontecillas;55;30;25
16106;Horcajo de Santiago;3671;1869;1802
16107;Huélamo;76;42;34
16108;Huelves;89;48;41
16109;Huérguina;48;26;22
16110;Huerta de la Obispalía;140;80;60
16111;Huerta del Marquesado;177;97;80
16112;Huete;1708;877;831
16113;Iniesta;4453;2220;2233
16115;Laguna del Marquesado;57;34;23
16116;Lagunaseca;49;30;19
16117;Landete;1230;620;610
16118;Ledaña;1622;818;804
16119;Leganiel;220;115;105
16121;Majadas, Las;225;117;108
16122;Mariana;319;169;150
16123;Masegosa;65;38;27
16124;Mesas, Las;2276;1176;1100
16125;Minglanilla;2280;1175;1105
16126;Mira;912;464;448
16128;Monreal del Llano;46;26;20
16129;Montalbanejo;87;43;44
16130;Montalbo;697;356;341
16131;Monteagudo de las Salinas;134;78;56
16132;Mota de Altarejos;29;20;9
16133;Mota del Cuervo;6108;3027;3081
16134;Motilla del Palancar;6119;3063;3056
16135;Moya;170;93;77
16137;Narboneta;53;34;19
16139;Olivares de Júcar;310;160;150
16140;Olmeda de la Cuesta;22;13;9
16141;Olmeda del Rey;127;64;63
16142;Olmedilla de Alarcón;133;78;55
16143;Olmedilla de Eliz;22;17;5
16145;Osa de la Vega;443;226;217
16146;Pajarón;78;37;41
16147;Pajaroncillo;58;32;26
16148;Palomares del Campo;557;283;274
16149;Palomera;189;89;100
16150;Paracuellos;94;50;44
16151;Paredes;75;42;33
16152;Parra de las Vegas, La;34;24;10
16153;Pedernoso, El;1124;562;562
16154;Pedroñeras, Las;6550;3357;3193
16155;Peral, El;654;372;282
16156;Peraleja, La;84;53;31
16157;Pesquera, La;219;117;102
16158;Picazo, El;690;357;333
16159;Pinarejo;190;94;96
16160;Pineda de Gigüela;60;40;20
16161;Piqueras del Castillo;46;28;18
16162;Portalrubio de Guadamejud;36;20;16
16163;Portilla;56;29;27
16165;Poyatos;74;47;27
16166;Pozoamargo;271;146;125
16908;Pozorrubielos de la Mancha;171;92;79
16167;Pozorrubio de Santiago;323;155;168
16169;Pozuelo, El;45;28;17
16170;Priego;903;460;443
16171;Provencio, El;2396;1204;1192
16172;Puebla de Almenara;331;172;159
16174;Puebla del Salvador;199;105;94
16175;Quintanar del Rey;7554;3885;3669
16176;Rada de Haro;51;32;19
16177;Reíllo;112;67;45
16181;Rozalén del Monte;59;27;32
16185;Saceda-Trasierra;39;25;14
16186;Saelices;466;246;220
16187;Salinas del Manzano;73;42;31
16188;Salmeroncillos;103;60;43
16189;Salvacañete;300;154;146
16190;San Clemente;6776;3412;3364
16191;San Lorenzo de la Parrilla;1106;581;525
16192;San Martín de Boniches;45;26;19
16193;San Pedro Palmiches;58;35;23
16194;Santa Cruz de Moya;224;112;112
16196;Santa María de los Llanos;683;364;319
16195;Santa María del Campo Rus;531;278;253
16197;Santa María del Val;65;37;28
16198;Sisante;1636;845;791
16199;Solera de Gabaldón;31;18;13
16909;Sotorribas;698;366;332
16202;Talayuelas;875;457;418
16203;Tarancón;16257;8029;8228
16204;Tébar;299;167;132
16205;Tejadillos;104;50;54
16206;Tinajas;189;103;86
16209;Torralba;109;66;43
16211;Torrejoncillo del Rey;342;193;149
16212;Torrubia del Campo;311;152;159
16213;Torrubia del Castillo;44;29;15
16215;Tragacete;268;156;112
16216;Tresjuncos;270;151;119
16217;Tribaldos;97;53;44
16218;Uclés;247;132;115
16219;Uña;88;51;37
16906;Valdecolmenas, Los;71;47;24
16224;Valdemeca;82;48;34
16225;Valdemorillo de la Sierra;53;32;21
16227;Valdemoro-Sierra;110;63;47
16228;Valdeolivas;211;134;77
16902;Valdetórtola;123;69;54
16903;Valeras, Las;1587;850;737
16231;Valhermoso de la Fuente;75;41;34
16173;Valle de Altomira, El;208;113;95
16234;Valsalobre;21;11;10
16236;Valverde de Júcar;1085;537;548
16237;Valverdejo;91;48;43
16238;Vara de Rey;474;238;236
16239;Vega del Codorno;142;84;58
16240;Vellisca;119;65;54
16242;Villaconejos de Trabaque;325;171;154
16243;Villaescusa de Haro;490;260;230
16244;Villagarcía del Llano;754;376;378
16245;Villalba de la Sierra;532;263;269
16246;Villalba del Rey;488;263;225
16247;Villalgordo del Marquesado;63;39;24
16248;Villalpardo;1008;500;508
16249;Villamayor de Santiago;2405;1235;1170
16250;Villanueva de Guadamejud;62;40;22
