id_municipio;nombre_municipio;poblacion_total;total_hombres;total_mujeres
27040;Palas de Rei;3346;1694;1652
27041;Pantón;2423;1196;1227
27042;Paradela;1638;828;810
27043;Páramo, O;1305;648;657
27044;Pastoriza, A;2810;1416;1394
27045;Pedrafita do Cebreiro;909;495;414
27047;Pobra do Brollón, A;1565;774;791
27046;Pol;1582;797;785
27048;Pontenova, A;2126;1026;1100
27049;Portomarín;1345;693;652
27050;Quiroga;3099;1485;1614
27056;Rábade;1503;741;762
27051;Ribadeo;9828;4625;5203
27052;Ribas de Sil;914;463;451
27053;Ribeira de Piquín;497;263;234
27054;Riotorto;1200;608;592
27055;Samos;1210;643;567
27057;Sarria;13221;6452;6769
27058;Saviñao, O;3504;1767;1737
27059;Sober;2178;1056;1122
27060;Taboada;2657;1283;1374
27061;Trabada;1107;542;565
27062;Triacastela;622;302;320
27063;Valadouro, O;1890;901;989
27064;Vicedo, O;1613;789;824
27065;Vilalba;13870;6712;7158
27066;Viveiro;15221;7462;7759
27021;Xermade;1734;851;883
27025;Xove;3330;1722;1608
28001;Acebeda, La;67;34;33
28002;Ajalvir;4779;2483;2296
28003;Alameda del Valle;274;144;130
28004;Álamo, El;10322;5069;5253
28005;Alcalá de Henares;199184;96342;102842
28006;Alcobendas;119416;56903;62513
28007;Alcorcón;171772;82226;89546
28008;Aldea del Fresno;3408;1743;1665
28009;Algete;20991;10279;10712
28010;Alpedrete;15312;7513;7799
28011;Ambite;684;337;347
28012;Anchuelo;1379;719;660
28013;Aranjuez;60668;29482;31186
28014;Arganda del Rey;58990;29449;29541
28015;Arroyomolinos;35972;17885;18087
28016;Atazar, El;104;60;44
28017;Batres;1872;966;906
28018;Becerril de la Sierra;6277;3128;3149
28019;Belmonte de Tajo;1840;950;890
28021;Berrueco, El;802;412;390
28020;Berzosa del Lozoya;217;121;96
28022;Boadilla del Monte;64742;31617;33125
28023;Boalo, El;8424;4201;4223
28024;Braojos;212;128;84
28025;Brea de Tajo;543;313;230
28026;Brunete;11014;5366;5648
28027;Buitrago del Lozoya;1967;957;1010
28028;Bustarviejo;2743;1354;1389
28029;Cabanillas de la Sierra;939;490;449
28030;Cabrera, La;2882;1413;1469
28031;Cadalso de los Vidrios;3173;1653;1520
28032;Camarma de Esteruelas;7792;3947;3845
28033;Campo Real;6781;3429;3352
28034;Canencia;460;241;219
28035;Carabaña;2273;1147;1126
28036;Casarrubuelos;4062;2089;1973
28037;Cenicientos;2097;1049;1048
28038;Cercedilla;7648;3776;3872
28039;Cervera de Buitrago;164;95;69
28051;Chapinería;2604;1292;1312
28052;Chinchón;5664;2836;2828
28040;Ciempozuelos;25866;13030;12836
28041;Cobeña;7698;3766;3932
28046;Collado Mediano;7490;3722;3768
28047;Collado Villalba;65657;31764;33893
28043;Colmenar de Oreja;8649;4397;4252
28042;Colmenar del Arroyo;1947;1012;935
28045;Colmenar Viejo;55198;27226;27972
28044;Colmenarejo;9534;4697;4837
28048;Corpa;798;399;399
28049;Coslada;80171;39002;41169
28050;Cubas de la Sagra;6817;3444;3373
28053;Daganzo de Arriba;10611;5293;5318
28054;Escorial, El;16873;8293;8580
28055;Estremera;1453;749;704
28056;Fresnedillas de la Oliva;1791;905;886
28057;Fresno de Torote;2522;1327;1195
28058;Fuenlabrada;188736;92192;96544
28059;Fuente el Saz de Jarama;7182;3615;3567
28060;Fuentidueña de Tajo;2270;1131;1139
28061;Galapagar;35273;17119;18154
28062;Garganta de los Montes;420;228;192
28063;Gargantilla del Lozoya y Pinilla de Buitrago;388;219;169
28064;Gascones;229;127;102
28065;Getafe;185899;90494;95405
28066;Griñón;10087;5008;5079
28067;Guadalix de la Sierra;6814;3414;3400
28068;Guadarrama;17063;8396;8667
28069;Hiruela, La;74;47;27
28070;Horcajo de la Sierra-Aoslos;234;116;118
28071;Horcajuelo de la Sierra;108;55;53
28072;Hoyo de Manzanares;8973;4515;4458
28073;Humanes de Madrid;19902;9908;9994
28074;Leganés;190665;91731;98934
28075;Loeches;9108;4568;4540
28076;Lozoya;621;324;297
28901;Lozoyuela-Navas-Sieteiglesias;1483;769;714
28078;Madarcos;72;36;36
28079;Madrid;3332035;1555507;1776528
28080;Majadahonda;72548;34263;38285
28082;Manzanares el Real;9386;4714;4672
28083;Meco;15404;7725;7679
28084;Mejorada del Campo;24274;12035;12239
28085;Miraflores de la Sierra;6945;3544;3401
28086;Molar, El;9759;4944;4815
28087;Molinos, Los;4786;2383;2403
28088;Montejo de la Sierra;381;197;184
28089;Moraleja de Enmedio;5453;2760;2693
28090;Moralzarzal;14124;7032;7092
28091;Morata de Tajuña;8115;4096;4019
28092;Móstoles;211265;102147;109118
28093;Navacerrada;3282;1605;1677
28094;Navalafuente;1637;831;806
28095;Navalagamella;2982;1539;1443
28096;Navalcarnero;31974;15867;16107
28097;Navarredonda y San Mamés;150;95;55
28099;Navas del Rey;3244;1689;1555
28100;Nuevo Baztán;7050;3576;3474
28101;Olmeda de las Fuentes;402;207;195
28102;Orusco de Tajuña;1415;737;678
28104;Paracuellos de Jarama;27000;13486;13514
28106;Parla;133004;65905;67099
28107;Patones;566;263;303
28108;Pedrezuela;6400;3233;3167
28109;Pelayos de la Presa;2982;1516;1466
28110;Perales de Tajuña;3176;1589;1587
28111;Pezuela de las Torres;977;509;468
28112;Pinilla del Valle;204;108;96
28113;Pinto;55208;27202;28006
28114;Piñuécar-Gandullas;178;92;86
28115;Pozuelo de Alarcón;88784;42429;46355
28116;Pozuelo del Rey;1254;650;604
28117;Prádena del Rincón;150;84;66
28118;Puebla de la Sierra;99;57;42
28902;Puentes Viejas;760;401;359
28119;Quijorna;3863;1909;1954
28120;Rascafría;1736;931;805
28121;Redueña;304;169;135
28122;Ribatejada;912;472;440
28123;Rivas-Vaciamadrid;100275;49599;50676
28124;Robledillo de la Jara;135;70;65
28125;Robledo de Chavela;4705;2450;2255
28126;Robregordo;79;45;34
28127;Rozas de Madrid, Las;98086;47284;50802
28128;Rozas de Puerto Real;578;338;240
28129;San Agustín del Guadalix;13650;6631;7019
28130;San Fernando de Henares;38974;18928;20046
28131;San Lorenzo de El Escorial;18489;8826;9663
28132;San Martín de la Vega;20304;10304;10000
28133;San Martín de Valdeiglesias;9003;4474;4529
28134;San Sebastián de los Reyes;92734;44957;47777
28135;Santa María de la Alameda;1517;822;695
28136;Santorcaz;942;474;468
28137;Santos de la Humosa, Los;2772;1416;1356
28138;Serna del Monte, La;106;56;50
28140;Serranillos del Valle;4625;2268;2357
28141;Sevilla la Nueva;9551;4668;4883
28143;Somosierra;85;51;34
28144;Soto del Real;9399;4636;4763
28145;Talamanca de Jarama;4355;2110;2245
28146;Tielmes;2742;1379;1363
28147;Titulcia;1362;709;653
28148;Torrejón de Ardoz;137711;67409;70302
28149;Torrejón de la Calzada;10222;5063;5159
28150;Torrejón de Velasco;4756;2352;2404
28151;Torrelaguna;4949;2468;2481
28152;Torrelodones;25115;12130;12985
28153;Torremocha de Jarama;1144;584;560
28154;Torres de la Alameda;7737;3977;3760
28903;Tres Cantos;51453;24924;26529
28155;Valdaracete;633;328;305
28156;Valdeavero;1782;912;870
28157;Valdelaguna;1045;529;516
28158;Valdemanco;1066;550;516
28159;Valdemaqueda;820;419;401
28160;Valdemorillo;13651;6845;6806
28161;Valdemoro;81394;40018;41376
28162;Valdeolmos-Alalpardo;4523;2313;2210
28163;Valdepiélagos;623;325;298
28164;Valdetorres de Jarama;4990;2482;2508
28165;Valdilecha;3191;1642;1549
28166;Valverde de Alcalá;535;283;252
28167;Velilla de San Antonio;13376;6686;6690
28168;Vellón, El;2200;1140;1060
28169;Venturada;2554;1327;1227
28171;Villa del Prado;7273;3697;3576
28170;Villaconejos;3499;1794;1705
28172;Villalbilla;16823;8495;8328
28173;Villamanrique de Tajo;800;418;382
28174;Villamanta;2774;1410;1364
28175;Villamantilla;1576;783;793
28176;Villanueva de la Cañada;23593;11458;12135
28178;Villanueva de Perales;1671;861;810
28177;Villanueva del Pardillo;17731;8580;9151
28179;Villar del Olmo;2258;1132;1126
28180;Villarejo de Salvanés;7746;3834;3912
28181;Villaviciosa de Odón;28750;13889;14861
28182;Villavieja del Lozoya;314;166;148
28183;Zarzalejo;1810;931;879
29001;Alameda;5434;2743;2691
29002;Alcaucín;2554;1301;1253
29003;Alfarnate;1059;552;507
29004;Alfarnatejo;380;196;184
29005;Algarrobo;6773;3375;3398
29006;Algatocín;829;442;387
29007;Alhaurín de la Torre;43674;21662;22012
29008;Alhaurín el Grande;26879;13381;13498
29009;Almáchar;1848;949;899
29010;Almargen;1924;974;950
29011;Almogía;3967;2065;1902
29012;Álora;13512;6812;6700
29013;Alozaina;2065;1041;1024
29014;Alpandeire;281;139;142
29015;Antequera;41178;20208;20970
29016;Árchez;391;197;194
29017;Archidona;8050;4075;3975
29018;Ardales;2522;1275;1247
29019;Arenas;1264;650;614
29020;Arriate;4068;2010;2058
29021;Atajate;185;98;87
29022;Benadalid;230;112;118
29023;Benahavís;9244;4612;4632
29024;Benalauría;460;240;220
29025;Benalmádena;75801;37050;38751
29026;Benamargosa;1557;802;755
29027;Benamocarra;3079;1549;1530
29028;Benaoján;1437;735;702
29029;Benarrabá;454;237;217
29030;Borge, El;925;472;453
29031;Burgo, El;1780;906;874
29032;Campillos;8435;4226;4209
29033;Canillas de Aceituno;1767;920;847
29034;Canillas de Albaida;801;393;408
29035;Cañete la Real;1598;786;812
29036;Carratraca;750;391;359
29037;Cartajima;232;121;111
29038;Cártama;28412;14352;14060
29039;Casabermeja;3910;2037;1873
29040;Casarabonela;2522;1351;1171
29041;Casares;8111;4166;3945
29042;Coín;25023;12542;12481
29043;Colmenar;3494;1793;1701
29044;Comares;1339;715;624
29045;Cómpeta;3875;1939;1936
29046;Cortes de la Frontera;3014;1566;1448
29047;Cuevas Bajas;1337;649;688
29049;Cuevas de San Marcos;3647;1830;1817
29048;Cuevas del Becerro;1592;783;809
29050;Cútar;592;304;288
29051;Estepona;76975;37624;39351
29052;Faraján;280;138;142
29053;Frigiliana;3322;1662;1660
29054;Fuengirola;85598;41521;44077
29055;Fuente de Piedra;2891;1431;1460
29056;Gaucín;1591;823;768
29057;Genalguacil;410;204;206
29058;Guaro;2307;1186;1121
29059;Humilladero;3331;1660;1671
29060;Igualeja;774;389;385
29061;Istán;1621;804;817
29062;Iznate;915;471;444
29063;Jimera de Líbar;400;210;190
29064;Jubrique;561;286;275
29065;Júzcar;243;137;106
29066;Macharaviaya;523;289;234
29067;Málaga;586384;281265;305119
29068;Manilva;17857;8979;8878
29069;Marbella;156295;74623;81672
29070;Mijas;91691;45335;46356
29071;Moclinejo;1220;625;595
29072;Mollina;5413;2691;2722
29073;Monda;2937;1529;1408
29903;Montecorto;588;314;274
29074;Montejaque;970;487;483
29075;Nerja;21913;10751;11162
29076;Ojén;4480;2296;2184
29077;Parauta;280;145;135
29079;Periana;3290;1702;1588
29080;Pizarra;9886;4960;4926
29081;Pujerra;279;139;140
29082;Rincón de la Victoria;51300;25044;26256
29083;Riogordo;2795;1462;1333
29084;Ronda;33329;16130;17199
29085;Salares;187;101;86
29086;Sayalonga;1647;865;782
29087;Sedella;611;342;269
29904;Serrato;447;224;223
29088;Sierra de Yeguas;3418;1707;1711
29089;Teba;3678;1842;1836
29090;Tolox;2347;1200;1147
29901;Torremolinos;70434;35209;35225
29091;Torrox;20932;10536;10396
29092;Totalán;767;389;378
29093;Valle de Abdalajís;2441;1232;1209
29094;Vélez-Málaga;85377;42009;43368
29095;Villanueva de Algaidas;4113;2079;2034
29902;Villanueva de la Concepción;3302;1594;1708
29098;Villanueva de Tapia;1405;711;694
29096;Villanueva del Rosario;3348;1638;1710
29097;Villanueva del Trabuco;5360;2677;2683
29099;Viñuela;2059;1071;988
29100;Yunquera;2823;1437;1386
52001;Melilla;85491;43047;42444
30001;Abanilla;6216;3163;3053
30002;Abarán;12964;6473;6491
30003;Águilas;36862;18364;18498
30004;Albudeite;1390;705;685
30005;Alcantarilla;43049;21315;21734
30902;Alcázares, Los;18598;9483;9115
30006;Aledo;1123;554;569
30007;Alguazas;10218;5277;4941
30008;Alhama de Murcia;23280;11769;11511
30009;Archena;20110;10546;9564
30010;Beniel;11501;5978;5523
30011;Blanca;6756;3481;3275
30012;Bullas;11664;5864;5800
30013;Calasparra;10161;5150;5011
30014;Campos del Río;2143;1017;1126
30015;Caravaca de la Cruz;25756;12850;12906
30016;Cartagena;218050;108296;109754
30017;Cehegín;14485;7236;7249
30018;Ceutí;12668;6393;6275
30019;Cieza;35286;17672;17614
30020;Fortuna;11094;5863;5231
30021;Fuente Álamo de Murcia;18063;9429;8634
30022;Jumilla;26784;14030;12754
30023;Librilla;5729;2928;2801
30024;Lorca;98447;50526;47921
30025;Lorquí;7706;3924;3782
30026;Mazarrón;34462;17918;16544
30027;Molina de Segura;76074;37879;38195
30028;Moratalla;7588;3841;3747
30029;Mula;17382;8843;8539
30030;Murcia;469177;230043;239134
30031;Ojós;539;283;256
30032;Pliego;3937;2039;1898
30033;Puerto Lumbreras;17346;9023;8323
30034;Ricote;1240;662;578
30035;San Javier;35241;17672;17569
30036;San Pedro del Pinatar;27691;13836;13855
30901;Santomera;16245;8087;8158
30037;Torre-Pacheco;39037;20157;18880
30038;Torres de Cotillas, Las;22183;11218;10965
30039;Totana;33149;17032;16117
30040;Ulea;874;454;420
30041;Unión, La;20897;10569;10328
30042;Villanueva del Río Segura;3771;1963;1808
30043;Yecla;35521;17863;17658
31001;Abáigar;82;47;35
31002;Abárzuza/Abartzuza;514;253;261
31003;Abaurregaina/Abaurrea Alta;115;70;45
31004;Abaurrepea/Abaurrea Baja;29;18;11
31005;Aberin;368;197;171
31006;Ablitas;2610;1319;1291
31007;Adiós;172;97;75
31008;Aguilar de Codés;76;43;33
31009;Aibar/Oibar;769;410;359
31011;Allín/Allin;908;493;415
31012;Allo;988;506;482
31010;Altsasu/Alsasua;7590;3816;3774
31013;Améscoa Baja;724;397;327
31014;Ancín/Antzin;343;185;158
31015;Andosilla;2882;1453;1429
31016;Ansoáin/Antsoain;10608;5165;5443
31017;Anue;491;263;228
31018;Añorbe;628;341;287
31019;Aoiz/Agoitz;2970;1489;1481
31020;Araitz;525;286;239
31025;Arakil;987;528;459
31021;Aranarache/Aranaratxe;70;41;29
31023;Aranguren;12517;6276;6241
31024;Arano;110;62;48
31022;Arantza;609;323;286
31026;Aras;148;78;70
31027;Arbizu;1126;590;536
31028;Arce/Artzi;296;164;132
31029;Arcos, Los;1151;570;581
31030;Arellano;159;89;70
31031;Areso;267;138;129
31032;Arguedas;2313;1176;1137
31033;Aria;49;32;17
31034;Aribe;34;19;15
31035;Armañanzas;54;27;27
31036;Arróniz;1035;552;483
31037;Arruazu;119;66;53
31038;Artajona;1772;912;860
31039;Artazu;116;57;59
31040;Atez/Atetz;214;121;93
31058;Auritz/Burguete;233;127;106
31041;Ayegui/Aiegi;2531;1321;1210
31042;Azagra;3749;1887;1862
31043;Azuelo;37;12;25
31044;Bakaiku;343;181;162
31901;Barañáin/Barañain;19575;9424;10151
31045;Barásoain;602;313;289
31046;Barbarin;46;26;20
31047;Bargota;257;125;132
31048;Barillas;259;139;120
31049;Basaburua;845;479;366
31050;Baztan;7831;3959;3872
31137;Beintza-Labaien;218;128;90
31051;Beire;301;148;153
31052;Belascoáin;138;67;71
31250;Bera;3792;1865;1927
31053;Berbinzana;672;345;327
31905;Beriáin;4129;2039;2090
31902;Berrioplano/Berriobeiti;7541;3832;3709
31903;Berriozar;10919;5484;5435
31054;Bertizarana;635;313;322
31055;Betelu;373;191;182
31253;Bidaurreta;165;85;80
31056;Biurrun-Olcoz;246;131;115
31057;Buñuel;2309;1136;1173
31059;Burgui/Burgi;195;114;81
31060;Burlada/Burlata;20865;10038;10827
31061;Busto, El;52;26;26
31062;Cabanillas;1379;712;667
31063;Cabredo;75;42;33
31064;Cadreita;2186;1154;1032
31065;Caparroso;2786;1452;1334
31066;Cárcar;1150;588;562
31067;Carcastillo;2435;1222;1213
31068;Cascante;4050;2016;2034
31069;Cáseda;969;506;463
31070;Castejón;4435;2226;2209
31071;Castillonuevo;15;10;5
31193;Cendea de Olza/Oltza Zendea;1836;919;917
31072;Cintruénigo;8265;4293;3972
31074;Cirauqui/Zirauki;467;247;220
31075;Ciriza/Ziritza;158;79;79
31076;Cizur;3891;1996;1895
31077;Corella;8629;4351;4278
31078;Cortes;3149;1609;1540
31079;Desojo;72;37;35
31080;Dicastillo;574;303;271
31081;Donamaria;455;228;227
31221;Doneztebe/Santesteban;1858;913;945
31083;Echarri/Etxarri;75;38;37
31087;Elgorriaga;205;102;103
31089;Enériz/Eneritz;301;152;149
31090;Eratsun;155;93;62
31091;Ergoiena;380;204;176
31092;Erro;812;453;359
31094;Eslava;103;50;53
31095;Esparza de Salazar/Espartza Zaraitzu;74;37;37
31096;Espronceda;108;56;52
31097;Estella-Lizarra;14195;6907;7288
31098;Esteribar;2832;1454;1378
31099;Etayo;68;38;30
31082;Etxalar;833;441;392
31084;Etxarri Aranatz;2521;1303;1218
31085;Etxauri;653;334;319
31100;Eulate;276;152;124
31101;Ezcabarte;1837;960;877
31093;Ezcároz/Ezkaroze;299;170;129
31102;Ezkurra;142;97;45
31103;Ezprogui;53;25;28
31104;Falces;2375;1220;1155
31105;Fitero;2146;1086;1060
31106;Fontellas;1005;516;489
31107;Funes;2543;1358;1185
31108;Fustiñana;2457;1224;1233
31109;Galar;2353;1211;1142
31110;Gallipienzo/Galipentzu;96;53;43
31111;Gallués/Galoze;93;62;31
31112;Garaioa;84;50;34
31113;Garde;139;77;62
31114;Garínoain;523;278;245
31115;Garralda;186;94;92
31116;Genevilla;67;41;26
31117;Goizueta;708;373;335
31118;Goñi;172;102;70
31119;Güesa/Gorza;37;22;15
31120;Guesálaz/Gesalatz;431;243;188
31121;Guirguillano;71;37;34
31256;Hiriberri/Villanueva de Aezkoa;101;57;44
31122;Huarte/Uharte;7562;3780;3782
31124;Ibargoiti;282;158;124
31259;Igantzi;572;305;267
31125;Igúzquiza;301;152;149
31126;Imotz;421;233;188
31127;Irañeta;165;90;75
31904;Irurtzun;2316;1200;1116
31128;Isaba/Izaba;404;197;207
31129;Ituren;532;262;270
31130;Iturmendi;418;215;203
31131;Iza/Itza;1330;717;613
31132;Izagaondoa;159;108;51
31133;Izalzu/Itzaltzu;38;22;16
31134;Jaurrieta;176;104;72
31135;Javier;122;30;92
31136;Juslapeña/Txulapain;564;308;256
31138;Lakuntza;1297;679;618
31139;Lana;156;89;67
31140;Lantz;150;86;64
31141;Lapoblación;120;69;51
31142;Larraga;2087;1092;995
31143;Larraona;100;49;51
31144;Larraun;910;494;416
31145;Lazagurría;182;94;88
31146;Leache/Leatxe;37;21;16
31147;Legarda;135;74;61
31148;Legaria;108;52;56
31149;Leitza;3016;1550;1466
31908;Lekunberri;1689;867;822
31150;Leoz/Leotz;211;135;76
31151;Lerga;49;27;22
31152;Lerín;1798;940;858
31153;Lesaka;2731;1380;1351
31154;Lezaun;244;142;102
31155;Liédena;323;169;154
31156;Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti;303;179;124
31157;Lodosa;4894;2491;2403
31158;Lónguida/Longida;309;167;142
31159;Lumbier;1326;708;618
31160;Luquin;129;68;61
31248;Luzaide/Valcarlos;304;166;138
31161;Mañeru;445;233;212
31162;Marañón;52;30;22
31163;Marcilla;2875;1438;1437
31164;Mélida;715;368;347
31165;Mendavia;3496;1753;1743
31166;Mendaza;289;144;145
31167;Mendigorria;1191;621;570
31168;Metauten;271;152;119
31169;Milagro;3549;1804;1745
31170;Mirafuentes;58;29;29
31171;Miranda de Arga;917;490;427
31172;Monreal/Elo;503;278;225
31173;Monteagudo;1102;578;524
31174;Morentin;116;54;62
31175;Mues;79;45;34
31176;Murchante;4237;2138;2099
31177;Murieta;346;177;169
31178;Murillo el Cuende;685;361;324
31179;Murillo el Fruto;674;362;312
31180;Muruzábal;269;126;143
31181;Navascués/Nabaskoze;121;70;51
31182;Nazar;46;25;21
31088;Noáin (Valle de Elorz)/Noain (Elortzibar);8429;4233;4196
31183;Obanos;920;454;466
31185;Ochagavía/Otsagabia;490;266;224
31184;Oco;68;38;30
31186;Odieta;373;203;170
31187;Oiz;133;72;61
31188;Olaibar;409;230;179
31189;Olazti/Olazagutía;1483;752;731
31190;Olejua;49;27;22
31191;Olite/Erriberri;4019;2022;1997
31192;Olóriz/Oloritz;221;126;95
31195;Orbaizeta;191;91;100
31196;Orbara;29;15;14
31197;Orísoain;74;44;30
31906;Orkoien;4051;2054;1997
31198;Oronz/Orontze;47;25;22
31199;Oroz-Betelu/Orotz-Betelu;145;87;58
31211;Orreaga/Roncesvalles;19;10;9
31200;Oteiza;923;490;433
31201;Pamplona/Iruña;205762;97080;108682
31202;Peralta/Azkoien;5979;3038;2941
31203;Petilla de Aragón;28;16;12
31204;Piedramillera;41;26;15
31205;Pitillas;530;256;274
31206;Puente la Reina/Gares;2944;1490;1454
31207;Pueyo/Puiu;346;189;157
31208;Ribaforada;3715;1918;1797
31209;Romanzado/Erromantzatua;188;102;86
31210;Roncal/Erronkari;209;107;102
31212;Sada;130;78;52
31213;Saldías;124;69;55
31214;Salinas de Oro/Jaitz;109;59;50
31215;San Adrián;6429;3210;3219
31217;San Martín de Unx;377;198;179
31216;Sangüesa/Zangoza;4814;2442;2372
31219;Sansol;87;42;45
31220;Santacara;863;445;418
31222;Sarriés/Sartze;62;43;19
31223;Sartaguda;1328;683;645
31224;Sesma;1226;638;588
31225;Sorlada;48;29;19
31226;Sunbilla;672;344;328
31227;Tafalla;10698;5316;5382
31228;Tiebas-Muruarte de Reta;660;356;304
31229;Tirapu;54;29;25
31230;Torralba del Río;98;52;46
31231;Torres del Río;117;62;55
31232;Tudela;37791;18628;19163
31233;Tulebras;148;66;82
31234;Ucar;190;111;79
31123;Uharte Arakil;806;417;389
31235;Ujué/Uxue;171;94;77
31236;Ultzama;1636;843;793
31237;Unciti;225;133;92
31238;Unzué/Untzue;158;83;75
31239;Urdazubi/Urdax;362;183;179
31240;Urdiain;638;333;305
31241;Urraul Alto;135;88;47
31242;Urraul Bajo;326;149;177
31244;Urroz;177;98;79
31243;Urroz-Villa;418;219;199
31245;Urzainqui/Urzainki;79;46;33
31246;Uterga;169;94;75
31247;Uztárroz/Uztarroze;139;68;71
31086;Valle de Egüés/Eguesibar;22121;11037;11084
31194;Valle de Ollo/Ollaran;435;237;198
31260;Valle de Yerri/Deierri;1581;820;761
31249;Valtierra;2424;1222;1202
31251;Viana;4370;2228;2142
31252;Vidángoz/Bidankoze;75;44;31
31254;Villafranca;3004;1549;1455
31255;Villamayor de Monjardín;117;59;58
31257;Villatuerta;1266;627;639
31258;Villava/Atarrabia;10067;4891;5176
31261;Yesa;294;171;123
31262;Zabalza/Zabaltza;289;155;134
31073;Ziordia;352;187;165
31907;Zizur Mayor/Zizur Nagusia;15715;7715;8000
31263;Zubieta;292;149;143
31264;Zugarramurdi;231;112;119
31265;Zúñiga;89;52;37
32001;Allariz;6378;3177;3201
32002;Amoeiro;2391;1203;1188
32003;Arnoia, A;1002;489;513
32004;Avión;1754;799;955
32005;Baltar;884;475;409
32006;Bande;1482;746;736
32007;Baños de Molgas;1535;762;773
32008;Barbadás;11140;5385;5755
32009;Barco de Valdeorras, O;13277;6424;6853
32010;Beade;364;188;176
32011;Beariz;946;431;515
32012;Blancos, Os;716;393;323
32013;Boborás;2232;1066;1166
32014;Bola, A;1069;512;557
32015;Bolo, O;806;408;398
32016;Calvos de Randín;679;344;335
32018;Carballeda de Avia;1218;599;619
32017;Carballeda de Valdeorras;1373;697;676
32019;Carballiño, O;13968;6501;7467
32020;Cartelle;2521;1246;1275
32022;Castrelo de Miño;1337;670;667
32021;Castrelo do Val;989;511;478
32023;Castro Caldelas;1222;635;587
32024;Celanova;5709;2680;3029
32025;Cenlle;1087;536;551
32029;Chandrexa de Queixa;493;258;235
32026;Coles;3176;1588;1588
32027;Cortegada;1032;507;525
32028;Cualedro;1606;843;763
32030;Entrimo;1098;521;577
32031;Esgos;1099;554;545
32033;Gomesende;667;340;327
32034;Gudiña, A;1180;602;578
32035;Irixo, O;1391;674;717
32038;Larouco;444;210;234
32039;Laza;1167;614;553
32040;Leiro;1481;729;752
32041;Lobeira;768;387;381
32042;Lobios;1786;885;901
32043;Maceda;2878;1429;1449
32044;Manzaneda;832;405;427
32045;Maside;2743;1363;1380
32046;Melón;1123;542;581
32047;Merca, A;1954;984;970
32048;Mezquita, A;1007;520;487
32049;Montederramo;688;369;319
32050;Monterrei;2424;1233;1191
32051;Muíños;1439;721;718
32052;Nogueira de Ramuín;2085;1054;1031
32053;Oímbra;1730;942;788
32054;Ourense;104250;47322;56928
32055;Paderne de Allariz;1368;687;681
32056;Padrenda;1614;801;813
32057;Parada de Sil;520;281;239
32058;Pereiro de Aguiar, O;6647;3422;3225
32059;Peroxa, A;1779;874;905
32060;Petín;875;442;433
32061;Piñor;1151;593;558
32063;Pobra de Trives, A;1977;967;1010
32064;Pontedeva;468;231;237
32062;Porqueira;841;395;446
32065;Punxín;751;366;385
32066;Quintela de Leirado;607;288;319
32067;Rairiz de Veiga;1220;626;594
32068;Ramirás;1521;723;798
32069;Ribadavia;4973;2443;2530
32071;Riós;1414;721;693
32072;Rúa, A;4141;2076;2065
32073;Rubiá;1384;681;703
32074;San Amaro;1049;508;541
32075;San Cibrao das Viñas;5675;2866;2809
32076;San Cristovo de Cea;2003;994;1009
32070;San Xoán de Río;518;264;254
32077;Sandiás;1134;539;595
32078;Sarreaus;1095;537;558
32079;Taboadela;1487;765;722
32080;Teixeira, A;342;180;162
32081;Toén;2378;1219;1159
32082;Trasmiras;1228;610;618
32083;Veiga, A;925;490;435
32084;Verea;964;473;491
32085;Verín;13612;6538;7074
32086;Viana do Bolo;2750;1385;1365
32087;Vilamarín;1866;944;922
32088;Vilamartín de Valdeorras;1851;937;914
32089;Vilar de Barrio;1201;604;597
32090;Vilar de Santos;792;393;399
32091;Vilardevós;1702;904;798
32092;Vilariño de Conso;521;300;221
32032;Xinzo de Limia;9529;4604;4925
32036;Xunqueira de Ambía;1368;691;677
32037;Xunqueira de Espadanedo;689;345;344
34001;Abarca de Campos;42;25;17
34003;Abia de las Torres;167;90;77
34004;Aguilar de Campoo;6733;3246;3487
34005;Alar del Rey;922;467;455
34006;Alba de Cerrato;82;48;34
34009;Amayuelas de Arriba;36;22;14
34010;Ampudia;589;298;291
34011;Amusco;422;239;183
34012;Antigüedad;340;189;151
34015;Arconada;45;27;18
34017;Astudillo;1036;519;517
34018;Autilla del Pino;210;117;93
34019;Autillo de Campos;129;67;62
34020;Ayuela;53;35;18
34022;Baltanás;1212;621;591
34024;Baquerín de Campos;25;15;10
34025;Bárcena de Campos;54;25;29
34027;Barruelo de Santullán;1182;593;589
34028;Báscones de Ojeda;134;71;63
34029;Becerril de Campos;756;377;379
34031;Belmonte de Campos;33;17;16
34032;Berzosilla;43;24;19
34033;Boada de Campos;19;14;5
34035;Boadilla de Rioseco;99;60;39
34034;Boadilla del Camino;117;68;49
34036;Brañosera;254;142;112
34037;Buenavista de Valdavia;309;173;136
34038;Bustillo de la Vega;275;154;121
34039;Bustillo del Páramo de Carrión;52;32;20
34041;Calahorra de Boedo;87;42;45
34042;Calzada de los Molinos;305;169;136
34045;Capillas;71;41;30
34046;Cardeñosa de Volpejera;59;35;24
34047;Carrión de los Condes;2005;971;1034
34048;Castil de Vela;57;29;28
34049;Castrejón de la Peña;323;174;149
34050;Castrillo de Don Juan;181;102;79
34051;Castrillo de Onielo;99;52;47
34052;Castrillo de Villavega;174;97;77
34053;Castromocho;202;107;95
34055;Cervatos de la Cueza;261;145;116
