municipio;nombre;provincia;superficie;latitud;longitud;altitud;rango tamaño población;poblacion;poblacion hombres;poblacion mujeres;densidad poblacional;indice gini;P80P20;Renta media hogar;renta media unidad consumo;renta media persona;salarios;pensiones;otros ingresos;otras prestaciones;desempleo;edad media;votos totales;votos blancos;participacion;pct_psoe;pct_pp;pct_vox;pct_cs;pct_up_sumar;pct_erc;pct_jxcat;pct_cup;pct_pnv;pct_ehbildu;pct_bng;pct_cc;pct_prc;pct_naplus;pct_teruel;pct_otros
02013;Balsa de Ves;Albacete;75.89229999999999;39.26461253;-1.19650012;751.0;101-500;134;78;56;1.7656600208453297;32.2;2.5;29350.0;21387.0;16465.0;45.5;34.0;13.1;5.2;2.2;;99;1;83.60655737704919;0.383838;0.242424;0.252525;0.0;0.10101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.020202
02015;Barrax;Albacete;189.7703;39.0456106;-2.20045637;733.0;1001-2000;1849;955;894;9.743358154568972;27.7;2.2;30275.0;17629.0;11873.0;57.70000000000001;15.300000000000002;17.9;5.7;3.5;;1143;5;82.03508771929825;0.374453;0.373578;0.2021;0.0;0.046369;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0035
02016;Bienservida;Albacete;91.4382;38.51602097;-2.61184243;898.0;501-1000;567;309;258;6.200909466721786;27.399999999999995;2.1;24096.0;16535.0;12092.0;47.6;31.0;10.699999999999998;6.7;3.9;;367;3;73.66336633663366;0.326975;0.474114;0.144414;0.0;0.032698;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021798
02017;Bogarra;Albacete;166.01461899999998;38.58025427;-2.21253636;844.0;501-1000;740;391;349;4.457438775316528;28.100000000000005;2.2;21033.0;15076.0;11382.0;38.5;41.6;8.9;7.5;3.5;;502;0;73.3044733044733;0.444223;0.350598;0.153386;0.0;0.045817;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005976
02018;Bonete;Albacete;125.5348;38.86950589;-1.34830324;886.0;501-1000;980;518;462;7.806600241526652;29.100000000000005;2.6;30695.0;18341.0;12805.0;52.0;26.899999999999995;14.300000000000002;4.0;2.7999999999999994;;644;7;85.49222797927462;0.369565;0.476708;0.119565;0.0;0.034161;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
02019;Bonillo, El;Albacete;502.86730000000006;38.95012362;-2.54023691;1062.0;2001-5000;2651;1349;1302;5.271768516266617;23.5;2.12;27992.4;17414.6;12100.2;58.9;21.84;11.48;5.04;2.74;;1768;12;80.42049934296978;0.438348;0.300339;0.194005;0.0;0.059955;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007353
02020;Carcelén;Albacete;75.363731;39.10231176;-1.30876708;911.0;101-500;481;249;232;6.382380405237633;27.5;2.1;24840.0;16487.0;11936.0;47.0;36.6;9.1;4.6;2.7000000000000006;;325;5;80.43478260869566;0.406154;0.409231;0.098462;0.0;0.076923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009231
02021;Casas de Juan Núñez;Albacete;88.982779;39.10160749;-1.55799035;704.0;1001-2000;1349;729;620;15.160236791435791;27.600000000000005;2.3;25905.0;16085.0;11376.0;59.70000000000001;20.0;11.199999999999998;5.7;3.4;;800;4;82.56880733944955;0.375;0.42625;0.16;0.0;0.035;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00375
02022;Casas de Lázaro;Albacete;112.316773;38.7705758;-2.23922378;942.0;101-500;324;186;138;2.8846982631881706;26.8;2.4;27162.0;19424.0;15235.0;47.4;33.1;11.300000000000002;5.2;3.0;;255;0;80.81761006289308;0.337255;0.403922;0.219608;0.0;0.035294;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003922
02023;Casas de Ves;Albacete;125.4085;39.25946122;-1.33454992;707.0;501-1000;556;295;261;4.433511285120227;30.0;2.5;25957.0;17512.0;12694.0;41.9;38.3;12.300000000000002;5.0;2.5;;385;5;83.26359832635984;0.4;0.438961;0.116883;0.0;0.036364;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007792
