ID_MUNICIPIO;pct_psoe;pct_pp;pct_vox;pct_cs;pct_up_sumar;pct_erc;pct_jxcat;pct_cup;pct_pnv;pct_ehbildu;pct_bng;pct_cc;pct_prc;pct_naplus;pct_teruel;pct_otros
1001;0.274013;0.104989;0.048399;0.0;0.0;0.0;0.0;0.0;0.20551;0.221891;0.0;0.0;0.0;0.0;0.0;0.145197
1002;0.230769;0.069052;0.023614;0.0;0.0;0.0;0.0;0.0;0.267979;0.296243;0.0;0.0;0.0;0.0;0.0;0.112343
1003;0.075653;0.002751;0.006878;0.0;0.0;0.0;0.0;0.0;0.248968;0.558459;0.0;0.0;0.0;0.0;0.0;0.10729
1004;0.198783;0.104462;0.033469;0.0;0.0;0.0;0.0;0.0;0.260649;0.278905;0.0;0.0;0.0;0.0;0.0;0.123732
1006;0.212121;0.234848;0.113636;0.0;0.0;0.0;0.0;0.0;0.151515;0.136364;0.0;0.0;0.0;0.0;0.0;0.151515
1008;0.196181;0.171875;0.03125;0.0;0.0;0.0;0.0;0.0;0.232639;0.262153;0.0;0.0;0.0;0.0;0.0;0.105903
1009;0.173572;0.040314;0.025756;0.0;0.0;0.0;0.0;0.0;0.198208;0.43785;0.0;0.0;0.0;0.0;0.0;0.1243
1010;0.162162;0.071253;0.027027;0.0;0.0;0.0;0.0;0.0;0.329853;0.296683;0.0;0.0;0.0;0.0;0.0;0.113022
1011;0.154286;0.36;0.074286;0.0;0.0;0.0;0.0;0.0;0.308571;0.051429;0.0;0.0;0.0;0.0;0.0;0.051429
1013;0.137931;0.091278;0.014199;0.0;0.0;0.0;0.0;0.0;0.219067;0.436105;0.0;0.0;0.0;0.0;0.0;0.10142
1014;0.194656;0.21374;0.038168;0.0;0.0;0.0;0.0;0.0;0.278626;0.156489;0.0;0.0;0.0;0.0;0.0;0.118321
1016;0.194656;0.118321;0.030534;0.0;0.0;0.0;0.0;0.0;0.248092;0.28626;0.0;0.0;0.0;0.0;0.0;0.122137
1017;0.165261;0.10118;0.026981;0.0;0.0;0.0;0.0;0.0;0.246206;0.330523;0.0;0.0;0.0;0.0;0.0;0.129848
1018;0.152218;0.135081;0.037298;0.0;0.0;0.0;0.0;0.0;0.195565;0.34879;0.0;0.0;0.0;0.0;0.0;0.131048
1019;0.090164;0.163934;0.0;0.0;0.0;0.0;0.0;0.0;0.483607;0.163934;0.0;0.0;0.0;0.0;0.0;0.098361
1020;0.10084;0.092437;0.021008;0.0;0.0;0.0;0.0;0.0;0.310924;0.390756;0.0;0.0;0.0;0.0;0.0;0.084034
1021;0.153846;0.2;0.058462;0.0;0.0;0.0;0.0;0.0;0.295385;0.172308;0.0;0.0;0.0;0.0;0.0;0.12
1022;0.319471;0.279773;0.030246;0.0;0.0;0.0;0.0;0.0;0.164461;0.088847;0.0;0.0;0.0;0.0;0.0;0.117202
1023;0.129032;0.258065;0.043011;0.0;0.0;0.0;0.0;0.0;0.306452;0.172043;0.0;0.0;0.0;0.0;0.0;0.091398
1027;0.126354;0.111913;0.032491;0.0;0.0;0.0;0.0;0.0;0.241877;0.368231;0.0;0.0;0.0;0.0;0.0;0.119134
1028;0.25393;0.247884;0.050786;0.0;0.0;0.0;0.0;0.0;0.117291;0.214027;0.0;0.0;0.0;0.0;0.0;0.116082
1030;0.149606;0.220472;0.0;0.0;0.0;0.0;0.0;0.0;0.307087;0.228346;0.0;0.0;0.0;0.0;0.0;0.094488
1031;0.160998;0.339002;0.047619;0.0;0.0;0.0;0.0;0.0;0.180272;0.179138;0.0;0.0;0.0;0.0;0.0;0.092971
