ID_MUNICIPIO;pct_psoe;pct_pp;pct_vox;pct_cs;pct_up_sumar;pct_erc;pct_jxcat;pct_cup;pct_pnv;pct_ehbildu;pct_bng;pct_cc;pct_prc;pct_naplus;pct_teruel;pct_otros
1001;0.156369;0.122044;0.001526;0.0;0.0;0.0;0.0;0.0;0.186117;0.110603;0.0;0.0;0.0;0.0;0.0;0.423341
1002;0.105282;0.088209;0.004268;0.0;0.0;0.0;0.0;0.0;0.290237;0.137827;0.0;0.0;0.0;0.0;0.0;0.374177
1003;0.015544;0.016839;0.006477;0.0;0.0;0.0;0.0;0.0;0.287565;0.410622;0.0;0.0;0.0;0.0;0.0;0.262953
1004;0.071935;0.131712;0.0;0.0;0.0;0.0;0.0;0.0;0.304965;0.155015;0.0;0.0;0.0;0.0;0.0;0.336373
1006;0.128571;0.257143;0.0;0.0;0.0;0.0;0.0;0.0;0.078571;0.05;0.0;0.0;0.0;0.0;0.0;0.485714
1008;0.074297;0.218876;0.004016;0.0;0.0;0.0;0.0;0.0;0.246988;0.158635;0.0;0.0;0.0;0.0;0.0;0.297189
1009;0.090154;0.073547;0.0;0.0;0.0;0.0;0.0;0.0;0.24911;0.211151;0.0;0.0;0.0;0.0;0.0;0.376038
1010;0.06407;0.096106;0.001256;0.0;0.0;0.0;0.0;0.0;0.325377;0.146985;0.0;0.0;0.0;0.0;0.0;0.366206
1011;0.095808;0.419162;0.0;0.0;0.0;0.0;0.0;0.0;0.281437;0.023952;0.0;0.0;0.0;0.0;0.0;0.179641
1013;0.051111;0.104444;0.0;0.0;0.0;0.0;0.0;0.0;0.237778;0.231111;0.0;0.0;0.0;0.0;0.0;0.375556
1014;0.13806;0.264925;0.003731;0.0;0.0;0.0;0.0;0.0;0.235075;0.059701;0.0;0.0;0.0;0.0;0.0;0.298507
1016;0.072398;0.244344;0.0;0.0;0.0;0.0;0.0;0.0;0.307692;0.108597;0.0;0.0;0.0;0.0;0.0;0.266968
1017;0.096429;0.146429;0.003571;0.0;0.0;0.0;0.0;0.0;0.303571;0.160714;0.0;0.0;0.0;0.0;0.0;0.289286
1018;0.101402;0.142395;0.0;0.0;0.0;0.0;0.0;0.0;0.202805;0.212513;0.0;0.0;0.0;0.0;0.0;0.340885
1019;0.019231;0.173077;0.0;0.0;0.0;0.0;0.0;0.0;0.557692;0.057692;0.0;0.0;0.0;0.0;0.0;0.192308
1020;0.034632;0.099567;0.0;0.0;0.0;0.0;0.0;0.0;0.354978;0.220779;0.0;0.0;0.0;0.0;0.0;0.290043
1021;0.126214;0.23301;0.003236;0.0;0.0;0.0;0.0;0.0;0.300971;0.071197;0.0;0.0;0.0;0.0;0.0;0.265372
1022;0.225092;0.304428;0.00369;0.0;0.0;0.0;0.0;0.0;0.136531;0.04059;0.0;0.0;0.0;0.0;0.0;0.289668
