ID_MUNICIPIO;V_BLANCOS_2023;PARTICIPACION_2023
04001;4;75.07537688442211
04002;3;76.11218568665377
04003;72;66.9134818021302
04004;1;75.71059431524549
04005;5;78.76984126984127
04006;30;65.03240349394196
04007;1;74.89177489177489
04008;3;84.61538461538461
04009;1;80.67226890756302
04010;2;74.09948542024014
04011;29;74.54350161117078
04012;1;83.06878306878306
04013;801;66.92734036899249
04014;2;82.32044198895028
04015;0;77.20588235294117
04016;12;73.43678685531721
04017;5;71.15229653505237
04018;3;80.28169014084507
04019;2;77.19298245614034
04020;0;74.71264367816092
04021;1;77.52808988764045
04022;3;67.81914893617021
04023;2;80.85106382978722
04024;27;73.75971309025702
04026;0;83.33333333333334
04027;0;67.6328502415459
04028;1;84.65346534653465
04029;51;67.42372881355932
04030;4;69.8170731707317
04031;7;79.0963030579644
04032;25;66.76290760869566
04033;0;66.97247706422019
04034;0;69.23076923076923
04035;50;71.07985586423341
04036;0;73.046875
04037;11;78.19548872180451
04038;23;70.38571883965572
04041;2;71.8676122931442
04043;1;81.12582781456953
04044;3;74.63958060288336
04045;3;80.53365676167374
04046;4;74.52025586353945
04047;8;74.88708220415538
04048;2;66.73164392462638
04049;36;67.22391084093212
04050;0;63.108108108108105
04051;2;84.90990990990991
04052;95;68.7577867350678
04053;67;72.67610038308186
04054;1;76.0989010989011
04055;2;81.67539267015707
04056;0;77.63975155279503
04057;8;74.9609984399376
04058;0;72.8395061728395
04059;7;71.17212249208026
04060;2;71.42857142857143
04061;4;77.70800627943485
04062;17;75.91055786076532
04063;6;77.95431976166832
04064;11;70.65698041692988
04065;4;80.69164265129683
04066;71;66.7576540022132
04067;2;67.53507014028057
04068;0;79.06976744186046
04069;38;75.59088056891864
04070;10;73.87205387205387
04071;1;81.08108108108108
04072;1;75.49019607843137
04073;0;72.10682492581603
04074;11;65.39085306519624
04075;25;67.20741599073001
04076;5;77.22174288179465
04077;3;87.31343283582089
04078;7;65.47420965058237
04079;299;66.5917143635868
04080;1;70.13574660633483
04081;1;76.7379679144385
04082;1;70.0
04083;11;77.84189267166762
04084;1;71.77177177177178
04085;1;78.83817427385893
04086;6;69.64720194647201
04087;0;77.90697674418605
04088;15;68.78182530356443
04089;0;75.98784194528876
04090;0;78.75816993464052
04091;3;76.84563758389261
04092;9;76.6436614602252
04093;8;62.901554404145074
04094;1;76.88888888888889
04095;2;71.99391171993912
04096;1;81.29496402877699
04097;1;82.44897959183673
04098;2;75.78288100208769
04099;28;76.16536595654925
04100;40;60.54110698294751
04101;23;66.34593868874468
04102;73;65.30640005441066
04103;5;71.64179104477611
04901;0;75.15657620041753
04902;237;66.09489674005803
04903;21;69.33781190019194
04904;9;72.81653746770026
11001;29;64.59099264705883
11002;14;74.68293850203398
11003;8;69.75
11004;673;61.282780828866976
11005;32;67.0002223704692
11006;189;64.38635002993415
11007;121;58.279804028307026
11008;134;65.57509275689627
11009;2;73.1629392971246
11010;48;64.2902711323764
11011;6;68.09229037703996
11012;663;71.4012550444759
11013;25;69.42430703624734
11014;172;65.85338742844439
11015;554;62.589654263883595
11016;110;63.52068546582262
11017;36;67.38170347003155
11018;6;77.65881513204855
11019;10;76.00229095074455
11020;1210;66.69360976559504
11021;27;66.62528450237947
11022;284;50.23671644823733
11023;66;68.74274253140504
11024;39;70.43818466353677
11025;35;68.28391734052111
11026;18;73.72432775778107
11027;502;67.72800634255458
11028;252;68.08333827981244
11029;67;51.64676076728194
11030;156;67.25404441424992
11031;533;66.14713868003341
11032;390;59.864777386175646
11033;172;63.377675975684966
11034;15;70.2557200538358
11035;92;64.02635536775765
11036;10;66.47230320699708
11037;20;77.38931834153198
11038;76;75.63900757064688
11039;101;64.65381589299764
11040;4;83.9506172839506
11041;79;65.74480830670927
11042;4;71.09577221742882
11901;56;67.13583177887061
11902;31;61.81377825618946
11903;16;63.993362831858406
14001;25;76.2905162064826
14002;78;70.55458152625266
14003;6;76.16050354051927
14004;10;79.74816369359917
14005;27;65.20504731861199
14006;3;85.38283062645012
14007;57;70.41986027267177
14008;21;74.5692883895131
14009;8;68.60137041515519
14010;22;72.84966342557966
14011;1;82.83712784588442
14012;35;72.17816770710309
14013;132;73.06797305572566
14014;8;80.68561872909699
14015;7;76.31313131313131
14016;8;76.94174757281553
14017;81;74.33580821182575
14018;17;74.68389997190222
14019;66;76.9500159184973
14020;1;75.73099415204678
14021;1722;71.05146943054527
14022;20;77.39743924745231
14023;12;85.84382871536525
14024;10;80.24891774891775
14025;19;83.64366557137642
14026;10;67.19681908548708
14027;77;76.2140859394864
14028;3;81.9935691318328
14029;20;73.07294361096741
14030;64;74.18905220476432
14031;4;83.1858407079646
14032;4;82.6330532212885
14033;7;71.44019528071604
14034;0;80.21201413427562
14035;44;74.76233183856502
14036;30;70.34804055905728
14037;18;74.16777629826898
14038;214;71.53357531760436
14039;11;77.14169711733658
14040;46;79.10772578890098
14041;29;71.94382381104373
14042;175;76.04200674719773
14043;70;73.36065573770492
14044;12;75.4528419737664
14045;18;80.02680965147452
14046;43;72.4091216979002
14047;19;73.00936768149883
14048;5;77.48287671232876
14049;113;72.94827157423526
14050;16;76.51063829787233
14051;4;75.84355828220859
14052;59;63.740631387690215
14053;56;70.49710589036432
14054;113;78.53877912120318
14055;158;72.28550987837762
14056;117;68.5317375507587
14057;66;79.53140253823625
14058;47;72.08553394306325
14059;6;80.31609195402298
14060;24;74.08906882591093
14061;1;81.17469879518072
14062;1;79.01785714285714
14063;3;79.26565874730022
14064;1;75.64102564102564
14065;13;77.65273311897106
14066;72;73.2920353982301
14067;30;73.88059701492537
14068;7;77.05882352941177
14069;42;70.92467678471051
14070;8;72.8234336859235
14071;5;71.98581560283688
14072;3;77.1097046413502
14073;9;68.71698113207547
14074;20;80.84133516232282
14075;1;75.32467532467533
14901;7;78.57935627081021
14902;16;76.38146167557932
18001;0;71.21212121212122
18002;1;72.45508982035929
18003;91;72.19108620229517
18004;4;73.86018237082067
18005;4;72.92225201072387
18006;18;68.82015465203293
18007;1;67.76978417266187
18010;1;78.30374753451676
18011;28;71.99824715162138
18012;13;76.42317380352644
18013;26;72.29544889331012
18014;36;69.97851772287864
18015;2;79.90074441687345
18016;0;78.27586206896552
18017;101;66.01560426728942
18018;4;74.36399217221134
18020;5;65.83850931677019
18021;137;69.90894483128012
18022;78;66.48744300006805
18023;99;71.67767164561832
18024;7;78.43601895734598
18025;0;69.28838951310861
18027;13;65.76024511681348
18028;2;85.24970963995354
18029;6;66.78004535147393
18030;2;76.43784786641929
18032;2;72.15686274509804
18033;2;70.72368421052632
18034;3;66.51785714285714
18035;9;79.19799498746866
18036;25;75.60177611591493
18037;1;77.35507246376811
18038;8;73.92523364485982
18039;24;74.7750542972386
18040;1;58.10276679841897
18042;3;78.68480725623583
18043;3;69.375
18044;0;69.40298507462687
18045;5;70.45454545454545
18046;8;64.78704259148171
18047;28;68.03509871513633
18048;17;68.76155268022181
18049;3;74.91103202846975
18050;7;68.61226920786181
18051;5;70.35647279549718
18053;7;69.12065439672801
18054;2;75.89616810877627
18056;26;75.27846534653465
18057;48;73.91231593038822
18059;23;68.68959316700382
18061;4;76.3211382113821
18062;64;71.25539687811359
18063;6;56.70103092783505
18064;0;82.45614035087719
18065;3;78.35420393559929
18066;5;68.48083293894936
18067;5;70.4225352112676
18068;11;74.09872434830838
18069;4;72.27926078028747
18070;2;75.63291139240506
18071;28;70.04822597313124
18072;4;71.53392330383481
18074;1;81.0909090909091
18076;0;61.68582375478927
18077;1;73.5632183908046
18078;4;73.07692307692307
18079;30;70.24952015355086
18082;3;70.01254705144291
18083;0;86.20689655172413
18084;25;67.73925679883746
18085;3;64.78076379066479
18086;3;75.7396449704142
18087;984;73.12356384495395
18088;4;67.56013745704468
18089;71;69.61981164980816
18093;15;65.8835904628331
18094;15;74.7332479726846
18095;11;73.08795411089865
18096;1;63.54838709677419
18097;4;73.27293318233295
18098;24;67.29993275050438
18099;10;77.66990291262135
18100;63;69.03114186851211
18101;69;72.45244215938304
18102;40;69.9348013285767
18103;2;73.6764705882353
18105;13;64.07513696843203
18106;2;63.591022443890274
18107;2;70.8680142687277
18108;2;81.24267291910903
18109;1;71.56862745098039
18111;23;72.22404192597445
18112;1;77.0
18114;3;78.2905982905983
18115;14;69.76090014064698
18116;10;71.9298245614035
18117;2;79.63340122199592
18119;9;74.23981640849111
18120;2;79.06137184115524
18121;2;77.11864406779661
18122;103;70.58417518980987
18123;1;72.0
18124;1;76.07361963190185
18126;13;68.55807743658211
18127;118;70.91343353139928
18128;1;77.67295597484278
18132;12;77.9530201342282
18133;8;75.0
18134;41;68.12260536398468
18135;21;68.33294034425843
18136;8;76.71711292200233
18137;3;79.11111111111111
18138;28;64.71766119343212
18140;236;66.04499223872298
18141;1;72.11267605633803
18143;1;73.49272349272348
18144;6;77.1662763466042
18145;77;75.41311532440425
18146;7;72.0771850170261
18147;16;62.178601050594416
18148;15;79.92518703241896
18149;50;75.16698064737113
18150;48;69.85873403966313
18151;0;70.15503875968993
18152;0;69.44444444444444
18153;40;70.98224073668055
18154;2;66.52497343251859
18157;13;74.79740680713128
18158;46;64.61438755670771
18159;3;79.65921192758253
18161;1;84.42622950819673
18162;5;73.73626373626374
18163;4;76.89873417721519
18164;10;67.80544296467863
18165;19;65.80790960451978
18167;6;68.16459122902003
18168;4;72.28464419475655
18170;1;67.84565916398714
18171;15;71.0551330798479
18173;43;68.68621763884413
18174;4;71.56177156177156
18175;52;71.41529362061682
18176;2;66.8
18177;6;70.76502732240438
18178;7;77.32558139534885
18179;1;67.4468085106383
18180;11;69.19275123558485
18181;0;79.01234567901234
18182;5;67.98969072164948
18183;3;69.15254237288136
18184;16;72.87257019438445
18185;4;77.73722627737226
18187;2;70.33898305084746
18188;9;74.06287787182588
18189;4;73.54430379746836
18192;7;77.40555951532431
18193;98;70.21836865767501
18194;7;68.66125760649088
18901;1;65.83969465648855
18902;1;79.45026178010471
18903;3;72.10648148148148
18904;2;74.5042492917847
18905;124;68.17549553726671
18906;3;75.02691065662002
18907;2;78.82489819662595
18908;5;75.25510204081633
18909;0;76.1431411530815
18910;2;67.67676767676768
18911;50;70.6946204354337
18912;10;74.1112828438949
18913;1;72.19858156028369
18914;9;75.01490757304711
18915;2;66.08187134502924
18916;10;64.60481099656357
21001;1;70.27863777089783
21002;112;70.87756546355273
21003;9;71.55297532656023
21004;19;66.38817480719794
21005;69;58.8253496719891
21006;12;62.519107306634055
21007;47;68.83792048929664
21008;10;64.67348544453186
21009;5;68.0
21010;97;60.463618802318095
21011;26;67.83077796706417
21012;2;79.70479704797047
21013;68;62.814354337383435
21014;21;78.25668191668673
21015;11;59.21875
21016;9;77.32497387669801
21017;11;66.69584245076587
21018;8;58.95170789163722
21019;9;67.93388429752066
21020;3;65.17857142857143
21021;95;64.47829398324448
21022;0;67.5531914893617
21023;9;65.2353854112778
21024;8;74.7323340471092
21025;30;66.07561929595828
21026;0;67.56756756756756
21027;0;80.7017543859649
21028;1;69.91404011461319
21029;7;72.68936761640028
21030;14;78.00417972831765
21031;6;71.10530896431679
21032;18;71.45214521452145
21033;3;74.39613526570048
21034;9;69.35908691834943
21035;55;65.4804625199362
21036;0;57.99999999999999
21037;4;76.79814385150812
21038;4;68.00364630811303
21039;3;73.42657342657343
21040;9;68.57320484923842
21041;648;64.80224162086432
21042;94;54.84575996003497
21043;18;74.12087912087912
21044;90;65.21460943748335
21045;2;72.80701754385966
21046;12;76.3938315539739
21047;8;63.44717182497332
21048;5;68.562874251497
21049;9;60.45918367346938
21050;91;69.62460001560915
21051;1;79.74683544303798
21052;17;61.935178613674005
21053;13;67.4140049140049
21054;33;71.82340711752477
21055;38;75.2488213724463
21056;14;72.34927234927235
21057;13;52.07900207900208
21058;14;68.04802478698683
21059;3;73.07692307692307
21060;87;64.30863254392666
21061;21;66.28115653040877
21062;14;64.45739257101238
21063;27;76.93492491336157
21064;65;68.39340434846054
21065;0;74.91166077738515
21066;6;81.35922330097087
21067;1;76.22549019607843
21068;7;58.88888888888889
21069;8;68.7206572769953
21070;42;67.41043368950346
21071;2;76.23762376237624
21072;94;72.79245653668598
21073;17;59.969167523124355
21074;19;73.0332967435053
21075;0;75.92592592592592
21076;23;71.29629629629629
21077;2;75.74517825832847
21078;18;70.19790454016298
21079;0;70.68145800316957
21902;5;67.24770642201835
23001;0;83.70457209847598
23002;87;75.14803204458377
23003;36;75.19572953736655
23004;3;84.69135802469135
23005;162;69.33183947850885
23006;23;80.92771898221122
23007;17;76.2270450751252
23008;3;71.55049786628734
23009;70;78.84720808207378
23010;75;69.50605910282758
23011;10;75.40906965871903
23012;23;70.93734080489047
23014;16;78.28709288299156
23015;6;76.97211155378486
23016;2;82.18085106382979
23017;6;79.7316384180791
23018;12;72.89848415250344
23019;8;80.45486851457001
23020;4;86.60287081339713
23021;1;80.88531187122736
23024;50;73.60672101147895
23025;15;75.2963671128107
23026;12;74.03125
23027;4;79.93680884676145
23028;21;74.84223093979192
23029;0;75.16688918558077
23030;6;80.76923076923077
23031;6;85.30183727034121
23032;4;83.203125
23033;4;78.72841444270016
23034;11;80.34152436484798
23035;3;80.14440433212997
23037;5;77.24550898203593
23038;15;78.94866732477789
23039;5;67.65386395187413
23040;1;81.89090909090909
23041;0;80.63829787234043
23042;2;69.28327645051195
23043;1;70.8
23044;22;78.8386254893432
23045;9;71.18816930137685
23046;4;82.01598579040854
23047;2;77.48260594560405
23048;3;78.46952010376135
23049;8;69.16221033868094
23050;425;72.70178249549369
23051;10;78.83559135847675
23052;3;86.1611374407583
23053;38;63.44555721287023
23054;0;75.82417582417582
23055;236;68.55148108493933
23056;15;75.63417890520694
23057;1;81.32352941176471
23058;50;76.45012902501963
23059;33;78.18508535489667
23060;95;72.22020065498779
23061;42;70.81468218442257
23062;2;80.36764705882354
23063;26;71.5059588299025
23064;8;82.17948717948718
23065;2;77.24184782608695
23066;19;84.17333961375412
23067;8;78.44210526315788
23069;14;83.54154273250049
23070;11;63.959117805271646
23071;4;78.67383512544804
23072;3;77.19298245614034
23073;24;75.49510856597472
23074;16;79.95831886071552
23075;17;81.50598613736611
23076;2;83.65758754863813
23077;4;82.68251273344653
23079;35;78.01796743402582
23080;4;77.59237187127532
23081;6;74.7703180212014
23082;8;74.02669632925473
23084;1;74.58233890214797
23085;8;73.22017916077323
23086;87;72.07977207977207
23087;76;74.46614345683518
23088;45;75.06743088334457
23090;1;80.8231173380035
23091;2;80.24691358024691
23092;152;73.61202545534343
23093;20;75.65392354124748
23094;21;79.51138256524153
23095;37;75.15685328185329
23096;13;79.21711057304279
23097;23;69.14510317720274
23098;2;83.2107843137255
23099;16;74.18433931484503
23101;3;76.62721893491124
23901;1;81.11824014665444
23902;11;80.85688240656336
23903;18;73.89176741508348
23904;7;65.45300592718036
23905;8;73.96648044692738
29001;35;73.9456419868791
29002;10;68.72
29003;5;78.21100917431193
29004;3;79.19463087248322
29005;24;68.66496598639455
29006;1;66.07407407407408
29007;234;71.04193138500635
29008;80;68.09297737221776
29009;8;67.59972008397482
29010;4;79.0625
29011;10;64.5192936559843
29012;67;69.5268074735987
29013;10;77.98982188295165
29014;4;62.99559471365639
29015;219;70.07991079724958
29016;1;75.68627450980392
29017;37;73.78885908158435
29018;25;71.5852442671984
29019;2;74.6268656716418
29020;20;71.91863995142683
29021;1;62.65060240963856
29022;1;74.44444444444444
29023;10;60.118168389955684
29024;8;66.40419947506561
29025;239;65.5850980567544
29026;5;69.51219512195121
29027;19;70.94420600858369
29028;5;66.2173546756529
29029;1;70.08086253369272
29030;6;78.91246684350133
29031;6;66.90885072655219
29032;41;74.76565987204286
29033;7;69.84834968777876
29034;1;79.03930131004367
29035;10;68.9293212036389
29036;2;70.14446227929373
29037;1;79.6116504854369
29038;175;63.85199705954423
29039;31;70.48233695652173
29040;10;72.02288091523661
29041;28;65.22547652254765
29042;101;66.66881900949183
29043;21;68.78775674587193
29044;2;69.23076923076923
29045;13;69.24954240390481
29046;6;70.8108108108108
29047;5;77.31568998109641
29048;6;74.14561664190194
29049;12;72.76565798733287
29050;2;59.523809523809526
29051;217;64.71410503894029
29052;1;74.56896551724138
29053;13;65.92427616926503
29054;206;66.99479130813887
29055;13;71.47619047619047
29056;1;75.14563106796116
29057;3;63.69426751592356
29058;3;64.82444733420026
29059;16;73.54477611940298
29060;3;72.99270072992701
29061;3;72.65987025023169
29062;7;84.32835820895522
29063;3;81.87311178247734
29064;0;73.18681318681318
29065;1;71.07843137254902
29066;3;70.1058201058201
29067;2992;67.4252959021171
29068;38;64.34344617547147
29069;486;62.54453830016317
29070;306;63.620067949225664
29071;6;64.97933884297521
29072;9;72.13444412525136
29073;12;65.58956916099773
29074;5;75.16170763260025
29075;65;64.35073523690967
29076;19;64.39830834294501
29077;3;66.66666666666666
29079;8;69.42010846891948
29080;52;69.39410332702191
29081;5;82.8996282527881
29082;252;72.2991763116773
29083;5;71.2760795730228
29084;208;67.69219336380188
