ID_MUNICIPIO;FECHA_ELECCION;V_+RDS+_2023;V_3e_2023;V_ADELANTE_ANDALUCï¿½A_2023;V_AHORA_CANARIAS-PCPC_2023;V_ALM_2023;V_ASTURIAS_EXISTE_EV_2023;V_BNG_2023;V_BQEX_2023;V_CCD_2023;V_CCa_2023;V_CJ_2023;V_CUP-PR_2023;V_CpM_2023;V_EAJ-PNV_2023;V_EH_Bildu_2023;V_ERC_2023;V_ESCAï¿½OS_EN_BLANCO_2023;V_ESCONS_EN_BLANC_2023;V_ESPAï¿½A_VACIADA_2023;V_EV-PCAS-TC_2023;V_EVB_2023;V_EVC_2023;V_EXISTE_2023;V_FE_de_las_JONS_2023;V_FIA_2023;V_FO_2023;V_FUERZA_Cï¿½VICA_2023;V_GBAI_2023;V_GITV_2023;V_JM+_2023;V_JxCAT_-_JUNTS_2023;V_JxG_2023;V_LB_2023;V_Mï¿½S_PER_MALLORCA-Mï¿½S_PER_MENORCA-SUMAR_2023;V_NC-bc_2023;V_PACMA_2023;V_PAR_2023;V_PARTIDO_AUTï¿½NOMOS_2023;V_PCTC_2023;V_PCTE_2023;V_PCTE/ELAK_2023;V_PCTG_2023;V_PDeCAT-E-CiU_2023;V_PH_2023;V_POR_MI_REGIï¿½N_2023;V_PP_2023;V_PREPAL_2023;V_PSC_2023;V_PSE-EE_(PSOE)_2023;V_PSIB-PSOE_2023;V_PSN-PSOE_2023;V_PSOE_2023;V_PSdeG-PSOE_2023;V_PUEDE_2023;V_PUM+J_2023;V_RECORTES_CERO_2023;V_SUMAR_2023;V_SUMAR_-_COMPROMï¿½S_2023;V_SUMAR_-_ECP_2023;V_SUMAR_ARAGï¿½N_2023;V_SY_2023;V_Somos_Cc_2023;V_UNIDOS_SI_2023;V_UPL_2023;V_UPN_2023;V_UdCa_2023;V_VB_2023;V_VOX_2023;V_VP_2023;V_XAV_2023;V_XH_2023;V_Zsi_2023
01001;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;276;298;0;9;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;141;0;0;368;0;0;0;0;0;2;0;168;0;0;0;0;0;0;0;0;0;0;65;0;0;0;0
01002;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;1498;1656;0;10;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;16;0;0;0;7;0;0;0;0;0;386;0;0;1290;0;0;0;0;0;1;9;573;0;0;0;0;0;0;0;0;0;0;132;0;0;0;0
01003;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;181;406;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;0;0;0;0;2;0;0;55;0;0;0;0;0;0;1;68;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
01004;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;257;275;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;4;0;0;0;2;0;0;0;0;0;103;0;0;196;0;0;0;0;0;0;1;110;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0
01006;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;20;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;31;0;0;28;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0
01008;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;134;151;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;99;0;0;113;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0
01009;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;177;391;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;0;0;0;0;36;0;0;155;0;0;0;0;0;0;0;102;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0
01010;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;537;483;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0;0;116;0;0;264;0;0;0;0;0;5;0;169;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0
01011;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;54;9;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;63;0;0;27;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0
01013;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;108;215;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;45;0;0;68;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0
01014;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;73;41;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;51;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0
01016;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;65;75;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;31;0;0;51;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0
01017;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;146;196;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;60;0;0;98;0;0;0;0;0;0;1;70;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0
01018;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;194;346;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;134;0;0;151;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0
01019;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;59;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;11;0;0;0;0;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01020;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;74;93;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;24;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
01021;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;96;56;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;65;0;0;50;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0
01022;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;87;47;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;148;0;0;169;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0
01023;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;57;32;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;24;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0
01027;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;67;102;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;35;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0
01028;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;97;177;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;205;0;0;210;0;0;0;0;0;1;0;85;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0
01030;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;39;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;28;0;0;19;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01031;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;159;158;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;2;0;0;0;0;0;299;0;0;142;0;0;0;0;0;2;0;72;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0
01032;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;101;68;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;74;0;0;88;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0
01033;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;182;60;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;99;0;0;98;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0
01034;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;35;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;36;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
01036;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;2304;2748;0;23;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;38;0;0;0;14;0;0;0;0;0;837;0;0;2525;0;0;0;0;0;7;12;1094;0;0;0;0;0;0;0;0;0;0;219;0;0;0;0
01037;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;133;122;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;60;0;0;54;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0
01039;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;31;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;19;0;0;42;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
01041;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;36;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;34;0;0;12;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
01042;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;238;183;0;2;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;44;0;0;92;0;0;0;0;0;0;2;66;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0
01043;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;168;315;0;3;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;349;0;0;457;0;0;0;0;0;0;1;180;0;0;0;0;0;0;0;0;0;0;93;0;0;0;0
01044;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;33;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;54;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
01046;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;124;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;82;0;0;89;0;0;0;0;0;1;2;55;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0
01047;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;106;70;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;194;0;0;166;0;0;0;0;0;0;1;96;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0
01049;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;28;29;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;10;0;0;20;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
01051;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;550;912;0;8;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;7;0;0;0;1;0;0;0;0;0;170;0;0;464;0;0;0;0;0;0;3;193;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0
01052;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;59;47;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;41;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01053;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;87;160;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;30;0;0;59;0;0;0;0;0;1;0;36;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0
01054;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;156;318;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;49;0;0;120;0;0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0
01055;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;172;134;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;0;0;112;0;0;0;0;0;0;1;78;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0
01056;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;41;32;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;5;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
01057;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;72;69;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;16;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0
01058;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;190;340;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;68;0;0;162;0;0;0;0;0;0;1;95;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0
01059;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;17841;20873;0;506;0;0;0;0;0;0;0;0;260;0;0;0;0;0;0;0;0;0;603;0;0;0;106;0;0;0;0;0;24839;0;0;37236;0;0;0;0;0;82;145;16842;0;0;0;0;0;0;0;0;0;0;5152;0;0;0;0
01060;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;46;19;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;29;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
01061;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;36;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;1;0;0;15;0;0;0;0;0;2;0;22;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
01062;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;30;34;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;48;0;0;71;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0
01063;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;359;422;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;146;0;0;203;0;0;0;0;0;1;1;159;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0
01901;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;232;254;0;4;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;8;0;0;0;2;0;0;0;0;0;311;0;0;496;0;0;0;0;0;0;2;199;0;0;0;0;0;0;0;0;0;0;98;0;0;0;0
01902;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;112;68;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;120;0;0;118;0;0;0;0;0;0;1;74;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0
02001;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;236;0;0;0;0;0;217;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0
02002;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;139;0;0;0;0;0;135;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0
02003;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;189;0;0;0;0;0;0;0;0;0;686;0;0;0;0;0;0;0;0;0;40118;0;0;0;0;0;29821;0;0;159;88;7710;0;0;0;0;0;0;0;0;0;0;17165;0;0;0;0
02004;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;192;0;0;0;0;0;189;0;0;1;0;15;0;0;0;0;0;0;0;0;0;0;61;0;0;0;0
02005;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;180;0;0;0;0;0;168;0;0;1;0;11;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0
02006;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;196;0;0;0;0;0;189;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0
02007;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;234;0;0;0;0;0;419;0;0;3;0;49;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0
02008;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;283;0;0;0;0;0;311;0;0;0;1;43;0;0;0;0;0;0;0;0;0;0;145;0;0;0;0
02009;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;95;0;0;0;0;0;0;0;0;0;5227;0;0;0;0;0;5885;0;0;20;14;1057;0;0;0;0;0;0;0;0;0;0;1560;0;0;0;0
02010;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;547;0;0;0;0;0;612;0;0;1;1;65;0;0;0;0;0;0;0;0;0;0;213;0;0;0;0
02011;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;206;0;0;0;0;0;166;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0
02012;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;628;0;0;0;0;0;623;0;0;1;0;72;0;0;0;0;0;0;0;0;0;0;180;0;0;0;0
02013;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;38;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0
02014;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;83;0;0;0;0;0;138;0;0;1;1;28;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0
02015;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427;0;0;0;0;0;428;0;0;0;0;53;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0
02016;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;174;0;0;0;0;0;120;0;0;1;0;12;0;0;0;0;0;0;0;0;0;0;53;0;0;0;0
02017;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;176;0;0;0;0;0;223;0;0;0;2;23;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0
02018;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;307;0;0;0;0;0;238;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0
02019;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;531;0;0;0;0;0;775;0;0;4;1;106;0;0;0;0;0;0;0;0;0;0;343;0;0;0;0
02020;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;133;0;0;0;0;0;132;0;0;0;1;25;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0
02021;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;341;0;0;0;0;0;300;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;128;0;0;0;0
02022;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;103;0;0;0;0;0;86;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0
02023;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169;0;0;0;0;0;154;0;0;2;1;14;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0
02024;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;843;0;0;0;0;0;1031;0;0;0;1;210;0;0;0;0;0;0;0;0;0;0;388;0;0;0;0
02025;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;2093;0;0;0;0;0;1741;0;0;14;12;407;0;0;0;0;0;0;0;0;0;0;1115;0;0;0;0
02026;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;205;0;0;0;0;0;324;0;0;1;0;71;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0
02027;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;70;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0
02028;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;37;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0
02029;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;949;0;0;0;0;0;902;0;0;1;3;277;0;0;0;0;0;0;0;0;0;0;480;0;0;0;0
02030;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;797;0;0;0;0;0;979;0;0;3;0;113;0;0;0;0;0;0;0;0;0;0;296;0;0;0;0
02031;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134;0;0;0;0;0;232;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0
02032;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;89;0;0;1;0;16;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0
02033;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;601;0;0;0;0;0;537;0;0;2;2;103;0;0;0;0;0;0;0;0;0;0;177;0;0;0;0
02034;2023-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;340;0;0;0;0;0;517;0;0;0;1;68;0;0;0;0;0;0;0;0;0;0;121;0;0;0;0
