ID_MUNICIPIO;pct_psoe;pct_pp;pct_vox;pct_cs;pct_up_sumar;pct_erc;pct_jxcat;pct_cup;pct_pnv;pct_ehbildu;pct_bng;pct_cc;pct_prc;pct_naplus;pct_teruel;pct_otros
1001;0.207754;0.083394;0.039503;0.016094;0.182151;0.0;0.0;0.0;0.278713;0.175567;0.0;0.0;0.0;0.0;0.0;0.016825
1002;0.161402;0.05866;0.026727;0.004686;0.150295;0.0;0.0;0.0;0.34606;0.242971;0.0;0.0;0.0;0.0;0.0;0.009198
1003;0.031288;0.00361;0.006017;0.0;0.093863;0.0;0.0;0.0;0.308063;0.554753;0.0;0.0;0.0;0.0;0.0;0.002407
1004;0.114894;0.089362;0.035106;0.008511;0.156383;0.0;0.0;0.0;0.331915;0.254255;0.0;0.0;0.0;0.0;0.0;0.009574
1006;0.165289;0.173554;0.14876;0.016529;0.231405;0.0;0.0;0.0;0.132231;0.090909;0.0;0.0;0.0;0.0;0.0;0.041322
1008;0.167925;0.130189;0.028302;0.00566;0.103774;0.0;0.0;0.0;0.324528;0.218868;0.0;0.0;0.0;0.0;0.0;0.020755
1009;0.105897;0.034898;0.012034;0.002407;0.150421;0.0;0.0;0.0;0.286402;0.399519;0.0;0.0;0.0;0.0;0.0;0.008424
1010;0.101665;0.071344;0.026754;0.004162;0.145065;0.0;0.0;0.0;0.432818;0.212842;0.0;0.0;0.0;0.0;0.0;0.005351
1011;0.178344;0.280255;0.11465;0.025478;0.038217;0.0;0.0;0.0;0.343949;0.019108;0.0;0.0;0.0;0.0;0.0;0.0
1013;0.082073;0.071274;0.00216;0.00432;0.153348;0.0;0.0;0.0;0.282937;0.393089;0.0;0.0;0.0;0.0;0.0;0.010799
1014;0.132576;0.19697;0.064394;0.011364;0.140152;0.0;0.0;0.0;0.352273;0.094697;0.0;0.0;0.0;0.0;0.0;0.007576
1016;0.111702;0.138298;0.026596;0.005319;0.143617;0.0;0.0;0.0;0.382979;0.18617;0.0;0.0;0.0;0.0;0.0;0.005319
1017;0.137996;0.100189;0.022684;0.009452;0.096408;0.0;0.0;0.0;0.334594;0.289225;0.0;0.0;0.0;0.0;0.0;0.009452
1018;0.132135;0.097252;0.033827;0.009514;0.150106;0.0;0.0;0.0;0.264271;0.307611;0.0;0.0;0.0;0.0;0.0;0.005285
1019;0.044643;0.098214;0.0;0.017857;0.071429;0.0;0.0;0.0;0.633929;0.133929;0.0;0.0;0.0;0.0;0.0;0.0
1020;0.089686;0.103139;0.004484;0.0;0.098655;0.0;0.0;0.0;0.372197;0.32287;0.0;0.0;0.0;0.0;0.0;0.008969
1021;0.113924;0.151899;0.053797;0.018987;0.132911;0.0;0.0;0.0;0.373418;0.151899;0.0;0.0;0.0;0.0;0.0;0.003165
1022;0.283237;0.217726;0.040462;0.023121;0.134875;0.0;0.0;0.0;0.213873;0.073218;0.0;0.0;0.0;0.0;0.0;0.013487
1023;0.111111;0.232804;0.047619;0.0;0.142857;0.0;0.0;0.0;0.31746;0.142857;0.0;0.0;0.0;0.0;0.0;0.005291
1027;0.077491;0.088561;0.01107;0.00369;0.166052;0.0;0.0;0.0;0.324723;0.309963;0.0;0.0;0.0;0.0;0.0;0.01845
1028;0.17704;0.258645;0.035961;0.012448;0.141079;0.0;0.0;0.0;0.219917;0.142462;0.0;0.0;0.0;0.0;0.0;0.012448
1030;0.186275;0.254902;0.0;0.0;0.107843;0.0;0.0;0.0;0.323529;0.117647;0.0;0.0;0.0;0.0;0.0;0.009804
1031;0.137515;0.242461;0.060314;0.018094;0.106152;0.0;0.0;0.0;0.264174;0.160434;0.0;0.0;0.0;0.0;0.0;0.010856
1032;0.198864;0.170455;0.011364;0.005682;0.102273;0.0;0.0;0.0;0.335227;0.170455;0.0;0.0;0.0;0.0;0.0;0.005682
1033;0.203782;0.157563;0.035714;0.016807;0.084034;0.0;0.0;0.0;0.390756;0.094538;0.0;0.0;0.0;0.0;0.0;0.016807
