municipio;nombre;provincia;superficie;latitud;longitud;altitud;rango tamaño población;poblacion;poblacion hombres;poblacion mujeres;densidad poblacional;indice gini;P80P20;Renta media hogar;renta media unidad consumo;renta media persona;salarios;pensiones;otros ingresos;otras prestaciones;desempleo;votos totales;imputado
06118;Sancti-Spíritus;Badajoz;33.562775;38.92521313;-5.14632753;485.0;101-500;167;96;71;4.975750664240367;29.100000000000005;2.2;17539.0;12509.0;9673.0;30.8;42.6;11.5;11.800000000000002;3.4;112;False
06120;Santa Amalia;Badajoz;73.0531;39.01178649;-6.0122371;252.0;2001-5000;4021;2033;1988;55.04215426860736;23.92;1.96;23460.4;13893.6;9265.0;52.32000000000001;21.48;15.9;4.58;5.76;2449;False
06121;Santa Marta;Badajoz;119.733809;38.61476819;-6.6274065;335.0;2001-5000;4122;2078;2044;34.42636657454037;29.433333333333334;2.4833333333333334;20318.33333333333;12179.666666666666;8179.333333333333;46.46666666666667;25.5;15.933333333333332;6.283333333333334;5.833333333333333;2226;False
06122;Santos de Maimona, Los;Badajoz;108.622176;38.44923755;-6.38368803;526.0;5001-10000;8091;4087;4004;74.48755215509584;27.110000000000003;2.24;23647.2;13764.9;9174.2;57.6;21.43;11.03;6.05;3.91;4063;False
06124;Segura de León;Badajoz;104.392971;38.12043461;-6.53106787;685.0;1001-2000;1889;942;947;18.095088030400053;26.68;2.08;19186.2;12285.6;8579.0;44.5;30.96;10.56;7.359999999999999;6.640000000000001;1109;False
06125;Siruela;Badajoz;202.469992;38.97574324;-5.05002707;519.0;1001-2000;1903;962;941;9.39892366864913;26.48;2.1;21068.8;13516.8;9518.4;44.52;31.520000000000003;13.919999999999998;6.56;3.5200000000000005;1215;False
06126;Solana de los Barros;Badajoz;65.033906;38.72591237;-6.53712337;263.0;2001-5000;2623;1308;1315;40.3328073205383;27.95;2.225;19097.75;11134.0;7490.75;44.7;24.675;14.725;5.8;10.1;1415;False
06127;Talarrubias;Badajoz;337.78790000000004;39.03794326;-5.23380363;439.0;2001-5000;3412;1700;1712;10.10101309135111;26.98;2.14;23296.2;14283.0;9694.2;53.48;26.18;10.66;6.44;3.22;2065;False
06128;Talavera la Real;Badajoz;61.497814;38.87844356;-6.76993127;187.0;5001-10000;5314;2651;2663;86.4095754688126;26.133333333333336;2.2;24419.5;14232.0;9438.5;56.06666666666666;20.51666666666667;14.25;4.45;4.8;2906;False
06129;Táliga;Badajoz;31.313668;38.52763407;-7.01457961;305.0;501-1000;665;334;331;21.23673279029464;24.8;2.1;20217.0;11977.0;7973.0;44.70000000000001;30.899999999999995;10.4;8.3;5.8;415;False
06130;Tamurejo;Badajoz;29.707866;38.99068302;-4.94851276;538.0;101-500;214;113;101;7.203479374789155;29.5;2.4;18170.0;11493.0;8306.0;35.3;34.6;14.300000000000002;12.4;3.5;149;False
06131;Torre de Miguel Sesmero;Badajoz;57.986146;38.61907612;-6.79641452;322.0;1001-2000;1250;641;609;21.556873257277697;27.899999999999995;2.5;22162.0;13522.0;9236.0;53.20000000000001;23.600000000000005;9.6;6.400000000000001;7.3;794;False
06132;Torremayor;Badajoz;21.00273;38.90067606;-6.53633859;196.0;501-1000;957;465;492;45.565505055771325;22.2;2.0;19744.0;12316.0;8530.0;50.1;25.899999999999995;7.5;8.4;8.2;529;False
06133;Torremejía;Badajoz;23.4949;38.78950074;-6.37812152;302.0;2001-5000;2250;1163;1087;95.76546399431363;27.0;2.5;19501.0;11996.0;7885.0;52.9;20.5;11.9;6.7;8.0;1283;False
06134;Trasierra;Badajoz;58.179709;38.19121125;-5.9941539;694.0;501-1000;622;328;294;10.69101256591022;27.8;2.2;19033.0;11268.0;7870.0;42.1;26.7;13.800000000000002;6.0;11.4;300;False
06135;Trujillanos;Badajoz;20.274148;38.95067262;-6.25988129;260.0;1001-2000;1387;710;677;68.41224597946113;25.8;2.2;23758.0;13551.0;8922.0;60.4;19.1;9.9;6.2;4.4;847;False
06136;Usagre;Badajoz;240.6677;38.35748434;-6.165668085;550.0;1001-2000;1763;873;890;7.325453311765559;25.325;2.075;20891.5;12925.25;8933.75;54.5;23.75;10.9;4.6;6.3;1049;False
06137;Valdecaballeros;Badajoz;90.11948;39.2438431;-5.19011761;401.0;1001-2000;1077;558;519;11.95080131398894;29.100000000000005;2.3;20159.0;13603.0;9620.0;49.20000000000001;29.7;10.699999999999998;5.8;4.6;690;False
06901;Valdelacalzada;Badajoz;31.791288;38.88958069;-6.70034284;184.0;2001-5000;2711;1384;1327;85.27493444115885;23.85;1.95;22408.25;13220.0;8849.25;54.5;20.75;11.675;6.025;7.074999999999999;1492;False
06138;Valdetorres;Badajoz;39.691583;38.91595395;-6.06914717;243.0;1001-2000;1173;573;600;29.55286515027632;22.899999999999995;2.0;19909.0;12291.0;8547.0;50.20000000000001;26.399999999999995;9.7;4.5;9.2;653;False
06139;Valencia de las Torres;Badajoz;210.218312;38.40221511;-6.00297541;534.0;501-1000;564;296;268;2.682925167813164;24.2;2.0;18991.0;12919.0;9496.0;46.70000000000001;32.1;9.5;5.7;6.0;391;False
06140;Valencia del Mombuey;Badajoz;75.9174;38.24297095;-7.11881281;295.0;501-1000;744;379;365;9.80012487255886;31.0;2.7000000000000006;18181.0;11604.0;8331.0;43.9;30.3;8.9;7.0;9.9;450;False
06141;Valencia del Ventoso;Badajoz;99.190924;38.26634201;-6.47398252;493.0;1001-2000;1973;975;998;19.890932763162887;27.65;2.25;18558.5;11384.75;7948.25;39.6;33.425;13.5;8.3;5.25;1143;False
06146;Valle de la Serena;Badajoz;125.2875;38.70173619;-5.79881484;421.0;1001-2000;1191;600;591;9.506135887458845;26.3;2.0;17487.0;11598.0;8279.0;37.5;32.5;14.6;7.8;7.7;745;False
06147;Valle de Matamoros;Badajoz;4.896222;38.37894799;-6.80361045;608.0;101-500;367;179;188;74.95575159786465;25.0;2.1;16713.0;12254.0;9354.0;41.2;35.6;6.400000000000001;10.3;6.5;233;False
06148;Valle de Santa Ana;Badajoz;3.73436;38.36772345;-6.78986116;504.0;1001-2000;1139;559;580;305.0054092267483;26.2;2.1;21364.0;13727.0;9349.0;52.0;23.600000000000005;11.5;7.2;5.8;664;False
06142;Valverde de Burguillos;Badajoz;19.411468;38.32810904;-6.53755107;415.0;101-500;273;145;128;14.063851327473015;25.7;2.3;24005.0;15370.0;10887.0;47.79999999999999;33.6;9.6;4.4;4.6;193;False
06143;Valverde de Leganés;Badajoz;72.984622;38.67237586;-6.98171271;289.0;2001-5000;4159;2093;2066;56.98460697652171;24.23333333333333;2.0166666666666666;21416.666666666668;12498.333333333334;8218.166666666666;56.1;22.35;8.9;5.333333333333333;7.283333333333334;2347;False
06144;Valverde de Llerena;Badajoz;41.222967;38.21406166;-5.82101098;581.0;501-1000;585;293;292;14.19111826666916;25.0;2.3;18943.0;12346.0;8891.0;39.2;33.8;9.9;9.1;8.0;376;False
06145;Valverde de Mérida;Badajoz;51.64891;38.9113823;-6.22022833;266.0;1001-2000;1055;535;520;20.426374922529828;26.0;2.0;20982.0;12576.0;8674.0;54.6;25.7;6.099999999999999;6.2;7.5;662;False
06149;Villafranca de los Barros;Badajoz;104.419209;38.56115283;-6.33990452;409.0;10001-20000;12835;6311;6524;122.91799682183;27.313333333333333;2.286666666666666;24284.266666666663;13974.533333333333;9219.6;58.1;22.05333333333333;10.566666666666666;5.346666666666667;3.953333333333333;7391;False
06150;Villagarcía de la Torre;Badajoz;67.47493300000001;38.2928097;-6.07950624;590.0;501-1000;907;468;439;13.442028908720811;23.8;2.0;19072.0;12186.0;8702.0;46.20000000000001;30.3;9.2;6.400000000000001;7.900000000000001;588;False
06151;Villagonzalo;Badajoz;40.8168;38.86306603;-6.19762595;236.0;1001-2000;1234;601;633;30.232649301268104;24.399999999999995;2.0;20230.0;12845.0;8794.0;48.20000000000001;27.600000000000005;10.2;8.0;6.099999999999999;736;False
06152;Villalba de los Barros;Badajoz;90.838695;38.61320353;-6.50930221;306.0;1001-2000;1477;746;731;16.259590695352898;29.2;2.425;20230.75;12224.25;8368.25;49.25;25.925;11.625;6.25;6.95;860;False
06153;Villanueva de la Serena;Badajoz;153.0716;38.97390781;-5.79980751;293.0;20001-50000;25667;12486;13181;167.6797002187212;28.708695652173912;2.430434782608696;25388.95652173913;14766.782608695652;9844.782608695652;55.34782608695652;21.83913043478261;13.365217391304348;5.395652173913043;4.082608695652174;13770;False
06154;Villanueva del Fresno;Badajoz;360.2804;38.37502925;-7.16667588;257.0;2001-5000;3397;1697;1700;9.428767149142724;29.42;2.42;21283.4;12137.2;8166.4;44.9;28.3;11.8;7.979999999999999;7.040000000000001;1762;False
06156;Villar de Rena;Badajoz;82.388616;39.07722738;-5.81199075;269.0;1001-2000;1379;709;670;16.737749302646375;24.0;2.0;22805.0;13930.0;9412.0;42.5;22.399999999999995;24.7;5.7;4.7;802;False
06155;Villar del Rey;Badajoz;98.874602;39.13265205;-6.84779951;247.0;2001-5000;2117;1125;992;21.41095849872549;26.175;2.1500000000000004;19701.25;12304.5;8518.0;54.025;25.475;9.3;5.7;5.525;1117;False
06157;Villarta de los Montes;Badajoz;123.3576;39.21369919;-4.79208457;542.0;101-500;437;221;216;3.5425462233376783;25.600000000000005;2.1;16018.0;11922.0;9191.0;39.0;38.6;9.3;7.2;5.900000000000001;270;False
06158;Zafra;Badajoz;62.601338;38.42617898;-6.4193056;507.0;10001-20000;16797;8094;8703;268.3169487527567;29.542857142857144;2.542857142857143;27770.071428571428;16249.642857142857;10821.142857142857;58.66428571428571;21.978571428571428;11.042857142857144;5.807142857142857;2.5142857142857147;9041;False
06159;Zahínos;Badajoz;45.8872;38.33073479;-6.95354061;345.0;2001-5000;2803;1391;1412;61.0845726041249;24.86;2.08;17470.2;10862.6;7534.2;44.32;24.68;11.5;7.2;12.26;1251;False
06160;Zalamea de la Serena;Badajoz;245.702313;38.65012696;-5.66080875;486.0;2001-5000;3555;1788;1767;14.468728261422594;29.14;2.48;19374.8;12116.2;8376.0;44.02;30.68;13.12;7.08;5.18;2047;False
06162;Zarza, La;Badajoz;63.18607;38.8179844;-6.21684207;297.0;2001-5000;3472;1749;1723;54.94882020673227;24.3;2.06;21360.2;12925.2;8671.4;55.260000000000005;21.24;12.2;5.7;5.64;2013;False
06161;Zarza-Capilla;Badajoz;92.011535;38.80686554;-5.15511609;606.0;101-500;311;155;156;3.380010995360528;27.100000000000005;2.1;20379.0;14262.0;10366.0;34.4;32.9;23.100000000000005;6.099999999999999;3.5;196;False
07002;Alaior;Balears, Illes;109.86396;39.93484767;4.13954133;129.0;5001-10000;9065;4576;4489;82.5111346796529;28.4875;2.25;32825.0;19301.875;12817.25;62.3;15.4875;16.7125;2.625;2.9125;4077;False
07001;Alaró;Balears, Illes;45.721699;39.70531287;2.78929422;224.0;5001-10000;5572;2689;2883;121.86773724222276;33.28333333333334;2.716666666666667;37367.0;21170.33333333333;13452.333333333334;61.13333333333333;15.533333333333331;18.83333333333333;3.0500000000000003;1.4666666666666668;2357;False
07003;Alcúdia;Balears, Illes;60.017154;39.85133232;3.12052167;15.0;20001-50000;20241;10252;9989;337.25357920170626;29.9625;2.4;36104.9375;20354.25;13154.125;61.03125;12.38125;19.51875;2.30625;4.81875;6321;False
07004;Algaida;Balears, Illes;89.77520899999999;39.55960002;2.89590963;194.0;5001-10000;5642;2882;2760;62.84585759081887;29.55;2.5;35172.5;20730.83333333333;13522.333333333334;62.91666666666666;17.01666666666667;15.916666666666666;2.566666666666667;1.65;2597;False
07005;Andratx;Balears, Illes;81.45540299999999;39.57698567;2.42166738;99.0;10001-20000;11271;5625;5646;138.37019503789088;31.38888888888889;2.611111111111111;35318.22222222222;21118.666666666668;13640.666666666666;56.77777777777778;13.211111111111112;24.677777777777777;2.3777777777777778;2.9444444444444446;3961;False
07901;Ariany;Balears, Illes;23.137771;39.65016306;3.11196402;115.0;501-1000;868;453;415;37.514417443236;31.600000000000005;2.7000000000000006;31628.0;19476.0;13070.0;50.0;23.0;23.0;2.4;1.6000000000000003;396;False
07006;Artà;Balears, Illes;139.793277;39.6959618;3.35420478;143.0;5001-10000;7845;3949;3896;56.11857857799557;28.6875;2.375;32661.625;18897.75;12141.75;59.4;16.3;18.7875;2.5625;2.95;3186;False
07007;Banyalbufar;Balears, Illes;18.056886;39.68725234;2.51404544;109.0;501-1000;515;272;243;28.5209753221015;30.3;2.5;37169.0;23797.0;16375.0;53.5;20.3;23.2;1.6000000000000003;1.3;271;False
07008;Binissalem;Balears, Illes;29.772138;39.68898957;2.84218549;136.0;5001-10000;8567;4246;4321;287.75226018366567;28.175;2.4375;38917.625;20829.625;13124.25;64.025;12.55;18.675;2.9125;1.825;3935;False
07009;Búger;Balears, Illes;8.28786;39.7590053;2.9855715;102.0;1001-2000;1050;551;499;126.69132924542645;30.899999999999995;2.5;33205.0;20666.0;13996.0;60.29999999999999;17.4;16.7;3.2999999999999994;2.3;485;False
07010;Bunyola;Balears, Illes;84.697267;39.69606038;2.69938561;214.0;5001-10000;6809;3333;3476;80.39220439072727;31.383333333333336;2.533333333333333;45260.333333333336;25855.166666666668;16585.333333333332;59.9;15.416666666666666;21.166666666666668;2.2333333333333334;1.3;3288;False
07011;Calvià;Balears, Illes;145.022257;39.5658892;2.50248281;109.0;50000-100000;50559;25395;25164;348.6292452337161;32.71875;2.740625;37037.1875;21907.71875;13953.40625;60.49375;13.490625;20.6375;2.1375;3.259375;16800;False
07012;Campanet;Balears, Illes;34.65224;39.77486818;2.96607993;130.0;2001-5000;2640;1352;1288;76.18555106394277;31.160000000000004;2.74;35774.4;21231.0;13981.6;58.720000000000006;18.14;17.5;3.78;1.88;1270;False
07013;Campos;Balears, Illes;149.692585;39.43054249;3.01814674;22.0;10001-20000;10862;5433;5429;72.56204440587354;29.4125;2.425;32997.75;18995.0;12427.75;61.2125;16.0875;17.0625;3.2125;2.5;4596;False
07014;Capdepera;Balears, Illes;54.91820800000001;39.70272083;3.43335832;98.0;10001-20000;11868;6059;5809;216.10319113107255;27.0125;2.2;32179.75;18762.75;12283.375;61.087500000000006;14.025;16.5625;2.3875;5.9625;3850;False
07064;Castell, Es;Balears, Illes;11.6344;39.87832753;4.28966629;16.0;5001-10000;7434;3785;3649;638.9672007151207;27.728571428571428;2.3;33656.57142857143;19885.28571428572;13287.857142857143;63.08571428571429;17.6;13.485714285714286;2.771428571428572;3.042857142857143;3186;False
07015;Ciutadella de Menorca;Balears, Illes;186.34209;40.00191941;3.83794037;19.0;20001-50000;29840;14802;15038;160.13558718805825;27.81904761904762;2.242857142857143;33317.28571428572;19208.14285714286;12531.619047619048;60.67619047619048;15.261904761904765;17.73333333333333;3.071428571428572;3.2809523809523813;12084;False
07016;Consell;Balears, Illes;13.702117;39.66870194;2.8139355;152.0;2001-5000;4053;2024;2029;295.79370837367685;26.660000000000004;2.14;35683.0;20004.0;12858.0;67.96000000000001;13.72;13.1;3.5;1.7399999999999998;1843;False
07017;Costitx;Balears, Illes;15.366492;39.65741566;2.95035295;138.0;1001-2000;1288;638;650;83.81874015227419;33.3;2.7999999999999994;31420.0;19364.0;12929.0;59.5;17.6;17.6;3.2999999999999994;2.1;586;False
07018;Deià;Balears, Illes;15.20553;39.74902676;2.64671196;201.0;501-1000;617;299;318;40.5773425852305;37.6;2.6;43686.0;28200.0;18572.0;38.6;13.0;45.79999999999999;0.9;1.7;235;False
07026;Eivissa;Balears, Illes;11.144405;38.911944;1.424382;8.0;20001-50000;49783;25031;24752;4467.084604337333;31.759375;2.58125;42703.125;23044.0;14863.75;61.2625;11.14375;22.703125;2.16875;2.753125;17164;False
07019;Escorca;Balears, Illes;139.387221;39.82311033;2.88475312;481.0;101-500;212;129;83;1.520942870365426;32.9;2.5;43269.0;26251.0;18699.0;53.29999999999999;17.0;25.7;2.7999999999999994;1.2;102;False
07020;Esporles;Balears, Illes;35.293433;39.66685542;2.57938287;178.0;5001-10000;5062;2503;2559;143.4261155609317;29.54;2.36;47551.8;26271.2;16650.0;61.0;14.26;21.46;2.22;1.08;2453;False
07021;Estellencs;Balears, Illes;13.439483;39.65367759;2.48208552;140.0;101-500;315;174;141;23.438401611133404;36.4;3.4;32372.0;22146.0;15301.0;57.6;19.3;19.1;2.2;1.8;147;False
07022;Felanitx;Balears, Illes;169.794354;39.46872493;3.14917515;110.0;10001-20000;17780;8956;8824;104.71490706928924;30.856250000000003;2.65625;33001.1875;18284.125;11965.25;55.66875;18.0125;19.98125;3.5125;2.85;6881;False
07023;Ferreries;Balears, Illes;66.08939500000001;39.98257652;4.00760611;138.0;2001-5000;4777;2384;2393;72.28088560955959;23.26;1.92;35362.2;19941.4;12944.4;63.98;13.98;16.240000000000002;2.72;3.12;2352;False
07024;Formentera;Balears, Illes;83.24327199999999;38.7053186;1.4281037;40.0;10001-20000;12111;6365;5746;145.48923545436804;35.480000000000004;2.72;42641.3;23448.8;14649.8;55.92;8.0;31.12;1.8;3.2;3502;False
07025;Fornalutx;Balears, Illes;19.489994;39.78221695;2.74130906;143.0;501-1000;660;330;330;33.8635301786137;33.6;2.9;40038.0;22751.0;14806.0;46.70000000000001;13.800000000000002;35.9;2.0;1.7;305;False
07027;Inca;Balears, Illes;58.338377;39.72118528;2.91196747;118.0;20001-50000;33319;16831;16488;571.1334753107718;29.245454545454542;2.4681818181818183;33165.40909090909;17891.227272727272;11527.40909090909;64.95;14.631818181818184;13.754545454545456;3.759090909090909;2.890909090909091;12888;False
07028;Lloret de Vistalegre;Balears, Illes;17.441085;39.61804799;2.97531312;168.0;1001-2000;1372;694;678;78.66483077170943;32.3;2.9;32407.0;18942.0;11970.0;63.79999999999999;19.1;12.0;3.5;1.6000000000000003;626;False
07029;Lloseta;Balears, Illes;12.098884;39.71897118;2.86747096;159.0;5001-10000;5988;3009;2979;494.9216803797772;27.82857142857143;2.3285714285714287;32944.57142857143;18464.14285714286;11895.42857142857;62.71428571428572;16.342857142857145;14.314285714285717;3.9;2.771428571428572;2818;False
07030;Llubí;Balears, Illes;34.920697;39.70079115;3.00508565;71.0;2001-5000;2273;1140;1133;65.09033883258402;32.08;2.74;34438.4;19919.0;13106.0;59.3;18.74;17.02;3.0;2.06;1084;False
07031;Llucmajor;Balears, Illes;327.330344;39.49075501;2.89030165;141.0;20001-50000;36914;18702;18212;112.77292397920796;29.310344827586206;2.4655172413793105;36169.10344827586;20298.310344827587;13184.137931034482;64.07586206896552;15.410344827586206;14.46206896551724;3.206896551724138;2.896551724137931;14630;False
07033;Manacor;Balears, Illes;260.30598200000003;39.56889081;3.20952136;90.0;20001-50000;43808;21927;21881;168.29424995696024;28.9625;2.409375;33531.40625;18220.875;11698.25;62.19375;15.45;15.60625;3.25625;3.51875;14883;False
07034;Mancor de la Vall;Balears, Illes;19.890323;39.75000601;2.87100752;214.0;1001-2000;1509;763;746;75.8660379723346;28.100000000000005;2.4;38070.0;21792.0;14076.0;67.8;12.800000000000002;15.1;3.0;1.3;770;False
07032;Maó-Mahón;Balears, Illes;117.3109;39.889762;4.264303;32.88;20001-50000;29040;14147;14893;247.5473293615512;30.05454545454546;2.536363636363636;36619.40909090909;20894.86363636364;13793.454545454546;61.054545454545455;16.663636363636364;17.068181818181817;2.85;2.386363636363636;11814;False
07035;Maria de la Salut;Balears, Illes;30.522076;39.66430372;3.07329391;107.0;2001-5000;2227;1156;1071;72.96358216262878;29.16;2.46;33846.4;20146.4;13238.0;58.44;21.16;14.84;3.5;2.14;1065;False
07036;Marratxí;Balears, Illes;54.21745;39.62197678;2.750216646;138.0;20001-50000;37193;18735;18458;685.9968515671615;26.12692307692308;2.176923076923077;46171.307692307695;23755.0;14995.26923076923;67.62692307692308;14.715384615384616;13.438461538461535;2.7384615384615385;1.5;18288;False
07037;Mercadal, Es;Balears, Illes;138.337911;39.98840625;4.09305293;58.0;5001-10000;5038;2542;2496;36.418071977391655;34.72;2.72;36177.2;22276.6;14626.4;60.24;14.0;20.82;2.26;2.68;1838;False
07902;Migjorn Gran, Es;Balears, Illes;31.44;39.94614691;4.051704;107.0;1001-2000;1405;696;709;44.6882951653944;29.2;2.1;37857.0;21934.0;14292.0;60.5;15.199999999999998;18.9;2.1;3.2999999999999994;632;False
07038;Montuïri;Balears, Illes;41.126975;39.56754682;2.98125608;163.0;2001-5000;2912;1465;1447;70.80511027130004;32.18;3.1;34471.2;20632.4;13446.2;59.9;20.24;15.86;2.54;1.5;1394;False
07039;Muro;Balears, Illes;58.607682;39.73685393;3.05731321;72.0;5001-10000;7085;3574;3511;120.88858931496388;30.285714285714285;2.4714285714285715;35749.857142857145;19845.714285714286;12913.285714285714;57.18571428571429;17.557142857142857;19.085714285714285;3.128571428571429;3.042857142857143;2994;False
07040;Palma ;Balears, Illes;208.62973;39.57114699;2.65181698;24.0;100001-500000;416065;203195;212870;1994.2747373540676;30.239922480620155;2.6108527131782946;38908.62015503876;21413.01937984496;13828.306201550387;63.80348837209302;16.495348837209303;14.07015503875969;3.367829457364341;2.285271317829457;166314;False
07041;Petra;Balears, Illes;70.039636;39.61130166;3.11229719;109.0;2001-5000;2860;1419;1441;40.83402146750163;31.879999999999995;2.78;33450.4;19878.0;13092.0;58.28;19.26;17.060000000000002;3.84;1.56;1417;False
07044;Pobla, Sa;Balears, Illes;48.586157;39.77003222;3.02339911;23.0;10001-20000;13475;6845;6630;277.34237140838286;29.827272727272728;2.5545454545454547;34639.90909090909;18277.90909090909;11653.09090909091;61.16363636363636;15.181818181818182;16.80909090909091;3.9181818181818175;2.936363636363636;5502;False
07042;Pollença;Balears, Illes;151.654414;39.87749578;3.01575353;47.0;10001-20000;16283;8088;8195;107.36911356895948;30.384615384615383;2.476923076923077;36805.53846153846;20966.46153846154;13578.384615384615;52.37692307692308;15.523076923076925;26.746153846153845;2.4692307692307693;2.9000000000000004;6222;False
07043;Porreres;Balears, Illes;86.91328;39.5149701;3.02406691;127.0;5001-10000;5502;2823;2679;63.30448005184018;31.214285714285715;2.657142857142857;34933.142857142855;19517.28571428572;12754.42857142857;58.41428571428571;17.928571428571427;18.714285714285715;3.3000000000000003;1.6714285714285713;2145;False
07045;Puigpunyent;Balears, Illes;42.313701;39.62087168;2.5266031;217.0;2001-5000;2012;997;1015;47.54961046777733;30.399999999999995;2.7000000000000006;42257.0;23902.0;15011.0;61.5;14.5;20.3;2.6;1.1;920;False
07059;Salines, Ses;Balears, Illes;39.118899;39.33869409;3.05568485;42.0;2001-5000;4960;2525;2435;126.79293453529968;33.575;2.65;33881.75;20126.5;13638.5;55.875;17.65;20.9;2.475;3.075;1931;False
07046;Sant Antoni de Portmany;Balears, Illes;126.798946;38.98087489;1.30418187;9.0;20001-50000;26306;13788;12518;207.4622923127453;29.19333333333333;2.3866666666666663;37961.73333333333;19936.8;12614.466666666667;61.940000000000005;10.88;20.59333333333333;2.5266666666666664;4.1;9000;False
07049;Sant Joan;Balears, Illes;38.535875;39.59697822;3.03858511;142.0;2001-5000;2108;1039;1069;54.70227417957942;30.860000000000003;2.78;33114.8;19455.8;12876.4;57.96;20.5;16.46;3.6;1.5;913;False
07050;Sant Joan de Labritja;Balears, Illes;121.659265;39.07784991;1.51409527;197.0;5001-10000;6397;3282;3115;52.58128100642397;34.8;2.86;37062.4;19864.4;12252.8;53.82000000000001;12.08;28.92;2.22;2.94;1988;False
07048;Sant Josep de sa Talaia;Balears, Illes;159.383825;38.92188093;1.29287595;200.0;20001-50000;27413;14114;13299;171.9936135301057;31.01875;2.4875;39866.0625;22479.0625;14177.375;61.91875;9.53125;23.33125;2.06875;3.1625;9742;False
07051;Sant Llorenç des Cardassar;Balears, Illes;82.082701;39.61076123;3.28575127;77.0;5001-10000;8431;4167;4264;102.71348161411014;28.825;2.4;32925.25;19012.0;12039.375;58.0;15.9625;19.0625;2.7125;4.325;3051;False
07052;Sant Lluís;Balears, Illes;34.6875;39.84910494;4.25765995;59.0;5001-10000;6798;3458;3340;195.9783783783784;30.742857142857144;2.4;38424.142857142855;23016.85714285714;14559.285714285714;59.21428571428572;15.05714285714286;21.11428571428572;2.571428571428572;2.042857142857143;2710;False
07053;Santa Eugènia;Balears, Illes;20.251605;39.62413133;2.83985105;129.0;1001-2000;1561;769;792;77.08031042477867;29.399999999999995;2.4;39336.0;23198.0;15088.0;66.0;15.6;14.4;2.6;1.3999999999999997;854;False
07054;Santa Eulària des Riu;Balears, Illes;153.584685;38.98383613;1.52911819;53.0;20001-50000;38015;19254;18761;247.5181688851333;33.025;2.6;38995.54166666666;21662.33333333333;13545.0;58.47083333333333;10.1875;26.25;2.066666666666667;3.0541666666666667;12353;False
07055;Santa Margalida;Balears, Illes;86.50562599999999;39.70308972;3.10127212;92.0;10001-20000;12485;6391;6094;144.32587309408063;28.410000000000004;2.31;33767.5;18857.1;12375.4;59.98;14.24;18.62;2.8600000000000003;4.32;4452;False
07056;Santa María del Camí;Balears, Illes;37.618673;39.64709883;2.77975044;129.0;5001-10000;7375;3664;3711;196.04625607075508;27.32857142857143;2.271428571428572;39155.57142857143;21893.0;13984.57142857143;64.28571428571429;14.971428571428572;15.957142857142856;3.3714285714285714;1.4;3342;False
07057;Santanyí;Balears, Illes;124.863057;39.35450328;3.12944446;59.0;10001-20000;12237;6163;6074;98.0033670006974;31.9;2.5454545454545454;32577.090909090908;19832.454545454544;13137.727272727272;54.88181818181818;14.9;24.127272727272725;2.518181818181818;3.590909090909091;4351;False
07058;Selva;Balears, Illes;48.747562;39.7553522;2.90186218;200.0;2001-5000;4014;1991;2023;82.34257951197641;30.45;2.583333333333333;34251.166666666664;20723.33333333333;13585.333333333334;61.3;16.283333333333335;17.966666666666665;2.65;1.8333333333333333;1972;False
07047;Sencelles;Balears, Illes;52.85739;39.64769631;2.89777048;116.0;2001-5000;3290;1654;1636;62.24295221538559;30.160000000000004;2.56;34452.2;20906.8;13520.0;62.64;16.2;16.82;2.76;1.6;1457;False
07060;Sineu;Balears, Illes;47.736825;39.64286417;3.01060535;142.0;2001-5000;3862;1913;1949;80.90190330002048;31.18;2.76;33089.8;19014.0;12467.8;60.36;17.779999999999998;17.04;3.34;1.54;1755;False
07061;Sóller;Balears, Illes;42.798259;39.7644573;2.71413767;37.0;10001-20000;13705;6850;6855;320.22330627981853;31.46923076923077;2.5384615384615383;37487.769230769234;21925.76923076923;14316.46153846154;53.93076923076923;17.076923076923077;24.16923076923077;2.553846153846154;2.2846153846153845;5606;False
07062;Son Servera;Balears, Illes;42.56452;39.62043877;3.36006337;80.0;10001-20000;11568;5776;5792;271.7756478870195;24.200000000000003;1.9777777777777776;35022.333333333336;19381.0;12508.0;61.22222222222222;14.77777777777778;15.333333333333334;2.677777777777778;6.022222222222222;3854;False
07063;Valldemossa;Balears, Illes;42.925304;39.70926921;2.62218352;409.0;1001-2000;1969;991;978;45.87037985799705;37.4;2.6;48188.0;30030.0;19565.0;46.29999999999999;15.6;35.4;1.6000000000000003;1.1;1006;False
07065;Vilafranca de Bonany;Balears, Illes;23.957809;39.56790262;3.08744135;96.0;2001-5000;3380;1733;1647;141.08134846554623;28.42;2.54;31236.6;17721.2;11616.0;63.82000000000001;15.28;14.76;3.86;2.3;1396;False
08001;Abrera;Barcelona;19.984019;41.51794352;1.90221018;106.0;10001-20000;12489;6326;6163;624.9493657907351;24.422222222222224;2.1;40103.55555555556;22284.0;14476.333333333334;70.63333333333334;15.755555555555556;7.555555555555555;4.755555555555556;1.3111111111111111;6779;False
08002;Aguilar de Segarra;Barcelona;43.139082;41.73937;1.63134;490.0;101-500;288;155;133;6.6760808679238925;27.399999999999995;2.2;43960.0;24099.0;14965.0;63.70000000000001;13.9;18.3;2.9;1.2;170;False
