id_municipio;nombre_municipio;total_paro;p_h_u25;p_h_25_44;p_h_o45;p_m_u25;p_m_25_44;p_m_o45;p_agr;p_ind;p_con;p_ser;p_sin_empleo;total_contratos;c_h_indef;c_h_temp;c_h_conv;c_m_indef;c_m_temp;c_m_conv;c_agr;c_ind;c_con;c_ser
08287;TORRELAVIT;44;2;7;9;3;10;13;2;11;2;27;2;35;2;19;4;0;7;3;10;19;1;5
08288;TORRELLES DE FOIX;170;10;27;49;4;34;46;17;25;19;99;10;32;0;15;0;0;15;2;7;17;1;7
08289;TORRELLES DE LLOBREGAT;222;4;34;63;8;34;79;0;30;13;173;6;40;0;20;1;1;17;1;0;0;7;33
08290;ULLASTRELL;74;3;13;19;1;12;26;1;12;5;56;0;18;1;8;0;4;5;0;0;1;3;14
08291;VACARISSES;313;8;58;77;7;71;92;1;63;36;204;9;124;11;52;3;6;50;2;0;69;2;53
08292;VALLBONA D'ANOIA;79;2;9;20;3;16;29;2;12;6;56;3;12;0;6;2;2;2;0;0;7;0;5
08293;VALLCEBRE;9;0;5;0;0;1;3;1;2;0;5;1;1;0;1;0;0;0;0;0;0;0;1
08294;VALLGORGUINA;144;4;30;35;7;36;32;4;19;5;113;3;34;0;23;0;1;10;0;18;0;1;15
08295;VALLIRANA;756;35;112;168;26;161;254;7;108;75;524;42;139;2;75;6;9;45;2;0;21;23;95
08296;VALLROMANES;103;4;16;28;3;17;35;0;17;9;75;2;67;2;26;2;3;32;2;0;0;4;63
08297;VECIANA;2;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
08298;VIC;2442;127;419;552;114;533;697;43;410;133;1495;361;1873;66;843;67;80;745;72;7;352;68;1446
08299;VILADA;16;1;3;3;0;2;7;0;1;1;13;1;14;0;7;0;1;4;2;0;1;0;13
08300;VILADECAVALLS;336;14;39;71;14;44;154;0;61;20;240;15;162;18;70;8;11;54;1;0;32;8;122
08301;VILADECANS;3372;132;535;687;127;737;1154;20;379;277;2466;230;1219;48;465;36;65;583;22;11;216;71;921
08302;VILANOVA DEL CAMI;965;56;147;177;34;207;344;12;223;60;583;87;47;2;28;1;1;14;1;0;6;7;34
08303;VILANOVA DE SAU;11;0;4;1;0;2;4;1;2;1;7;0;3;0;1;0;0;1;1;0;0;1;2
08304;VILOBI DEL PENEDES;37;4;5;9;1;8;10;0;7;2;23;5;47;1;33;2;3;8;0;3;35;2;7
08305;VILAFRANCA DEL PENEDES;2170;77;360;516;69;530;618;125;297;124;1478;146;1354;40;635;36;30;587;26;37;200;161;956
08306;VILALBA SASSERRA;46;3;11;6;0;14;12;0;4;8;31;3;5;0;2;0;0;2;1;0;0;1;4
08307;VILANOVA I LA GELTRU;4151;138;626;952;135;890;1410;59;419;339;3112;222;2052;36;981;38;27;931;39;8;173;84;1787
08308;VIVER I SERRATEIX;2;0;0;0;0;0;2;0;2;0;0;0;2;0;2;0;0;0;0;2;0;0;0
08901;RUPIT I PRUIT;3;0;1;0;0;0;2;1;1;0;1;0;16;1;7;0;2;6;0;0;0;0;16
08902;VILANOVA DEL VALLES;196;9;20;48;6;37;76;1;36;8;141;10;191;6;125;2;5;51;2;0;5;8;178
08903;SANT JULIA DE CERDANYOLA;3;0;1;1;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
08904;BADIA DEL VALLES;1102;61;192;224;43;247;335;5;138;93;773;93;51;5;20;1;2;23;0;0;0;13;38
08905;PALMA DE CERVELLO, LA;161;3;26;37;6;28;61;5;21;13;118;4;27;8;8;4;0;3;4;0;9;7;11
48001;ABADIÑO;307;7;64;52;10;90;84;2;78;13;188;26;548;6;299;15;2;215;11;0;247;11;290
48002;ABANTO Y CIERVANA-ABANTO ZIERBENA;661;23;114;168;27;152;177;14;72;75;408;92;402;9;187;13;5;186;2;0;79;24;299
48003;AMOREBIETA-ETXANO;780;25;153;149;38;197;218;9;127;46;492;106;726;25;345;17;38;289;12;1;176;26;523
48004;AMOROTO;10;0;2;1;0;4;3;0;2;0;8;0;18;0;10;1;0;7;0;0;7;0;11
48005;ARAKALDO;5;0;0;1;0;0;4;0;0;1;3;1;6;0;2;0;0;3;1;0;1;0;5
48006;ARANTZAZU;12;1;0;1;1;2;7;1;0;0;9;2;13;0;3;0;1;9;0;0;1;0;12
48007;MUNITIBAR-ARBATZEGI GERRIKAITZ;14;0;5;4;1;3;1;1;3;1;7;2;5;0;1;0;0;4;0;0;0;0;5
48008;ARTZENTALES;37;0;7;13;0;6;11;4;0;3;27;3;71;0;15;0;0;56;0;1;0;1;69
48009;ARRANKUDIAGA;42;2;8;11;1;6;14;0;2;4;34;2;49;1;34;1;3;9;1;0;15;5;29
48010;ARRIETA;19;3;1;6;1;2;6;0;2;0;12;5;8;0;3;0;0;5;0;1;0;0;7
48011;ARRIGORRIAGA;655;28;120;125;22;152;208;6;75;42;432;100;202;10;99;3;7;76;7;0;44;23;135
48012;BAKIO;129;5;29;31;1;30;33;7;18;3;95;6;179;0;76;0;3;98;2;0;1;0;178
48013;BARAKALDO;6253;199;1128;1448;225;1507;1746;89;539;678;4204;743;2712;44;970;22;80;1561;35;1;91;99;2521
48014;BARRIKA;74;2;6;22;3;12;29;1;11;5;54;3;76;5;34;1;2;33;1;1;0;0;75
48015;BASAURI;2615;98;443;583;110;561;820;38;313;202;1684;378;874;37;348;29;38;410;12;3;98;42;731
48016;BERANGO;297;6;49;78;6;75;83;2;36;21;227;11;467;3;350;4;10;99;1;0;18;5;444
48017;BERMEO;869;43;182;188;37;229;190;50;124;57;510;128;345;46;120;5;3;169;2;5;33;16;291
48018;BERRIATUA;34;2;11;7;0;11;3;2;15;0;15;2;87;0;40;4;1;40;2;0;38;0;49
48019;BERRIZ;195;10;41;29;8;58;49;6;49;4;105;31;162;4;91;5;2;57;3;1;125;2;34
48020;BILBAO;22495;815;4001;5298;812;5010;6559;438;1795;1800;15207;3255;16143;324;6108;192;499;8773;247;5;574;525;15039
48021;BUSTURIA;76;3;13;19;5;20;16;2;9;4;47;14;26;0;9;0;0;17;0;0;1;0;25
48022;KARRANTZA HARANA/VALLE DE CARRANZA;186;5;35;47;7;45;47;15;19;22;107;23;29;6;11;0;2;10;0;1;5;0;23
48023;ARTEA;26;0;4;12;0;5;5;1;1;3;18;3;53;2;30;2;1;17;1;0;35;1;17
48024;ZEANURI;37;4;10;9;0;7;7;1;6;5;21;4;12;0;5;1;1;3;2;0;0;3;9
48025;ZEBERIO;37;0;7;11;1;9;9;1;6;5;24;1;9;0;5;0;0;4;0;0;0;2;7
48026;DIMA;42;2;5;13;1;7;14;0;6;4;29;3;15;0;8;1;0;5;1;0;4;1;10
48027;DURANGO;1303;38;239;272;37;353;364;20;273;74;817;119;780;9;313;9;28;408;13;3;180;13;584
48028;EA;33;2;11;8;0;5;7;1;11;0;21;0;5;0;1;0;0;4;0;0;0;3;2
48029;ETXEBARRI;506;15;72;90;18;144;167;2;43;45;375;41;247;13;117;10;8;88;11;0;113;30;104
48030;ETXEBARRIA;28;2;6;5;3;8;4;2;9;0;13;4;33;0;19;1;1;12;0;0;20;1;12
48031;ELANTXOBE;13;0;3;4;0;3;3;0;1;1;11;0;0;0;0;0;0;0;0;0;0;0;0
48032;ELORRIO;229;5;37;47;11;66;63;2;51;18;137;21;571;7;306;10;2;237;9;3;227;10;331
48033;EREÑO;11;1;1;1;0;5;3;0;0;0;10;1;59;0;14;0;0;45;0;0;0;0;59
48034;ERMUA;749;20;122;147;29;176;255;7;164;47;450;81;750;7;484;10;4;240;5;0;595;21;134
48035;FRUIZ;19;3;4;2;0;3;7;0;2;2;14;1;13;0;3;0;2;8;0;0;0;0;13
48036;GALDAKAO;1316;51;240;275;39;290;421;11;214;71;912;108;1052;18;536;27;14;435;22;2;134;47;869
48037;GALDAMES;42;0;1;15;1;12;13;2;2;6;29;3;31;0;29;2;0;0;0;0;31;0;0
48038;GAMIZ-FIKA;42;3;7;12;1;5;14;3;3;3;27;6;19;0;3;0;1;15;0;1;0;1;17
48039;GARAI;3;0;0;0;1;1;1;0;0;1;2;0;11;0;4;0;1;5;1;0;0;0;11
48040;GATIKA;61;5;7;14;3;5;27;1;16;7;33;4;61;0;20;1;0;39;1;0;5;6;50
48041;GAUTEGIZ ARTEAGA;24;1;6;11;2;1;3;0;6;1;15;2;36;0;12;0;0;24;0;0;0;0;36
48042;GORDEXOLA;81;5;9;19;4;12;32;4;9;4;52;12;138;1;42;4;1;89;1;1;15;5;117
48043;GORLIZ;294;12;64;70;4;60;84;2;26;24;220;22;58;1;29;2;3;22;1;0;0;9;49
48044;GETXO;3172;104;579;745;92;676;976;30;329;199;2306;308;1432;35;448;26;130;764;29;51;16;43;1322
48045;GÜEÑES;417;10;77;88;6;110;126;19;52;16;271;59;228;2;132;2;2;88;2;2;70;4;152
48046;GERNIKA-LUMO;824;32;156;160;30;242;204;17;149;42;506;110;281;8;111;12;7;137;6;1;35;33;212
48047;GIZABURUAGA;5;0;0;0;0;4;1;0;1;0;4;0;9;0;7;0;0;2;0;0;8;0;1
48048;IBARRANGELU;34;0;1;15;1;11;6;0;3;1;29;1;3;0;3;0;0;0;0;0;0;0;3
48049;ISPASTER;24;1;3;4;1;10;5;2;3;1;17;1;2;0;1;0;0;1;0;0;0;0;2
48050;IZURTZA;13;1;5;2;0;5;0;2;1;1;7;2;16;1;9;1;0;1;4;0;9;0;7
48051;LANESTOSA;13;0;4;2;0;2;5;0;2;1;8;2;34;0;9;0;0;25;0;0;0;0;34
48052;LARRABETZU;56;4;10;15;0;10;17;1;15;2;33;5;171;3;96;4;1;67;0;1;22;2;146
48053;LAUKIZ;47;4;8;11;2;9;13;1;5;3;33;5;19;0;5;0;2;11;1;0;0;1;18
48054;LEIOA;1555;73;287;314;55;370;456;24;156;122;1095;158;1498;28;540;23;31;854;22;0;231;44;1223
48055;LEMOA;179;6;22;45;8;56;42;1;41;13;106;18;110;3;71;1;1;33;1;0;23;8;79
48056;LEMOIZ;47;3;7;14;1;8;14;1;8;6;28;4;5;0;3;0;0;1;1;0;0;1;4
48057;LEKEITIO;270;8;52;76;8;67;59;8;68;11;166;17;68;0;28;1;0;38;1;2;0;2;64
48058;MALLABIA;44;0;3;16;0;12;13;0;13;3;24;4;81;3;50;6;0;20;2;0;56;3;22
48059;MAÑARIA;10;0;2;1;0;4;3;0;3;0;6;1;0;0;0;0;0;0;0;0;0;0;0
48060;MARKINA-XEMEIN;165;9;35;38;6;49;28;13;44;2;84;22;122;2;37;12;0;70;1;1;21;10;90
48061;MARURI-JATABE;33;2;5;11;0;5;10;1;4;3;23;2;26;1;19;1;0;4;1;0;0;0;26
48062;MENDATA;7;0;1;1;0;3;2;0;0;1;5;1;2;0;1;0;0;1;0;0;0;0;2
48063;MENDEXA;15;0;0;5;2;7;1;2;1;1;9;2;0;0;0;0;0;0;0;0;0;0;0
48064;MEÑAKA;10;2;1;4;1;0;2;0;5;0;4;1;4;0;0;0;1;3;0;0;0;0;4
48065;UGAO-MIRABALLES;217;8;39;43;12;56;59;3;27;17;139;31;56;1;29;1;1;24;0;1;18;6;31
48066;MORGA;15;0;4;3;0;4;4;1;3;2;9;0;2;0;2;0;0;0;0;0;1;1;0
48067;MUXIKA;54;4;13;16;0;7;14;3;10;4;35;2;15;0;9;0;0;6;0;0;4;1;10
48068;MUNDAKA;63;2;11;19;1;12;18;1;13;6;38;5;32;0;14;1;1;15;1;0;8;3;21
48069;MUNGIA;811;27;140;134;27;237;246;10;109;42;554;96;499;19;229;6;13;226;6;5;134;13;347
48070;AULESTI;12;0;1;2;1;5;3;0;3;0;8;1;12;1;2;0;1;8;0;0;2;0;10
48071;MUSKIZ;484;15;90;110;24;106;139;9;54;59;296;66;231;0;122;3;4;98;4;2;53;19;157
48072;OTXANDIO;38;3;9;7;2;10;7;3;6;3;21;5;19;1;10;2;0;6;0;1;11;0;7
48073;ONDARROA;384;22;82;75;11;85;109;26;129;9;196;24;148;6;57;2;4;76;3;32;3;0;113
48074;URDUÑA/ORDUÑA;125;1;17;34;0;24;49;5;30;15;69;6;211;0;47;1;3;158;2;0;22;1;188
48075;OROZKO;47;1;8;13;0;12;13;0;10;5;28;4;208;0;83;6;2;117;0;23;169;1;15
48076;SUKARRIETA;18;0;3;3;0;2;10;0;2;1;14;1;6;0;4;0;1;0;1;0;0;0;6
48077;PLENTZIA;235;8;47;59;7;38;76;4;26;17;162;26;58;0;23;3;2;29;1;0;1;4;53
48078;PORTUGALETE;2919;101;480;761;82;606;889;26;313;301;1932;347;654;16;152;10;21;446;9;0;12;16;626
48079;ERRIGOITI;22;0;5;5;2;6;4;3;5;2;12;0;4;0;2;0;0;2;0;0;0;2;2
48080;VALLE DE TRAPAGA-TRAPAGARAN;684;31;112;161;18;163;199;6;60;70;466;82;578;24;400;16;18;116;4;0;77;28;473
48081;LEZAMA;82;5;11;14;3;21;28;2;16;3;52;9;39;1;28;0;0;9;1;1;13;2;23
48082;SANTURTZI;3250;144;582;707;139;742;936;35;272;343;2097;503;2805;25;2197;23;22;532;6;11;42;40;2712
48083;ORTUELLA;547;24;98;114;17;147;147;4;64;59;357;63;183;8;87;6;5;76;1;0;43;9;131
48084;SESTAO;2253;75;400;596;86;510;586;78;207;229;1448;291;443;9;195;10;9;210;10;0;43;30;370
48085;SOPELANA;638;24;124;154;20;131;185;2;63;43;481;49;180;3;93;2;6;70;6;1;31;27;121
48086;SOPUERTA;114;1;22;28;2;28;33;1;11;8;85;9;139;0;35;0;1;102;1;0;1;1;137
48087;TRUCIOS-TURTZIOZ;28;1;3;10;1;5;8;2;3;3;19;1;2;0;1;0;0;1;0;0;1;0;1
48088;UBIDE;7;0;2;2;0;2;1;1;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0
48089;URDULIZ;217;10;41;59;6;51;50;2;25;17;156;17;143;5;74;2;12;48;2;0;29;7;107
48090;BALMASEDA;581;15;81;110;19;180;176;6;55;29;388;103;125;2;47;1;3;67;5;0;8;4;113
48091;ATXONDO;50;5;9;3;3;14;16;0;13;2;28;7;251;2;163;1;1;82;2;0;179;3;69
48092;BEDIA;50;1;9;10;3;13;14;4;9;2;31;4;40;0;30;1;0;9;0;0;18;5;17
48093;AREATZA;51;1;6;9;6;14;15;0;5;5;33;8;22;0;20;0;0;2;0;0;1;1;20
48094;IGORRE;218;12;37;37;8;74;50;5;38;11;123;41;153;3;94;8;1;47;0;3;110;3;37
48095;ZALDIBAR;106;2;19;20;5;37;23;1;26;4;64;11;278;6;224;8;0;40;0;1;243;1;33
48096;ZALLA;579;16;97;121;14;144;187;22;59;44;390;64;208;9;65;5;3;123;3;10;14;2;182
48097;ZARATAMO;97;7;15;23;6;23;23;2;11;5;63;16;68;2;42;6;0;17;1;0;17;14;37
48901;DERIO;236;6;38;55;11;62;64;2;28;23;171;12;905;39;289;17;10;537;13;1;57;46;801
48902;ERANDIO;1308;37;231;313;36;342;349;23;137;108;924;116;1259;27;630;35;21;530;16;1;94;135;1029
48903;LOIU;65;0;12;15;0;15;23;2;8;4;49;2;354;3;226;13;3;105;4;1;23;13;317
48904;SONDIKA;207;11;29;48;5;47;67;1;37;14;134;21;203;12;99;13;5;70;4;0;61;15;127
48905;ZAMUDIO;128;0;21;30;2;41;34;2;18;15;88;5;802;34;478;32;15;232;11;3;350;23;426
48906;FORUA;45;0;11;10;2;6;16;1;11;3;26;4;42;1;16;0;1;24;0;0;0;0;42
48907;KORTEZUBI;9;1;2;2;0;3;1;0;2;2;3;2;18;0;6;0;0;12;0;0;0;0;18
48908;MURUETA;11;0;2;3;0;1;5;0;2;1;7;1;38;0;34;1;0;3;0;0;36;0;2
48909;NABARNIZ;7;0;1;1;0;3;2;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
48910;IURRETA;172;6;36;37;6;39;48;2;40;5;105;20;257;7;147;14;3;69;17;2;187;6;62
48911;AJANGIZ;9;1;2;1;0;3;2;0;4;0;3;2;25;0;16;0;0;9;0;0;23;0;2
48912;ALONSOTEGI;198;7;30;51;7;57;46;11;17;20;114;36;53;3;25;2;0;22;1;0;26;6;21
48913;ZIERBENA;101;5;17;26;5;24;24;1;14;10;69;7;119;3;79;9;2;22;4;0;42;12;65
48914;ARRATZU;8;0;2;2;0;3;1;0;2;0;5;1;14;0;8;0;0;6;0;7;1;0;6
48915;ZIORTZA-BOLIBAR;7;1;0;1;0;2;3;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0
09001;ABAJAS;3;0;0;2;0;0;1;0;0;0;3;0;19;0;9;0;0;10;0;0;7;5;7
09003;ADRADA DE HAZA;12;1;1;4;1;3;2;1;1;1;9;0;11;0;1;0;0;10;0;0;0;0;11
09006;AGUAS CANDIDAS;3;1;1;0;0;1;0;0;0;1;2;0;2;0;1;1;0;0;0;0;1;0;1
09007;AGUILAR DE BUREBA;6;1;0;2;0;2;1;0;2;1;1;2;2;0;0;0;0;2;0;0;0;0;2
09009;ALBILLOS;14;1;2;3;0;3;5;0;3;1;10;0;0;0;0;0;0;0;0;0;0;0;0
09010;ALCOCERO DE MOLA;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
09011;ALFOZ DE BRICIA;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09012;ALFOZ DE SANTA GADEA;7;0;1;2;0;1;3;2;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0
09013;ALTABLE;2;1;0;1;0;0;0;0;0;0;1;1;3;0;1;0;0;2;0;0;0;0;3
09014;ALTOS, LOS;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09016;AMEYUGO;3;0;1;0;0;0;2;0;2;0;1;0;22;0;6;0;1;14;1;0;0;0;22
09017;ANGUIX;4;0;1;1;0;1;1;2;0;0;2;0;11;0;4;1;0;6;0;0;10;0;1
09018;ARANDA DE DUERO;2056;95;296;399;89;492;685;372;265;91;1218;110;691;14;273;37;19;319;29;52;158;31;450
09019;ARANDILLA;6;0;1;0;1;2;2;0;1;0;5;0;6;0;5;0;0;1;0;0;0;0;6
09020;ARAUZO DE MIEL;13;1;1;5;0;3;3;3;2;0;8;0;9;0;6;1;0;2;0;1;7;0;1
09021;ARAUZO DE SALCE;3;0;0;0;0;1;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
09022;ARAUZO DE TORRE;2;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
09023;ARCOS;55;3;4;7;2;27;12;0;6;3;44;2;4;0;1;0;0;3;0;0;0;1;3
09024;ARENILLAS DE RIOPISUERGA;14;2;1;2;1;5;3;3;0;1;8;2;0;0;0;0;0;0;0;0;0;0;0
09025;ARIJA;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09026;ARLANZON;12;0;3;5;1;1;2;1;1;2;7;1;4;0;1;0;0;3;0;0;0;0;4
09027;ARRAYA DE OCA;6;0;0;3;0;1;2;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0
09029;ATAPUERCA;6;0;0;1;0;3;2;0;1;0;5;0;5;0;3;0;1;1;0;1;0;0;4
09030;AUSINES, LOS;5;0;1;2;0;1;1;0;1;0;4;0;3;0;3;0;0;0;0;0;0;3;0
09032;AVELLANOSA DE MUÑO;3;0;0;0;0;1;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
09033;BAHABON DE ESGUEVA;4;0;0;1;0;1;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
09034;BALBASES, LOS;7;0;0;4;1;1;1;0;0;1;4;2;1;0;0;0;0;1;0;0;0;0;1
09035;BAÑOS DE VALDEARADOS;14;1;2;8;0;1;2;3;4;4;2;1;3;0;2;0;0;1;0;3;0;0;0
09036;BAÑUELOS DE BUREBA;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
09037;BARBADILLO DE HERREROS;3;0;0;2;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
09038;BARBADILLO DEL MERCADO;5;0;0;3;0;0;2;0;0;2;3;0;1;0;0;0;0;1;0;0;0;0;1
09039;BARBADILLO DEL PEZ;3;0;1;2;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
09041;BARRIO DE MUÑO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09043;BARRIOS DE BUREBA, LOS;8;0;2;2;0;2;2;0;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0
09044;BARRIOS DE COLINA;2;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
09045;BASCONCILLOS DEL TOZO;7;1;1;3;0;0;2;1;1;0;5;0;2;0;2;0;0;0;0;0;0;0;2
09046;BASCUÑANA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09047;BELBIMBRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09048;BELORADO;105;8;17;30;4;19;27;17;26;6;48;8;21;1;9;0;0;10;1;0;4;0;17
09050;BERBERANA;1;0;0;1;0;0;0;0;0;1;0;0;11;0;0;0;1;10;0;0;0;0;11
09051;BERLANGAS DE ROA;6;0;1;2;1;1;1;2;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0
09052;BERZOSA DE BUREBA;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09054;BOZOO;2;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
09055;BRAZACORTA;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
09056;BRIVIESCA;501;29;55;96;15;102;204;31;81;39;317;33;145;4;81;8;3;47;2;0;45;3;97
09057;BUGEDO;9;0;0;3;0;5;1;0;2;0;7;0;6;0;2;0;0;4;0;0;0;0;6
09058;BUNIEL;19;1;1;4;1;9;3;0;1;1;17;0;5;0;2;1;1;1;0;0;0;0;5
09059;BURGOS;9767;450;1582;1873;421;2218;3223;221;1296;586;7008;656;6742;178;2887;142;212;3156;167;16;1983;217;4526
09060;BUSTO DE BUREBA;2;0;0;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
09061;CABAÑES DE ESGUEVA;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1
09062;CABEZON DE LA SIERRA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09063;CAVIA;8;1;2;2;0;2;1;0;1;1;4;2;8;0;4;0;0;3;1;3;0;0;5
09064;CALERUEGA;11;0;2;3;0;3;3;2;1;0;8;0;7;0;3;0;0;4;0;0;3;0;4
09065;CAMPILLO DE ARANDA;4;0;1;1;0;2;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
09066;CAMPOLARA;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
09067;CANICOSA DE LA SIERRA;18;0;1;6;0;2;9;2;4;2;10;0;1;0;0;1;0;0;0;0;0;0;1
09068;CANTABRANA;2;0;0;1;0;0;1;0;0;0;2;0;1;0;0;0;0;1;0;0;0;0;1
09070;CARAZO;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
09071;CARCEDO DE BUREBA;2;0;1;0;0;0;1;0;0;1;0;1;12;0;8;0;0;4;0;0;12;0;0
09072;CARCEDO DE BURGOS;8;0;0;1;0;4;3;0;1;0;7;0;2;0;1;0;0;1;0;0;0;0;2
09073;CARDEÑADIJO;63;2;7;13;0;18;23;0;13;5;44;1;12;1;7;0;0;4;0;0;2;0;10
09074;CARDEÑAJIMENO;43;4;6;10;1;9;13;0;4;2;36;1;7;0;5;1;1;0;0;0;3;2;2
09075;CARDEÑUELA RIOPICO;8;0;3;2;0;2;1;1;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0
09076;CARRIAS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09077;CASCAJARES DE BUREBA;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
09078;CASCAJARES DE LA SIERRA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09079;CASTELLANOS DE CASTRO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09082;CASTILDELGADO;2;0;0;0;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
09083;CASTIL DE PEONES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09084;CASTRILLO DE LA REINA;5;0;2;3;0;0;0;0;0;4;1;0;1;0;0;0;1;0;0;0;0;0;1
09085;CASTRILLO DE LA VEGA;46;6;10;7;2;12;9;14;6;0;22;4;13;0;6;2;0;4;1;10;2;0;1
09086;CASTRILLO DEL VAL;19;1;2;5;2;4;5;1;5;0;13;0;3;0;1;0;0;1;1;0;0;0;3
09088;CASTRILLO DE RIOPISUERGA;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
09090;CASTRILLO MOTA DE JUDÍOS;2;0;0;1;0;1;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;1
09091;CASTROJERIZ;29;1;3;6;0;7;12;0;3;3;22;1;1;0;1;0;0;0;0;0;0;0;1
09093;CAYUELA;6;0;0;2;0;3;1;0;0;1;4;1;2;0;1;0;0;1;0;0;0;0;2
09094;CEBRECOS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09095;CELADA DEL CAMINO;2;0;0;1;0;1;0;0;0;0;2;0;2;0;0;0;0;2;0;0;0;0;2
09098;CEREZO DE RIO TIRON;12;0;1;3;1;3;4;0;5;0;7;0;11;1;8;0;0;2;0;0;2;1;8
09100;CERRATON DE JUARROS;2;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
09101;CIADONCHA;3;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
09102;CILLAPERLATA;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
09103;CILLERUELO DE ABAJO;3;0;0;2;0;0;1;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;1
09104;CILLERUELO DE ARRIBA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09105;CIRUELOS DE CERVERA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09108;COGOLLOS;21;0;2;7;0;5;7;0;2;3;16;0;8;0;7;0;0;1;0;7;0;0;1
09109;CONDADO DE TREVIÑO;31;1;3;10;0;9;8;3;6;2;20;0;43;1;20;0;0;22;0;0;0;1;42
09110;CONTRERAS;4;0;1;3;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0
09112;CORUÑA DEL CONDE;4;0;0;2;1;1;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0
09113;COVARRUBIAS;14;0;2;4;1;2;5;2;2;2;8;0;11;0;7;0;0;3;1;3;0;0;8
09114;CUBILLO DEL CAMPO;3;0;0;1;0;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
09115;CUBO DE BUREBA;4;0;0;2;0;0;2;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0
09117;CUEVA DE ROA, LA;16;1;5;5;0;2;3;10;2;2;2;0;1;0;0;0;0;1;0;0;0;0;1
