id_municipio;nombre_municipio;total_paro;p_h_u25;p_h_25_44;p_h_o45;p_m_u25;p_m_25_44;p_m_o45;p_agr;p_ind;p_con;p_ser;p_sin_empleo;total_contratos;c_h_indef;c_h_temp;c_h_conv;c_m_indef;c_m_temp;c_m_conv;c_agr;c_ind;c_con;c_ser
15001;ABEGONDO;224;8;31;60;2;50;73;6;32;16;157;13;135;4;71;3;3;52;2;2;2;11;120
15002;AMES;1818;36;288;395;55;535;509;24;108;118;1399;169;562;16;274;21;22;223;6;4;22;18;518
15003;ARANGA;49;0;5;23;1;10;10;6;2;2;36;3;18;0;6;2;1;8;1;6;3;0;9
15004;ARES;375;9;50;102;7;95;112;10;33;48;257;27;41;0;10;3;2;22;4;0;1;1;39
15005;ARTEIXO;2016;44;348;460;50;485;629;24;275;205;1368;144;1197;30;543;27;27;530;40;5;267;54;871
15006;ARZUA;248;6;32;63;5;62;80;15;30;24;164;15;293;1;202;1;2;85;2;3;6;2;282
15007;BAÑA, A;192;0;24;76;3;48;41;14;22;31;116;9;13;1;6;0;1;5;0;0;2;1;10
15008;BERGONDO;341;8;46;105;6;63;113;6;25;26;260;24;356;15;237;25;9;64;6;17;56;48;235
15009;BETANZOS;768;19;108;190;21;199;231;20;65;65;553;65;333;12;141;3;3;165;9;3;17;14;299
15010;BOIMORTO;77;2;8;26;1;17;23;6;8;10;52;1;41;0;16;0;0;24;1;2;0;0;39
15011;BOIRO;1001;39;157;201;37;288;279;30;207;83;616;65;352;9;127;25;6;169;16;20;73;31;228
15012;BOQUEIXON;160;4;21;39;1;53;42;6;11;10;127;6;59;0;26;1;2;30;0;3;22;3;31
15013;BRION;371;9;42;109;10;102;99;5;38;30;267;31;48;5;20;0;2;20;1;7;7;0;34
15014;CABANA DE BERGANTIÑOS;248;10;23;60;4;57;94;5;61;32;135;15;22;0;6;1;1;13;1;1;1;2;18
15015;CABANAS;183;3;28;63;3;35;51;3;21;18;124;17;135;1;68;2;2;60;2;0;19;35;81
15016;CAMARIÑAS;346;13;36;66;10;88;133;25;34;37;227;23;52;6;19;0;7;19;1;19;3;3;27
15017;CAMBRE;1416;44;197;349;34;304;488;19;158;100;1038;101;533;14;220;10;10;270;9;14;46;48;425
15018;CAPELA, A;42;1;6;19;0;7;9;1;8;6;25;2;37;0;16;0;0;20;1;1;3;0;33
15019;CARBALLO;2274;60;305;504;70;544;791;49;505;344;1220;156;443;29;171;22;17;191;13;3;33;72;335
15020;CARNOTA;200;5;24;55;1;30;85;14;32;27;120;7;147;3;59;2;1;82;0;128;2;0;17
15021;CARRAL;287;6;43;71;9;81;77;9;51;24;183;20;85;4;57;5;0;17;2;9;37;3;36
15022;CEDEIRA;330;4;49;76;3;96;102;24;31;22;229;24;69;10;29;0;1;29;0;22;5;3;39
15023;CEE;513;11;62;123;9;148;160;15;60;42;364;32;141;4;69;8;8;41;11;8;30;4;99
15024;CERCEDA;213;11;34;43;7;52;66;5;32;34;133;9;233;9;91;13;3;115;2;5;178;2;48
15025;CERDIDO;49;2;7;21;0;11;8;13;4;5;24;3;16;0;5;1;0;10;0;1;9;0;6
15026;CESURAS;99;1;14;40;5;15;24;7;8;14;66;4;9;0;1;1;2;5;0;2;1;1;5
15027;COIROS;80;2;9;22;3;23;21;3;10;3;59;5;23;1;10;2;3;7;0;2;3;1;17
15028;CORCUBION;99;1;15;28;2;24;29;1;10;9;74;5;24;0;14;0;0;10;0;2;0;0;22
15029;CORISTANCO;422;6;48;133;9;75;151;20;101;93;179;29;51;1;13;3;5;28;1;1;6;4;40
15030;CORUÑA, A;16592;403;2855;4012;451;3858;5013;238;1179;1113;12352;1710;11263;280;5056;266;262;5157;242;80;838;357;9988
15031;CULLEREDO;1827;51;285;418;39;444;590;15;181;148;1327;156;565;9;283;9;11;237;16;0;84;60;421
15032;CURTIS;182;4;24;42;4;52;56;9;19;19;126;9;94;11;44;6;5;25;3;7;20;22;45
15033;DODRO;178;5;25;47;5;33;63;10;35;13;111;9;31;0;9;0;1;21;0;0;5;0;26
15034;DUMBRIA;228;8;20;40;3;61;96;5;21;17;177;8;11;0;6;1;0;4;0;0;2;2;7
15035;FENE;782;17;138;210;10;165;242;17;76;83;537;69;297;3;134;13;6;137;4;2;63;38;194
15036;FERROL;4993;129;868;1182;118;1136;1560;181;354;436;3411;611;1714;38;801;29;49;771;26;4;84;61;1565
15037;FISTERRA;342;8;51;61;11;85;126;22;16;21;264;19;37;0;15;1;1;19;1;8;0;1;28
15038;FRADES;88;2;11;34;2;17;22;8;14;8;52;6;12;1;3;2;1;3;2;5;0;0;7
15039;IRIXOA;50;1;8;20;2;9;10;3;2;4;37;4;7;4;1;1;0;1;0;3;1;1;2
15040;LAXE;228;5;22;62;2;52;85;9;34;25;143;17;26;0;14;1;1;10;0;10;1;1;14
15041;LARACHA, A;615;17;78;139;16;148;217;13;117;58;392;35;133;1;57;4;2;63;6;7;16;12;98
15042;LOUSAME;150;6;28;47;3;34;32;9;25;21;85;10;41;0;20;0;0;21;0;1;23;2;15
15043;MALPICA DE BERGANTIÑOS;279;7;32;63;1;51;125;12;89;20;145;13;43;1;20;9;0;11;2;14;0;1;28
15044;MAÑON;64;0;10;20;2;14;18;4;6;4;50;0;6;0;2;0;1;3;0;1;0;0;5
15045;MAZARICOS;149;2;19;54;1;38;35;16;14;43;73;3;31;1;21;1;1;6;1;15;1;1;14
15046;MELIDE;393;8;50;95;9;101;130;35;42;29;258;29;173;5;86;3;6;69;4;3;19;4;147
15047;MESIA;91;1;7;26;4;23;30;11;15;6;50;9;28;2;17;3;0;5;1;6;6;7;9
15048;MIÑO;326;6;57;82;9;69;103;5;25;35;235;26;55;1;25;1;2;26;0;1;1;3;50
15049;MOECHE;41;1;7;13;2;7;11;3;7;2;29;0;20;0;7;0;0;13;0;0;2;0;18
15050;MONFERO;55;1;11;25;0;10;8;3;4;13;29;6;12;0;8;0;1;3;0;3;1;3;5
15051;MUGARDOS;339;8;58;80;4;91;98;10;38;29;234;28;83;0;21;1;0;61;0;3;1;0;79
15052;MUXIA;266;4;37;58;5;68;94;16;26;28;179;17;47;5;25;1;0;13;3;22;1;4;20
15053;MUROS;417;4;50;105;3;83;172;27;66;45;254;25;56;1;26;1;3;25;0;14;2;0;40
15054;NARON;2544;66;387;502;69;728;792;54;272;206;1733;279;1034;25;430;19;12;534;14;5;91;78;860
15055;NEDA;306;6;64;69;9;65;93;6;37;34;203;26;37;1;14;1;0;21;0;1;2;1;33
15056;NEGREIRA;388;8;51;101;13;101;114;19;32;39;254;44;97;3;42;3;3;44;2;5;6;6;80
15057;NOIA;657;13;108;138;24;175;199;28;67;51;448;63;214;6;106;3;7;88;4;28;9;34;143
15058;OLEIROS;1770;37;297;426;31;402;577;30;144;132;1346;118;633;17;258;24;23;297;14;14;15;21;583
15059;ORDES;689;9;86;116;13;200;265;33;176;43;399;38;277;11;78;7;11;165;5;3;29;8;237
15060;OROSO;385;10;55;65;11;105;139;13;45;31;255;41;101;5;44;8;2;40;2;0;11;2;88
15061;ORTIGUEIRA;329;9;53;92;8;78;89;17;40;33;220;19;68;2;17;2;6;41;0;3;2;0;63
15062;OUTES;253;9;28;80;1;50;85;13;31;38;158;13;47;1;21;4;4;17;0;14;9;2;22
15063;OZA DOS RIOS;132;5;28;38;3;22;36;6;16;17;87;6;51;0;25;1;0;25;0;0;5;0;46
15064;PADERNE;96;2;13;31;1;23;26;1;21;10;58;6;10;0;6;2;0;2;0;0;2;1;7
15065;PADRON;506;10;68;128;16;128;156;13;69;42;340;42;420;3;209;13;2;185;8;1;84;14;321
15066;PINO, O;185;10;20;40;3;49;63;1;14;16;140;14;72;2;43;1;0;26;0;6;2;3;61
15067;POBRA DO CARAMIÑAL, A;450;10;71;101;6;127;135;15;65;29;316;25;456;6;292;4;4;147;3;7;164;2;283
15068;PONTECESO;271;5;36;68;7;69;86;12;59;34;144;22;42;1;18;7;1;13;2;4;5;5;28
15069;PONTEDEUME;452;8;65;126;14;111;128;3;57;34;316;42;147;3;66;8;3;61;6;4;16;4;123
15070;PONTES DE GARCIA RODRIGUEZ, AS;394;2;78;94;5;99;116;9;63;41;256;25;392;3;201;8;0;176;4;3;230;30;129
15071;PORTO DO SON;383;10;70;80;7;98;118;33;34;52;238;26;60;8;23;3;3;23;0;12;2;6;40
15072;RIANXO;634;25;110;128;15;172;184;18;164;67;351;34;108;2;42;5;2;54;3;9;7;10;82
15073;RIBEIRA;1289;34;211;223;30;350;441;61;148;62;931;87;560;25;219;13;13;279;11;72;171;8;309
15074;ROIS;211;3;26;46;1;65;70;1;33;20;140;17;37;1;10;1;0;22;3;8;2;2;25
15075;SADA;927;25;158;221;18;202;303;14;93;69;682;69;264;12;105;6;7;126;8;5;8;43;208
15076;SAN SADURNIÑO;139;2;18;37;4;29;49;12;14;20;80;13;26;1;4;1;1;17;2;1;3;1;21
15077;SANTA COMBA;447;9;52;109;12;112;153;21;59;72;261;34;267;7;125;6;6;118;5;10;22;52;183
15078;SANTIAGO DE COMPOSTELA;5427;123;1081;1190;149;1434;1450;66;296;343;4224;498;5368;115;2332;125;123;2534;139;27;268;120;4953
15079;SANTISO;75;1;8;26;4;12;24;3;12;12;44;4;6;0;0;0;0;4;2;1;0;0;5
15080;SOBRADO;55;1;5;22;2;13;12;1;9;6;35;4;21;2;7;0;1;11;0;1;1;1;18
15081;SOMOZAS, AS;71;2;8;17;3;20;21;4;15;5;43;4;100;1;68;3;0;27;1;0;88;0;12
15082;TEO;893;22;159;210;25;213;264;18;71;74;650;80;774;3;420;9;4;329;9;3;13;7;751
15083;TOQUES;49;1;5;18;0;8;17;3;2;13;26;5;7;0;6;0;0;1;0;2;0;0;5
15084;TORDOIA;117;1;11;39;1;22;43;6;20;13;69;9;10;0;3;1;0;5;1;2;4;0;4
15085;TOURO;148;6;16;48;7;29;42;5;16;14;100;13;127;2;58;1;1;63;2;6;2;2;117
15086;TRAZO;120;4;11;42;6;33;24;5;12;23;73;7;26;1;18;1;1;5;0;1;1;3;21
15087;VALDOVIÑO;348;3;42;100;6;93;104;11;49;26;238;24;47;0;15;3;1;26;2;2;6;5;34
15088;VAL DO DUBRA;145;0;24;50;1;31;39;3;20;16;99;7;35;4;10;3;2;14;2;0;4;0;31
15089;VEDRA;162;3;25;43;3;52;36;10;19;11;115;7;157;2;79;3;1;71;1;79;10;1;67
15090;VILASANTAR;42;0;5;16;1;8;12;4;6;2;29;1;19;0;6;2;2;9;0;2;7;0;10
15091;VILARMAIOR;50;1;7;17;1;15;9;1;5;7;33;4;33;1;20;0;1;11;0;0;0;0;33
15092;VIMIANZO;369;7;50;76;4;86;146;22;80;53;192;22;170;3;74;3;0;88;2;1;9;7;153
15093;ZAS;205;10;12;75;2;28;78;8;34;28;123;12;35;0;13;0;1;21;0;2;7;2;24
15901;CARIÑO;197;5;32;56;1;47;56;18;20;18;127;14;37;4;20;1;1;9;2;10;9;0;18
15902;OZA-CESURAS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02001;ABENGIBRE;38;0;3;12;2;7;14;10;5;0;20;3;51;0;24;0;3;23;1;14;0;6;31
02002;ALATOZ;42;2;6;5;0;10;19;2;5;11;23;1;5;0;1;0;0;4;0;0;0;0;5
02003;ALBACETE;14167;670;2111;2464;698;3710;4514;632;1177;786;10138;1434;7013;137;3593;141;146;2892;104;1285;343;361;5024
02004;ALBATANA;59;1;5;11;5;7;30;11;5;1;38;4;12;2;8;0;0;2;0;9;2;0;1
02005;ALBOREA;76;3;10;22;3;13;25;18;9;5;41;3;23;2;13;0;0;8;0;5;2;3;13
02006;ALCADOZO;70;1;8;15;1;21;24;4;4;3;59;0;11;0;8;0;0;3;0;0;0;1;10
02007;ALCALA DEL JUCAR;93;3;14;23;4;19;30;7;4;5;73;4;173;4;109;0;1;59;0;6;4;5;158
02008;ALCARAZ;134;5;20;33;7;30;39;14;4;6;106;4;104;0;80;0;0;23;1;91;1;0;12
02009;ALMANSA;2210;113;229;366;90;495;917;65;512;115;1293;225;710;21;405;15;4;250;15;98;240;13;359
02010;ALPERA;207;5;20;33;9;58;82;29;57;14;97;10;91;0;46;0;3;42;0;31;3;0;57
02011;AYNA;36;0;5;12;0;8;11;3;1;8;24;0;28;0;20;0;0;8;0;0;1;0;27
02012;BALAZOTE;168;7;14;28;15;47;57;24;20;10;107;7;74;1;32;1;0;40;0;37;4;4;29
02013;BALSA DE VES;12;0;1;3;1;2;5;2;0;1;6;3;2;0;1;0;0;1;0;1;0;0;1
02014;BALLESTERO, EL;24;1;1;3;1;5;13;2;1;1;20;0;2;0;0;0;0;2;0;0;0;0;2
02015;BARRAX;249;5;13;39;11;74;107;22;27;8;176;16;41;0;31;4;3;3;0;26;1;3;11
02016;BIENSERVIDA;82;4;8;18;2;17;33;12;0;3;65;2;53;0;49;0;0;4;0;42;1;0;10
02017;BOGARRA;97;2;7;39;1;20;28;8;8;26;54;1;11;0;8;0;0;3;0;2;0;1;8
02018;BONETE;71;2;5;12;4;13;35;8;7;7;39;10;70;0;53;2;2;13;0;4;1;45;20
02019;BONILLO, EL;248;3;19;40;9;48;129;23;16;76;127;6;556;0;507;4;0;45;0;525;2;2;27
02020;CARCELEN;44;2;7;6;1;11;17;6;1;1;34;2;2;0;1;0;0;1;0;1;0;0;1
02021;CASAS DE JUAN NÚÑEZ;118;6;13;19;7;29;44;3;13;9;81;12;49;0;17;6;0;26;0;15;9;1;24
02022;CASAS DE LÁZARO;23;1;4;7;0;5;6;2;1;3;17;0;0;0;0;0;0;0;0;0;0;0;0
02023;CASAS DE VES;48;0;5;8;1;12;22;3;2;1;41;1;43;0;20;0;0;23;0;8;0;0;35
02024;CASAS-IBAÑEZ;364;14;38;73;13;83;143;61;50;12;211;30;285;4;149;1;1;126;4;37;24;3;221
02025;CAUDETE;987;54;114;164;45;274;336;74;139;56;629;89;344;11;201;14;2;110;6;91;47;19;187
02026;CENIZATE;84;0;8;15;4;21;36;22;2;2;58;0;33;0;19;1;0;12;1;26;1;0;6
02027;CORRAL-RUBIO;21;2;0;4;0;4;11;3;0;0;16;2;15;0;9;0;0;6;0;8;0;0;7
02028;COTILLAS;15;0;1;8;0;1;5;2;0;2;10;1;0;0;0;0;0;0;0;0;0;0;0
02029;CHINCHILLA DE MONTE-ARAGÓN;324;16;35;59;14;88;112;11;41;16;226;30;257;1;205;2;2;45;2;179;28;3;47
02030;ELCHE DE LA SIERRA;451;14;50;89;22;100;176;33;32;18;349;19;42;1;25;1;0;15;0;5;6;3;28
02031;FEREZ;94;1;7;20;1;21;44;9;3;29;52;1;1;0;1;0;0;0;0;1;0;0;0
02032;FUENSANTA;32;1;5;12;1;3;10;2;2;3;23;2;2;0;2;0;0;0;0;0;0;0;2
02033;FUENTE-ÁLAMO;270;9;24;49;13;64;111;38;22;11;170;29;104;11;54;3;1;34;1;66;0;1;37
02034;FUENTEALBILLA;157;7;14;30;10;38;58;27;15;2;110;3;61;2;30;2;0;27;0;19;4;6;32
02035;GINETA, LA;216;17;26;41;15;61;56;12;22;14;152;16;212;0;132;1;0;77;2;41;22;1;148
02036;GOLOSALVO;10;0;1;4;0;1;4;0;2;1;7;0;0;0;0;0;0;0;0;0;0;0;0
02037;HELLIN;3378;179;397;525;193;848;1236;532;437;147;2083;179;1052;28;636;10;8;361;9;541;103;52;356
02038;HERRERA, LA;35;1;3;6;1;9;15;5;3;1;24;2;34;0;22;0;0;12;0;29;0;1;4
02039;HIGUERUELA;75;4;6;12;7;13;33;10;6;2;50;7;63;0;37;2;0;24;0;32;0;0;31
02040;HOYA-GONZALO;42;0;5;11;0;6;20;3;7;2;24;6;19;0;16;0;0;3;0;13;4;0;2
02041;JORQUERA;36;0;8;11;0;4;13;3;5;6;22;0;1;0;1;0;0;0;0;0;0;0;1
02042;LETUR;129;4;9;38;5;9;64;9;9;6;101;4;4;0;1;1;0;1;1;0;2;1;1
02043;LEZUZA;101;2;17;22;4;19;37;14;12;2;63;10;26;1;13;0;0;11;1;5;4;1;16
02044;LIÉTOR;181;16;6;26;9;33;91;29;9;13;119;11;26;0;22;0;0;4;0;17;0;1;8
02045;MADRIGUERAS;365;14;35;65;14;84;153;65;53;58;170;19;148;1;99;11;3;31;3;63;38;6;41
02046;MAHORA;110;3;12;23;4;27;41;20;17;34;35;4;27;3;12;1;2;9;0;11;0;9;7
02047;MASEGOSO;9;0;1;2;0;1;5;0;0;0;9;0;4;0;4;0;0;0;0;2;1;0;1
02048;MINAYA;113;2;12;28;3;24;44;13;9;27;57;7;30;1;22;0;0;6;1;6;4;12;8
02049;MOLINICOS;103;3;14;23;2;20;41;5;4;2;90;2;30;0;13;1;0;6;10;1;2;1;26
02050;MONTALVOS;2;0;0;1;0;1;0;0;0;0;2;0;11;0;6;0;0;5;0;0;0;0;11
02051;MONTEALEGRE DEL CASTILLO;150;6;13;19;9;47;56;11;42;8;71;18;203;2;163;7;1;27;3;147;47;1;8
02052;MOTILLEJA;51;2;7;13;1;13;15;9;0;5;33;4;3;0;1;2;0;0;0;1;0;0;2
02053;MUNERA;258;6;14;37;15;60;126;47;55;40;107;9;145;0;85;1;0;58;1;33;1;11;100
02054;NAVAS DE JORQUERA;44;1;3;8;0;8;24;9;2;6;26;1;50;1;34;0;1;12;2;46;3;0;1
02055;NERPIO;126;4;18;34;3;19;48;3;7;8;105;3;7;0;3;0;0;4;0;1;0;0;6
02056;ONTUR;143;5;23;28;5;38;44;27;16;9;89;2;51;0;40;0;0;11;0;41;3;0;7
02057;OSSA DE MONTIEL;262;7;23;55;6;60;111;20;38;7;197;0;78;1;31;3;0;42;1;0;3;9;66
02058;PATERNA DEL MADERA;31;1;4;9;0;8;9;0;11;2;17;1;0;0;0;0;0;0;0;0;0;0;0
02059;PEÑASCOSA;20;1;3;1;0;3;12;0;1;0;17;2;1;0;0;0;0;1;0;0;0;0;1
02060;PEÑAS DE SAN PEDRO;119;3;15;27;3;28;43;14;10;4;88;3;3;0;2;1;0;0;0;0;2;0;1
02061;PETROLA;46;0;5;14;3;6;18;4;4;3;34;1;13;0;12;0;0;1;0;12;0;0;1
02062;POVEDILLA;56;2;7;13;2;4;28;9;6;3;37;1;8;0;7;0;1;0;0;5;1;0;2
02063;POZOHONDO;167;5;19;35;9;38;61;15;10;9;128;5;51;0;43;0;0;7;1;39;1;1;10
02064;POZO-LORENTE;46;3;6;19;1;8;9;3;4;6;31;2;24;0;15;0;0;9;0;23;0;0;1
02065;POZUELO;38;1;4;3;0;5;25;3;2;1;32;0;18;0;15;0;0;3;0;8;0;0;10
02066;RECUEJA, LA;14;1;2;5;1;1;4;5;0;0;9;0;1;0;1;0;0;0;0;1;0;0;0
02067;RIOPAR;142;3;17;39;3;25;55;15;3;5;117;2;23;1;9;0;0;12;1;0;0;2;21
02068;ROBLEDO;29;2;0;8;3;7;9;2;1;3;22;1;15;1;7;0;0;7;0;13;1;0;1
02069;RODA, LA;1325;64;179;194;74;370;444;174;168;29;804;150;475;18;253;20;5;174;5;164;47;7;257
02070;SALOBRE;30;0;4;8;4;6;8;5;0;1;24;0;50;0;29;2;0;16;3;26;0;2;22
02071;SAN PEDRO;116;4;9;35;2;21;45;6;4;8;93;5;40;0;24;1;0;15;0;1;0;0;39
02072;SOCOVOS;225;6;35;47;7;49;81;26;15;12;156;16;9;0;4;0;0;5;0;3;0;1;5
02073;TARAZONA DE LA MANCHA;633;18;56;109;20;169;261;121;59;26;381;46;201;3;152;4;2;40;0;39;2;13;147
02074;TOBARRA;620;27;66;120;30;164;213;81;89;37;383;30;525;3;408;0;5;109;0;426;8;4;87
02075;VALDEGANGA;156;10;21;35;9;34;47;15;20;26;80;15;55;0;22;0;0;33;0;8;0;1;46
02076;VIANOS;30;1;3;7;0;4;15;3;2;1;22;2;2;0;1;0;0;1;0;1;0;0;1
02077;VILLA DE VES;8;1;1;2;0;3;1;1;0;1;6;0;1;0;1;0;0;0;0;0;0;1;0
02078;VILLALGORDO DEL JUCAR;52;2;8;15;1;10;16;8;4;4;34;2;17;1;7;0;1;7;1;5;0;1;11
02079;VILLAMALEA;307;7;36;65;13;66;120;71;47;14;168;7;199;3;83;4;1;102;6;138;6;4;51
02080;VILLAPALACIOS;59;1;6;19;3;9;21;6;6;3;43;1;18;0;18;0;0;0;0;17;1;0;0
02081;VILLARROBLEDO;2108;109;262;327;111;637;662;399;197;103;1327;82;1198;13;649;16;4;511;5;462;340;39;357
02082;VILLATOYA;8;0;1;4;0;1;2;2;0;0;6;0;2;0;0;0;0;2;0;0;0;0;2
02083;VILLAVALIENTE;17;0;2;2;0;4;9;1;2;0;11;3;3;0;3;0;0;0;0;3;0;0;0
02084;VILLAVERDE DE GUADALIMAR;59;1;5;19;1;12;21;5;1;3;48;2;9;0;8;0;0;1;0;0;2;0;7
02085;VIVEROS;27;2;2;5;1;6;11;7;1;0;17;2;2;0;2;0;0;0;0;1;0;0;1
02086;YESTE;318;11;36;99;12;64;96;37;8;59;208;6;34;1;11;1;0;21;0;0;2;3;29
02901;POZO CAÑADA;249;6;22;48;17;75;81;30;21;12;168;18;106;1;77;2;0;26;0;64;11;0;31
03001;ADSUBIA;18;0;3;3;1;7;4;1;0;0;17;0;15;1;8;0;0;4;2;1;1;2;11
03002;AGOST;376;16;54;108;17;92;89;61;54;28;205;28;109;3;64;2;1;38;1;28;29;17;35
03003;AGRES;30;2;5;13;1;4;5;3;3;3;20;1;17;0;9;1;0;7;0;0;3;0;14
03004;AIGÜES;71;3;9;21;2;15;21;0;4;6;58;3;11;0;4;0;0;6;1;0;0;0;11
03005;ALBATERA;1054;32;140;188;55;266;373;142;239;58;535;80;732;5;616;9;3;95;4;593;26;6;107
03006;ALCALALI;43;4;2;17;2;6;12;0;3;7;31;2;6;0;1;0;0;3;2;0;0;0;6
03007;ALCOCER DE PLANES;10;0;3;4;0;0;3;1;3;1;5;0;1;0;1;0;0;0;0;0;0;0;1
03008;ALCOLEJA;11;0;4;3;1;2;1;0;2;3;6;0;10;0;4;0;0;6;0;0;0;0;10
03009;ALCOY/ALCOI;5118;191;707;1082;181;1143;1814;124;1028;327;3364;275;1355;32;700;44;29;500;50;45;390;47;873
03010;ALFAFARA;28;2;3;7;1;4;11;2;11;0;15;0;8;0;4;1;0;3;0;0;1;0;7
03011;ALFAS DEL PI, L';971;35;157;221;39;210;309;15;19;71;851;15;419;16;190;14;28;154;17;0;4;61;354
03012;ALGORFA;161;3;16;27;7;48;60;4;15;20;119;3;84;1;59;4;0;20;0;46;5;8;25
03013;ALGUEÑA;138;5;23;33;3;31;43;13;39;4;66;16;27;1;16;0;0;9;1;5;6;0;16
03014;ALICANTE/ALACANT;27854;1008;4477;6802;894;6272;8401;561;1411;2592;21092;2198;12783;349;5923;284;350;5601;276;555;515;886;10827
03015;ALMORADI;1975;82;284;409;90;504;606;139;244;223;1148;221;652;18;438;18;6;163;9;257;43;59;293
03016;ALMUDAINA;3;0;0;1;0;0;2;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
03017;ALQUERIA D'ASNAR, L';25;0;3;4;1;7;10;0;9;4;11;1;12;1;8;0;0;3;0;0;1;0;11
03018;ALTEA;1424;45;214;355;58;332;420;30;39;134;1186;35;363;16;170;21;11;130;15;22;7;47;287
03019;ASPE;1860;85;278;438;65;402;592;248;340;157;925;190;440;9;232;4;4;177;14;79;104;38;219
03020;BALONES;16;1;2;6;0;2;5;0;0;2;14;0;0;0;0;0;0;0;0;0;0;0;0
03021;BANYERES DE MARIOLA;357;9;40;46;17;87;158;8;132;7;181;29;152;3;69;12;1;64;3;0;54;4;94
03022;BENASAU;4;0;0;3;0;0;1;0;0;0;4;0;6;0;4;1;0;1;0;0;2;0;4
03023;BENEIXAMA;81;6;7;15;5;19;29;7;23;3;43;5;68;3;43;0;0;21;1;28;2;2;36
03024;BENEJUZAR;435;20;62;98;28;94;133;23;70;62;251;29;140;9;97;9;6;19;0;5;2;31;102
03025;BENFERRI;141;5;20;36;0;32;48;13;26;21;74;7;23;0;15;2;0;6;0;14;3;0;6
03026;BENIARBEIG;125;8;20;30;1;22;44;1;3;14;100;7;46;0;27;1;0;18;0;0;2;3;41
03027;BENIARDA;9;0;1;3;0;1;4;1;0;0;8;0;7;0;6;0;0;1;0;6;0;0;1
03028;BENIARRES;75;3;10;18;0;16;28;6;17;8;42;2;5;0;2;1;0;2;0;0;2;1;2
03029;BENIGEMBLA;9;1;0;1;0;2;5;0;1;0;7;1;8;0;7;0;1;0;0;0;0;1;7
03030;BENIDOLEIG;55;2;7;13;1;16;16;3;4;7;41;0;30;0;18;0;0;12;0;5;1;2;22
03031;BENIDORM;5559;233;982;1183;171;1292;1698;51;116;269;5059;64;3728;59;1735;65;68;1733;68;1;56;167;3504
03032;BENIFALLIM;9;0;1;4;0;1;3;0;1;3;5;0;0;0;0;0;0;0;0;0;0;0;0
03033;BENIFATO;12;1;1;5;0;3;2;1;0;1;10;0;1;0;0;0;0;1;0;0;0;0;1
03034;BENIJOFAR;176;12;32;34;10;28;60;2;13;24;131;6;70;2;41;2;0;24;1;0;0;21;49
03035;BENILLOBA;59;5;9;16;3;6;20;1;9;3;44;2;1;0;1;0;0;0;0;0;0;0;1
03036;BENILLUP;5;0;0;3;0;0;2;0;1;2;2;0;1;0;0;0;0;1;0;0;0;0;1
03037;BENIMANTELL;35;3;8;5;0;7;12;1;1;0;32;1;6;1;3;1;0;0;1;2;0;1;3
03038;BENIMARFULL;19;1;2;6;0;3;7;1;3;2;12;1;23;0;12;0;0;11;0;17;5;0;1
03039;BENIMASSOT;13;0;3;6;0;2;2;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0
03040;BENIMELI;17;0;4;5;0;1;7;0;2;0;14;1;4;0;2;1;0;1;0;0;0;2;2
03041;BENISSA;648;22;101;152;21;163;189;16;30;88;495;19;156;4;81;11;6;48;6;2;9;31;114
03042;BENITACHELL/POBLE NOU DE BENITATXELL, EL;125;4;20;24;4;42;31;1;6;13;99;6;48;2;24;1;0;19;2;0;2;12;34
03043;BIAR;217;11;23;48;6;40;89;10;59;6;119;23;132;2;95;0;0;34;1;7;21;14;90
03044;BIGASTRO;570;13;86;115;17;159;180;55;76;93;303;43;919;12;775;6;14;109;3;684;23;30;182
03045;BOLULLA;14;0;1;5;0;4;4;0;0;0;14;0;1;0;1;0;0;0;0;1;0;0;0
03046;BUSOT;147;10;19;33;3;30;52;5;13;13;113;3;28;0;11;5;0;11;1;0;0;2;26
03047;CALPE/CALP;1510;69;262;347;61;366;405;22;40;167;1248;33;468;17;198;18;9;213;13;1;10;54;403
03048;CALLOSA D'EN SARRIA;465;20;82;113;30;116;104;102;8;44;305;6;98;2;47;1;0;46;2;33;8;5;52
03049;CALLOSA DE SEGURA;1557;83;231;316;62;414;451;112;293;125;866;161;246;0;113;15;5;105;8;11;81;13;141
03050;CAMPELLO, EL;1736;62;263;401;60;397;553;26;99;186;1346;79;362;9;132;10;14;186;11;3;12;46;301
03051;CAMPO DE MIRRA/CAMP DE MIRRA, EL;18;0;3;6;0;2;7;4;4;1;8;1;27;0;9;1;0;17;0;14;2;3;8
03052;CAÑADA;49;1;2;4;2;14;26;3;11;0;32;3;17;0;12;1;0;4;0;2;6;2;7
03053;CASTALLA;754;29;95;141;30;195;264;16;245;68;365;60;233;4;141;14;0;70;4;8;83;18;124
03054;CASTELL DE CASTELLS;29;1;6;10;1;4;7;0;2;3;22;2;6;0;3;0;0;3;0;0;0;0;6
03055;CATRAL;711;25;83;152;25;196;230;39;180;49;390;53;259;4;155;5;6;85;4;22;82;17;138
03056;COCENTAINA;936;37;104;208;36;182;369;17;231;64;557;67;365;12;180;16;11;134;12;0;75;4;286
