id_municipio;nombre_municipio;total_paro;p_h_u25;p_h_25_44;p_h_o45;p_m_u25;p_m_25_44;p_m_o45;p_agr;p_ind;p_con;p_ser;p_sin_empleo;total_contratos;c_h_indef;c_h_temp;c_h_conv;c_m_indef;c_m_temp;c_m_conv;c_agr;c_ind;c_con;c_ser
15061;ORTIGUEIRA;230;2;22;70;2;46;86;19;22;18;157;14;198;27;83;2;29;54;2;2;2;2;190
15062;OUTES;212;2;22;68;5;45;69;20;26;21;129;16;161;29;58;2;13;60;0;9;5;2;144
15063;OZA DOS RIOS;112;2;13;32;2;26;38;2;15;11;77;6;44;2;22;2;2;17;0;0;2;2;36
15064;PADERNE;72;0;11;24;0;19;18;2;16;2;51;0;21;5;2;0;2;10;0;2;7;2;10
15065;PADRON;374;7;46;105;11;81;124;7;61;25;252;29;366;74;131;14;44;96;7;2;117;13;234
15066;PINO, O;121;2;14;29;2;27;47;7;10;6;90;8;87;15;37;0;14;20;2;2;2;2;78
15067;POBRA DO CARAMIÑAL, A;348;6;51;83;2;72;133;15;47;21;243;22;319;26;123;6;20;137;7;6;143;5;165
15068;PONTECESO;187;2;28;53;2;34;66;9;38;24;99;17;94;8;47;2;7;28;2;7;2;2;81
15069;PONTEDEUME;316;2;42;101;2;66;104;2;21;32;234;27;156;22;46;0;17;71;0;0;13;2;141
15070;PONTES DE GARCIA RODRIGUEZ, AS;311;5;31;83;2;90;98;9;41;24;215;22;300;13;154;2;26;100;2;0;19;8;273
15071;PORTO DO SON;302;2;44;58;2;77;115;17;37;38;196;14;203;48;39;0;51;65;0;15;5;2;181
15072;RIANXO;398;11;68;90;10;78;141;24;66;32;253;23;157;16;44;2;42;51;0;9;25;2;120
15073;RIBEIRA;1160;30;150;233;26;286;435;60;100;63;826;111;692;134;211;6;101;237;2;29;119;22;522
15074;ROIS;159;2;18;42;2;34;60;2;19;10;113;14;42;9;9;2;6;16;2;10;2;2;27
15075;SADA;772;8;97;192;11;147;317;10;72;39;583;68;269;51;85;10;57;64;2;6;6;16;241
15076;SAN SADURNIÑO;92;2;2;29;2;20;36;6;8;9;62;7;66;6;26;2;8;25;0;5;2;2;57
15077;SANTA COMBA;424;6;42;91;9;99;177;23;56;58;254;33;208;54;40;2;33;74;2;19;13;15;161
15078;SANTIAGO DE COMPOSTELA;3969;67;671;990;57;936;1248;58;203;215;3093;400;4354;615;1559;43;473;1611;53;19;300;106;3929
15079;SANTISO;45;2;5;19;2;6;13;2;2;9;26;2;13;2;5;2;2;2;0;2;0;2;9
15080;SOBRADO;38;0;6;18;0;5;9;2;6;2;22;2;23;2;5;0;2;11;2;2;2;0;21
15081;SOMOZAS, AS;44;2;2;10;0;12;16;2;12;2;26;2;29;2;13;0;2;9;0;2;9;0;19
15082;TEO;697;19;104;157;20;146;251;14;49;53;506;75;365;59;129;7;63;106;2;0;6;17;342
15083;TOQUES;23;0;0;10;0;5;8;2;0;2;13;2;12;2;9;0;0;2;0;2;0;0;10
15084;TORDOIA;86;2;7;19;2;13;44;2;20;6;51;6;18;2;2;0;2;11;2;2;2;2;13
15085;TOURO;122;2;13;33;2;32;40;2;13;6;90;11;28;5;5;2;11;5;0;2;0;2;22
15086;TRAZO;72;0;9;19;0;22;22;2;9;5;52;2;18;2;7;0;6;2;0;5;2;2;9
15087;VALDOVIÑO;286;2;35;69;8;52;121;2;35;20;202;25;162;34;49;0;32;45;2;0;6;16;140
15088;VAL DO DUBRA;122;2;8;47;2;18;45;9;27;16;66;2;37;6;8;2;2;17;2;2;2;2;31
15089;VEDRA;138;2;23;34;2;35;41;8;14;9;99;8;178;24;82;2;6;65;0;6;16;2;153
15090;VILASANTAR;32;0;2;10;0;7;12;2;5;2;23;2;14;2;6;0;2;5;0;5;2;0;8
15091;VILARMAIOR;38;2;6;10;0;9;12;2;2;2;27;2;8;0;2;2;2;2;2;0;0;2;7
15092;VIMIANZO;230;5;20;46;5;57;97;14;37;34;133;12;161;15;60;5;16;65;0;2;20;11;126
15093;ZAS;168;2;15;53;2;27;69;12;30;19;98;9;49;7;15;2;5;19;2;2;2;2;40
15901;CARIÑO;152;2;19;44;0;23;65;8;9;14;110;11;37;9;12;0;2;13;0;9;0;2;26
15902;OZA-CESURAS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02001;ABENGIBRE;18;0;2;5;2;2;7;2;2;0;14;0;23;2;2;0;2;13;0;2;2;0;21
02002;ALATOZ;32;2;2;8;2;7;14;2;2;7;20;2;14;2;2;0;0;8;0;5;0;0;9
02003;ALBACETE;10301;399;1343;1965;417;2319;3858;389;872;567;7445;1028;6514;2201;1327;90;1232;1608;56;2195;443;239;3637
02004;ALBATANA;45;0;2;11;0;8;22;6;2;2;30;2;24;5;10;2;6;2;0;17;0;0;7
02005;ALBOREA;52;2;5;15;2;10;20;11;5;2;32;2;25;6;2;0;8;8;0;0;2;2;22
02006;ALCADOZO;47;0;5;10;0;7;25;2;2;2;41;0;22;6;2;0;7;2;2;2;0;0;20
02007;ALCALA DEL JUCAR;63;2;5;21;0;11;23;2;2;2;54;2;86;29;20;2;17;18;2;0;2;0;84
02008;ALCARAZ;98;2;14;22;6;14;38;9;2;5;74;7;26;2;2;0;2;14;2;0;0;0;26
02009;ALMANSA;1549;60;155;280;62;283;709;39;317;62;965;166;498;109;161;13;40;162;13;73;182;30;213
02010;ALPERA;135;2;13;22;2;30;64;20;30;2;74;7;46;5;17;0;5;19;0;7;2;2;35
02011;AYNA;29;2;6;12;2;2;6;0;2;5;20;0;13;2;2;0;2;8;0;0;0;0;13
02012;BALAZOTE;122;0;5;18;2;35;62;5;9;7;97;2;1812;1066;117;2;554;70;2;1755;10;2;46
02013;BALSA DE VES;10;0;2;2;0;2;2;2;0;2;6;2;2;2;0;0;0;0;0;0;0;0;2
02014;BALLESTERO, EL;15;0;0;2;0;5;7;2;0;2;11;0;19;5;6;0;2;6;0;7;2;2;9
02015;BARRAX;155;2;8;24;2;35;83;9;15;5;120;6;203;106;71;0;10;16;0;189;2;2;11
02016;BIENSERVIDA;41;0;2;10;2;2;24;2;0;2;35;2;15;2;2;0;7;5;0;2;2;0;12
02017;BOGARRA;60;2;5;24;2;10;15;2;2;11;40;2;12;2;2;0;2;2;0;0;0;0;12
02018;BONETE;69;0;7;11;2;14;35;12;6;5;42;2;26;2;10;0;6;9;0;2;0;8;17
02019;BONILLO, EL;170;2;9;23;5;30;101;9;11;10;138;2;46;20;5;0;14;7;0;27;0;0;19
02020;CARCELEN;17;2;2;5;0;2;8;2;2;0;14;0;14;2;2;0;2;6;0;0;2;0;13
02021;CASAS DE JUAN NÚÑEZ;99;2;13;21;2;22;37;2;8;6;70;11;23;8;2;0;9;2;0;2;0;2;16
02022;CASAS DE LÁZARO;15;0;2;2;2;2;7;2;2;0;12;2;8;2;0;0;2;0;0;0;0;0;8
02023;CASAS DE VES;23;2;2;6;2;2;10;2;2;2;17;0;20;2;10;0;2;7;0;2;0;2;18
02024;CASAS-IBAÑEZ;253;6;25;52;2;62;105;30;40;14;152;17;119;28;27;2;26;37;0;13;9;9;88
02025;CAUDETE;744;24;82;133;39;171;295;48;104;44;479;69;181;37;61;2;20;60;2;16;38;13;114
02026;CENIZATE;55;2;5;13;2;13;22;11;11;2;31;0;30;10;9;0;2;9;2;11;0;2;17
02027;CORRAL-RUBIO;14;0;2;5;0;2;7;2;2;0;9;2;42;2;24;0;2;13;0;7;2;0;32
02028;COTILLAS;13;0;2;9;0;0;2;2;2;2;8;0;2;0;2;0;0;0;0;0;0;0;2
02029;CHINCHILLA DE MONTE-ARAGÓN;231;7;22;47;11;56;88;5;28;12;157;29;119;31;39;0;16;32;2;25;20;2;71
02030;ELCHE DE LA SIERRA;307;5;37;70;7;64;124;9;17;15;249;17;89;18;29;0;13;29;0;2;6;2;78
02031;FEREZ;63;2;2;11;2;10;35;2;2;2;54;2;2;0;2;0;2;0;0;2;0;0;2
02032;FUENSANTA;20;2;0;2;0;2;11;2;0;2;17;2;12;2;2;0;2;2;0;5;0;0;7
02033;FUENTE-ÁLAMO;190;2;15;32;2;41;94;16;27;8;126;13;88;27;26;0;14;21;0;44;6;5;33
02034;FUENTEALBILLA;102;2;8;15;2;25;47;16;9;2;73;2;32;8;14;2;5;2;0;9;2;2;20
02035;GINETA, LA;139;2;7;24;5;47;55;5;11;2;111;8;227;54;127;0;9;36;2;159;2;2;63
02036;GOLOSALVO;2;0;0;2;0;0;2;0;0;2;2;0;2;0;0;0;2;2;0;0;0;0;2
02037;HELLIN;2058;61;197;338;90;466;906;187;278;106;1368;119;1751;650;575;7;224;290;5;1266;83;52;350
02038;HERRERA, LA;22;0;0;5;0;6;11;2;2;2;16;0;20;2;7;0;5;2;0;15;0;0;5
02039;HIGUERUELA;47;2;2;7;2;11;23;2;5;2;35;2;32;11;7;2;2;12;0;11;2;0;19
02040;HOYA-GONZALO;27;2;0;2;0;7;13;2;2;2;20;2;61;45;2;0;12;2;2;54;2;0;5
02041;JORQUERA;21;0;2;11;0;2;7;2;2;2;14;0;2;0;2;0;2;2;0;0;0;0;2
02042;LETUR;77;2;7;28;2;2;34;8;5;2;60;2;127;54;2;0;58;11;0;0;2;2;122
02043;LEZUZA;60;2;2;15;2;9;27;9;5;2;38;6;140;71;9;0;48;12;0;91;7;2;41
02044;LIÉTOR;118;6;2;18;2;15;76;5;7;7;93;6;14;2;2;0;2;2;0;0;0;0;14
02045;MADRIGUERAS;263;8;19;51;2;63;120;28;27;26;168;14;113;9;46;5;9;44;0;2;45;2;62
02046;MAHORA;94;2;8;17;2;24;39;9;7;39;34;5;127;7;83;0;12;25;0;2;0;6;117
02047;MASEGOSO;5;0;2;2;0;0;2;0;0;0;5;0;2;2;2;0;0;2;0;0;0;0;2
02048;MINAYA;77;2;11;17;5;10;33;7;9;2;57;2;52;27;10;0;8;7;0;26;9;2;15
02049;MOLINICOS;48;0;2;19;0;5;20;2;2;2;43;2;42;7;10;0;7;18;0;0;0;2;41
02050;MONTALVOS;2;0;0;0;0;2;0;0;0;0;2;0;2;0;2;0;0;2;0;0;0;0;2
02051;MONTEALEGRE DEL CASTILLO;112;5;14;9;2;31;50;9;47;0;48;8;124;72;9;2;31;10;0;91;12;0;21
02052;MOTILLEJA;43;2;2;15;2;9;14;2;5;2;30;2;80;40;18;0;12;10;0;65;0;0;15
02053;MUNERA;173;5;8;28;2;33;96;23;21;9;116;2;73;43;8;2;5;14;0;43;2;0;27
02054;NAVAS DE JORQUERA;22;0;2;2;0;2;15;2;2;0;16;2;12;2;2;0;2;2;0;8;2;2;2
02055;NERPIO;82;2;13;29;2;13;22;2;2;2;75;2;10;2;2;2;0;2;0;2;0;0;9
02056;ONTUR;113;6;14;21;2;28;41;13;9;5;82;2;51;2;27;0;8;12;0;28;2;0;22
02057;OSSA DE MONTIEL;126;2;13;31;2;14;61;6;12;13;94;2;75;18;13;2;30;13;0;2;2;2;70
02058;PATERNA DEL MADERA;20;0;2;5;0;2;9;0;0;2;17;2;2;0;2;0;0;0;0;0;0;0;2
02059;PEÑASCOSA;17;2;2;0;2;2;9;0;0;0;16;2;5;2;2;0;2;2;0;2;0;0;2
02060;PEÑAS DE SAN PEDRO;61;2;5;17;2;10;25;2;5;6;43;2;17;2;5;0;6;2;0;2;2;2;14
02061;PETROLA;31;2;2;10;2;2;11;2;2;2;18;7;8;2;5;0;2;2;0;2;5;0;2
02062;POVEDILLA;36;0;2;12;0;2;20;7;2;5;21;0;2;0;2;0;0;0;0;0;0;0;2
02063;POZOHONDO;105;2;9;26;0;23;46;12;2;5;80;5;103;66;16;0;17;2;0;87;6;0;10
02064;POZO-LORENTE;25;2;2;9;2;2;9;0;2;2;21;2;37;2;2;0;2;30;0;0;0;0;37
02065;POZUELO;27;0;2;7;0;2;14;2;0;2;24;0;16;8;2;2;2;2;0;2;0;0;15
02066;RECUEJA, LA;7;0;0;2;0;2;2;2;0;0;6;0;2;0;2;0;0;2;0;0;0;0;2
02067;RIOPAR;98;2;13;35;2;15;30;9;2;2;74;8;47;5;14;2;2;23;2;2;2;2;43
02068;ROBLEDO;20;0;2;8;2;2;8;0;2;0;17;2;15;2;2;0;5;6;0;5;0;0;10
02069;RODA, LA;990;30;93;145;35;264;423;73;123;22;640;132;723;335;123;7;140;112;6;389;43;18;273
02070;SALOBRE;17;2;2;8;0;2;2;0;0;2;14;2;22;2;5;0;5;8;0;0;2;0;21
02071;SAN PEDRO;73;2;6;21;0;14;31;8;2;7;53;2;131;64;8;0;50;9;0;100;0;0;31
02072;SOCOVOS;157;5;20;33;2;28;69;21;9;6;110;11;17;2;5;0;2;7;2;2;0;0;16
02073;TARAZONA DE LA MANCHA;453;15;38;71;16;104;209;46;41;15;309;42;163;50;45;0;18;47;2;57;6;2;96
02074;TOBARRA;406;13;26;65;18;120;164;28;68;11;248;51;239;68;87;2;42;37;2;142;14;8;75
02075;VALDEGANGA;99;2;13;23;0;24;36;11;16;10;52;10;36;10;2;0;14;9;0;2;2;2;31
02076;VIANOS;19;0;0;6;0;2;12;2;2;0;15;2;5;2;0;0;2;0;0;0;0;0;5
02077;VILLA DE VES;9;0;2;2;0;2;2;0;2;2;6;0;0;0;0;0;0;0;0;0;0;0;0
02078;VILLALGORDO DEL JUCAR;53;0;6;16;2;10;19;7;5;2;37;0;29;2;14;0;2;10;0;5;2;0;23
02079;VILLAMALEA;250;2;31;62;7;43;104;63;39;15;125;8;119;23;35;5;11;42;2;48;16;7;48
02080;VILLAPALACIOS;30;0;2;10;0;2;15;2;0;2;28;0;7;2;2;0;2;2;0;2;2;0;5
02081;VILLARROBLEDO;1460;46;182;237;65;403;527;147;146;85;999;83;582;144;159;13;67;189;10;80;179;70;253
02082;VILLATOYA;5;0;0;2;2;2;2;0;2;0;2;0;14;2;2;0;2;6;0;0;0;0;14
02083;VILLAVALIENTE;14;0;2;2;0;2;6;2;0;0;9;2;5;2;2;0;0;0;0;2;2;0;0
02084;VILLAVERDE DE GUADALIMAR;29;2;2;10;2;5;11;2;0;2;22;2;21;2;7;0;2;11;0;0;2;0;20
02085;VIVEROS;12;0;2;2;0;2;6;2;0;0;8;2;20;0;14;0;2;5;0;19;0;0;2
02086;YESTE;211;7;25;69;5;27;78;26;2;20;154;9;73;2;31;0;10;29;0;2;2;0;70
02901;POZO CAÑADA;193;7;15;40;8;45;78;11;16;14;137;15;37;8;14;0;2;11;0;8;7;2;21
03001;ADSUBIA;17;0;2;5;0;0;9;2;0;0;14;0;42;2;26;0;2;10;0;0;2;2;40
03002;AGOST;347;14;59;85;10;73;106;44;52;34;186;31;75;19;16;14;5;19;2;0;24;6;45
03003;AGRES;40;2;7;16;0;6;9;2;7;2;29;0;5;2;0;0;2;2;0;0;0;0;5
03004;AIGÜES;72;2;10;20;2;14;25;0;2;5;59;5;2;0;2;0;2;2;0;0;0;0;2
03005;ALBATERA;828;16;104;150;26;199;333;73;159;52;460;84;320;184;62;7;38;25;2;188;2;7;123
03006;ALCALALI;45;2;10;18;0;5;9;2;0;2;38;2;6;2;2;0;2;2;0;0;0;0;6
03007;ALCOCER DE PLANES;11;0;2;2;0;2;2;0;2;2;8;0;6;2;0;0;0;5;0;0;0;0;6
03008;ALCOLEJA;16;2;2;2;2;2;2;2;2;2;13;0;2;0;0;0;0;2;0;0;0;0;2
03009;ALCOY/ALCOI;4620;132;614;1035;123;1008;1708;99;908;312;3063;238;1045;188;347;21;123;355;11;7;385;37;616
03010;ALFAFARA;20;0;2;9;2;2;6;2;8;2;10;0;5;2;2;0;0;2;0;0;0;0;5
03011;ALFAS DEL PI, L';768;20;73;205;21;141;308;5;14;92;645;12;422;111;90;7;118;91;5;2;2;29;388
03012;ALGORFA;160;2;18;37;2;31;67;6;18;17;107;12;42;24;2;0;9;5;0;2;2;2;35
03013;ALGUEÑA;120;2;12;31;2;33;41;10;28;2;61;17;25;6;5;2;5;6;0;2;2;0;21
03014;ALICANTE/ALACANT;27498;859;3790;6849;789;5791;9420;543;1289;2508;20157;3001;11293;2476;3431;173;2016;3080;117;190;665;534;9904
03015;ALMORADI;1688;47;221;366;65;407;582;103;208;178;950;249;357;100;95;6;57;96;2;21;17;35;284
03016;ALMUDAINA;5;0;0;2;0;0;2;0;0;2;2;0;2;0;0;0;2;2;0;0;0;0;2
03017;ALQUERIA D'ASNAR, L';31;2;2;2;2;5;14;0;8;2;19;0;13;2;2;2;0;6;0;0;6;0;7
03018;ALTEA;1044;24;130;311;15;184;380;23;31;124;834;32;576;195;123;9;140;104;5;7;11;32;526
03019;ASPE;1681;62;218;364;51;368;618;192;263;161;922;143;278;80;69;17;45;58;9;52;53;22;151
03020;BALONES;20;0;2;7;2;2;2;0;0;2;19;0;5;0;2;0;2;2;0;0;0;0;5
03021;BANYERES DE MARIOLA;340;7;39;56;9;81;148;5;125;10;185;15;176;44;33;7;57;33;2;0;83;2;92
03022;BENASAU;10;2;2;5;0;2;2;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0
03023;BENEIXAMA;71;2;6;10;2;25;26;7;11;0;50;2;72;11;23;0;14;23;2;2;23;2;46
03024;BENEJUZAR;441;13;49;122;15;84;158;23;75;57;254;32;98;23;29;0;20;26;0;6;9;5;78
03025;BENFERRI;124;2;17;24;2;28;49;2;10;15;86;9;20;6;5;2;2;6;2;2;0;2;15
03026;BENIARBEIG;90;0;10;30;2;14;33;2;2;15;66;2;23;11;0;0;2;7;2;0;0;2;19
03027;BENIARDA;10;2;2;2;0;2;2;2;0;2;8;0;2;0;2;0;2;2;0;0;0;0;2
03028;BENIARRES;65;2;7;19;0;13;24;6;22;6;30;2;2;0;2;2;0;0;0;0;2;0;2
03029;BENIGEMBLA;23;0;2;12;0;0;9;0;0;2;21;0;0;0;0;0;0;0;0;0;0;0;0
03030;BENIDOLEIG;66;2;9;16;0;13;26;2;2;11;49;2;2;2;2;0;0;0;0;0;0;0;2
03031;BENIDORM;3494;70;379;899;57;683;1406;27;83;252;3073;59;3982;923;1038;59;905;1016;41;2;51;80;3850
03032;BENIFALLIM;7;0;2;2;0;2;2;0;0;2;6;0;2;0;0;0;0;2;0;0;0;0;2
03033;BENIFATO;11;0;2;2;0;2;2;0;2;0;10;0;2;0;0;0;0;2;0;0;0;0;2
03034;BENIJOFAR;142;5;19;32;6;28;52;2;14;18;102;2;54;14;12;2;15;10;2;0;0;5;49
03035;BENILLOBA;51;0;8;15;0;8;20;2;10;2;39;0;9;2;2;0;2;2;0;0;0;0;9
03036;BENILLUP;9;0;0;6;0;2;2;0;2;0;7;0;2;0;0;0;2;2;0;0;0;0;2
03037;BENIMANTELL;21;0;2;9;0;5;2;0;0;2;18;0;19;2;6;0;5;5;0;0;0;0;19
03038;BENIMARFULL;10;0;2;2;0;2;2;0;2;2;6;0;11;2;5;0;2;2;2;2;2;0;8
03039;BENIMASSOT;8;0;2;5;0;2;0;0;2;0;7;0;2;0;0;0;0;2;0;0;0;0;2
03040;BENIMELI;19;2;2;2;0;2;11;0;2;2;14;2;14;0;2;0;2;12;0;0;0;0;14
03041;BENISSA;509;8;68;133;5;101;194;13;28;68;383;17;157;52;23;0;49;32;2;0;24;11;122
03042;BENITACHELL/POBLE NOU DE BENITATXELL, EL;120;2;12;36;2;25;42;0;2;14;96;7;70;24;13;0;18;15;0;0;2;2;67
03043;BIAR;187;5;15;42;5;40;80;2;49;10;112;12;61;12;18;2;7;22;2;2;23;2;32
03044;BIGASTRO;526;14;79;108;19;116;190;32;58;97;293;46;203;93;30;0;71;9;0;24;2;19;156
03045;BOLULLA;19;2;2;5;0;6;5;2;0;0;18;0;6;0;2;0;0;5;0;2;0;0;2
03046;BUSOT;147;6;11;44;2;30;55;2;9;20;114;2;11;2;2;0;2;2;0;0;2;0;10
03047;CALPE/CALP;926;16;128;285;14;177;306;9;27;158;685;47;860;315;116;2;280;139;7;2;18;18;822
03048;CALLOSA D'EN SARRIA;334;9;56;88;8;73;100;75;12;50;191;6;103;46;15;2;21;20;0;2;5;22;73
03049;CALLOSA DE SEGURA;1435;51;201;289;64;377;453;85;259;111;796;184;161;38;51;2;25;45;2;7;22;6;126
03050;CAMPELLO, EL;1710;34;216;431;31;347;651;24;81;200;1299;106;645;202;132;2;168;132;7;2;25;40;576
03051;CAMPO DE MIRRA/CAMP DE MIRRA, EL;20;2;2;2;2;2;7;6;2;0;9;2;11;2;5;0;0;2;0;0;0;0;11
03052;CAÑADA;45;2;2;11;2;11;19;2;11;2;27;2;72;5;62;2;2;2;0;64;2;2;6
03053;CASTALLA;775;21;87;174;18;163;312;18;237;62;400;58;224;35;86;6;33;59;5;2;53;8;161
