id_municipio;nombre_municipio;total_paro;p_h_u25;p_h_25_44;p_h_o45;p_m_u25;p_m_25_44;p_m_o45;p_agr;p_ind;p_con;p_ser;p_sin_empleo;total_contratos;c_h_indef;c_h_temp;c_h_conv;c_m_indef;c_m_temp;c_m_conv;c_agr;c_ind;c_con;c_ser
13022;BALLESTEROS DE CALATRAVA;31;2;2;10;2;9;9;2;2;2;23;2;26;2;12;0;2;10;0;2;0;2;24
13023;BOLAÑOS DE CALATRAVA;645;26;55;69;24;183;288;46;76;18;447;58;330;146;49;9;65;60;2;135;67;7;121
13024;BRAZATORTAS;62;2;8;7;0;18;28;2;2;7;47;2;76;21;17;10;10;12;6;0;2;36;39
13025;CABEZARADOS;33;2;2;7;0;2;19;2;2;2;26;0;6;2;2;0;0;2;0;2;0;0;2
13026;CABEZARRUBIAS DEL PUERTO;30;2;2;7;0;2;12;2;2;2;23;2;2;0;2;0;0;2;0;0;0;0;2
13027;CALZADA DE CALATRAVA;306;12;34;59;9;68;124;15;15;30;209;37;45;19;9;0;2;13;0;9;2;6;28
13028;CAMPO DE CRIPTANA;780;31;84;113;36;198;318;83;52;65;510;70;266;115;51;9;42;47;2;50;25;39;152
13029;CAÑADA DE CALATRAVA;2;2;0;0;2;0;2;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0
13030;CARACUEL DE CALATRAVA;7;2;0;2;0;2;2;0;2;0;2;2;2;2;0;0;0;0;0;2;0;0;0
13031;CARRION DE CALATRAVA;238;16;17;57;8;51;89;19;9;19;176;15;56;6;19;2;2;24;2;2;0;2;53
13032;CARRIZOSA;121;2;7;21;2;22;65;11;26;32;47;5;6;2;2;0;2;2;0;2;2;0;2
13033;CASTELLAR DE SANTIAGO;131;2;8;18;2;36;63;26;2;9;85;7;34;10;11;0;7;6;0;2;2;2;25
13034;CIUDAD REAL;4747;196;658;942;192;1200;1559;148;192;215;3624;568;2472;454;620;45;289;1019;45;93;154;125;2100
13035;CORRAL DE CALATRAVA;95;2;14;16;0;29;35;2;7;9;68;7;37;20;8;0;2;7;0;0;5;20;12
13036;CORTIJOS, LOS;57;2;7;14;6;13;15;6;2;5;37;6;32;18;2;0;11;2;0;2;2;5;25
13037;COZAR;73;2;5;17;0;9;41;9;2;2;57;2;16;2;8;2;0;2;0;13;2;0;2
13038;CHILLON;107;5;11;29;5;26;31;2;12;12;74;7;16;6;2;0;2;6;0;5;0;2;7
13039;DAIMIEL;1500;69;159;297;38;304;633;63;87;144;1095;111;557;132;207;2;59;154;2;59;103;25;370
13040;FERNAN CABALLERO;82;10;9;14;2;14;31;10;2;2;59;8;26;0;8;0;2;16;2;0;0;0;26
13041;FONTANAREJO;19;0;2;7;0;2;7;2;2;0;16;2;2;2;2;0;0;2;0;2;0;0;2
13042;FUENCALIENTE;90;2;13;18;2;18;36;11;2;2;68;5;20;10;7;0;0;2;0;9;0;6;5
13043;FUENLLANA;10;2;2;2;0;2;2;2;0;0;8;2;8;0;2;0;0;5;0;0;0;0;8
13044;FUENTE EL FRESNO;297;12;25;43;16;65;136;54;10;33;168;32;48;11;12;2;11;13;0;13;2;6;27
13045;GRANATULA DE CALATRAVA;75;0;7;10;2;20;37;8;0;2;60;5;39;5;12;2;7;13;0;5;2;2;32
13046;GUADALMEZ;54;0;2;15;2;12;22;6;2;2;40;2;7;2;2;0;0;2;0;0;0;2;6
13047;HERENCIA;699;34;60;107;36;205;257;73;90;74;407;55;399;107;153;2;35;96;2;128;61;14;196
13048;HINOJOSAS DE CALATRAVA;40;0;2;11;0;14;11;0;0;5;34;2;2;0;0;0;2;0;0;0;0;0;2
13049;HORCAJO DE LOS MONTES;78;5;9;13;6;9;36;18;2;7;46;5;23;5;2;0;2;11;2;2;0;2;18
13050;LABORES, LAS;40;2;2;12;2;6;18;15;0;5;18;2;17;2;5;0;0;8;0;2;2;0;10
13051;LUCIANA;38;2;2;7;2;9;13;0;2;2;33;2;2;2;2;0;0;2;0;0;2;0;2
13052;MALAGON;623;29;69;125;23;147;230;79;49;47;401;47;142;33;32;0;31;45;2;8;12;5;117
13053;MANZANARES;1029;33;112;182;50;274;378;37;85;32;775;100;541;180;133;20;93;112;2;139;105;42;255
13054;MEMBRILLA;208;2;21;37;8;55;83;19;19;9;151;10;176;112;20;2;29;14;0;125;5;2;45
13055;MESTANZA;54;2;7;13;2;13;18;6;2;2;44;2;19;2;7;0;0;11;0;2;0;0;17
13056;MIGUELTURRA;1018;47;123;174;46;274;354;44;63;59;734;118;179;36;63;6;8;65;2;6;20;13;140
13057;MONTIEL;121;2;10;23;5;15;66;16;16;11;73;5;18;5;6;0;0;6;2;2;2;2;10
13058;MORAL DE CALATRAVA;302;2;21;52;15;74;136;30;28;28;183;33;137;31;29;2;23;53;0;23;2;24;87
13059;NAVALPINO;20;0;2;7;0;2;8;0;2;2;17;2;5;0;2;0;2;2;0;0;0;0;5
13060;NAVAS DE ESTENA;12;2;0;2;2;2;6;2;2;0;8;0;38;2;13;0;2;21;0;0;0;0;38
13061;PEDRO MUÑOZ;564;23;73;97;27;142;202;59;63;33;365;44;131;38;25;2;20;43;2;25;12;6;88
13062;PICON;49;2;2;11;5;11;17;6;0;0;39;2;25;8;11;0;2;2;2;2;2;9;11
13063;PIEDRABUENA;402;20;43;91;14;102;132;27;19;27;306;23;91;11;35;0;7;37;2;5;5;7;74
13064;POBLETE;154;5;6;36;2;57;46;2;2;5;131;10;51;2;23;2;2;24;2;2;2;9;38
13065;PORZUNA;333;14;35;72;18;89;105;27;11;38;238;19;66;14;11;0;6;35;0;2;2;2;58
13066;POZUELO DE CALATRAVA;314;14;23;55;14;96;112;22;24;19;220;29;80;14;27;2;2;33;0;6;9;2;64
13067;POZUELOS DE CALATRAVA, LOS;31;0;2;6;0;6;16;2;2;2;23;2;2;0;2;0;0;0;0;0;0;0;2
13068;PUEBLA DE DON RODRIGO;74;2;7;9;2;23;30;5;2;2;63;2;16;2;2;0;2;6;2;5;0;0;11
13069;PUEBLA DEL PRINCIPE;61;2;2;13;5;8;31;7;6;2;41;5;16;2;8;2;2;2;2;5;0;0;11
13070;PUERTO LAPICE;58;2;2;9;2;14;28;2;7;0;44;5;39;5;8;2;5;20;0;2;2;6;29
13071;PUERTOLLANO;3914;177;514;669;194;985;1375;87;240;338;2778;471;673;112;226;23;80;224;8;7;120;97;449
13072;RETUERTA DEL BULLAQUE;75;2;9;18;2;19;25;14;2;5;48;6;13;2;2;2;2;5;0;7;2;2;2
13073;SACERUELA;41;2;2;11;2;2;21;8;2;2;29;2;13;9;2;0;2;2;0;8;0;2;2
13074;SAN CARLOS DEL VALLE;61;2;2;9;2;22;25;12;2;2;45;0;10;2;2;0;0;7;0;2;0;2;6
13075;SAN LORENZO DE CALATRAVA;9;0;0;2;0;2;5;0;0;0;9;0;2;0;2;0;0;2;0;0;0;0;2
13076;SANTA CRUZ DE LOS CAÑAMOS;51;2;2;10;2;8;29;9;5;0;36;2;16;2;11;2;0;2;0;8;0;0;8
13077;SANTA CRUZ DE MUDELA;276;5;32;63;8;61;107;16;35;2;201;21;221;25;100;2;7;83;2;2;25;0;194
13078;SOCUELLAMOS;757;29;80;148;25;191;284;61;107;56;480;53;405;198;46;2;84;70;2;204;54;31;116
13079;SOLANA, LA;1090;22;94;131;39;271;533;96;150;62;746;36;339;137;70;6;75;48;2;99;9;15;216
13080;SOLANA DEL PINO;36;0;7;7;2;2;17;2;2;8;25;0;7;5;2;0;0;0;0;0;0;2;5
13081;TERRINCHES;56;2;8;12;0;6;29;7;2;2;38;2;19;0;14;0;0;5;0;2;0;2;17
13082;TOMELLOSO;2849;81;260;453;120;790;1145;286;259;219;1893;192;1091;459;217;26;193;180;16;441;65;110;475
13083;TORRALBA DE CALATRAVA;226;2;27;50;11;55;80;14;23;14;163;12;58;16;18;2;5;11;5;2;8;12;37
13084;TORRE DE JUAN ABAD;51;2;5;14;2;13;15;6;2;2;37;2;34;2;12;0;2;15;0;9;0;0;25
13085;TORRENUEVA;188;2;12;37;6;66;65;11;21;13;129;14;184;44;106;2;12;20;0;12;10;13;149
13086;VALDEMANCO DEL ESTERAS;17;0;2;5;2;0;9;0;0;2;14;0;5;0;2;0;0;2;0;0;0;0;5
13087;VALDEPEÑAS;2095;68;200;329;79;553;866;124;208;79;1449;235;495;137;134;15;52;151;6;52;33;50;360
13088;VALENZUELA DE CALATRAVA;55;2;5;5;2;9;32;2;2;2;43;5;23;2;8;0;0;11;0;2;0;2;21
13089;VILLAHERMOSA;96;2;8;29;2;13;40;16;6;5;65;2;34;8;11;0;6;9;0;11;2;2;20
13090;VILLAMANRIQUE;99;0;8;19;2;21;50;13;7;2;72;2;33;7;6;0;6;13;2;13;2;2;14
13091;VILLAMAYOR DE CALATRAVA;35;0;2;12;2;8;12;2;0;2;28;2;14;2;2;0;6;2;0;2;0;2;10
13092;VILLANUEVA DE LA FUENTE;184;2;20;38;6;30;86;18;26;15;116;9;27;2;11;0;2;9;2;2;2;2;23
13093;VILLANUEVA DE LOS INFANTES;310;11;29;69;5;60;136;42;21;12;221;14;127;10;57;2;7;50;2;28;2;6;90
13094;VILLANUEVA DE SAN CARLOS;11;2;2;0;2;0;6;2;0;0;7;2;14;2;8;0;0;5;0;2;0;0;13
13095;VILLAR DEL POZO;2;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
13096;VILLARRUBIA DE LOS OJOS;806;25;97;139;26;206;313;109;46;106;478;67;240;54;58;2;39;86;2;26;23;24;167
13097;VILLARTA DE SAN JUAN;192;2;16;30;2;53;86;21;10;5;140;16;113;45;29;2;12;24;0;63;9;7;34
13098;VISO DEL MARQUES;142;7;15;23;9;27;61;12;2;2;112;10;67;12;30;0;6;19;0;6;2;2;58
13901;ROBLEDO, EL;83;7;5;17;6;19;29;6;7;7;58;5;21;2;7;2;2;10;0;2;2;0;19
13902;RUIDERA;38;2;2;8;0;5;22;2;0;2;35;0;42;10;11;0;15;6;0;0;0;2;39
13903;ARENALES DE SAN GREGORIO;25;2;0;6;2;7;10;7;2;2;12;2;30;8;17;0;0;5;0;23;0;0;7
13904;LLANOS DEL CAUDILLO;28;2;2;2;2;6;13;6;2;0;18;2;238;154;19;0;54;11;0;211;0;19;8
14001;ADAMUZ;152;2;19;42;17;39;31;24;6;14;93;15;124;11;57;0;13;42;2;39;0;5;80
14002;AGUILAR DE LA FRONTERA;655;50;98;152;36;177;142;75;58;71;384;67;377;140;79;2;65;90;2;94;7;37;239
14003;ALCARACEJOS;111;9;11;31;2;29;30;2;7;26;71;2;47;5;18;2;2;20;2;2;0;7;38
14004;ALMEDINILLA;115;7;8;24;5;38;33;10;14;5;77;9;118;12;48;2;7;50;0;2;2;6;104
14005;ALMODOVAR DEL RIO;795;43;129;185;34;189;215;111;26;68;537;53;238;15;85;0;10;128;0;26;11;32;169
14006;AÑORA;92;2;12;17;5;22;33;6;2;37;42;5;73;2;31;0;0;37;2;6;8;25;34
14007;BAENA;1143;71;161;210;89;317;295;183;82;99;671;108;480;77;183;2;32;183;2;74;24;146;236
14008;BELALCAZAR;321;20;34;60;16;76;115;20;16;30;231;24;64;2;30;0;0;30;0;2;2;20;41
14009;BELMEZ;334;12;46;65;13;105;93;11;16;86;194;27;36;14;7;0;2;11;0;0;2;10;22
14010;BENAMEJI;226;9;31;56;22;63;45;33;33;24;116;20;149;15;56;0;13;64;2;13;7;51;78
14011;BLAZQUEZ, LOS;74;2;11;8;6;15;32;5;2;2;59;2;16;0;7;0;2;8;0;2;2;0;13
14012;BUJALANCE;396;18;59;82;31;116;90;119;25;41;180;31;261;37;147;2;2;69;2;126;6;78;51
14013;CABRA;1387;67;174;270;74;368;434;156;128;88;876;139;361;73;110;2;43;127;5;62;36;74;189
14014;CAÑETE DE LAS TORRES;122;2;16;31;5;33;35;23;5;18;67;9;74;14;50;2;2;7;0;50;2;8;15
14015;CARCABUEY;119;2;7;23;7;43;35;19;11;5;73;11;59;12;19;2;7;20;0;5;6;2;45
14016;CARDEÑA;86;2;15;13;5;20;29;7;2;11;58;6;65;6;15;0;6;38;0;6;0;16;43
14017;CARLOTA, LA;896;41;131;206;40;230;248;125;78;103;517;73;387;97;97;9;101;77;6;57;43;12;275
14018;CARPIO, EL;350;16;31;80;28;89;106;35;32;35;217;31;174;21;79;2;2;62;6;6;54;20;94
14019;CASTRO DEL RIO;347;16;42;75;30;111;73;77;20;37;174;39;256;29;100;2;13;111;0;65;2;116;74
14020;CONQUISTA;18;0;2;2;2;7;5;2;0;2;14;2;13;0;2;0;2;9;0;2;0;0;11
14021;CORDOBA;30572;1236;4260;6631;1181;6572;10692;1425;2488;2067;20972;3620;8064;1415;2795;170;733;2845;106;448;809;601;6206
14022;DOÑA MENCIA;189;13;38;33;15;52;38;25;27;16;95;26;89;9;34;0;2;42;2;15;2;40;33
14023;DOS TORRES;172;6;19;35;10;37;65;8;16;49;95;2;72;18;23;2;2;27;0;18;9;2;44
14024;ENCINAS REALES;185;13;25;41;12;40;54;19;17;29;101;19;30;14;6;2;2;8;0;5;2;2;20
14025;ESPEJO;114;6;16;26;7;37;22;18;2;13;75;2;82;11;40;2;2;25;2;28;2;8;44
14026;ESPIEL;219;10;21;42;14;43;89;16;25;34;128;16;101;11;48;5;6;31;0;8;38;11;44
14027;FERNAN-NUÑEZ;647;38;108;135;36;176;154;62;34;66;419;66;155;20;74;5;8;46;2;24;8;19;104
14028;FUENTE LA LANCHA;41;2;8;10;2;9;11;2;0;15;22;2;15;0;2;0;0;11;0;0;0;10;5
14029;FUENTE OBEJUNA;578;19;57;133;26;120;223;59;30;54;408;27;84;17;25;0;23;17;2;13;2;15;52
14030;FUENTE PALMERA;499;29;81;122;26;131;110;84;42;80;256;37;415;93;102;6;91;121;2;71;23;162;159
14031;FUENTE-TOJAR;34;2;9;6;2;7;9;6;2;2;25;2;16;0;8;0;2;7;0;2;0;0;15
14032;GRANJUELA, LA;60;2;2;13;2;12;29;2;2;19;37;2;11;2;2;0;0;6;0;2;0;2;9
14033;GUADALCAZAR;83;2;11;12;2;33;20;11;2;2;64;2;81;2;50;2;2;26;0;37;2;27;14
14034;GUIJO, EL;25;2;8;6;2;2;5;0;0;0;23;2;9;2;2;2;0;5;0;0;0;2;8
14035;HINOJOSA DEL DUQUE;667;22;79;104;29;158;275;35;46;78;448;60;80;6;35;2;6;28;2;0;5;18;57
14036;HORNACHUELOS;274;11;40;65;11;76;71;56;11;53;143;11;301;43;145;0;18;94;2;200;7;25;69
14037;IZNAJAR;131;19;13;29;18;23;29;18;13;8;67;25;98;24;29;0;13;32;0;14;8;19;57
14038;LUCENA;3652;168;461;645;165;996;1217;355;753;182;1999;363;857;231;211;32;108;247;28;66;171;146;474
14039;LUQUE;153;15;16;29;19;32;42;15;10;12;93;23;74;15;24;2;6;26;2;18;14;14;28
14040;MONTALBAN DE CORDOBA;133;9;25;22;14;39;24;25;13;11;69;15;357;33;130;2;53;135;5;264;12;47;34
14041;MONTEMAYOR;209;12;33;48;13;65;38;30;18;28;115;18;89;16;37;0;2;34;0;24;18;13;34
14042;MONTILLA;1560;55;178;263;63;384;617;193;184;97;937;149;732;86;294;21;37;284;10;121;150;62;399
14043;MONTORO;569;39;43;112;31;167;177;104;42;53;320;50;329;42;120;2;32;133;0;127;12;90;100
14044;MONTURQUE;112;8;10;21;8;34;31;25;7;12;59;9;62;8;24;2;2;27;0;5;16;2;39
14045;MORILES;208;9;35;53;10;59;42;35;24;32;101;16;129;25;38;2;11;54;0;34;12;42;41
14046;NUEVA CARTEYA;190;16;27;41;11;58;37;46;8;18;98;20;169;16;69;0;2;81;0;34;2;93;40
14047;OBEJO;181;8;16;46;14;40;57;11;8;18;131;13;13;0;6;0;2;6;0;2;0;2;9
14048;PALENCIANA;73;8;11;13;6;21;14;13;6;2;43;7;38;5;15;0;2;14;0;7;2;2;28
14049;PALMA DEL RIO;1381;70;181;260;77;388;405;264;70;99;835;113;910;152;387;7;79;283;2;461;12;158;279
14050;PEDRO ABAD;203;7;22;41;10;58;65;20;18;23;129;13;75;18;12;2;14;28;2;7;8;18;42
14051;PEDROCHE;118;7;10;26;7;35;33;12;5;28;67;6;31;0;10;0;2;19;0;6;0;0;25
14052;PEÑARROYA-PUEBLONUEVO;1307;65;192;226;68;355;401;50;57;114;939;147;167;38;21;0;42;66;0;0;16;13;138
14053;POSADAS;499;20;64;98;29;128;160;71;21;41;334;32;191;42;73;2;19;51;5;66;19;43;63
14054;POZOBLANCO;1238;55;150;217;79;309;428;113;93;120;781;131;391;51;153;6;24;147;10;16;65;20;290
14055;PRIEGO DE CORDOBA;1511;75;188;268;68;387;525;144;222;102;898;145;443;106;90;2;36;204;5;25;33;117;268
14056;PUENTE GENIL;2682;148;357;495;140;745;797;418;306;229;1417;312;873;196;264;23;79;254;57;176;162;128;407
14057;RAMBLA, LA;370;16;63;73;17;105;96;55;59;15;218;23;228;24;109;5;15;70;5;52;22;73;81
14058;RUTE;409;23;46;101;28;100;111;59;59;40;212;39;213;36;77;6;14;78;2;19;31;89;74
14059;SAN SEBASTIAN DE LOS BALLESTEROS;38;2;2;13;2;13;7;2;0;9;25;2;17;2;5;0;2;10;0;5;2;6;5
14060;SANTAELLA;181;11;26;31;13;62;38;29;14;9;119;10;356;66;109;2;46;132;2;211;41;2;101
14061;SANTA EUFEMIA;62;2;7;14;6;7;24;2;2;7;44;2;48;2;18;0;0;29;0;2;2;12;33
14062;TORRECAMPO;65;2;7;21;2;17;15;2;2;15;43;2;34;0;13;0;2;17;2;2;2;6;24
14063;VALENZUELA;35;2;8;6;2;9;9;2;0;2;24;6;33;2;13;0;2;17;0;8;0;20;5
14064;VALSEQUILLO;40;2;6;2;5;10;13;0;0;23;15;2;6;2;2;0;2;2;0;2;0;0;5
14065;VICTORIA, LA;151;11;23;35;12;34;36;16;6;19;96;14;67;8;16;0;2;41;2;9;2;18;37
14066;VILLA DEL RIO;541;23;76;123;28;127;164;74;123;41;268;35;162;24;74;2;11;47;2;19;33;32;78
14067;VILLAFRANCA DE CORDOBA;379;18;32;86;28;102;113;32;32;30;252;33;166;29;85;2;11;40;0;52;16;12;86
14068;VILLAHARTA;57;0;9;15;2;12;20;2;2;2;50;2;47;2;17;0;5;21;2;0;0;0;47
14069;VILLANUEVA DE CORDOBA;522;41;73;111;24;136;137;88;31;46;318;39;221;21;90;2;9;96;2;34;7;14;166
14070;VILLANUEVA DEL DUQUE;92;6;10;12;2;22;39;11;2;28;44;6;58;2;25;2;2;27;0;2;0;6;50
14071;VILLANUEVA DEL REY;105;2;9;17;2;32;41;11;5;9;74;6;32;0;13;0;7;11;2;2;2;0;29
14072;VILLARALTO;60;6;5;17;2;10;19;10;6;12;27;5;42;5;12;0;6;19;0;2;2;19;21
14073;VILLAVICIOSA DE CORDOBA;286;8;41;68;15;59;95;60;13;42;147;24;57;2;31;0;2;21;0;11;2;25;19
14074;VISO, EL;131;8;19;23;2;43;34;10;8;8;99;6;107;10;39;2;6;47;2;2;7;2;93
14075;ZUHEROS;30;2;2;11;2;6;7;2;2;5;18;2;11;2;2;0;2;2;0;2;2;0;5
14901;FUENTE CARRETEROS;48;2;2;15;5;7;14;9;2;9;24;2;2;0;0;2;0;2;2;0;0;2;2
14902;GUIJARROSA, LA;54;2;12;8;2;18;11;9;5;2;35;2;18;0;13;0;0;5;0;2;0;0;17
16001;ABIA DE LA OBISPALIA;2;0;0;2;0;0;0;0;0;0;2;0;6;0;2;0;0;2;0;0;0;0;6
16002;ACEBRON, EL;17;0;2;2;2;2;8;2;2;0;12;2;8;2;0;0;2;2;0;7;0;0;2
16003;ALARCON;8;0;2;2;0;2;2;0;0;2;7;0;15;2;6;0;6;2;0;2;0;0;14
16004;ALBALADEJO DEL CUENDE;6;0;0;2;0;2;2;0;0;2;5;0;2;0;2;0;0;0;0;0;0;0;2
16005;ALBALATE DE LAS NOGUERAS;13;0;2;2;0;2;6;2;2;2;10;0;5;2;2;0;0;2;0;0;0;0;5
16006;ALBENDEA;2;0;0;2;0;0;2;0;2;0;2;0;2;2;2;0;0;0;0;0;0;0;2
16007;ALBERCA DE ZANCARA, LA;35;0;8;9;0;8;10;8;2;2;23;2;483;266;19;2;182;14;0;474;0;2;8
16008;ALCALA DE LA VEGA;2;0;0;2;0;2;0;0;0;0;2;0;2;0;2;0;0;2;0;0;0;0;2
16009;ALCANTUD;2;2;0;2;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0
16010;ALCAZAR DEL REY;13;2;2;2;2;2;2;0;2;2;9;2;0;0;0;0;0;0;0;0;0;0;0
16011;ALCOHUJATE;2;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
16012;ALCONCHEL DE LA ESTRELLA;2;0;0;0;0;2;2;0;0;0;2;0;2;0;0;0;0;2;0;0;0;0;2
16013;ALGARRA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16014;ALIAGUILLA;20;0;2;8;0;2;6;9;0;0;11;0;7;2;0;0;0;5;0;2;0;0;6
16015;ALMARCHA, LA;22;2;2;6;0;2;8;2;2;2;18;2;8;2;0;0;2;0;0;2;0;0;7
16016;ALMENDROS;5;0;2;2;0;0;2;0;2;0;2;0;7;2;2;0;0;2;0;2;0;2;2
16017;ALMODOVAR DEL PINAR;21;2;2;2;2;5;9;2;2;0;18;0;2;2;0;0;2;2;0;0;0;2;2
16018;ALMONACID DEL MARQUESADO;16;0;2;2;0;2;8;2;2;0;12;2;15;0;9;2;0;5;0;0;0;2;13
16019;ALTAREJOS;2;0;2;0;0;2;0;0;0;2;2;0;2;0;2;0;0;0;0;2;0;0;0
16020;ARANDILLA DEL ARROYO;2;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
16022;ARCOS DE LA SIERRA;2;0;2;2;0;0;2;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
16023;CHILLARON DE CUENCA;39;2;7;10;0;9;11;0;2;2;28;6;10;2;2;0;2;2;0;0;2;2;8
16024;ARGUISUELAS;5;0;0;0;0;2;2;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0
16025;ARRANCACEPAS;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;2;0
16026;ATALAYA DEL CAÑAVATE;8;0;2;2;2;0;2;2;0;0;7;0;13;5;2;0;2;2;0;0;0;0;13
16027;BARAJAS DE MELO;63;2;7;11;5;13;25;2;7;2;45;2;55;21;11;0;10;13;0;32;2;2;19
16029;BARCHIN DEL HOYO;5;0;2;2;0;0;2;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0
16030;BASCUÑANA DE SAN PEDRO;2;0;0;2;0;0;0;0;0;0;2;0;2;0;0;0;0;2;0;0;0;0;2
16031;BEAMUD;2;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
16032;BELINCHON;18;0;2;5;0;2;5;0;6;2;11;0;14;6;2;0;0;6;0;2;2;2;7
16033;BELMONTE;91;2;2;19;2;12;52;2;5;2;73;7;31;6;8;0;7;9;2;6;2;0;23
16034;BELMONTEJO;2;2;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;0;2;0;0;2
16035;BETETA;6;0;2;0;0;2;2;0;0;2;5;0;83;2;43;0;2;36;0;0;78;0;5
16036;BONICHES;2;0;0;2;0;0;0;0;0;2;2;0;2;0;0;0;0;2;0;0;0;0;2
16038;BUCIEGAS;2;0;0;2;0;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
16039;BUENACHE DE ALARCON;35;2;2;7;0;9;16;2;2;2;28;2;5;2;0;0;0;2;0;0;2;0;2
16040;BUENACHE DE LA SIERRA;2;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
16041;BUENDIA;16;0;2;7;0;2;5;2;0;2;13;0;23;2;5;0;5;10;0;0;0;0;23
16042;CAMPILLO DE ALTOBUEY;57;2;2;17;2;12;22;6;6;6;36;2;21;6;2;0;6;6;0;2;2;2;15
16043;CAMPILLOS-PARAVIENTOS;2;0;0;2;0;2;2;0;2;0;0;0;2;0;0;0;0;2;0;0;0;0;2
16044;CAMPILLOS-SIERRA;2;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
16045;CANALEJAS DEL ARROYO;10;0;2;2;0;2;2;2;2;0;6;0;2;2;2;0;2;2;0;2;0;0;2
16046;CAÑADA DEL HOYO;9;0;2;2;0;2;2;2;2;0;7;0;6;2;2;0;2;0;0;0;0;0;6
16047;CAÑADA JUNCOSA;2;0;0;0;0;2;0;0;0;0;2;0;2;2;0;0;2;0;0;2;0;0;2
16048;CAÑAMARES;34;0;2;10;0;7;15;2;2;2;25;2;9;2;2;0;2;2;0;0;2;0;7
16049;CAÑAVATE, EL;2;0;0;2;0;0;2;2;2;0;2;0;2;2;2;0;0;2;0;0;0;0;2
16050;CAÑAVERAS;13;0;2;5;2;2;2;2;0;2;6;2;2;0;0;0;0;2;0;0;0;0;2
16051;CAÑAVERUELAS;7;0;2;2;0;0;2;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
16052;CAÑETE;34;2;5;9;2;8;8;2;6;2;21;2;33;2;14;0;2;14;0;2;0;2;29
16053;CAÑIZARES;16;0;2;2;0;2;9;0;2;0;13;0;12;2;5;0;0;2;2;0;2;0;10
16055;CARBONERAS DE GUADAZAON;23;0;2;7;2;2;10;2;2;2;14;0;23;5;2;2;0;15;2;2;0;0;19
16056;CARDENETE;22;0;2;8;0;5;6;2;2;0;17;2;9;0;2;0;2;2;2;0;0;0;9
16057;CARRASCOSA;2;0;0;2;0;0;0;0;0;0;2;0;2;0;0;0;0;2;0;0;0;0;2
16058;CARRASCOSA DE HARO;2;0;0;2;0;2;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0
16060;CASAS DE BENITEZ;36;0;5;10;0;9;12;2;2;2;25;2;15;2;6;0;0;8;0;0;0;0;15
16061;CASAS DE FERNANDO ALONSO;49;0;7;8;0;14;20;8;2;2;32;2;135;86;2;0;44;2;0;120;2;0;14
16062;CASAS DE GARCIMOLINA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16063;CASAS DE GUIJARRO;2;0;0;2;0;0;2;2;0;0;2;0;2;0;2;0;0;0;0;0;0;0;2
16064;CASAS DE HARO;37;2;2;12;2;2;18;5;0;0;32;0;7;0;5;0;2;2;0;2;2;0;5
16065;CASAS DE LOS PINOS;8;0;2;2;0;2;2;0;0;2;6;2;74;44;2;0;27;2;0;67;2;0;6
16066;CASASIMARRO;128;9;14;31;2;19;52;29;6;7;78;8;61;15;18;2;2;25;2;6;2;2;49
16067;CASTEJON;8;0;2;2;0;0;5;2;2;2;2;2;2;0;2;0;2;0;0;2;0;0;2
16068;CASTILLEJO DE INIESTA;9;2;0;2;2;2;2;5;0;0;2;2;10;2;0;0;5;2;0;0;0;2;9
16070;CASTILLEJO-SIERRA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16071;CASTILLO-ALVARAÑEZ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16072;CASTILLO DE GARCIMUÑOZ;8;0;0;2;0;2;2;0;0;2;6;0;6;0;2;0;2;2;2;0;0;2;5
16073;CERVERA DEL LLANO;16;2;2;7;0;2;5;0;2;0;14;0;7;2;2;0;0;2;0;0;0;0;7
16074;CIERVA, LA;2;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
