ID_MUNICIPIO;FECHA_ELECCION;V_AHORA_CANARIAS_2019;V_ANDECHA_2019;V_AUNACV_2019;V_AVANT_ADELANTE_LOS_VERDES_2019;V_AVANT_LOS_VERDES_2019;V_AxSÍ_2019;V_BNG_2019;V_CAnda_2019;V_CCa-PNC-NC_2019;V_CHA_2019;V_CONTIGO_2019;V_CUP-PR_2019;V_C_21_2019;V_CpM_2019;V_Cs_2019;V_DPL_2019;V_EAJ-PNV_2019;V_EB_2019;V_ECP-GUANYEM_2019;V_EH_Bildu_2019;V_ELAK/PCTE_2019;V_ERC-SOBIRANISTES_2019;V_ERPV_2019;V_EXTREMADURA_UNIDA_2019;V_FE_de_las_J_2019;V_FIA_2019;V_GBAI_2019;V_IFem_2019;V_IZAR_2019;V_IZQP_2019;V_JxCAT-JUNTS_2019;V_LOS_VERDES_2019;V_MAS_2019;V_MDyC_2019;V_M_PAÍS_2019;V_M_PAÍS-CHA-_2019;V_MÁS_PAÍS_2019;V_MÁS_PAÍS-AN_2019;V_MÁS_PAÍS-CA_2019;V_MÁS_PAÍS-EQ_2019;V_MÉS-ESQUERR_2019;V_MÉS_COMPROM_2019;V_NA+_2019;V_NC-CCa-PNC_2019;V_P-LIB_2019;V_PACMA_2019;V_PCOE_2019;V_PCPA_2019;V_PCPC_2019;V_PCPE_2019;V_PCTC_2019;V_PCTE_2019;V_PCTE/ELAK_2019;V_PCTG_2019;V_PDSJE_2019;V_PH_2019;V_PODEMOS-EU_2019;V_PODEMOS-EUIB_2019;V_PODEMOS-EUPV_2019;V_PODEMOS-IU_2019;V_PODEMOS-IU-_2019;V_PODEMOS-IU-BATZARRE_2019;V_PODEMOS-IU_LV_CA_2019;V_PODEMOS-IX_2019;V_PP_2019;V_PP-FORO_2019;V_PPSO_2019;V_PRC_2019;V_PREPAL_2019;V_PSC-PSOE_2019;V_PSE-EE_(PSOE)_2019;V_PSOE_2019;V_PSdeG-PSOE_2019;V_PUM+J_2019;V_PYLN_2019;V_RECORTES_CERO-GV_2019;V_RECORTES_CERO-GV-PCAS-TC_2019;V_RISA_2019;V_SOLIDARIA_2019;V_SOMOS_REGIÓ_2019;V_UDT_2019;V_UIG-SOM-CUIDES_2019;V_UNIDOS_SÍ-A_2019;V_UNIÓN_REGIO_2019;V_UPL_2019;V_VERDES_2019;V_VOX_2019;V_XAV_2019;V_centrados_2019;V_¡TERUEL_EXI_2019
04036;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;59;0;0;0;0;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0
04037;2019-11;0;0;0;0;0;2;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;194;0;0;0;0;0;0;400;0;3;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0
04038;2019-11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199;0;490;0;0;0;0;0;0;694;0;0;0;1;0;0;0;0;0;0;0;0;0;0;410;0;0;0
04041;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;79;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0
04043;2019-11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;13;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;79;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0
04044;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;0;349;0;0;0;0;0;0;328;0;1;0;3;0;0;0;0;0;0;0;0;0;0;228;0;0;0
04045;2019-11;0;0;0;0;0;2;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;151;0;0;0;0;0;0;670;0;5;0;0;0;0;0;0;0;0;0;0;0;0;275;0;0;0
04046;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;147;0;0;0;0;0;0;248;0;3;0;1;0;0;0;0;0;0;0;0;0;0;131;0;0;0
04047;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;0;541;0;0;0;0;0;0;610;0;0;0;2;0;0;0;0;0;0;0;0;0;0;284;0;0;0
04048;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0;200;0;0;0;0;0;0;287;0;2;0;0;0;0;0;0;0;0;0;0;0;0;237;0;0;0
04049;2019-11;0;0;0;0;0;2;0;0;0;0;0;0;0;0;243;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;299;0;916;0;0;0;0;0;0;1357;0;4;0;6;0;0;0;0;0;0;0;0;0;0;831;0;0;0
04050;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;101;0;0;0;0;0;0;208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;0;0;0
04051;2019-11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;104;0;0;0;0;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0
04052;2019-11;0;0;0;0;0;11;0;0;0;0;0;0;0;0;759;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;921;0;1543;0;0;0;0;0;0;2222;0;6;0;10;0;0;0;0;0;0;0;0;0;0;2641;0;0;0
04053;2019-11;0;0;0;0;0;13;0;0;0;0;0;0;0;0;746;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;418;0;2648;0;0;0;0;0;0;2713;0;10;0;7;0;0;0;0;0;0;0;0;0;0;2056;0;0;0
04054;2019-11;0;0;0;0;0;2;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;80;0;0;0;0;0;0;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0
04055;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;73;0;0;0;0;0;0;156;0;0;0;1;0;0;0;0;0;0;0;0;0;0;32;0;0;0
04056;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;62;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0
04057;2019-11;0;0;0;0;0;2;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;231;0;0;0;0;0;0;321;0;2;0;2;0;0;0;0;0;0;0;0;0;0;198;0;0;0
04058;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;47;0;0;0;0;0;0;101;0;0;0;1;0;0;0;0;0;0;0;0;0;0;41;0;0;0
04059;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;130;0;0;0;0;0;0;386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;0;0;0
04060;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;126;0;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0
04061;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;50;0;0;0;0;0;0;211;0;2;0;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0
04062;2019-11;0;0;0;0;0;3;0;0;0;0;0;0;0;0;174;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;171;0;949;0;0;0;0;0;0;1220;0;3;0;2;0;0;0;0;0;0;0;0;0;0;630;0;0;0
04063;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;192;0;0;0;0;0;0;256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0
04064;2019-11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;137;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;0;602;0;0;0;0;0;0;579;0;5;0;3;0;0;0;0;0;0;0;0;0;0;380;0;0;0
04065;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;62;0;0;0;0;0;0;141;0;0;0;1;0;0;0;0;0;0;0;0;0;0;47;0;0;0
04066;2019-11;0;0;0;0;0;2;0;0;0;0;0;0;0;0;389;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;488;0;2225;0;0;0;0;0;0;2289;0;6;0;3;0;0;0;0;0;0;0;0;0;0;2979;0;0;0
04067;2019-11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;87;0;0;0;0;0;0;189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0
04068;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;47;0;0;0;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0
04069;2019-11;0;0;0;0;0;3;0;0;0;0;0;0;0;0;215;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235;0;892;0;0;0;0;0;0;1193;0;7;0;6;0;0;0;0;0;0;0;0;0;0;696;0;0;0
04070;2019-11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;308;0;0;0;0;0;0;368;0;0;0;2;0;0;0;0;0;0;0;0;0;0;291;0;0;0
04071;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;63;0;0;0;0;0;0;157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0
04072;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;64;0;0;0;0;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;0;0;0
04073;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;55;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;0;0;0
04074;2019-11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;88;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168;0;346;0;0;0;0;0;0;618;0;1;0;2;0;0;0;0;0;0;0;0;0;0;514;0;0;0
04075;2019-11;0;0;0;0;0;2;0;0;0;0;0;0;0;0;252;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177;0;1059;0;0;0;0;0;0;1205;0;4;0;2;0;0;0;0;0;0;0;0;0;0;912;0;0;0
04076;2019-11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;39;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;174;0;0;0;0;0;0;412;0;0;0;3;0;0;0;0;0;0;0;0;0;0;144;0;0;0
04077;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;150;0;0;0;0;0;0;78;0;1;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0
04078;2019-11;0;0;0;0;0;2;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;0;133;0;0;0;0;0;0;271;0;0;0;1;0;0;0;0;0;0;0;0;0;0;159;0;0;0
04079;2019-11;0;0;0;0;0;50;0;0;0;0;0;0;0;0;3056;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;372;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3292;0;8810;0;0;0;0;0;0;8386;0;52;0;47;0;0;0;0;0;0;0;0;0;0;10881;0;0;0
04080;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;50;0;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0
04081;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;29;0;0;0;0;0;0;166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0
04082;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;78;0;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0
04083;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;0;278;0;0;0;0;0;0;567;0;4;0;3;0;0;0;0;0;0;0;0;0;0;215;0;0;0
04084;2019-11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;81;0;0;0;0;0;0;95;0;2;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0
04085;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;74;0;0;0;0;0;0;119;0;1;0;1;0;0;0;0;0;0;0;0;0;0;73;0;0;0
04086;2019-11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;422;0;0;0;0;0;0;351;0;2;0;0;0;0;0;0;0;0;0;0;0;0;216;0;0;0
04087;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;30;0;0;0;0;0;0;31;0;1;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0
04088;2019-11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;101;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;0;325;0;0;0;0;0;0;642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;363;0;0;0
04089;2019-11;0;0;0;0;0;2;0;0;0;0;0;0;0;0;16;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;155;0;0;0;0;0;0;148;0;1;0;0;0;0;0;0;0;0;0;0;0;0;122;0;0;0
04090;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;62;0;0;0;0;0;0;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0
04091;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;34;0;0;0;0;0;0;173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0
04092;2019-11;0;0;0;0;0;2;0;0;0;0;0;0;0;0;226;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;0;550;0;0;0;0;0;0;686;0;2;0;0;0;0;0;0;0;0;0;0;0;0;417;0;0;0
04093;2019-11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;74;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;0;234;0;0;0;0;0;0;367;0;0;0;0;0;0;0;0;0;0;0;0;0;0;349;0;0;0
04094;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;88;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0
04095;2019-11;0;0;0;0;0;2;0;0;0;0;0;0;0;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;109;0;0;0;0;0;0;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130;0;0;0
04096;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;76;0;0;0;0;0;0;88;0;1;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0
04097;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;40;0;0;0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0
04098;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;215;0;0;0;0;0;0;321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199;0;0;0
04099;2019-11;0;0;0;0;0;5;0;0;0;0;0;0;0;0;287;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;0;898;0;0;0;0;0;0;1078;0;4;0;1;0;0;0;0;0;0;0;0;0;0;933;0;0;0
04100;2019-11;0;0;0;0;0;8;0;0;0;0;0;0;0;0;427;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;467;0;1433;0;0;0;0;0;0;1464;0;9;0;6;0;0;0;0;0;0;0;0;0;0;1635;0;0;0
04101;2019-11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;153;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154;0;539;0;0;0;0;0;0;1051;0;1;0;4;0;0;0;0;0;0;0;0;0;0;810;0;0;0
04102;2019-11;0;0;0;0;0;2;0;0;0;0;0;0;0;0;599;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;542;0;2020;0;0;0;0;0;0;2486;0;8;0;10;0;0;0;0;0;0;0;0;0;0;3329;0;0;0
04103;2019-11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;44;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;249;0;0;0;0;0;0;337;0;0;0;2;0;0;0;0;0;0;0;0;0;0;313;0;0;0
04901;2019-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;77;0;0;0;0;0;0;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0
04902;2019-11;0;0;0;0;0;31;0;0;0;0;0;0;0;0;2240;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;228;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1928;0;7982;0;0;0;0;0;0;5868;0;22;0;27;0;0;0;0;0;0;0;0;0;0;10495;0;0;0
