Cod_Muni;Nombre_Muni;Media de la renta por unidad de consumo 2015;Media de la renta por unidad de consumo 2016;Media de la renta por unidad de consumo 2017;Media de la renta por unidad de consumo 2018;Media de la renta por unidad de consumo 2019;Media de la renta por unidad de consumo 2020;Media de la renta por unidad de consumo 2021;Media de la renta por unidad de consumo 2022;Media de la renta por unidad de consumo 2023;Mediana de la renta por unidad de consumo 2015;Mediana de la renta por unidad de consumo 2016;Mediana de la renta por unidad de consumo 2017;Mediana de la renta por unidad de consumo 2018;Mediana de la renta por unidad de consumo 2019;Mediana de la renta por unidad de consumo 2020;Mediana de la renta por unidad de consumo 2021;Mediana de la renta por unidad de consumo 2022;Mediana de la renta por unidad de consumo 2023;Renta bruta media por hogar 2015;Renta bruta media por hogar 2016;Renta bruta media por hogar 2017;Renta bruta media por hogar 2018;Renta bruta media por hogar 2019;Renta bruta media por hogar 2020;Renta bruta media por hogar 2021;Renta bruta media por hogar 2022;Renta bruta media por hogar 2023;Renta bruta media por persona 2015;Renta bruta media por persona 2016;Renta bruta media por persona 2017;Renta bruta media por persona 2018;Renta bruta media por persona 2019;Renta bruta media por persona 2020;Renta bruta media por persona 2021;Renta bruta media por persona 2022;Renta bruta media por persona 2023;Renta neta media por hogar 2015;Renta neta media por hogar 2016;Renta neta media por hogar 2017;Renta neta media por hogar 2018;Renta neta media por hogar 2019;Renta neta media por hogar 2020;Renta neta media por hogar 2021;Renta neta media por hogar 2022;Renta neta media por hogar 2023;Renta neta media por persona 2015;Renta neta media por persona 2016;Renta neta media por persona 2017;Renta neta media por persona 2018;Renta neta media por persona 2019;Renta neta media por persona 2020;Renta neta media por persona 2021;Renta neta media por persona 2022;Renta neta media por persona 2023
13091;Villamayor de Calatrava;13784.0;14143.0;14737.0;15863.0;16366.0;16537.0;16947.0;18200.0;18345.0;10850.0;10850.0;11550.0;12950.0;13650.0;14350.0;14350.0;15050.0;15750.0;25880.0;26233.0;26997.0;30293.0;30363.0;30857.0;31108.0;33562.0;33585.0;10733.0;11048.0;11583.0;12410.0;12692.0;12920.0;13237.0;14740.0;15080.0;22966.0;23252.0;23854.0;26462.0;26645.0;27073.0;27262.0;28959.0;29094.0;9524.0;9792.0;10234.0;10840.0;11138.0;11336.0;11600.0;12718.0;13064.0
13092;Villanueva de la Fuente;10522.6;10891.6;11307.8;11603.0;12162.6;12676.6;13588.2;14543.6;15117.4;8890.0;9590.0;9940.0;10150.0;10430.0;10990.0;12250.0;13090.0;13510.0;19571.2;20219.0;20985.0;21355.6;22283.0;22849.2;24292.8;25585.2;26774.4;7783.2;8109.8;8481.2;8755.2;9226.6;9699.2;10441.2;11208.6;11899.6;17917.0;18443.6;19009.6;19296.6;20168.4;20276.4;21836.0;22978.0;24002.0;7126.8;7399.2;7683.4;7911.8;8353.0;8614.0;9387.0;10069.6;10672.2
13093;Villanueva de los Infantes;12258.2;12522.8;13126.0;13568.8;14248.2;14397.0;15233.8;15928.8;17021.7;10430.0;10640.0;11130.0;11760.0;12530.0;12600.0;13440.0;14140.0;15260.0;25020.7;25364.7;26253.9;27037.3;28233.5;28229.6;29628.1;30655.6;33128.8;9292.5;9451.4;9992.9;10378.9;10967.4;11116.1;11817.9;12503.1;13447.5;22042.9;22329.0;23030.7;23723.0;24750.1;24649.3;25753.5;26708.1;28749.6;8185.2;8318.5;8763.8;9105.6;9614.1;9707.0;10270.0;10890.8;11666.9
13094;Villanueva de San Carlos;13967.0;13839.0;15208.0;16029.0;18387.0;18236.0;19896.0;20786.0;23191.0;12250.0;11550.0;13650.0;14350.0;15750.0;15050.0;17850.0;18550.0;20650.0;25476.0;26206.0;28251.0;28373.0;32596.0;33243.0;35380.0;38405.0;43274.0;11350.0;11387.0;12746.0;13352.0;15624.0;16085.0;17303.0;17950.0;20355.0;22373.0;22847.0;24263.0;24261.0;27514.0;27680.0;29042.0;31990.0;35726.0;9968.0;9927.0;10947.0;11417.0;13188.0;13393.0;14203.0;14952.0;16804.0
13095;Villar del Pozo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13096;Villarrubia de los Ojos;10598.111111111111;10972.666666666666;11742.0;12729.666666666666;13071.333333333334;13185.555555555555;14017.666666666666;14926.777777777777;15872.333333333334;9061.111111111111;9527.777777777777;10227.777777777777;11316.666666666666;11472.222222222223;11627.777777777777;12483.333333333334;13261.111111111111;14350.0;20238.333333333332;21440.666666666668;22244.88888888889;24062.11111111111;24882.555555555555;25111.333333333332;26821.444444444445;28458.444444444445;30351.88888888889;7839.222222222223;8089.444444444444;8764.444444444445;9525.222222222223;9809.0;9959.222222222223;10642.444444444445;11389.222222222223;12293.777777777777;18254.333333333332;19226.222222222223;19899.777777777777;21458.666666666668;22157.222222222223;22199.0;23398.666666666668;24899.11111111111;26484.222222222223;7071.555555555556;7256.0;7841.888888888889;8497.222222222223;8737.222222222223;8807.888888888889;9285.333333333334;9966.777777777777;10727.555555555555
13097;Villarta de San Juan;11295.0;11710.25;12072.5;13268.5;13432.0;13667.0;13828.0;14945.25;15783.75;9625.0;9975.0;10850.0;11550.0;12250.0;11725.0;12250.0;13475.0;14175.0;22138.5;22920.75;23889.0;25679.25;26160.75;27238.25;27458.5;29227.75;31154.5;8259.25;8547.25;8879.5;9710.75;9893.5;10317.25;10397.75;11265.25;12109.25;19782.25;20452.0;21168.0;22898.75;23057.0;23885.25;24153.5;25555.75;26917.0;7381.0;7626.75;7869.0;8659.75;8721.25;9048.0;9146.5;9850.25;10464.25
13098;Viso del Marqués;11896.5;11980.833333333334;13002.166666666666;13251.166666666666;13697.333333333334;14074.5;14533.833333333334;15630.333333333334;16640.666666666668;10266.666666666666;10383.333333333334;11141.666666666666;11666.666666666666;12133.333333333334;12366.666666666666;13066.666666666666;14000.0;14700.0;21177.0;21090.5;23208.333333333332;23319.666666666668;23966.666666666668;24753.333333333332;25308.333333333332;27028.833333333332;28879.333333333332;9125.0;9305.5;10211.833333333334;10498.0;10879.166666666666;11255.666666666666;11652.666666666666;12534.333333333334;13506.5;19088.833333333332;18934.833333333332;20603.333333333332;20778.666666666668;21383.333333333332;21838.166666666668;22420.666666666668;23944.166666666668;25448.0;8226.166666666666;8354.333333333334;9065.0;9353.5;9706.0;9930.833333333334;10323.166666666666;11103.833333333334;11901.166666666666
13901;Robledo, El;10470.0;10782.0;11978.0;12710.0;13716.0;14341.0;14618.0;15169.0;16138.0;8750.0;9450.0;10150.0;10850.0;12250.0;12600.0;12950.0;13650.0;14350.0;20224.0;21187.0;23025.0;23900.0;25220.0;26208.0;26274.0;26460.0;28546.0;7735.0;7991.0;8843.0;9680.0;10553.0;10932.0;11289.0;11724.0;12746.0;18197.0;19004.0;20484.0;21252.0;22292.0;22960.0;23236.0;23567.0;25242.0;6960.0;7168.0;7867.0;8608.0;9328.0;9578.0;9983.0;10442.0;11271.0
13902;Ruidera;11248.0;11159.0;12056.0;12479.0;12958.0;13263.0;13877.0;15107.0;16133.0;10150.0;10500.0;10850.0;12250.0;12250.0;12600.0;12950.0;13650.0;14350.0;20780.0;20156.0;21248.0;22093.0;22197.0;22715.0;24810.0;27085.0;30157.0;8864.0;8576.0;9400.0;9693.0;9985.0;10205.0;10633.0;11689.0;12991.0;18356.0;17932.0;18867.0;19614.0;19591.0;20056.0;22304.0;24035.0;26338.0;7830.0;7630.0;8346.0;8606.0;8812.0;9011.0;9559.0;10372.0;11346.0
13903;Arenales de San Gregorio;10250.0;10836.0;10970.0;11877.0;12499.0;12939.0;12971.0;14552.0;15313.0;8750.0;9450.0;10150.0;10850.0;10150.0;11550.0;11550.0;12950.0;12950.0;17945.0;18758.0;18999.0;20225.0;21301.0;22457.0;22935.0;25203.0;27571.0;7638.0;8092.0;8300.0;8822.0;9218.0;9800.0;10021.0;11335.0;12151.0;16326.0;17029.0;17236.0;18268.0;19343.0;20184.0;20055.0;22283.0;24235.0;6949.0;7346.0;7530.0;7969.0;8371.0;8808.0;8763.0;10022.0;10681.0
13904;Llanos del Caudillo;12228.0;12959.0;12879.0;13552.0;14024.0;14794.0;14578.0;16538.0;17025.0;10850.0;10850.0;11550.0;12250.0;12950.0;12950.0;12950.0;14350.0;14350.0;26974.0;28629.0;27736.0;29458.0;30516.0;32745.0;31061.0;37065.0;38065.0;8665.0;9220.0;9103.0;9617.0;10157.0;10915.0;10294.0;12355.0;12940.0;23692.0;24800.0;24609.0;26106.0;26980.0;28363.0;27238.0;30624.0;32298.0;7611.0;7987.0;8076.0;8522.0;8980.0;9454.0;9027.0;10208.0;10979.0
14001;Adamuz;10985.0;11932.2;12557.0;12727.4;12851.0;12866.4;14134.2;14430.4;15787.2;10010.0;10850.0;11410.0;11550.0;12110.0;11830.0;12950.0;13230.0;14490.0;21305.2;23031.0;23971.6;24071.2;23969.4;24044.4;26504.4;26850.6;29267.0;8009.4;8827.6;9380.8;9479.6;9524.0;9560.6;10673.6;10960.0;12055.0;19383.8;20750.2;21479.2;21639.8;21612.0;21765.2;23739.2;23973.4;26084.4;7288.4;7955.4;8406.0;8523.2;8590.6;8655.6;9561.0;9786.4;10745.6
14002;Aguilar de la Frontera;10995.142857142857;11554.5;11798.0;12444.066666666668;13004.866666666667;13170.6;14137.933333333332;14868.466666666667;15829.066666666668;9800.0;10250.0;10476.666666666666;11176.666666666666;11923.333333333334;11923.333333333334;12810.0;13650.0;14490.0;21168.0;22273.285714285714;22659.133333333335;23717.666666666668;24633.533333333333;24835.0;26632.066666666666;27874.333333333332;29661.266666666666;8258.5;8745.07142857143;8922.133333333333;9483.133333333333;9855.0;10016.8;10830.866666666667;11465.666666666666;12331.2;18931.714285714286;19774.5;20090.4;21037.6;21912.666666666668;22001.866666666665;23567.533333333333;24580.933333333334;26101.0;7383.5;7760.142857142857;7906.466666666666;8407.333333333334;8762.666666666666;8867.666666666666;9579.266666666666;10105.0;10843.666666666666
14003;Alcaracejos;12069.0;12356.0;14349.0;13887.0;14601.0;14329.0;15309.0;16770.0;18567.0;10850.0;11550.0;12250.0;12950.0;12950.0;12250.0;13650.0;15750.0;16450.0;21779.0;21888.0;25913.0;25902.0;27027.0;25958.0;27278.0;30019.0;33739.0;9075.0;9272.0;10939.0;10855.0;11429.0;11018.0;11952.0;13387.0;15241.0;19597.0;19650.0;22523.0;22537.0;23689.0;23034.0;24049.0;25984.0;28580.0;8166.0;8324.0;9508.0;9445.0;10018.0;9777.0;10538.0;11588.0;12911.0
14004;Almedinilla;10832.2;10878.0;11542.6;11616.4;12298.0;12386.8;13932.4;13986.8;15196.0;9870.0;9870.0;10570.0;10850.0;11270.0;11550.0;12670.0;12670.0;13650.0;19743.6;20004.0;21030.8;21078.8;22090.0;22077.6;24964.2;25122.8;27154.8;8146.0;8226.4;8817.6;8835.4;9267.0;9373.0;10603.2;10792.6;11946.0;17985.6;18205.6;18932.8;19145.4;19980.2;20058.8;22441.0;22470.0;24164.0;7424.8;7491.4;7943.6;8028.4;8386.0;8521.8;9538.4;9660.4;10634.6
14005;Almodóvar del Río;10374.444444444445;10583.0;11150.444444444445;11763.222222222223;12629.555555555555;12510.111111111111;13342.222222222223;14086.222222222223;15573.222222222223;9527.777777777777;9683.333333333334;10305.555555555555;10850.0;11705.555555555555;11511.111111111111;12327.777777777777;13027.777777777777;14505.555555555555;20295.333333333332;20613.555555555555;21643.333333333332;22811.11111111111;24402.444444444445;24357.11111111111;25860.666666666668;27057.333333333332;30135.444444444445;7562.888888888889;7751.333333333333;8194.333333333334;8675.333333333334;9351.222222222223;9296.0;9935.0;10555.333333333334;11802.888888888889;18442.777777777777;18651.333333333332;19517.777777777777;20587.0;21962.222222222223;21738.555555555555;23107.555555555555;24116.444444444445;26760.222222222223;6873.888888888889;7016.222222222223;7392.777777777777;7832.333333333333;8417.888888888889;8298.333333333334;8878.333333333334;9409.333333333334;10482.444444444445
14006;Añora;13413.75;14240.0;14723.5;15573.0;16312.5;16138.5;16521.75;18676.5;19795.75;11550.0;12075.0;12862.5;13125.0;14175.0;13825.0;14875.0;16625.0;17675.0;25938.0;27633.5;28203.25;29693.5;31352.75;31025.25;31236.0;36241.75;38693.0;10308.0;11126.0;11557.75;12341.25;12919.5;12877.75;13108.25;15281.5;16413.5;22577.5;23772.0;24164.0;25356.0;26658.0;26352.25;26553.5;29973.0;31797.25;8972.25;9570.5;9902.0;10538.0;10984.25;10937.75;11143.0;12638.25;13488.0
14007;Baena;10202.2;10495.45;11413.45;11791.526315789473;12304.78947368421;12213.368421052632;13342.842105263158;13892.736842105263;14953.0;9065.0;9415.0;10220.0;10573.684210526315;11292.105263157895;11144.736842105263;12342.105263157895;12802.631578947368;13907.894736842105;19918.3;20599.85;22039.35;22722.684210526317;23503.684210526317;23153.36842105263;25389.63157894737;26184.157894736843;28187.684210526317;7586.75;7879.45;8641.25;8916.421052631578;9282.315789473685;9248.684210526315;10157.052631578947;10638.263157894737;11520.052631578947;17831.15;18382.2;19542.2;20175.263157894737;20935.684210526317;20642.684210526317;22554.894736842107;23223.21052631579;24931.473684210527;6796.3;7036.95;7665.2;7920.210526315789;8272.947368421053;8257.421052631578;9028.263157894737;9441.578947368422;10193.78947368421
14008;Belalcázar;10477.0;10837.0;11323.555555555555;11918.555555555555;12486.777777777777;12667.444444444445;13136.0;14162.222222222223;15123.0;9061.111111111111;9605.555555555555;9838.888888888889;10538.888888888889;11005.555555555555;11161.111111111111;11705.555555555555;12483.333333333334;13805.555555555555;20348.88888888889;20885.444444444445;21603.11111111111;22424.222222222223;23157.777777777777;23509.666666666668;24001.666666666668;26311.222222222223;27868.333333333332;7814.777777777777;8157.0;8536.555555555555;8946.444444444445;9433.777777777777;9601.222222222223;9934.555555555555;10984.777777777777;11857.333333333334;18439.555555555555;18808.444444444445;19485.555555555555;20194.88888888889;20849.333333333332;21183.333333333332;21495.666666666668;23017.222222222223;24512.555555555555;7081.777777777777;7345.888888888889;7700.555555555556;8056.555555555556;8493.666666666666;8650.111111111111;8897.222222222223;9609.444444444445;10429.777777777777
14009;Belmez;12379.625;12865.5;13375.625;13959.125;14935.75;14805.375;15539.75;16365.875;16971.25;11375.0;11725.0;12250.0;12600.0;13562.5;13475.0;14350.0;15225.0;15706.25;24968.625;25713.125;26564.375;27584.25;29309.375;28680.75;29612.25;30901.875;32024.25;9565.625;9896.625;10368.125;10816.125;11467.875;11521.0;12060.75;12809.375;13532.375;21735.5;22469.875;23169.125;23830.375;25506.625;24941.875;25750.5;26742.5;27692.5;8328.5;8648.0;9043.0;9343.625;9979.25;10018.625;10487.5;11085.25;11701.5
14010;Benamejí;10317.75;10827.375;11137.5;11633.0;12274.75;12305.125;13077.5;13529.75;14611.25;9537.5;9887.5;10412.5;10937.5;11550.0;11637.5;12162.5;12775.0;13912.5;19130.625;20067.75;20571.75;21399.75;22431.375;22445.125;23802.875;24575.0;26599.5;7757.0;8203.375;8478.5;8858.875;9317.125;9364.625;10018.625;10412.0;11363.625;17388.75;18162.75;18587.25;19314.125;20168.75;20055.625;21289.25;21884.375;23759.375;7050.5;7424.875;7660.5;7994.375;8376.125;8367.0;8959.75;9271.5;10150.5
14011;Blázquez, Los;10410.0;10310.0;10994.0;11623.0;11597.0;11640.0;12680.0;13133.0;13988.0;8750.0;8750.0;9450.0;10150.0;10150.0;10150.0;10850.0;11550.0;12950.0;19368.0;18899.0;19967.0;20626.0;20410.0;20178.0;22017.0;22671.0;23781.0;7731.0;7729.0;8393.0;9084.0;9050.0;9178.0;10102.0;10521.0;11229.0;17712.0;17364.0;18023.0;18620.0;18450.0;18203.0;19874.0;20479.0;21459.0;7070.0;7101.0;7576.0;8201.0;8181.0;8279.0;9119.0;9503.0;10133.0
14012;Bujalance;10982.583333333334;11587.25;11904.916666666666;12568.833333333334;13132.0;13069.833333333334;14232.75;14872.083333333334;16071.666666666666;9800.0;10383.333333333334;10850.0;11491.666666666666;12075.0;11958.333333333334;12891.666666666666;13475.0;14525.0;20543.833333333332;21990.75;22334.666666666668;23755.75;24404.5;24493.833333333332;26911.5;27964.833333333332;30313.666666666668;8339.0;8905.833333333334;9050.833333333334;9632.25;9991.5;9985.75;10928.916666666666;11481.083333333334;12479.5;18434.833333333332;19564.166666666668;19943.416666666668;21095.75;21786.083333333332;21847.75;23767.666666666668;24650.083333333332;26711.0;7483.583333333333;7924.75;8083.25;8556.0;8921.5;8909.0;9654.083333333334;10122.916666666666;10999.666666666666
14013;Cabra;12414.4;12764.7;13241.55;13892.5;14517.1;14653.0;15645.35;16458.15;17443.75;10990.0;11305.0;11725.0;12285.0;12985.0;13020.0;14035.0;14630.0;15662.5;24797.4;25475.5;26266.1;27449.7;28468.9;28527.55;30523.3;31927.8;33868.95;9443.7;9786.95;10186.15;10725.35;11210.45;11348.7;12193.9;12925.25;13836.55;21813.55;22335.2;22976.3;23942.8;24868.95;24905.85;26459.35;27536.95;29183.0;8309.05;8581.85;8911.05;9356.0;9794.8;9909.5;10571.0;11148.5;11923.65
14014;Cañete de las Torres;11559.4;12573.2;12654.8;13243.0;13487.6;13467.6;14796.4;15045.2;16258.0;10570.0;11270.0;11270.0;11970.0;12530.0;12530.0;13650.0;13930.0;14770.0;21817.0;23781.6;23776.2;24702.8;24832.8;24595.8;26701.6;27194.0;29535.6;8877.4;9718.8;9810.2;10268.6;10394.4;10441.2;11588.8;11791.4;12852.8;19584.0;21204.0;21104.4;21936.2;22056.2;21935.8;23638.8;24111.8;26034.0;7968.6;8665.8;8707.2;9117.0;9232.2;9311.8;10259.8;10454.8;11328.2
14015;Carcabuey;11399.5;11771.5;12682.0;12991.25;13295.25;13234.25;14438.5;15102.75;15963.0;10325.0;10675.0;11375.0;11725.0;12075.0;12250.0;12950.0;13650.0;14350.0;21385.0;21912.75;23641.25;23903.25;24255.5;24090.5;25907.25;27006.75;28609.5;8733.75;9077.75;9825.25;10119.75;10274.25;10325.5;11384.25;11983.25;12846.0;19276.0;19749.0;21134.0;21368.0;21724.75;21513.25;22989.0;23805.75;25164.5;7872.0;8181.5;8782.0;9045.75;9201.75;9220.0;10101.25;10562.5;11298.25
14016;Cardeña;10955.75;11373.25;11668.75;12443.5;13055.25;13631.5;14221.25;15068.75;16083.5;10150.0;10150.0;10675.0;11550.0;12075.0;12250.0;12425.0;13650.0;14875.0;18985.75;19483.0;20145.0;21433.5;22268.25;23474.25;24609.25;26414.75;28145.25;8470.25;8771.75;9122.25;9801.75;10264.5;10850.25;11342.25;12104.25;12976.0;17144.5;17578.5;18183.0;19367.25;20022.75;20907.5;21834.5;23342.5;24815.0;7649.25;7914.5;8234.25;8858.0;9230.25;9664.5;10064.0;10697.0;11440.75
14017;Carlota, La;11354.076923076924;11777.23076923077;12225.307692307691;12865.76923076923;13494.384615384615;13770.23076923077;14662.76923076923;15280.23076923077;16546.384615384617;10365.384615384615;10688.461538461539;11280.76923076923;11603.846153846154;12357.692307692309;12276.923076923076;13165.384615384615;14026.923076923076;15211.538461538461;21983.923076923078;22934.76923076923;23839.53846153846;24985.46153846154;26177.46153846154;26776.69230769231;28528.923076923078;29715.69230769231;32395.76923076923;8376.923076923076;8758.23076923077;9118.384615384615;9640.384615384615;10136.23076923077;10377.692307692309;11146.307692307691;11675.23076923077;12801.538461538461;19640.923076923078;20401.30769230769;21151.23076923077;22076.53846153846;23173.69230769231;23627.30769230769;24890.153846153848;25871.0;28133.0;7486.538461538462;7792.923076923077;8092.307692307692;8523.461538461539;8977.76923076923;9162.0;9729.692307692309;10170.76923076923;11125.153846153846
14018;Carpio, El;12144.333333333334;12540.0;12869.666666666666;13697.833333333334;14463.333333333334;14979.166666666666;15851.833333333334;16647.5;17732.5;11433.333333333334;11550.0;12250.0;12483.333333333334;13650.0;13883.333333333334;14816.666666666666;15516.666666666666;16800.0;23865.166666666668;24475.0;25101.333333333332;26413.5;27678.666666666668;28853.5;30415.333333333332;32167.166666666668;34218.166666666664;9057.666666666666;9388.333333333334;9739.5;10410.0;10978.333333333334;11418.833333333334;12144.833333333334;12848.833333333334;13761.333333333334;21235.5;21809.666666666668;22204.666666666668;23277.333333333332;24517.833333333332;25453.666666666668;26642.0;28022.166666666668;29750.0;8059.833333333333;8366.166666666666;8615.833333333334;9175.0;9725.333333333334;10073.666666666666;10638.166666666666;11193.5;11966.666666666666
14019;Castro del Río;11560.785714285714;12142.57142857143;12839.307692307691;13292.615384615385;13625.23076923077;13801.076923076924;15046.846153846154;15614.0;16740.333333333332;10250.0;10600.0;11388.461538461539;11711.538461538461;12250.0;12303.846153846154;13353.846153846154;13708.333333333334;14933.333333333334;23139.0;24280.428571428572;25797.53846153846;26387.076923076922;27151.53846153846;27331.0;29824.69230769231;30809.0;33069.25;8633.92857142857;9129.214285714286;9723.076923076924;9988.307692307691;10222.538461538461;10376.23076923077;11442.615384615385;11968.0;12869.333333333334;20644.35714285714;21549.214285714286;22626.0;23296.923076923078;24010.615384615383;24152.53846153846;26087.923076923078;26795.666666666668;28763.333333333332;7701.714285714285;8100.857142857143;8528.384615384615;8817.615384615385;9041.384615384615;9168.846153846154;10006.307692307691;10405.25;11192.833333333334
14020;Conquista;12535.0;12685.0;13351.0;13912.0;14590.0;16008.0;16996.0;17440.0;16308.0;12250.0;11550.0;12950.0;12950.0;14350.0;13650.0;14350.0;15050.0;15750.0;21282.0;21767.0;22899.0;23662.0;24094.0;28369.0;30325.0;29824.0;26862.0;9783.0;9850.0;10485.0;10993.0;11661.0;13982.0;15247.0;15292.0;13546.0;19306.0;19789.0;20522.0;21344.0;21781.0;23652.0;24884.0;24999.0;23892.0;8874.0;8955.0;9397.0;9916.0;10541.0;11658.0;12511.0;12818.0;12048.0
14021;Córdoba;15196.046153846153;15524.796153846153;16086.5;16738.796153846153;17464.03802281369;17690.833333333332;18628.913857677904;19542.169172932332;20642.123595505618;13745.576923076924;14052.5;14535.76923076923;15247.884615384615;15962.927756653993;16053.598484848484;16925.842696629214;17780.263157894737;18816.10486891386;32485.423076923078;33246.526923076926;34305.730769230766;35442.407692307694;36836.16349809886;37194.46212121212;39108.239700374535;40871.11654135338;43331.50187265917;11849.446153846155;12147.988461538462;12650.773076923077;13237.003846153846;13864.212927756655;14090.795454545454;14977.524344569289;15814.992481203008;16915.89138576779;27325.26153846154;27868.9;28683.542307692307;29519.934615384616;30678.015209125475;30997.594696969696;32288.374531835205;33651.02631578947;35412.58052434457;9989.203846153847;10205.342307692308;10600.215384615385;11050.45;11571.608365019012;11768.621212121212;12402.161048689139;13056.845864661655;13848.707865168539
14022;Doña Mencía;11133.857142857143;11641.42857142857;12431.285714285714;12748.714285714286;13220.142857142857;13204.0;14601.42857142857;15070.42857142857;16037.42857142857;10150.0;10550.0;11200.0;11550.0;12150.0;12050.0;13450.0;13950.0;14950.0;22227.0;23040.285714285714;24561.14285714286;24983.571428571428;25708.85714285714;25588.285714285714;28384.285714285714;28989.714285714286;30465.85714285714;8162.0;8629.285714285714;9287.57142857143;9522.285714285714;9877.0;9909.42857142857;11055.285714285714;11525.285714285714;12291.57142857143;20105.714285714286;20774.714285714286;21981.714285714286;22446.14285714286;23071.285714285714;22997.85714285714;25272.571428571428;25729.714285714286;27105.285714285714;7385.142857142857;7783.0;8315.57142857143;8558.285714285714;8867.57142857143;8910.142857142857;9847.57142857143;10233.42857142857;10942.714285714286
14023;Dos Torres;11214.4;11598.8;12367.2;12711.6;13777.2;13577.4;14381.6;16086.2;17366.4;10150.0;10570.0;10850.0;11550.0;12530.0;12250.0;13230.0;14630.0;15330.0;19613.2;20343.4;22242.0;22377.8;24476.0;23735.0;25381.4;29051.0;31853.0;8720.0;9015.2;9828.6;9908.6;10850.0;10652.0;11388.6;13021.8;14302.0;17514.8;18066.6;19161.8;19503.4;21201.0;20930.2;22101.2;24588.4;26709.8;7795.4;8011.0;8482.6;8645.6;9413.2;9400.4;9921.0;11028.4;12001.2
14024;Encinas Reales;10521.4;10913.8;11437.6;12002.6;12380.0;12420.2;13258.2;13922.0;14981.8;10150.0;10150.0;10850.0;11130.0;11550.0;11550.0;12530.0;13370.0;14350.0;18882.0;19651.4;20544.6;21367.4;21850.4;22014.4;23571.4;24858.0;26586.0;7864.6;8295.0;8730.2;9232.0;9459.0;9545.0;10253.6;10823.8;11703.8;17358.8;17895.0;18569.2;19363.4;19795.6;19929.8;21249.8;22294.0;23847.8;7232.2;7555.4;7891.6;8367.0;8570.2;8642.4;9245.2;9708.2;10497.2
14025;Espejo;12317.857142857143;13076.0;13773.857142857143;13618.57142857143;14356.857142857143;14326.57142857143;15602.57142857143;15867.57142857143;17364.85714285714;10850.0;11550.0;12250.0;12050.0;12950.0;12750.0;13650.0;14150.0;15550.0;23482.714285714286;24944.428571428572;26459.0;26076.428571428572;27278.85714285714;26920.571428571428;29339.571428571428;29896.571428571428;32747.0;9307.57142857143;9897.142857142857;10512.42857142857;10378.42857142857;10857.57142857143;10815.285714285714;12005.57142857143;12312.57142857143;13547.57142857143;21108.571428571428;22340.285714285714;23474.14285714286;23225.571428571428;24387.14285714286;24044.571428571428;25884.85714285714;26280.0;28702.285714285714;8366.285714285714;8864.0;9328.142857142857;9244.285714285714;9708.57142857143;9661.714285714286;10593.57142857143;10823.857142857143;11876.142857142857
14026;Espiel;13384.0;13753.0;14253.57142857143;14796.285714285714;15547.714285714286;15812.714285714286;16040.0;17033.14285714286;17794.14285714286;12250.0;12250.0;13150.0;13450.0;14350.0;14350.0;15050.0;15750.0;16650.0;26347.714285714286;26753.85714285714;27911.0;28623.14285714286;29800.714285714286;30354.0;30558.571428571428;32279.285714285714;33886.57142857143;10344.57142857143;10693.142857142857;11177.714285714286;11566.285714285714;12173.285714285714;12498.42857142857;12575.285714285714;13480.142857142857;14262.714285714286;23095.0;23405.428571428572;24161.571428571428;24900.14285714286;25838.714285714286;26207.85714285714;26485.0;27825.285714285714;29137.14285714286;9067.714285714286;9352.714285714286;9671.714285714286;10059.142857142857;10552.857142857143;10791.0;10900.857142857143;11621.285714285714;12266.142857142857
14027;Fernán-Núñez;12320.25;12810.5;13479.5;14165.166666666666;14876.166666666666;15325.0;16471.75;16989.916666666668;18154.0;11170.833333333334;11608.333333333334;12133.333333333334;12833.333333333334;13825.0;14291.666666666666;14991.666666666666;15575.0;16566.666666666668;24283.916666666668;25227.583333333332;26573.583333333332;27826.75;28987.833333333332;30046.583333333332;32518.833333333332;33447.083333333336;35828.083333333336;9295.75;9703.75;10251.583333333334;10767.5;11340.583333333334;11725.333333333334;12782.833333333334;13277.083333333334;14305.0;21368.583333333332;22104.916666666668;23196.416666666668;24256.833333333332;25186.916666666668;26133.333333333332;27972.0;28607.166666666668;30633.25;8184.333333333333;8506.666666666666;8953.333333333334;9390.083333333334;9857.833333333334;10201.916666666666;10999.916666666666;11358.75;12235.166666666666
14028;Fuente la Lancha;10850.0;11228.0;11634.0;12244.0;12444.0;12289.0;12575.0;14821.0;15409.0;10150.0;10150.0;10850.0;11550.0;12250.0;12250.0;11550.0;13650.0;14700.0;17133.0;17969.0;18730.0;19573.0;19722.0;19369.0;19384.0;24059.0;24866.0;8735.0;8932.0;9285.0;9730.0;9890.0;9827.0;10193.0;11996.0;13029.0;15673.0;16556.0;17064.0;17897.0;18111.0;17772.0;17495.0;21531.0;21857.0;7991.0;8230.0;8458.0;8897.0;9082.0;9017.0;9199.0;10735.0;11452.0
