Código;Distribución de la renta P80/P20;Índice de Gini;Media de la renta por unidad de consumo;Mediana de la renta por unidad de consumo;Renta bruta media por hogar;Renta bruta media por persona;Renta neta media por hogar;Renta neta media por persona
43176;2.2;25.2;22611.0;21350.0;42566.0;19041.0;35525.0;15891.0
43177;3.6;36.5;22204.0;17850.0;46711.0;19566.0;37122.0;15550.0
43178;2.5;31.5;25592.0;22050.0;54482.0;21295.0;43070.0;16834.0
43901;2.2;26.5;19224.0;17850.0;39346.0;15058.0;33443.0;12799.0
43902;2.2;25.6;18210.0;17150.0;36209.0;14338.0;31215.0;12361.0
43903;2.3;26.9;18755.0;17850.0;37823.0;14805.0;32325.0;12653.0
43904;2.4;27.2;17969.0;17150.0;36660.0;14146.0;31327.0;12088.0
43905;2.8;33.3;20785.0;17850.0;44321.0;17427.0;35852.0;14097.0
43906;2.5;30.2;21657.0;19250.0;41588.0;18977.0;32391.0;14780.0
43907;2.1;24.9;22075.0;20650.0;47221.0;17662.0;39082.0;14618.0
44001;;;;;33520.0;15860.0;28721.0;13590.0
44002;;;;;34778.0;17981.0;29615.0;15311.0
44003;;;;;40355.0;20178.0;33389.0;16695.0
44004;2.2;27.8;19440.0;18550.0;38357.0;15442.0;32604.0;13126.0
44005;;;;;33520.0;15860.0;28721.0;13590.0
44006;2.6;36.7;19092.0;14350.0;31583.0;16492.0;26824.0;14006.0
44007;2.6;28.8;20263.0;17150.0;33804.0;17374.0;28863.0;14835.0
44008;2.5;27.9;19409.0;18550.0;37788.0;15934.0;31842.0;13427.0
44009;2.4;26.7;21895.0;19250.0;43537.0;18336.0;36099.0;15203.0
44010;2.7;29.9;18431.0;15750.0;38870.0;16037.0;31497.0;12995.0
44011;;;;;36664.0;19120.0;30588.0;15952.0
44012;2.3;27.3;21086.0;19250.0;39198.0;17398.0;33169.0;14722.0
44013;2.6;28.8;20557.0;18550.0;42812.0;16762.0;35287.0;13816.0
44014;2.2;25.6;20080.0;18550.0;40916.0;16265.0;34282.0;13628.0
44016;2.8;29.9;20887.0;19250.0;36290.0;17953.0;30191.0;14936.0
44017;2.2;27.8;23629.0;20650.0;43963.0;20139.0;36176.0;16572.0
44018;;;;;37099.0;19810.0;30841.0;16468.0
44019;;;;;37099.0;19810.0;30841.0;16468.0
44020;;;;;36664.0;19120.0;30588.0;15952.0
44021;2.4;27.8;19296.0;17150.0;38733.0;15557.0;33098.0;13294.0
44022;2.7;30.1;19203.0;17150.0;35473.0;16261.0;29860.0;13688.0
44023;;;;;36664.0;19120.0;30588.0;15952.0
44024;;;;;36664.0;19120.0;30588.0;15952.0
44025;2.4;28.0;22449.0;20650.0;47145.0;18977.0;38249.0;15396.0
44026;2.4;29.4;18006.0;15750.0;30689.0;15061.0;26546.0;13027.0
44027;2.6;32.0;13806.0;13650.0;29223.0;10775.0;26055.0;9607.0
44028;2.6;28.7;17011.0;15750.0;28934.0;14467.0;24971.0;12486.0
44029;2.1;23.7;22539.0;22750.0;44391.0;19264.0;36170.0;15696.0
44031;;;;;34546.0;18360.0;29235.0;15537.0
44032;;;;;36664.0;19120.0;30588.0;15952.0
44033;2.4;27.6;18772.0;17850.0;31521.0;16870.0;27050.0;14477.0
44034;3.1;30.6;17726.0;18550.0;33457.0;14432.0;28567.0;12323.0
44035;3.4;32.6;23652.0;23450.0;43353.0;20310.0;35643.0;16698.0
44036;;;;;36664.0;19120.0;30588.0;15952.0
44037;2.2;27.9;19517.0;17850.0;36223.0;16258.0;30413.0;13651.0
44038;3.1;30.7;17329.0;15050.0;31701.0;15016.0;27491.0;13022.0
44039;3.1;38.2;21877.0;18550.0;39256.0;19813.0;32232.0;16268.0
44040;2.3;24.2;19318.0;17850.0;37600.0;15941.0;31993.0;13564.0
44041;;;;;37099.0;19810.0;30841.0;16468.0
44042;3.3;35.1;16154.0;15050.0;28466.0;14233.0;24343.0;12171.0
44043;;;;;34546.0;18360.0;29235.0;15537.0
44044;3.2;32.1;18915.0;17850.0;34360.0;15812.0;29561.0;13603.0
44045;2.5;30.7;21663.0;19250.0;37378.0;19668.0;30906.0;16263.0
44046;;;;;40355.0;20178.0;33389.0;16695.0
44047;2.4;29.5;19499.0;16450.0;37671.0;16763.0;31167.0;13869.0
44048;;;;;33520.0;15860.0;28721.0;13590.0
44049;2.4;32.3;18197.0;15750.0;32897.0;14573.0;28049.0;12425.0
44050;2.4;28.1;20224.0;17850.0;40738.0;16532.0;34020.0;13805.0
44051;2.3;26.9;18733.0;17150.0;37357.0;15009.0;31720.0;12744.0
44052;;;;;37099.0;19810.0;30841.0;16468.0
44053;2.2;29.4;14963.0;13650.0;27200.0;12139.0;23065.0;10293.0
44054;2.9;35.7;24320.0;19950.0;43977.0;20197.0;36346.0;16692.0
44055;2.5;33.6;20218.0;18550.0;35888.0;17944.0;29718.0;14859.0
44056;2.6;30.1;21140.0;17850.0;43479.0;17420.0;36139.0;14479.0
44059;2.0;26.0;20466.0;19250.0;38501.0;16462.0;32552.0;13918.0
44060;;;;;33520.0;15860.0;28721.0;13590.0
44061;;;;;34546.0;18360.0;29235.0;15537.0
44062;;;;;36664.0;19120.0;30588.0;15952.0
44063;2.9;27.5;19328.0;19950.0;37836.0;15765.0;32372.0;13488.0
44064;;;;;34778.0;17981.0;29615.0;15311.0
44065;;;;;40355.0;20178.0;33389.0;16695.0
44066;;;;;36664.0;19120.0;30588.0;15952.0
44067;2.3;31.7;16941.0;17150.0;29399.0;14548.0;25416.0;12577.0
44068;2.1;24.5;20196.0;19250.0;40163.0;15944.0;34311.0;13621.0
44070;;;;;33520.0;15860.0;28721.0;13590.0
44071;2.3;26.3;19612.0;18550.0;35741.0;16407.0;30490.0;13996.0
44074;2.4;28.7;23117.0;19250.0;47358.0;19006.0;38961.0;15636.0
44075;3.0;29.1;21566.0;19950.0;43810.0;17417.0;36651.0;14571.0
44076;2.3;26.7;20806.0;18550.0;41075.0;16963.0;34445.0;14225.0
44077;;;;;34546.0;18360.0;29235.0;15537.0
44080;2.2;33.1;19054.0;15400.0;35429.0;16189.0;29414.0;13441.0
44082;2.7;26.9;21777.0;23450.0;44358.0;18842.0;36253.0;15400.0
44084;;;;;36664.0;19120.0;30588.0;15952.0
44085;;;;;36664.0;19120.0;30588.0;15952.0
44086;2.2;27.0;17354.0;15750.0;32082.0;14088.0;27533.0;12090.0
44087;;;;;36664.0;19120.0;30588.0;15952.0
44088;;;;;33520.0;15860.0;28721.0;13590.0
44089;;;;;34778.0;17981.0;29615.0;15311.0
44090;;;;;36664.0;19120.0;30588.0;15952.0
44092;;;;;37099.0;19810.0;30841.0;16468.0
44093;2.3;28.8;23229.0;21350.0;47628.0;19218.0;39079.0;15769.0
44094;2.5;28.6;22152.0;20650.0;39584.0;17828.0;32641.0;14701.0
44096;2.9;29.5;20339.0;19250.0;39417.0;17762.0;31136.0;14030.0
44097;2.7;27.1;18402.0;16800.0;32618.0;15073.0;28085.0;12979.0
44099;2.3;24.9;20921.0;20650.0;43847.0;17183.0;36315.0;14231.0
44100;2.3;22.6;23398.0;22050.0;46172.0;20343.0;37677.0;16600.0
44101;;;;;36664.0;19120.0;30588.0;15952.0
44102;;;;;36664.0;19120.0;30588.0;15952.0
44103;2.5;25.5;23410.0;22750.0;44326.0;19481.0;37562.0;16508.0
44105;;;;;34546.0;18360.0;29235.0;15537.0
44106;2.4;25.4;18442.0;17150.0;34606.0;15617.0;29046.0;13108.0
44107;2.0;24.3;17829.0;17850.0;34251.0;13903.0;29863.0;12122.0
44108;2.6;31.0;17988.0;16450.0;33520.0;14881.0;28417.0;12615.0
44109;2.1;26.3;18388.0;18550.0;31180.0;15033.0;27437.0;13228.0
44110;;;;;36664.0;19120.0;30588.0;15952.0
44111;;;;;36664.0;19120.0;30588.0;15952.0
44112;2.5;27.8;20105.0;17850.0;36849.0;16710.0;31309.0;14198.0
44113;3.0;36.5;12950.0;10850.0;21890.0;10320.0;19653.0;9265.0
44114;2.2;26.6;18908.0;17150.0;34205.0;15636.0;29445.0;13460.0
44115;2.0;20.2;18230.0;17150.0;36577.0;14425.0;31501.0;12423.0
44116;;;;;36664.0;19120.0;30588.0;15952.0
44117;1.8;25.2;23034.0;20650.0;42276.0;19188.0;35245.0;15997.0
44118;2.2;29.8;16151.0;14350.0;31765.0;13070.0;27154.0;11173.0
44119;2.4;25.3;20137.0;19950.0;34956.0;16247.0;30758.0;14296.0
44120;2.4;28.7;19562.0;17850.0;38556.0;15773.0;32980.0;13492.0
44121;;;;;33520.0;15860.0;28721.0;13590.0
44122;2.7;30.2;19295.0;17150.0;39189.0;15545.0;32936.0;13065.0
44123;;;;;36664.0;19120.0;30588.0;15952.0
44124;;;;;36664.0;19120.0;30588.0;15952.0
44125;;;;;36664.0;19120.0;30588.0;15952.0
44126;2.0;25.8;16676.0;15050.0;30436.0;13554.0;26704.0;11892.0
44127;;;;;37099.0;19810.0;30841.0;16468.0
44128;;;;;36664.0;19120.0;30588.0;15952.0
44129;;;;;34546.0;18360.0;29235.0;15537.0
44130;;;;;33520.0;15860.0;28721.0;13590.0
44131;;;;;36664.0;19120.0;30588.0;15952.0
44132;;;;;36664.0;19120.0;30588.0;15952.0
44133;;;;;36664.0;19120.0;30588.0;15952.0
44135;2.0;22.4;20186.0;18550.0;34769.0;16524.0;30132.0;14320.0
44136;;;;;34778.0;17981.0;29615.0;15311.0
44137;2.3;24.4;16899.0;15750.0;31771.0;13874.0;27743.0;12115.0
44138;2.6;31.3;19976.0;19250.0;30903.0;19350.0;26245.0;16434.0
44141;3.0;34.6;19195.0;17850.0;38486.0;15698.0;32516.0;13263.0
44142;;;;;36664.0;19120.0;30588.0;15952.0
44143;2.4;27.7;17550.0;15750.0;31405.0;14729.0;26715.0;12529.0
44144;2.4;26.8;22423.0;21350.0;47052.0;18388.0;38835.0;15177.0
44145;2.5;27.0;20036.0;18550.0;38829.0;16588.0;32552.0;13906.0
44146;3.2;31.9;20920.0;18900.0;48607.0;17254.0;39901.0;14163.0
44147;2.3;28.3;17440.0;16450.0;33781.0;13839.0;29257.0;11985.0
44148;;;;;36664.0;19120.0;30588.0;15952.0
44149;2.6;29.9;21032.0;17150.0;38337.0;17556.0;32052.0;14678.0
44150;;;;;33520.0;15860.0;28721.0;13590.0
44151;2.4;32.0;18985.0;15750.0;34165.0;15697.0;29078.0;13360.0
44152;;;;;36664.0;19120.0;30588.0;15952.0
44153;2.3;27.2;20025.0;18550.0;40944.0;16071.0;34132.0;13398.0
44154;2.5;27.0;18945.0;18550.0;36337.0;14747.0;31301.0;12703.0
44155;1.9;21.4;23212.0;22750.0;44531.0;19395.0;37071.0;16146.0
44156;;;;;33520.0;15860.0;28721.0;13590.0
44157;;;;;37099.0;19810.0;30841.0;16468.0
44158;2.2;27.2;20681.0;18550.0;41024.0;17230.0;33881.0;14230.0
44159;;;;;37099.0;19810.0;30841.0;16468.0
44160;2.1;24.7;18597.0;17150.0;35333.0;14772.0;30380.0;12701.0
44161;2.9;31.0;18646.0;15050.0;35463.0;15391.0;29965.0;13005.0
44163;2.7;32.6;21152.0;17150.0;41128.0;17438.0;34686.0;14707.0
44164;;;;;36664.0;19120.0;30588.0;15952.0
44165;2.7;30.9;16968.0;15050.0;27847.0;13924.0;24609.0;12304.0
44167;;;;;36664.0;19120.0;30588.0;15952.0
44168;2.4;26.7;18218.0;17150.0;31851.0;14448.0;28018.0;12709.0
44169;2.3;27.0;18641.0;17850.0;32361.0;15881.0;27762.0;13624.0
44171;3.5;37.2;15962.0;12950.0;27926.0;13280.0;23766.0;11301.0
44172;2.8;32.7;19571.0;17150.0;34819.0;16978.0;28947.0;14115.0
44173;2.7;28.2;16730.0;17150.0;31459.0;13678.0;27222.0;11836.0
44174;2.2;27.9;21070.0;19250.0;39290.0;17288.0;33367.0;14682.0
44175;2.7;30.2;22527.0;18200.0;40612.0;19962.0;33406.0;16420.0
44176;1.9;22.7;24369.0;24150.0;52544.0;19704.0;43352.0;16257.0
44177;4.1;33.8;20185.0;19950.0;40263.0;17815.0;32918.0;14565.0
44178;;;;;34546.0;18360.0;29235.0;15537.0
44179;2.8;28.2;18761.0;16450.0;40800.0;14437.0;34608.0;12246.0
44180;;;;;37099.0;19810.0;30841.0;16468.0
44181;;;;;34778.0;17981.0;29615.0;15311.0
44182;3.2;33.1;19368.0;16450.0;39009.0;15718.0;32928.0;13268.0
44183;;;;;33520.0;15860.0;28721.0;13590.0
44184;;;;;36664.0;19120.0;30588.0;15952.0
44185;;;;;33520.0;15860.0;28721.0;13590.0
44187;2.0;26.4;18440.0;16450.0;32228.0;15174.0;28010.0;13188.0
44189;;;;;37099.0;19810.0;30841.0;16468.0
44190;;;;;40355.0;20178.0;33389.0;16695.0
44191;2.4;28.4;19183.0;17850.0;37019.0;15900.0;31156.0;13382.0
44192;2.4;26.4;20657.0;17850.0;38460.0;18218.0;31468.0;14906.0
44193;2.9;31.5;15443.0;15750.0;26062.0;13500.0;22647.0;11731.0
44194;2.2;31.6;16251.0;15050.0;28872.0;13461.0;25434.0;11858.0
44195;2.7;32.4;24660.0;20650.0;45242.0;20954.0;37714.0;17468.0
44196;2.8;30.3;19615.0;18550.0;34924.0;15555.0;30808.0;13721.0
44197;;;;;37099.0;19810.0;30841.0;16468.0
44198;2.7;28.6;20433.0;19250.0;38672.0;17168.0;32561.0;14456.0
44199;;;;;37099.0;19810.0;30841.0;16468.0
44200;;;;;40355.0;20178.0;33389.0;16695.0
44201;2.5;29.5;20573.0;17850.0;37490.0;17366.0;30888.0;14308.0
44203;;;;;36664.0;19120.0;30588.0;15952.0
44204;;;;;37099.0;19810.0;30841.0;16468.0
44205;2.4;27.2;20631.0;19250.0;39254.0;17618.0;32809.0;14725.0
44206;2.1;27.1;18192.0;17850.0;30008.0;16722.0;25601.0;14266.0
44207;2.7;28.6;20817.0;19950.0;33975.0;19016.0;28648.0;16034.0
44208;;;;;36664.0;19120.0;30588.0;15952.0
44209;2.5;28.0;20110.0;18550.0;39543.0;16693.0;33138.0;13989.0
44210;3.1;30.6;18551.0;15750.0;38184.0;14647.0;32348.0;12408.0
44211;;;;;36664.0;19120.0;30588.0;15952.0
44212;;;;;34546.0;18360.0;29235.0;15537.0
44213;;;;;40355.0;20178.0;33389.0;16695.0
44215;2.4;27.5;22710.0;19950.0;42988.0;18944.0;36032.0;15879.0
44216;2.4;27.7;23745.0;22050.0;48696.0;19996.0;39500.0;16220.0
44217;;;;;37099.0;19810.0;30841.0;16468.0
44218;;;;;37099.0;19810.0;30841.0;16468.0
44219;2.4;26.8;21342.0;19250.0;38620.0;18328.0;32254.0;15307.0
44220;3.1;36.1;16515.0;11550.0;29289.0;13389.0;25230.0;11534.0
44221;2.2;25.7;17486.0;15750.0;31941.0;14272.0;27701.0;12377.0
44222;2.0;24.4;24169.0;22050.0;39227.0;21233.0;32071.0;17360.0
44223;;;;;34546.0;18360.0;29235.0;15537.0
44224;;;;;36664.0;19120.0;30588.0;15952.0
44225;3.1;40.4;21448.0;17150.0;33768.0;18760.0;28658.0;15921.0
44226;2.5;29.1;21617.0;19250.0;35404.0;19285.0;30026.0;16355.0
44227;;;;;36664.0;19120.0;30588.0;15952.0
44228;2.3;31.8;19583.0;18550.0;35587.0;16239.0;30656.0;13989.0
44229;2.6;27.7;18904.0;16450.0;36550.0;15575.0;30987.0;13205.0
44230;2.8;33.0;17213.0;15050.0;28805.0;14161.0;25171.0;12374.0
44231;;;;;34778.0;17981.0;29615.0;15311.0
44232;2.4;25.8;18810.0;17150.0;34969.0;14956.0;30555.0;13068.0
44234;;;;;34778.0;17981.0;29615.0;15311.0
44235;2.3;28.1;15179.0;12250.0;30572.0;13173.0;25322.0;10911.0
44236;;;;;33520.0;15860.0;28721.0;13590.0
44237;2.6;28.6;21016.0;19250.0;40380.0;17812.0;33061.0;14583.0
44238;2.1;24.1;21959.0;20650.0;45647.0;17597.0;38298.0;14764.0
44239;;;;;34778.0;17981.0;29615.0;15311.0
44240;2.0;23.5;19559.0;18550.0;32540.0;16962.0;28015.0;14604.0
44241;2.2;24.6;17605.0;16450.0;32244.0;14046.0;28109.0;12245.0
44243;;;;;37099.0;19810.0;30841.0;16468.0
44244;;;;;33520.0;15860.0;28721.0;13590.0
44245;2.2;27.2;15869.0;14350.0;29376.0;12199.0;26108.0;10842.0
44246;2.4;27.8;19365.0;17850.0;39242.0;15988.0;32408.0;13203.0
44247;2.1;26.3;17432.0;16450.0;31223.0;13630.0;27690.0;12087.0
44249;;;;;37099.0;19810.0;30841.0;16468.0
44250;;;;;37099.0;19810.0;30841.0;16468.0
44251;2.4;26.4;17798.0;16450.0;32500.0;14341.0;28182.0;12436.0
44252;;;;;36664.0;19120.0;30588.0;15952.0
44256;;;;;36664.0;19120.0;30588.0;15952.0
44257;2.5;28.0;20964.0;17850.0;36588.0;18060.0;31021.0;15312.0
44258;;;;;37099.0;19810.0;30841.0;16468.0
44260;3.6;31.3;17471.0;15050.0;35427.0;14037.0;30261.0;11990.0
44261;2.1;24.4;20494.0;19250.0;39139.0;16399.0;33347.0;13972.0
44262;2.4;27.4;17923.0;16450.0;33083.0;14208.0;28521.0;12248.0
44263;2.5;25.8;20444.0;19250.0;40962.0;16809.0;33997.0;13951.0
44264;2.2;25.0;17748.0;15050.0;33941.0;14590.0;29105.0;12512.0
44265;2.4;29.9;19914.0;17850.0;34676.0;17141.0;29089.0;14379.0
44266;2.6;30.0;17514.0;17150.0;28471.0;15917.0;24978.0;13964.0
44267;;;;;36664.0;19120.0;30588.0;15952.0
44268;;;;;36664.0;19120.0;30588.0;15952.0
45001;2.1;25.5;18171.0;16450.0;36809.0;14222.0;31250.0;12074.0
45002;2.3;26.9;15796.0;14350.0;32119.0;11668.0;27430.0;9964.0
45003;2.1;24.6;16424.0;16450.0;32161.0;13048.0;27780.0;11270.0
45004;2.1;25.7;15384.0;14350.0;29633.0;11947.0;25977.0;10473.0
45005;2.1;27.7;17759.0;16450.0;31474.0;14776.0;27186.0;12763.0
45006;2.5;28.6;14472.0;12950.0;25461.0;11375.0;23206.0;10367.0
45007;2.0;24.2;17015.0;15050.0;31679.0;13461.0;27915.0;11861.0
45008;2.9;31.6;17135.0;15750.0;31334.0;13872.0;27388.0;12125.0
45009;2.4;29.8;15601.0;14000.0;25567.0;12951.0;22842.0;11571.0
45010;2.9;36.0;17759.0;14350.0;28747.0;15130.0;25648.0;13499.0
45011;2.4;28.8;14935.0;12950.0;25205.0;12264.0;22584.0;10988.0
45012;2.2;26.2;17980.0;16450.0;33584.0;14862.0;28835.0;12761.0
45013;2.5;30.3;16042.0;14350.0;31444.0;12920.0;27068.0;11122.0
45014;2.1;25.1;17058.0;15750.0;35680.0;13194.0;30761.0;11375.0
45015;2.3;28.6;17080.0;15050.0;34153.0;13668.0;29290.0;11722.0
45016;2.2;25.8;21387.0;19950.0;47331.0;16975.0;38920.0;13958.0
45017;2.3;25.7;15029.0;15050.0;26769.0;11875.0;23787.0;10552.0
45018;2.5;27.0;15982.0;15050.0;35088.0;11953.0;30198.0;10287.0
45019;2.4;29.1;21881.0;19250.0;47240.0;17830.0;38475.0;14521.0
45020;2.4;28.7;16575.0;14350.0;29577.0;13166.0;26168.0;11649.0
45021;2.2;26.3;17147.0;16450.0;36343.0;13424.0;31023.0;11459.0
45022;2.3;29.4;16895.0;15050.0;28374.0;14225.0;24892.0;12479.0
45023;2.2;25.5;21511.0;19950.0;47400.0;17164.0;38842.0;14065.0
45024;2.0;22.6;16825.0;15750.0;32436.0;12955.0;28257.0;11286.0
45025;2.4;28.8;16624.0;15050.0;35740.0;12733.0;30807.0;10975.0
45026;2.3;29.3;17741.0;17150.0;31706.0;14510.0;27270.0;12479.0
45027;2.2;25.3;16887.0;15750.0;27826.0;14707.0;24170.0;12774.0
45028;2.2;25.8;16915.0;15050.0;33436.0;13225.0;28891.0;11428.0
45029;2.3;25.3;18209.0;16450.0;29146.0;15226.0;25728.0;13440.0
45030;2.2;28.1;17154.0;15050.0;28685.0;14400.0;25200.0;12650.0
45031;2.4;27.4;16555.0;15750.0;33625.0;12946.0;28906.0;11130.0
45032;2.1;25.2;16020.0;15750.0;30719.0;12662.0;26932.0;11101.0
45033;2.3;28.6;16123.0;15050.0;25463.0;13414.0;22720.0;11969.0
45034;2.3;26.7;15841.0;14350.0;30295.0;12157.0;26771.0;10742.0
45035;3.2;37.4;17601.0;14350.0;31038.0;15150.0;26678.0;13022.0
45036;2.7;30.8;15978.0;15050.0;31496.0;12449.0;27784.0;10982.0
45037;2.2;27.1;16298.0;15050.0;30160.0;13106.0;26512.0;11521.0
45038;2.3;27.7;21325.0;19950.0;47135.0;17190.0;38511.0;14045.0
45039;2.4;32.4;16799.0;15050.0;31200.0;13627.0;26444.0;11550.0
45040;3.4;34.9;13827.0;12250.0;27371.0;11211.0;23875.0;9779.0
45041;2.6;29.8;17483.0;16450.0;36152.0;14141.0;30436.0;11905.0
45042;2.6;26.5;18051.0;17850.0;31651.0;15166.0;27452.0;13154.0
45043;2.9;30.8;19815.0;16800.0;36205.0;16692.0;30791.0;14195.0
45045;2.6;29.3;15081.0;14350.0;29256.0;11780.0;25556.0;10291.0
45046;2.3;27.1;14819.0;13650.0;28846.0;11335.0;25468.0;10008.0
45047;2.4;27.7;17140.0;15750.0;35828.0;13496.0;30299.0;11413.0
45048;2.4;29.7;16767.0;15050.0;29870.0;13797.0;25921.0;11973.0
45049;2.4;26.7;18973.0;17850.0;35215.0;15184.0;30360.0;13090.0
45050;2.8;29.7;16762.0;15750.0;32512.0;13988.0;27723.0;11928.0
45051;2.2;26.6;17689.0;15750.0;38065.0;13440.0;32684.0;11540.0
45052;2.2;26.5;26439.0;23450.0;62377.0;21916.0;49344.0;17337.0
45053;2.2;26.8;17512.0;15750.0;36103.0;13461.0;30925.0;11530.0
45054;2.3;27.8;16122.0;15050.0;31940.0;12602.0;27708.0;10933.0
45055;2.5;28.3;17118.0;15050.0;33019.0;13507.0;28733.0;11753.0
45056;2.7;29.8;13884.0;12950.0;31810.0;10159.0;27936.0;8922.0
45057;2.2;24.2;19272.0;17850.0;38193.0;14878.0;32982.0;12848.0
45058;2.5;30.7;14383.0;13650.0;23952.0;12480.0;21179.0;11036.0
45059;2.2;27.3;16731.0;15050.0;32905.0;12812.0;28728.0;11186.0
45060;2.4;31.2;16121.0;14350.0;30587.0;13147.0;26643.0;11452.0
45061;2.4;30.4;15752.0;13650.0;30654.0;12845.0;26261.0;11005.0
45062;2.5;29.0;15985.0;14350.0;31738.0;12531.0;27476.0;10848.0
45063;2.4;31.7;15747.0;13650.0;24032.0;13522.0;21600.0;12153.0
45064;2.2;26.2;19122.0;17850.0;41182.0;15002.0;34525.0;12577.0
45065;2.5;30.2;16257.0;14350.0;24980.0;14328.0;22258.0;12767.0
45066;2.5;29.6;16062.0;14350.0;34490.0;12228.0;29677.0;10522.0
45067;2.2;28.0;18327.0;16450.0;36462.0;14433.0;31117.0;12317.0
45068;3.2;35.0;18162.0;14350.0;34323.0;14503.0;29326.0;12391.0
45069;2.3;28.4;15954.0;14350.0;32725.0;12178.0;28394.0;10566.0
45070;2.5;28.2;19647.0;17850.0;40603.0;15556.0;34380.0;13172.0
45071;2.1;25.9;16245.0;15050.0;30103.0;12666.0;26512.0;11155.0
45072;2.6;30.6;16601.0;15050.0;28431.0;13852.0;25073.0;12216.0
45073;2.4;30.1;17686.0;15050.0;30819.0;14964.0;26634.0;12932.0
45074;2.4;26.3;17263.0;14350.0;29885.0;14156.0;26160.0;12392.0
45075;2.4;29.3;19245.0;18550.0;33318.0;16659.0;28546.0;14273.0
45076;3.6;37.7;14655.0;12250.0;26684.0;12175.0;23254.0;10610.0
45077;2.6;28.2;17885.0;17150.0;35438.0;14010.0;30468.0;12045.0
45078;2.4;27.9;16200.0;15050.0;32210.0;12668.0;27928.0;10984.0
45079;2.6;30.6;14702.0;12950.0;26107.0;11833.0;23322.0;10571.0
45080;;;;;;;;
45081;2.5;28.4;20732.0;18550.0;48677.0;16141.0;39826.0;13206.0
45082;2.1;25.2;17063.0;15750.0;30684.0;13376.0;27033.0;11785.0
45083;2.8;33.0;23483.0;19950.0;50585.0;19394.0;40557.0;15549.0
45084;2.2;26.7;14960.0;13650.0;27387.0;11845.0;24017.0;10388.0
45085;2.3;28.0;16088.0;15050.0;34373.0;12330.0;29560.0;10604.0
45086;2.4;29.3;15750.0;14350.0;29334.0;12605.0;25848.0;11108.0
45087;2.2;25.8;17507.0;15750.0;36236.0;13544.0;31062.0;11610.0
45088;2.4;28.1;16852.0;15750.0;36320.0;13008.0;30944.0;11083.0
45089;2.2;26.1;17214.0;15750.0;31711.0;13764.0;27700.0;12023.0
45090;2.4;29.5;16210.0;15750.0;28555.0;13412.0;24981.0;11734.0
45091;2.0;22.8;16432.0;16450.0;29833.0;13341.0;26310.0;11766.0
45092;2.0;25.8;16631.0;15050.0;29233.0;13544.0;25860.0;11982.0
45093;3.1;32.1;17059.0;16450.0;27362.0;13766.0;24584.0;12369.0
45094;2.5;27.1;18046.0;16450.0;31418.0;15188.0;27104.0;13102.0
45095;2.7;31.4;14757.0;12950.0;28687.0;11835.0;24915.0;10279.0
45096;2.1;25.4;18261.0;17150.0;36345.0;14303.0;31436.0;12371.0
45097;2.3;26.0;16976.0;15050.0;34056.0;13563.0;28981.0;11542.0
45098;2.8;32.4;19098.0;16450.0;37378.0;15355.0;31743.0;13040.0
45099;2.6;28.2;17398.0;16450.0;36355.0;13712.0;30705.0;11581.0
45100;2.3;29.6;15708.0;13650.0;28825.0;12602.0;25002.0;10930.0
45101;2.3;27.4;16105.0;14350.0;31867.0;12409.0;27510.0;10713.0
45102;2.3;28.5;17310.0;15750.0;36903.0;13304.0;31443.0;11335.0
45103;2.2;31.7;14496.0;12250.0;25292.0;11820.0;22462.0;10498.0
45104;2.5;27.9;16168.0;14350.0;29702.0;13050.0;25804.0;11337.0
45105;2.3;27.0;18175.0;16450.0;29822.0;15560.0;26266.0;13704.0
45106;2.5;28.9;17239.0;15750.0;35275.0;13329.0;30230.0;11423.0
45107;2.6;29.4;22110.0;19950.0;49243.0;17783.0;39139.0;14134.0
45108;2.6;31.1;16766.0;15050.0;30003.0;13977.0;26203.0;12207.0
45109;2.6;29.4;16487.0;14350.0;30948.0;13015.0;27114.0;11403.0
45110;2.3;28.1;16424.0;15050.0;28597.0;13593.0;25111.0;11937.0
45111;;;;;;;;
45112;2.6;31.4;15315.0;12950.0;28679.0;12256.0;25205.0;10771.0
45113;2.2;27.0;16485.0;14350.0;27593.0;13551.0;24558.0;12060.0
45114;2.5;29.8;18875.0;16450.0;32637.0;16402.0;27917.0;14030.0
45115;2.4;27.0;19154.0;17850.0;40708.0;14796.0;34180.0;12423.0
45116;2.2;25.0;17219.0;15750.0;33597.0;13514.0;29127.0;11716.0
45117;2.2;28.6;14854.0;13650.0;26941.0;11833.0;23865.0;10482.0
45118;2.4;28.7;16420.0;15050.0;35770.0;12590.0;30681.0;10798.0
45119;2.4;27.4;16660.0;15750.0;36389.0;12789.0;31126.0;10940.0
45120;2.9;36.0;18177.0;14350.0;31224.0;15979.0;26566.0;13595.0
45121;2.8;31.9;16037.0;14350.0;33705.0;12570.0;28691.0;10700.0
45122;2.4;28.1;24438.0;22050.0;55686.0;20033.0;44497.0;16008.0
45123;2.3;26.4;20735.0;19250.0;43088.0;17315.0;35385.0;14220.0
45124;2.1;24.1;18398.0;17150.0;38022.0;14316.0;32404.0;12200.0
45125;2.2;26.5;17740.0;16450.0;32597.0;14254.0;28333.0;12390.0
45126;3.5;37.2;13625.0;11550.0;26364.0;11492.0;22963.0;10009.0
45127;2.6;29.4;17273.0;16450.0;34525.0;14082.0;29170.0;11898.0
