Código;Distribución de la renta P80/P20;Índice de Gini;Media de la renta por unidad de consumo;Mediana de la renta por unidad de consumo;Renta bruta media por hogar;Renta bruta media por persona;Renta neta media por hogar;Renta neta media por persona
16051;2.5;32.8;14605.0;12950.0;24493.0;11903.0;21500.0;10449.0
16052;2.5;29.6;17311.0;16450.0;32740.0;14102.0;28438.0;12248.0
16053;2.1;23.3;22531.0;21350.0;40013.0;19015.0;34186.0;16246.0
16055;2.6;29.0;17728.0;17150.0;33309.0;13974.0;27560.0;11562.0
16056;2.4;28.7;16465.0;15050.0;26174.0;13341.0;23550.0;12003.0
16057;;;;;31170.0;17934.0;26787.0;15412.0
16058;;;;;;;;
16060;2.4;28.9;15320.0;13650.0;28626.0;11899.0;25759.0;10707.0
16061;2.5;31.9;14745.0;12250.0;28300.0;11691.0;24707.0;10207.0
16062;;;;;27122.0;14993.0;24025.0;13281.0
16063;2.6;29.2;16730.0;14350.0;26827.0;13030.0;24559.0;11928.0
16064;2.3;28.0;16022.0;14350.0;30220.0;12394.0;26918.0;11040.0
16065;2.5;27.3;19076.0;17850.0;35997.0;15495.0;30824.0;13268.0
16066;2.3;26.6;16049.0;14350.0;30950.0;12151.0;27460.0;10781.0
16067;2.5;30.1;17844.0;14350.0;30120.0;14457.0;26426.0;12685.0
16068;2.8;29.9;17762.0;16450.0;33846.0;14505.0;29219.0;12522.0
16070;;;;;31792.0;18100.0;27172.0;15470.0
16071;;;;;26489.0;16039.0;22927.0;13883.0
16072;2.0;26.6;16073.0;14350.0;26012.0;13203.0;23192.0;11772.0
16073;2.3;26.0;15873.0;15050.0;29458.0;12646.0;25054.0;10755.0
16074;;;;;31792.0;18100.0;27172.0;15470.0
16078;2.6;30.0;21785.0;19950.0;43804.0;18116.0;36241.0;14988.0
16079;;;;;31170.0;17934.0;26787.0;15412.0
16081;;;;;31792.0;18100.0;27172.0;15470.0
16082;2.3;32.2;16102.0;12950.0;25745.0;13666.0;22804.0;12105.0
16083;;;;;31792.0;18100.0;27172.0;15470.0
16084;;;;;31792.0;18100.0;27172.0;15470.0
16085;2.2;25.8;14961.0;12950.0;22797.0;12201.0;20169.0;10794.0
16086;2.5;28.3;17312.0;16450.0;34781.0;13566.0;29870.0;11651.0
16087;2.5;27.0;18324.0;17150.0;32951.0;14063.0;29623.0;12643.0
16088;2.3;24.0;17743.0;16450.0;30897.0;15007.0;26720.0;12978.0
16089;2.4;26.6;20118.0;18550.0;38354.0;15899.0;33170.0;13750.0
16091;;;;;31170.0;17934.0;26787.0;15412.0
16092;2.0;26.2;18974.0;17150.0;33375.0;15943.0;29000.0;13853.0
16093;;;;;27122.0;14993.0;24025.0;13281.0
16094;2.0;27.4;15471.0;13650.0;26193.0;12777.0;23524.0;11475.0
16095;;;;;27122.0;14993.0;24025.0;13281.0
16096;2.2;30.0;16414.0;15050.0;32758.0;12677.0;28493.0;11027.0
16097;1.9;23.4;16874.0;15750.0;26327.0;14096.0;23483.0;12574.0
16098;2.1;26.8;13658.0;12950.0;26506.0;10238.0;23933.0;9245.0
16099;2.3;32.0;18410.0;16450.0;32553.0;14998.0;28297.0;13037.0
16100;2.1;24.5;14143.0;13300.0;24214.0;10859.0;22191.0;9952.0
16101;2.6;26.4;19374.0;18900.0;32005.0;16495.0;27731.0;14292.0
16102;2.2;28.2;17073.0;15050.0;33339.0;13138.0;29232.0;11519.0
16103;3.0;30.2;19379.0;16450.0;33492.0;16231.0;29367.0;14232.0
16104;;;;;30067.0;15973.0;25629.0;13616.0
16106;2.3;26.1;17088.0;15750.0;31588.0;13347.0;27730.0;11717.0
16107;;;;;31170.0;17934.0;26787.0;15412.0
16108;;;;;27072.0;14914.0;23384.0;12883.0
16109;;;;;27122.0;14993.0;24025.0;13281.0
16110;3.4;44.2;27202.0;18550.0;63716.0;24135.0;50487.0;19124.0
16111;2.9;30.6;18826.0;17850.0;36021.0;15891.0;30844.0;13607.0
16112;2.6;29.9;17104.0;15050.0;31712.0;13619.0;27834.0;11954.0
16113;2.3;29.3;16494.0;14350.0;33585.0;12588.0;29152.0;10926.0
16115;;;;;31170.0;17934.0;26787.0;15412.0
16116;;;;;31170.0;17934.0;26787.0;15412.0
16117;2.6;32.4;17336.0;15050.0;31751.0;14384.0;27531.0;12472.0
16118;2.3;29.2;14952.0;12950.0;26895.0;11490.0;24056.0;10277.0
16119;2.3;27.4;16800.0;14350.0;29845.0;13444.0;26219.0;11811.0
16121;2.2;24.5;20083.0;17850.0;33523.0;17530.0;28830.0;15076.0
16122;2.3;25.1;18209.0;17850.0;33881.0;14769.0;29227.0;12740.0
16123;;;;;31170.0;17934.0;26787.0;15412.0
16124;2.0;25.6;14995.0;13650.0;28007.0;11405.0;25142.0;10238.0
16125;2.2;28.8;14239.0;12950.0;27099.0;10995.0;23803.0;9657.0
16126;2.5;35.1;17528.0;13650.0;30641.0;14859.0;25235.0;12238.0
16128;;;;;;;;
16129;;;;;27072.0;14914.0;23384.0;12883.0
16130;2.2;28.2;16939.0;15050.0;30999.0;13897.0;26795.0;12013.0
16131;2.5;33.5;21386.0;18550.0;40861.0;18603.0;34124.0;15536.0
16132;;;;;27072.0;14914.0;23384.0;12883.0
16133;2.4;28.5;16938.0;15050.0;33974.0;13133.0;29131.0;11261.0
16134;2.3;28.5;20074.0;17150.0;42123.0;16029.0;35111.0;13361.0
16135;3.8;35.1;15861.0;13650.0;25508.0;14074.0;22481.0;12403.0
16137;;;;;27122.0;14993.0;24025.0;13281.0
16139;2.5;28.6;15506.0;13650.0;25249.0;12711.0;22628.0;11392.0
16140;;;;;26489.0;16039.0;22927.0;13883.0
16141;3.3;32.7;18171.0;15050.0;30319.0;15917.0;26311.0;13813.0
16142;2.7;30.1;17359.0;14350.0;29117.0;14673.0;25745.0;12974.0
16143;;;;;26489.0;16039.0;22927.0;13883.0
16145;2.1;26.2;14163.0;13650.0;21202.0;11779.0;19283.0;10713.0
16146;;;;;27122.0;14993.0;24025.0;13281.0
16147;;;;;27122.0;14993.0;24025.0;13281.0
16148;2.4;29.8;17624.0;15750.0;30803.0;14627.0;26985.0;12814.0
16149;2.5;27.4;24432.0;23450.0;42560.0;21837.0;34920.0;17917.0
16150;;;;;31792.0;18100.0;27172.0;15470.0
16151;;;;;27072.0;14914.0;23384.0;12883.0
16152;;;;;31792.0;18100.0;27172.0;15470.0
16153;2.2;26.7;17290.0;15750.0;33059.0;13582.0;28821.0;11841.0
16154;2.2;26.8;16586.0;15050.0;34090.0;12610.0;29645.0;10966.0
16155;2.6;31.7;14824.0;14350.0;29751.0;11279.0;26188.0;9928.0
16156;;;;;26489.0;16039.0;22927.0;13883.0
16157;2.5;31.2;13095.0;11550.0;22036.0;10398.0;19934.0;9406.0
16158;2.3;29.5;16524.0;14350.0;31015.0;13286.0;27121.0;11618.0
16159;2.3;28.6;15794.0;14350.0;24320.0;13053.0;21912.0;11761.0
16160;;;;;26489.0;16039.0;22927.0;13883.0
16161;;;;;31792.0;18100.0;27172.0;15470.0
16162;;;;;26489.0;16039.0;22927.0;13883.0
16163;;;;;31792.0;18100.0;27172.0;15470.0
16165;;;;;31170.0;17934.0;26787.0;15412.0
16166;2.2;26.7;18291.0;15750.0;35723.0;15668.0;30263.0;13273.0
16167;2.4;27.1;17791.0;16100.0;31140.0;14858.0;27271.0;13012.0
16169;;;;;31170.0;17934.0;26787.0;15412.0
16170;2.8;32.3;16732.0;15050.0;31092.0;13850.0;27017.0;12035.0
16171;2.4;28.4;15247.0;13650.0;29406.0;11704.0;26068.0;10375.0
16172;2.6;28.5;17905.0;15750.0;30700.0;15299.0;26728.0;13320.0
16173;2.6;30.3;17613.0;15750.0;29383.0;14835.0;25543.0;12897.0
16174;2.5;28.0;14276.0;12950.0;22893.0;11326.0;21104.0;10441.0
16175;2.3;26.9;15179.0;13650.0;31324.0;11281.0;27516.0;9910.0
16176;;;;;;;;
16177;1.8;25.4;15845.0;14350.0;25499.0;13368.0;23035.0;12077.0
16181;;;;;27072.0;14914.0;23384.0;12883.0
16185;;;;;26489.0;16039.0;22927.0;13883.0
16186;2.2;24.7;17683.0;17150.0;29400.0;14571.0;25902.0;12837.0
16187;;;;;27122.0;14993.0;24025.0;13281.0
16188;2.3;29.2;19034.0;16450.0;30655.0;15001.0;26368.0;12903.0
16189;2.4;32.1;18167.0;16450.0;32896.0;15273.0;28421.0;13195.0
16190;2.5;29.6;17417.0;15750.0;36948.0;13461.0;31358.0;11424.0
16191;2.4;31.2;17235.0;14350.0;32102.0;13750.0;27810.0;11911.0
16192;;;;;27122.0;14993.0;24025.0;13281.0
16193;;;;;26489.0;16039.0;22927.0;13883.0
16194;2.0;24.8;17083.0;16450.0;26801.0;13927.0;24466.0;12714.0
16195;2.1;27.7;13623.0;12250.0;22595.0;10800.0;20714.0;9901.0
16196;2.4;31.3;15587.0;14350.0;27754.0;12242.0;24793.0;10936.0
16197;;;;;31170.0;17934.0;26787.0;15412.0
16198;2.4;28.4;16062.0;15050.0;31119.0;12318.0;27385.0;10840.0
16199;;;;;31792.0;18100.0;27172.0;15470.0
16202;2.2;27.3;16689.0;15050.0;29043.0;13405.0;25634.0;11831.0
16203;2.3;27.4;18599.0;17150.0;39186.0;14630.0;33098.0;12357.0
16204;2.5;28.5;15556.0;13650.0;27649.0;12614.0;24211.0;11045.0
16205;2.3;27.8;18698.0;15750.0;31700.0;15369.0;27852.0;13504.0
16206;2.5;29.9;16355.0;14350.0;25077.0;13393.0;22784.0;12169.0
16209;3.0;33.3;17844.0;15750.0;28582.0;15906.0;24999.0;13913.0
16211;2.7;31.7;18023.0;15050.0;26993.0;16560.0;23265.0;14273.0
16212;3.2;33.1;18041.0;17150.0;34337.0;14797.0;29516.0;12719.0
16213;;;;;27072.0;14914.0;23384.0;12883.0
16215;2.6;32.2;18171.0;16450.0;31728.0;15308.0;27515.0;13276.0
16216;2.4;27.4;16126.0;15050.0;25679.0;13293.0;23145.0;11981.0
16217;;;;;27072.0;14914.0;23384.0;12883.0
16218;2.6;31.3;16722.0;14350.0;31902.0;14254.0;27039.0;12081.0
16219;;;;;31792.0;18100.0;27172.0;15470.0
16224;;;;;31170.0;17934.0;26787.0;15412.0
16225;;;;;31792.0;18100.0;27172.0;15470.0
16227;3.0;30.1;15617.0;15050.0;25008.0;13254.0;22373.0;11858.0
16228;2.1;28.2;17374.0;15750.0;28218.0;14324.0;25061.0;12721.0
16231;;;;;30067.0;15973.0;25629.0;13616.0
16234;;;;;31170.0;17934.0;26787.0;15412.0
16236;2.5;31.4;18315.0;15050.0;35698.0;14587.0;30979.0;12659.0
16237;;;;;30067.0;15973.0;25629.0;13616.0
16238;2.5;29.2;16685.0;15050.0;28576.0;13523.0;25391.0;12016.0
16239;2.9;30.9;21128.0;17850.0;35936.0;17596.0;30923.0;15142.0
16240;2.8;29.2;18234.0;15750.0;27597.0;16513.0;24342.0;14565.0
16242;2.4;31.5;15213.0;15050.0;26270.0;12007.0;23580.0;10777.0
16243;2.7;32.1;17244.0;15050.0;32175.0;13989.0;27946.0;12150.0
16244;2.3;27.7;14553.0;13650.0;26791.0;11195.0;24086.0;10065.0
16245;2.2;26.3;21299.0;19950.0;37959.0;17973.0;32610.0;15441.0
16246;2.7;31.0;16951.0;14350.0;29778.0;13489.0;26593.0;12046.0
16247;;;;;27072.0;14914.0;23384.0;12883.0
16248;2.4;28.3;15675.0;14350.0;28097.0;12291.0;24756.0;10829.0
16249;2.3;28.5;16586.0;15050.0;31224.0;13012.0;27364.0;11404.0
16250;;;;;26489.0;16039.0;22927.0;13883.0
16251;2.3;26.6;16199.0;15050.0;31369.0;12382.0;27657.0;10917.0
16253;2.4;29.6;15665.0;15050.0;25519.0;13605.0;22338.0;11910.0
16254;2.2;28.1;21711.0;18900.0;39475.0;17146.0;34403.0;14943.0
16255;2.4;30.0;18245.0;16450.0;32221.0;15449.0;28272.0;13555.0
16258;2.9;29.6;17442.0;15750.0;26493.0;15183.0;23654.0;13556.0
16259;;;;;26489.0;16039.0;22927.0;13883.0
16263;2.7;31.7;21977.0;19250.0;45718.0;17939.0;38256.0;15010.0
16264;2.6;27.4;17074.0;15750.0;28677.0;13951.0;25407.0;12360.0
16265;;;;;26489.0;16039.0;22927.0;13883.0
16266;2.5;29.1;16721.0;15050.0;30850.0;13013.0;27028.0;11401.0
16269;2.5;34.2;15903.0;12950.0;27605.0;13483.0;24255.0;11847.0
16270;2.2;27.8;18375.0;17150.0;33006.0;14946.0;28077.0;12714.0
16271;2.3;29.8;13687.0;12250.0;25364.0;10566.0;22858.0;9522.0
16272;3.7;36.4;17617.0;14350.0;28952.0;14965.0;25109.0;12979.0
16273;2.9;31.8;15808.0;13300.0;28453.0;12665.0;25268.0;11247.0
16274;2.8;29.2;14897.0;14350.0;23219.0;13268.0;20618.0;11782.0
16275;;;;;26489.0;16039.0;22927.0;13883.0
16276;;;;;27122.0;14993.0;24025.0;13281.0
16277;;;;;27072.0;14914.0;23384.0;12883.0
16278;;;;;31170.0;17934.0;26787.0;15412.0
16279;2.0;25.3;16865.0;15050.0;28117.0;14350.0;24592.0;12551.0
16280;2.5;31.9;17815.0;15750.0;28223.0;15602.0;24712.0;13661.0
16901;2.6;29.5;18367.0;15750.0;29619.0;15952.0;25704.0;13844.0
16902;2.1;30.0;21182.0;18550.0;36632.0;18616.0;31039.0;15774.0
16903;2.8;32.1;16926.0;14350.0;34558.0;13167.0;30095.0;11467.0
16904;2.5;29.1;27646.0;24500.0;53848.0;23381.0;44056.0;19129.0
16905;2.4;28.9;21883.0;19950.0;45458.0;17602.0;37877.0;14666.0
16906;;;;;26489.0;16039.0;22927.0;13883.0
16908;3.4;30.3;14125.0;14350.0;23239.0;11620.0;20959.0;10479.0
16909;2.5;26.6;21635.0;19250.0;38082.0;18105.0;32679.0;15537.0
16910;;;;;26489.0;16039.0;22927.0;13883.0
17001;2.5;30.8;29258.0;20650.0;74257.0;29061.0;51404.0;20117.0
17002;2.3;27.3;32087.0;30450.0;88014.0;25596.0;68151.0;19819.0
17003;3.4;35.8;17377.0;16450.0;35616.0;13611.0;30162.0;11527.0
17004;2.3;28.0;25075.0;23450.0;55973.0;20654.0;45079.0;16634.0
17005;2.1;25.4;24659.0;24500.0;59532.0;19278.0;48270.0;15631.0
17006;2.9;36.4;27819.0;21350.0;59630.0;25914.0;45453.0;19753.0
17007;2.3;26.2;24531.0;22050.0;51756.0;20288.0;42191.0;16539.0
17008;2.5;28.2;21410.0;19250.0;46838.0;17264.0;38693.0;14262.0
17009;2.5;28.2;21382.0;19250.0;45637.0;17419.0;37702.0;14391.0
17010;2.4;28.2;24337.0;22750.0;51657.0;20455.0;41671.0;16501.0
17011;2.5;30.7;25502.0;22750.0;55181.0;21535.0;43711.0;17059.0
17012;2.0;23.9;25454.0;23450.0;64472.0;20433.0;51048.0;16178.0
17013;2.4;32.3;27627.0;22050.0;62626.0;24885.0;46698.0;18556.0
17014;;;;;;;;
17015;2.5;28.9;24376.0;21350.0;54495.0;20187.0;43635.0;16164.0
17016;2.4;28.5;22691.0;20650.0;48446.0;18680.0;39466.0;15217.0
17018;2.3;25.9;23359.0;22050.0;49439.0;19543.0;39763.0;15718.0
17019;2.2;26.8;23798.0;21350.0;49861.0;19645.0;40477.0;15948.0
17020;1.9;23.6;26124.0;24850.0;59927.0;20979.0;48030.0;16814.0
17021;2.6;29.1;20826.0;19250.0;56226.0;17064.0;43551.0;13217.0
17022;2.5;29.2;19971.0;17850.0;43333.0;16032.0;36020.0;13327.0
17023;2.6;29.2;20450.0;18550.0;41829.0;16964.0;34707.0;14075.0
17024;3.3;42.8;38207.0;26250.0;98637.0;39905.0;64965.0;26282.0
17025;2.3;28.2;27368.0;24150.0;61619.0;22313.0;47331.0;17139.0
17026;2.2;28.6;28640.0;24150.0;69495.0;23380.0;54466.0;18324.0
17027;2.2;26.5;22705.0;21350.0;46171.0;18623.0;38176.0;15398.0
17028;2.1;26.9;28908.0;24850.0;69751.0;24522.0;53775.0;18905.0
17029;2.2;26.6;23443.0;20650.0;48471.0;19776.0;39827.0;16250.0
17030;2.7;30.7;21676.0;19250.0;48739.0;17520.0;40396.0;14520.0
17031;2.7;29.1;20150.0;16450.0;48512.0;15272.0;41007.0;12910.0
17032;2.6;32.6;22764.0;19250.0;49747.0;20105.0;38593.0;15597.0
17033;2.1;25.7;25260.0;22750.0;57008.0;20943.0;45055.0;16552.0
17034;2.7;32.4;23017.0;19250.0;48623.0;19783.0;38446.0;15642.0
17035;1.9;24.1;28755.0;26250.0;67353.0;23242.0;53421.0;18434.0
17036;1.9;23.1;24574.0;22750.0;48911.0;20626.0;40095.0;16908.0
17037;3.2;37.3;28610.0;24150.0;57691.0;28662.0;43085.0;21405.0
17038;2.0;26.6;31551.0;29050.0;84395.0;25428.0;64990.0;19581.0
17039;2.5;32.2;24995.0;21350.0;51011.0;22421.0;40480.0;17792.0
17040;2.4;29.2;30677.0;25550.0;72127.0;25934.0;55885.0;20094.0
17041;2.1;29.2;23527.0;19250.0;51577.0;19693.0;42371.0;16178.0
17042;2.4;34.1;23419.0;20650.0;54427.0;19332.0;43766.0;15545.0
17043;2.1;29.3;27442.0;24850.0;52877.0;25143.0;41824.0;19887.0
17044;2.3;26.8;23536.0;21350.0;52706.0;19109.0;42463.0;15395.0
17046;2.2;24.9;22384.0;21350.0;42878.0;18799.0;35575.0;15597.0
17047;3.0;35.2;18814.0;15750.0;40338.0;15691.0;32988.0;12832.0
17048;2.9;35.3;22053.0;18550.0;46210.0;19549.0;36260.0;15340.0
17049;2.1;25.6;24742.0;23450.0;59338.0;19628.0;47788.0;15808.0
17050;2.4;27.8;26960.0;24850.0;64120.0;22306.0;49951.0;17376.0
17051;2.5;27.6;25220.0;23450.0;53549.0;21196.0;43263.0;17125.0
17052;2.4;27.7;29908.0;26250.0;73486.0;24066.0;58461.0;19145.0
17054;2.5;33.0;25564.0;22050.0;48524.0;23507.0;39067.0;18926.0
17055;2.1;26.4;28280.0;26950.0;56742.0;24807.0;44729.0;19555.0
17056;2.2;25.4;26094.0;24150.0;62524.0;20850.0;50182.0;16734.0
17057;2.1;26.0;26144.0;22050.0;59909.0;21960.0;47069.0;17254.0
17058;2.3;28.6;22911.0;21350.0;51324.0;17953.0;42433.0;14843.0
17060;2.2;27.7;20555.0;19250.0;39974.0;17077.0;33851.0;14461.0
17061;2.4;44.2;36873.0;24850.0;90689.0;35329.0;66417.0;25873.0
17062;2.6;31.9;21563.0;18550.0;43971.0;18292.0;35951.0;14956.0
17063;2.3;26.3;26201.0;24850.0;52599.0;22158.0;41469.0;17469.0
17064;2.4;29.3;25228.0;21000.0;50870.0;21551.0;41360.0;17522.0
17065;1.9;27.8;27954.0;22750.0;72285.0;23982.0;55449.0;18397.0
17066;2.7;31.2;18712.0;16450.0;41077.0;15113.0;34155.0;12566.0
17067;2.4;26.1;23109.0;21350.0;48605.0;18787.0;39973.0;15451.0
17068;2.4;29.8;32989.0;28350.0;70556.0;30018.0;53437.0;22735.0
17069;2.9;36.5;34251.0;27650.0;77351.0;34143.0;56210.0;24812.0
17070;3.8;39.5;28495.0;22750.0;92619.0;28979.0;61806.0;19338.0
17071;2.0;22.9;28916.0;26250.0;68635.0;23321.0;54146.0;18398.0
17073;2.2;28.6;34892.0;29750.0;90237.0;29653.0;67514.0;22186.0
17074;2.3;29.0;25251.0;22050.0;57033.0;21064.0;45483.0;16798.0
17075;2.2;28.3;27187.0;25550.0;62069.0;23226.0;48612.0;18190.0
17076;2.5;32.5;30990.0;24850.0;71638.0;27402.0;54431.0;20821.0
17077;2.6;29.7;25032.0;21350.0;55172.0;20682.0;44058.0;16516.0
17078;2.4;33.9;31315.0;24150.0;71346.0;30897.0;52841.0;22883.0
17079;2.8;32.9;25130.0;21350.0;56928.0;21433.0;44772.0;16857.0
17080;1.9;34.6;25332.0;20650.0;52986.0;21738.0;41938.0;17205.0
17081;2.2;34.5;25090.0;20650.0;65915.0;20475.0;52000.0;16153.0
17082;2.2;31.2;30759.0;26250.0;74068.0;28850.0;54959.0;21407.0
17083;2.4;26.7;21596.0;19950.0;45336.0;17346.0;37767.0;14450.0
17084;2.8;32.9;29576.0;25550.0;63200.0;27538.0;46777.0;20382.0
17085;2.2;25.6;25402.0;23450.0;59750.0;22583.0;41715.0;15766.0
17086;2.8;31.6;19772.0;16450.0;49794.0;16817.0;39014.0;13176.0
17087;2.3;24.2;26851.0;26250.0;64446.0;21558.0;51290.0;17157.0
17088;2.3;26.9;24579.0;24150.0;55906.0;19815.0;45324.0;16065.0
17089;2.5;28.3;21428.0;19250.0;46610.0;17356.0;37158.0;13836.0
17090;2.2;27.1;33625.0;29750.0;85506.0;28223.0;64599.0;21322.0
17091;2.6;32.1;24772.0;21350.0;50266.0;21557.0;40054.0;17177.0
17092;2.4;29.3;22166.0;19950.0;42823.0;19406.0;34986.0;15855.0
17093;2.6;29.3;24735.0;22050.0;57240.0;20469.0;45955.0;16434.0
17094;3.1;34.6;25072.0;20650.0;52573.0;22880.0;41174.0;17918.0
17095;2.7;33.1;18664.0;16450.0;39320.0;15309.0;32636.0;12707.0
17096;2.5;28.6;22916.0;19950.0;46584.0;20381.0;37094.0;16229.0
17097;2.5;32.1;30169.0;25550.0;69933.0;25616.0;52818.0;19347.0
17098;2.5;28.8;25184.0;22050.0;53924.0;22066.0;42104.0;17229.0
17099;2.1;25.9;24277.0;22050.0;53935.0;21171.0;42745.0;16778.0
17100;2.4;30.8;24930.0;22750.0;53878.0;20553.0;43735.0;16684.0
17101;2.7;28.0;19424.0;17850.0;40629.0;15703.0;34035.0;13155.0
17102;2.7;30.5;20278.0;19250.0;40165.0;17182.0;33262.0;14230.0
17103;2.3;26.7;20328.0;19250.0;43443.0;16237.0;36432.0;13617.0
17105;2.3;30.3;23514.0;20650.0;48332.0;20649.0;36261.0;15492.0
17106;2.2;24.1;23646.0;20650.0;47001.0;19754.0;38973.0;16380.0
17107;2.4;28.4;23432.0;23450.0;44986.0;19658.0;37087.0;16206.0
17109;2.2;25.6;25442.0;23450.0;55736.0;20865.0;45436.0;17010.0
17110;2.3;27.8;25354.0;21350.0;60066.0;21095.0;48063.0;16880.0
17111;2.1;27.4;27171.0;24850.0;61893.0;22700.0;48263.0;17701.0
17112;2.2;27.2;24508.0;23450.0;46951.0;20987.0;38764.0;17328.0
17114;2.3;27.5;22659.0;19950.0;50074.0;18738.0;40654.0;15213.0
17115;2.5;27.0;26960.0;24850.0;66118.0;21700.0;52045.0;17081.0
17116;2.2;26.6;22286.0;21350.0;40745.0;19311.0;33586.0;15918.0
17117;2.4;30.7;20148.0;17150.0;44483.0;16593.0;36479.0;13607.0
17118;2.4;30.1;22317.0;19950.0;47705.0;18810.0;38543.0;15197.0
17119;3.4;39.3;33136.0;24850.0;72471.0;29098.0;56980.0;22878.0
17120;2.5;31.6;23985.0;21350.0;54482.0;19961.0;42462.0;15557.0
17121;2.6;33.5;31920.0;24150.0;75581.0;29128.0;56363.0;21721.0
17122;;;;;;;;
17123;2.2;24.7;28112.0;25550.0;68532.0;22302.0;54193.0;17636.0
17124;2.4;32.0;25703.0;21350.0;56887.0;22919.0;43572.0;17555.0
17125;3.6;35.2;24651.0;18550.0;54030.0;21543.0;42729.0;17037.0
17126;2.5;30.9;26692.0;23450.0;59718.0;22622.0;47437.0;17970.0
17128;2.3;28.3;23149.0;21350.0;51580.0;18942.0;41862.0;15373.0
17129;3.2;35.3;24904.0;19250.0;52390.0;20726.0;41643.0;16474.0
17130;2.3;29.7;29088.0;26250.0;68027.0;24471.0;53068.0;19090.0
17132;2.4;29.7;29520.0;24850.0;67211.0;25659.0;50709.0;19359.0
17133;2.3;24.9;23957.0;22050.0;50573.0;19145.0;41898.0;15861.0
17134;3.0;28.1;26629.0;25550.0;51799.0;24196.0;40847.0;19080.0
17135;2.2;28.0;24862.0;20650.0;52820.0;20077.0;42928.0;16317.0
17136;2.7;33.0;24312.0;21350.0;55926.0;20480.0;44439.0;16273.0
17137;2.1;24.8;26606.0;24850.0;62983.0;21601.0;50025.0;17157.0
17138;3.0;31.5;22002.0;19250.0;40149.0;19853.0;33136.0;16385.0
17139;2.1;26.0;26596.0;24150.0;59796.0;21820.0;47236.0;17237.0
17140;3.1;35.7;25370.0;21350.0;50357.0;23547.0;40042.0;18723.0
17141;2.7;34.2;20502.0;17850.0;48599.0;16969.0;39131.0;13663.0
17142;2.0;25.3;28277.0;26250.0;67563.0;22854.0;53175.0;17987.0
17143;2.3;26.6;21500.0;21700.0;42721.0;17546.0;35135.0;14430.0
17144;2.3;25.6;23126.0;21000.0;50510.0;19707.0;37725.0;14718.0
17145;2.5;28.8;23432.0;21350.0;44725.0;20336.0;36787.0;16727.0
17146;2.1;26.2;23158.0;22050.0;50237.0;19015.0;41252.0;15614.0
17147;2.3;26.6;22727.0;21350.0;45821.0;19018.0;37635.0;15621.0
17148;2.3;28.2;23225.0;19950.0;50623.0;19683.0;39576.0;15388.0
17149;2.2;23.6;25506.0;24150.0;62029.0;20637.0;49077.0;16328.0
17150;2.2;25.1;26575.0;24850.0;61471.0;21842.0;49191.0;17478.0
17151;2.7;32.6;25493.0;22750.0;57413.0;19671.0;47046.0;16119.0
17152;2.7;31.8;19390.0;17150.0;41566.0;16050.0;34062.0;13152.0
17153;2.6;38.4;29576.0;22750.0;72606.0;26064.0;54409.0;19531.0
17154;4.1;37.4;23770.0;22750.0;53017.0;20500.0;42969.0;16615.0
17155;2.8;29.7;16976.0;15750.0;41617.0;12687.0;35569.0;10843.0
17157;1.8;20.2;30065.0;26250.0;84095.0;23114.0;66141.0;18179.0
17158;2.3;26.1;22452.0;19950.0;42010.0;19718.0;34271.0;16085.0
17159;2.4;28.0;24904.0;22750.0;53337.0;19886.0;43958.0;16389.0
17160;2.5;30.0;20278.0;17850.0;42653.0;16862.0;34837.0;13772.0
17161;2.3;27.7;26028.0;23450.0;58743.0;21656.0;46995.0;17325.0
17162;2.6;31.4;21460.0;19950.0;51350.0;16962.0;41622.0;13749.0
17163;2.1;27.3;33430.0;29050.0;82125.0;27355.0;63025.0;20993.0
17164;2.6;28.8;21477.0;19950.0;44361.0;17389.0;36875.0;14454.0
17165;2.1;23.3;23733.0;22750.0;48355.0;19388.0;39459.0;15822.0
17166;2.3;27.9;24296.0;22050.0;55060.0;19307.0;44896.0;15743.0
17167;2.1;25.7;24137.0;22750.0;47955.0;20629.0;38952.0;16756.0
17168;2.3;28.2;26091.0;23450.0;61938.0;21481.0;48645.0;16871.0
17169;2.2;26.6;28048.0;24850.0;67526.0;23158.0;53265.0;18267.0
17170;2.5;26.8;24004.0;22050.0;46083.0;20737.0;37440.0;16848.0
17171;3.2;32.6;23433.0;21350.0;46674.0;19480.0;38357.0;16009.0
17172;2.1;25.3;25839.0;24850.0;58756.0;21978.0;45160.0;16893.0
17173;2.3;34.2;24663.0;20650.0;60915.0;21096.0;46911.0;16246.0
17174;2.5;33.8;25573.0;20650.0;64333.0;21444.0;48320.0;16107.0
17175;2.6;29.9;19348.0;17850.0;42253.0;15124.0;35562.0;12729.0
17176;3.1;44.2;33022.0;22750.0;71254.0;29652.0;52975.0;22046.0
17177;2.3;27.3;22958.0;20650.0;44098.0;19599.0;36460.0;16204.0
17178;2.5;30.4;20383.0;17850.0;46892.0;16797.0;37464.0;13420.0
17180;2.4;28.5;21910.0;19950.0;48489.0;17639.0;39852.0;14498.0
17181;2.6;31.7;25477.0;22050.0;58468.0;22212.0;45469.0;17273.0
17182;2.0;22.8;19302.0;18550.0;44969.0;14532.0;38167.0;12334.0
17183;2.2;33.8;29141.0;23450.0;70842.0;25670.0;53367.0;19338.0
17184;2.2;28.4;27145.0;24150.0;55399.0;23140.0;44066.0;18407.0
